Orthogroup	s_cerevisiae_proteins	k_lactis_proteins
OG0002353	rna3157	Sbay_6.177
OG0002354	rna3159	Sbay_6.175
OG0002355	rna3160	Sbay_6.174
OG0002356	rna3163	Sbay_6.171
OG0002357	rna3165	Sbay_6.169
OG0002358	rna3169	Sbay_6.165
OG0002359	rna3170	Sbay_6.164
OG0002360	rna3173	Sbay_6.159
OG0002361	rna3174	Sbay_6.158
OG0002362	rna1034	Sbay_2.248
OG0002363	rna3246	Sbay_12.60
OG0002364	rna2387	Sbay_7.459
OG0002365	rna937	Sbay_4.249
OG0002366	rna1285	Sbay_2.503
OG0002367	rna2668	Sbay_15.279
OG0002368	rna2669	Sbay_15.280
OG0002369	rna2391	Sbay_7.463
OG0002370	rna2392	Sbay_7.464
OG0002371	rna2394	Sbay_7.466
OG0002372	rna2393	Sbay_7.465
OG0002373	rna3241	Sbay_12.55
OG0002374	rna2400	Sbay_7.471
OG0002375	rna3242	Sbay_12.56
OG0002376	rna2398	Sbay_7.469
OG0002377	rna2404	Sbay_7.475
OG0002378	rna2407	Sbay_7.478
OG0002379	rna2408	Sbay_7.479
OG0002380	rna2409	Sbay_7.480
OG0002381	rna3813	Sbay_10.61
OG0002382	rna3814	Sbay_10.62
OG0002383	rna3851	Sbay_10.104
OG0002384	rna3850	Sbay_10.102
OG0002385	rna3848	Sbay_10.100
OG0002386	rna3816	Sbay_10.64
OG0002387	rna3845	Sbay_10.97
OG0002388	rna3260	Sbay_12.76
OG0002389	rna3819	Sbay_10.67
OG0002390	rna3822	Sbay_10.69
OG0002391	rna50	Sbay_1.45
OG0002392	rna51	Sbay_1.46
OG0002393	rna5459	Sbay_8.94
OG0002394	rna5467	Sbay_8.101
OG0002395	rna3724	Sbay_11.303
OG0002396	rna5468	Sbay_8.102
OG0002397	rna3725	Sbay_11.304
OG0002398	rna3726	Sbay_11.305
OG0002399	rna3727	Sbay_11.306
OG0002400	rna5472	Sbay_8.106
OG0002401	rna5480	Sbay_8.114
OG0002402	rna5483	Sbay_8.118
OG0002403	rna1527	Sbay_5.24
OG0002404	rna1528	Sbay_5.25
OG0002405	rna3313	Sbay_12.134
OG0002406	rna1530	Sbay_5.27
OG0002407	rna4621	Sbay_13.318
OG0002408	rna4620	Sbay_13.317
OG0002409	rna4618	Sbay_13.315
OG0002410	rna3869	Sbay_10.123
OG0002411	rna4612	Sbay_13.308
OG0002412	rna4611	Sbay_13.307
OG0002413	rna3861	Sbay_10.112
OG0002414	rna4606	Sbay_13.302
OG0002415	rna3855	Sbay_10.108
OG0002416	rna3854	Sbay_10.107
OG0002417	rna3853	Sbay_10.106
OG0002418	rna3947	Sbay_10.209
OG0002419	rna1086	Sbay_2.302
OG0002420	rna1085	Sbay_2.301
OG0002421	rna3946	Sbay_10.208
OG0002422	rna3945	Sbay_10.207
OG0002423	rna1008	Sbay_2.222
OG0002424	rna3798	Sbay_10.43
OG0002425	rna3799	Sbay_10.44
OG0002426	rna3800	Sbay_10.45
OG0002427	rna2540	Sbay_8.27
OG0002428	rna2541	Sbay_8.28
OG0002429	rna985	Sbay_2.198
OG0002430	rna286	Sbay_4.304
OG0002431	rna989	Sbay_2.201
OG0002432	rna990	Sbay_2.202
OG0002433	rna282	Sbay_4.298
OG0002434	rna980	Sbay_2.194
OG0002435	rna279	Sbay_4.295
OG0002436	rna278	Sbay_4.294
OG0002437	rna275	Sbay_4.289
OG0002438	rna994	Sbay_2.208
OG0002439	rna291	Sbay_4.309
OG0002440	rna3912	Sbay_10.168
OG0002441	rna3913	Sbay_10.169
OG0002442	rna3914	Sbay_10.170
OG0002443	rna3916	Sbay_10.172
OG0002444	rna3918	Sbay_10.174
OG0002445	rna1062	Sbay_2.274
OG0002446	rna1063	Sbay_2.275
OG0002447	rna1068	Sbay_2.281
OG0002448	rna3925	Sbay_10.181
OG0002449	rna3928	Sbay_10.185
OG0002450	rna1074	Sbay_2.289
OG0002451	rna1076	Sbay_2.291
OG0002452	rna3929	Sbay_10.186
OG0002453	rna3931	Sbay_10.188
OG0002454	rna3933	Sbay_10.190
OG0002455	rna3935	Sbay_10.191
OG0002456	rna4129	Sbay_10.369
OG0002457	rna5589	Sbay_8.228
OG0002458	rna5588	Sbay_8.227
OG0002459	rna4128	Sbay_10.368
OG0002460	rna5579	Sbay_8.217
OG0002461	rna5580	Sbay_8.218
OG0002462	rna5581	Sbay_8.219
OG0002463	rna5582	Sbay_8.221
OG0002464	rna5583, rna4121	Sbay_10.362
OG0002465	rna5584	Sbay_8.223
OG0002466	rna1732	Sbay_5.257
OG0002467	rna4091	Sbay_10.330
OG0002468	rna1149	Sbay_2.372
OG0002469	rna4956	Sbay_14.141
OG0002470	rna4957	Sbay_14.142
OG0002471	rna4962	Sbay_14.148
OG0002472	rna366	Sbay_4.395
OG0002473	rna5322	Sbay_15.79
OG0002474	rna374	Sbay_4.404
OG0002475	rna373	Sbay_4.403
OG0002476	rna3149	Sbay_6.184
OG0002477	rna3687	Sbay_11.263
OG0002478	rna3688	Sbay_11.264
OG0002479	rna3690	Sbay_11.267
OG0002480	rna3693	Sbay_11.270
OG0002481	rna1289	Sbay_2.507
OG0002482	rna2673	Sbay_15.283
OG0002483	rna1287	Sbay_2.505
OG0002484	rna2672	Sbay_15.282
OG0002485	rna2671	Sbay_15.281
OG0002486	rna1286	Sbay_2.504
OG0002487	rna3494	Sbay_11.66
OG0002488	rna2629	Sbay_15.241
OG0002489	rna3280	Sbay_12.99
OG0002490	rna2421	Sbay_7.492
OG0002491	rna2423	Sbay_7.494
OG0002492	rna2680	Sbay_15.293
OG0002493	rna2167	Sbay_7.237
OG0002494	rna2168	Sbay_7.238
OG0002495	rna2032	Sbay_7.90
OG0002496	rna2031	Sbay_7.89
OG0002497	rna5339	Sbay_15.96
OG0002498	rna901	Sbay_4.208
OG0002499	rna2410	Sbay_7.481
OG0002500	rna3251	Sbay_12.65
OG0002501	rna3252	Sbay_12.66
OG0002502	rna2412	Sbay_7.483
OG0002503	rna4030	Sbay_10.268
OG0002504	rna4031	Sbay_10.269
OG0002505	rna5399	Sbay_15.156
OG0002506	rna4107	Sbay_10.348
OG0002507	rna4108	Sbay_10.349
OG0002508	rna2046	Sbay_7.104
OG0002509	rna4110	Sbay_10.351, Sbay_10.352
OG0002510	rna1887	Sbay_6.79
OG0002511	rna5753	Sbay_8.391
OG0002512	rna34	Sbay_1.30
OG0002513	rna33	Sbay_1.29
OG0002514	rna5758	Sbay_8.396
OG0002515	rna5760	Sbay_8.400
OG0002516	rna30	Sbay_1.27
OG0002517	rna5763	Sbay_8.403
OG0002518	rna5045	Sbay_14.231
OG0002519	rna5043	Sbay_14.229
OG0002520	rna5527	Sbay_8.165
OG0002521	rna5040	Sbay_14.225
OG0002522	rna5530	Sbay_8.168
OG0002523	rna2696	Sbay_15.310
OG0002524	rna5039	Sbay_14.224
OG0002525	rna5036	Sbay_14.221
OG0002526	rna5035	Sbay_14.220
OG0002527	rna2701	Sbay_15.316
OG0002528	rna2702	Sbay_15.317
OG0002529	rna5031	Sbay_14.216
OG0002530	rna5028	Sbay_14.212
OG0002531	rna5027	Sbay_14.211
OG0002532	rna5023	Sbay_14.208
OG0002533	rna5022	Sbay_14.207
OG0002534	rna244	Sbay_2.155
OG0002535	rna246	Sbay_2.158
OG0002536	rna910	Sbay_4.219
OG0002537	rna909	Sbay_4.218
OG0002538	rna908	Sbay_4.217
OG0002539	rna5344	Sbay_15.101
OG0002540	rna907	Sbay_4.216
OG0002541	rna4731	Sbay_13.424
OG0002542	rna5717	Sbay_8.352
OG0002543	rna4729	Sbay_13.422
OG0002544	rna4727	Sbay_13.420
OG0002545	rna5715	Sbay_8.350
OG0002546	rna4726	Sbay_13.419
OG0002547	rna1841	Sbay_6.32
OG0002548	rna1842	Sbay_6.33
OG0002549	rna3881	Sbay_10.135
OG0002550	rna4479	Sbay_13.176
OG0002551	rna3612	Sbay_11.184
OG0002552	rna2547	Sbay_8.34
OG0002553	rna3613	Sbay_11.185
OG0002554	rna2551	Sbay_8.37
OG0002555	rna2553	Sbay_8.39
OG0002556	rna3618	Sbay_11.188
OG0002557	rna3619	Sbay_11.189
OG0002558	rna2556	Sbay_8.42
OG0002559	rna3621	Sbay_11.191
OG0002560	rna4555	Sbay_13.254
OG0002562	rna2574	Sbay_8.60
OG0002563	rna3563	Sbay_11.138
OG0002564	rna3564	Sbay_11.139
OG0002565	rna3565	Sbay_11.140
OG0002566	rna3566	Sbay_11.141
OG0002567	rna3570	Sbay_11.144
OG0002568	rna4544	Sbay_13.239
OG0002569	rna4541	Sbay_13.236
OG0002570	rna4540	Sbay_13.234
OG0002571	rna4539	Sbay_13.233
OG0002572	rna4538	Sbay_13.232
OG0002573	rna3574	Sbay_11.148
OG0002574	rna3575	Sbay_11.149
OG0002575	rna3576	Sbay_11.150
OG0002576	rna4527	Sbay_13.218
OG0002577	rna4515	Sbay_13.208
OG0002578	rna4514	Sbay_13.207
OG0002579	rna4512	Sbay_13.205
OG0002580	rna4511	Sbay_13.204
OG0002581	rna5309	Sbay_15.67
OG0002583	rna6082	Sbay_16.310
OG0002584	rna6077	Sbay_16.305
OG0002585	rna6078	Sbay_16.306
OG0002586	rna6079	Sbay_16.307
OG0002587	rna6080	Sbay_16.308
OG0002588	rna675	Sbay_3.115
OG0002589	rna2946	Sbay_9.154
OG0002590	rna1638	Sbay_5.157
OG0002591	rna2949	Sbay_9.157
OG0002592	rna2960	Sbay_9.168
OG0002593	rna2713	Sbay_15.328
OG0002594	rna6030	Sbay_16.253
OG0002595	rna2041	Sbay_7.98
OG0002596	rna1472	Sbay_2.706
OG0002597	rna3300	Sbay_12.121
OG0002598	rna4271	Sbay_10.527
OG0002599	rna4801	Sbay_13.495
OG0002600	rna3952	Sbay_10.219
OG0002601	rna2605	Sbay_13.79, Sbay_15.215
OG0002603	rna3419	Sbay_12.243
OG0002604	rna5929	Sbay_16.147
OG0002605	rna2833	Sbay_9.30
OG0002607	rna3754	Sbay_11.334
OG0002608	rna3753	Sbay_11.333
OG0002609	rna2839	Sbay_9.38
OG0002610	rna2842	Sbay_9.41
OG0002611	rna1930	Sbay_12.11
OG0002612	rna1926	Sbay_12.15
OG0002613	rna1976	Sbay_7.31
OG0002614	rna1979	Sbay_7.34
OG0002615	rna1623	Sbay_5.139
OG0002616	rna1619	Sbay_5.137
OG0002617	rna1983	Sbay_7.39
OG0002618	rna1615	Sbay_5.132
OG0002620	rna4460	Sbay_13.156
OG0002622	rna1369	Sbay_2.590
OG0002623	rna4423	Sbay_13.118
OG0002624	rna4424	Sbay_13.119
OG0002625	rna5573	Sbay_8.209
OG0002626	rna5574	Sbay_8.210
OG0002627	rna5576	Sbay_8.212
OG0002628	rna4210	Sbay_10.453
OG0002629	rna2262	Sbay_7.335
OG0002630	rna3662	Sbay_11.237
OG0002631	rna3663	Sbay_11.238
OG0002632	rna3664	Sbay_11.239
OG0002633	rna1879	Sbay_6.74
OG0002634	rna17	Sbay_1.13
OG0002635	rna5776	Sbay_8.419
OG0002636	rna21	Sbay_1.17
OG0002637	rna5774	Sbay_8.417
OG0002638	rna5771	Sbay_8.413
OG0002639	rna47	Sbay_1.42
OG0002640	rna2383	Sbay_7.455
OG0002641	rna2188	Sbay_7.263
OG0002643	rna208	Sbay_2.120
OG0002644	rna2475	Sbay_7.547
OG0002645	rna2752	Sbay_15.367
OG0002646	rna2474	Sbay_7.546
OG0002647	rna2471	Sbay_7.542
OG0002648	rna2464	Sbay_7.532
OG0002649	rna3123	Sbay_6.214
OG0002650	rna3112	Sbay_6.225
OG0002651	rna3111	Sbay_6.226
OG0002652	rna3110	Sbay_6.227
OG0002653	rna3109	Sbay_6.228
OG0002654	rna3106	Sbay_6.229
OG0002655	rna3075	Sbay_6.264
OG0002656	rna3080	Sbay_6.259
OG0002657	rna3082	Sbay_6.257
OG0002658	rna3084	Sbay_6.254
OG0002659	rna3478	Sbay_11.47
OG0002660	rna3480	Sbay_11.49
OG0002661	rna3483	Sbay_11.52
OG0002662	rna2674	Sbay_15.284
OG0002663	rna1202	Sbay_2.423
OG0002664	rna5443	Sbay_8.79
OG0002665	rna1428	Sbay_2.652
OG0002666	rna5442	Sbay_8.78
OG0002668	rna5288	Sbay_15.42
OG0002669	rna4860	Sbay_14.43
OG0002670	rna4861	Sbay_14.44
OG0002671	rna4862	Sbay_14.45
OG0002672	rna5294	Sbay_15.49
OG0002673	rna5295	Sbay_15.50
OG0002674	rna5496	Sbay_8.128
OG0002675	rna5495	Sbay_8.127
OG0002676	rna3737	Sbay_11.317
OG0002678	rna3317	Sbay_12.138
OG0002679	rna3318	Sbay_12.139
OG0002680	rna4416	Sbay_13.112
OG0002681	rna4414	Sbay_13.110
OG0002682	rna4413	Sbay_12.142, Sbay_13.109
OG0002683	rna4412	Sbay_13.108
OG0002684	rna1900	Sbay_6.95
OG0002685	rna2590	Sbay_15.200
OG0002686	rna2592	Sbay_15.202
OG0002688	rna591	Sbay_3.15
OG0002689	rna74	Sbay_1.75
OG0002690	rna2201	Sbay_7.278
OG0002691	rna2200	Sbay_7.277
OG0002692	rna2764	Sbay_15.378
OG0002693	rna2768	Sbay_15.383
OG0002694	rna2770	Sbay_15.385
OG0002695	rna4787	Sbay_13.480
OG0002696	rna2489	Sbay_7.563
OG0002697	rna2493	Sbay_7.567
OG0002698	rna2496	Sbay_7.570
OG0002699	rna4796	Sbay_13.489
OG0002700	rna4809	Sbay_13.505
OG0002701	rna264	Sbay_4.278
OG0002702	rna961	Sbay_2.172
OG0002703	rna1882	Sbay_6.83
OG0002704	rna608	Sbay_3.39
OG0002705	rna613	Sbay_3.44
OG0002706	rna1559	Sbay_5.63
OG0002707	rna1557	Sbay_5.66
OG0002708	rna5001	Sbay_14.188
OG0002709	rna2709	Sbay_15.324
OG0002710	rna1611	Sbay_5.127
OG0002711	rna1612	Sbay_5.128
OG0002711	rna1993	Sbay_7.51
OG0002712	rna1613	Sbay_5.129
OG0002713	rna1614	Sbay_5.131
OG0002714	rna4454	Sbay_13.150
OG0002715	rna1389	Sbay_2.612
OG0002716	rna4448	Sbay_13.142
OG0002717	rna4446	Sbay_13.140
OG0002718	rna1391	Sbay_2.614
OG0002719	rna1392	Sbay_2.616
OG0002720	rna4442	Sbay_13.136
OG0002721	rna1394	Sbay_2.618
OG0002722	rna1395	Sbay_2.619
OG0002723	rna1397	Sbay_2.621
OG0002725	rna4436	Sbay_13.130
OG0002726	rna4434	Sbay_13.128
OG0002727	rna4432	Sbay_13.125
OG0002728	rna2066	Sbay_7.126
OG0002729	rna2139	Sbay_7.205
OG0002731	rna3466	Sbay_11.36
OG0002732	rna3468	Sbay_11.38
OG0002733	rna3469	Sbay_11.39
OG0002734	rna3472	Sbay_11.41
OG0002735	rna4266	Sbay_10.524
OG0002736	rna869	Sbay_4.172
OG0002737	rna4261	Sbay_10.520
OG0002738	rna1572	Sbay_5.82
OG0002739	rna4254	Sbay_10.512
OG0002741	rna3407	Sbay_12.232
OG0002742	rna3402	Sbay_12.226
OG0002743	rna2784	Sbay_15.400
OG0002744	rna3401	Sbay_12.225
OG0002745	rna2783	Sbay_15.399
OG0002746	rna2779	Sbay_15.395
OG0002747	rna2778	Sbay_15.394
OG0002748	rna4380	Sbay_13.73
OG0002749	rna4382	Sbay_13.75
OG0002750	rna4383	Sbay_13.76
OG0002751	rna4387	Sbay_13.83
OG0002752	rna4388	Sbay_13.84
OG0002753	rna4394	Sbay_13.90
OG0002754	rna4304	Sbay_10.561
OG0002755	rna4398	Sbay_13.95
OG0002756	rna4301	Sbay_10.558
OG0002757	rna4400	Sbay_13.97
OG0002758	rna4292	Sbay_10.547
OG0002759	rna2246	Sbay_7.322
OG0002760	rna2241	Sbay_7.316
OG0002761	rna2237	Sbay_7.312
OG0002763	rna2228	Sbay_7.306
OG0002764	rna6101	Sbay_16.331
OG0002765	rna3558	Sbay_11.133
OG0002766	rna3559, rna4559	Sbay_11.134
OG0002767	rna3324	Sbay_12.146
OG0002768	rna1905	Sbay_6.99
OG0002769	rna262	Sbay_4.276
OG0002770	rna259	Sbay_4.273
OG0002771	rna3100	Sbay_6.236
OG0002772	rna3101	Sbay_6.235
OG0002773	rna3722	Sbay_11.301
OG0002774	rna3068	Sbay_6.272
OG0002775	rna4229	Sbay_10.486
OG0002776	rna4227	Sbay_10.484
OG0002777	rna2274	Sbay_7.346
OG0002778	rna4224	Sbay_10.467
OG0002779	rna2272	Sbay_7.344
OG0002780	rna4223	Sbay_10.466
OG0002781	rna4222	Sbay_10.465
OG0002782	rna5707	Sbay_8.341
OG0002783	rna6145	Sbay_16.385
OG0002784	rna4751	Sbay_13.441
OG0002785	rna4747	Sbay_13.437
OG0002786	rna346	Sbay_4.371
OG0002787	rna344	Sbay_4.369
OG0002788	rna342	Sbay_4.367
OG0002789	rna6162	Sbay_16.406
OG0002790	rna6159	Sbay_16.401
OG0002791	rna6156	Sbay_16.398
OG0002792	rna6154	Sbay_16.396
OG0002793	rna331	Sbay_4.355
OG0002794	rna379	Sbay_4.410
OG0002795	rna6038	Sbay_16.259
OG0002797	rna1433	Sbay_2.657
OG0002798	rna5841	Sbay_16.55
OG0002799	rna5915	Sbay_16.132
OG0002800	rna202	Sbay_2.114
OG0002801	rna6267	Sbay_16.504
OG0002802	rna4316	Sbay_10.576
OG0002803	rna6228	Sbay_16.468
OG0002804	rna2334	Sbay_7.406
OG0002805	rna2330	Sbay_7.403
OG0002806	rna6220	Sbay_16.462
OG0002807	rna6219	Sbay_16.461
OG0002808	rna2327	Sbay_7.400
OG0002809	rna1594	Sbay_5.105
OG0002810	rna1592	Sbay_5.104
OG0002811	rna3002	Sbay_9.218
OG0002812	rna3010	Sbay_9.226
OG0002813	rna3012	Sbay_9.230
OG0002814	rna321	Sbay_4.343
OG0002815	rna319	Sbay_4.341
OG0002816	rna316	Sbay_4.338
OG0002817	rna313	Sbay_4.335
OG0002818	rna6138	Sbay_16.377
OG0002819	rna173	Sbay_2.81
OG0002820	rna174	Sbay_2.82
OG0002821	rna175	Sbay_2.83
OG0002822	rna177	Sbay_2.85
OG0002823	rna4595	Sbay_13.293
OG0002824	rna4592	Sbay_13.290
OG0002825	rna3521	Sbay_11.94
OG0002826	rna4591	Sbay_13.289
OG0002827	rna4588	Sbay_13.286
OG0002828	rna3527	Sbay_11.100
OG0002829	rna3528	Sbay_11.101
OG0002830	rna3529	Sbay_11.102
OG0002831	rna4581	Sbay_13.279
OG0002832	rna2322	Sbay_7.395
OG0002833	rna4723	Sbay_13.416
OG0002834	rna2266	Sbay_7.339
OG0002835	rna2264	Sbay_7.337
OG0002836	rna3330	Sbay_12.152
OG0002837	rna3334	Sbay_12.157
OG0002838	rna3451	Sbay_11.19
OG0002840	rna3449	Sbay_11.15
OG0002841	rna3447	Sbay_11.13
OG0002842	rna2458	Sbay_7.526
OG0002844	rna534	Sbay_3.151
OG0002845	rna542	Sbay_3.158
OG0002846	rna1482	Sbay_2.714
OG0002847	rna1469	Sbay_2.701
OG0002848	rna553	Sbay_3.168
OG0002851	rna562	Sbay_3.179
OG0002852	rna563	Sbay_3.180
OG0002853	rna565	Sbay_3.182
OG0002854	rna566	Sbay_3.183
OG0002855	rna567	Sbay_3.184
OG0002856	rna1459	Sbay_2.689
OG0002857	rna1457	Sbay_2.687
OG0002858	rna1452	Sbay_2.680
OG0002859	rna4040	Sbay_10.278
OG0002860	rna4045	Sbay_10.283
OG0002861	rna4047	Sbay_10.285
OG0002862	rna1598	Sbay_5.112
OG0002863	rna646	Sbay_3.82
OG0002864	rna645	Sbay_3.81
OG0002865	rna1505	Sbay_5.3
OG0002866	rna4893	Sbay_14.75
OG0002867	rna4900	Sbay_14.82
OG0002868	rna4902	Sbay_14.84
OG0002869	rna1001	Sbay_2.215
OG0002870	rna4905	Sbay_14.87
OG0002871	rna4906	Sbay_14.88
OG0002872	rna4911	Sbay_14.93
OG0002873	rna3364	Sbay_12.186
OG0002874	rna4917	Sbay_14.99
OG0002875	rna3060	Sbay_6.281
OG0002876	rna1435	Sbay_2.659
OG0002877	rna5314	Sbay_15.70
OG0002878	rna913	Sbay_4.222
OG0002879	rna5351	Sbay_15.108
OG0002880	rna3026	Sbay_9.243
OG0002881	rna922	Sbay_4.231
OG0002882	rna926	Sbay_4.236
OG0002883	rna359	Sbay_4.387
OG0002884	rna5334	Sbay_15.91
OG0002885	rna2284	Sbay_7.359
OG0002886	rna4139	Sbay_10.379
OG0002887	rna4143	Sbay_10.382
OG0002888	rna4145	Sbay_10.384
OG0002889	rna4149	Sbay_10.388
OG0002890	rna5604	Sbay_8.244
OG0002891	rna4156	Sbay_10.395
OG0002892	rna434	Sbay_4.469
OG0002893	rna2145	Sbay_7.213
OG0002894	rna2144	Sbay_7.212
OG0002895	rna2142	Sbay_7.210
OG0002896	rna5413	Sbay_15.172
OG0002897	rna4339	Sbay_13.24
OG0002898	rna5562	Sbay_8.198
OG0002899	rna1354	Sbay_2.573
OG0002900	rna1356	Sbay_2.576
OG0002901	rna1358	Sbay_2.578
OG0002902	rna1359	Sbay_2.579
OG0002903	rna4714	Sbay_13.408
OG0002904	rna5694	Sbay_8.327
OG0002905	rna4710	Sbay_13.403
OG0002906	rna4708	Sbay_13.401
OG0002907	rna4707	Sbay_13.400
OG0002908	rna4704	Sbay_13.397
OG0002909	rna5690	Sbay_8.325
OG0002910	rna4703	Sbay_13.396
OG0002911	rna4702	Sbay_13.395
OG0002912	rna4701	Sbay_13.394
OG0002913	rna5682	Sbay_8.318
OG0002914	rna5679	Sbay_8.315
OG0002915	rna1673	Sbay_5.193
OG0002916	rna1672	Sbay_5.192
OG0002917	rna2921	Sbay_9.130
OG0002918	rna1669	Sbay_5.190
OG0002919	rna2922	Sbay_9.131
OG0002920	rna1661	Sbay_5.183
OG0002921	rna2925	Sbay_9.134
OG0002923	rna2931	Sbay_9.140
OG0002924	rna2935	Sbay_9.143
OG0002925	rna2936	Sbay_9.144
OG0002926	rna1646	Sbay_5.166
OG0002927	rna5190	Sbay_14.386
OG0002929	rna667	Sbay_3.107
OG0002931	rna5181	Sbay_14.377
OG0002932	rna1677	Sbay_5.196
OG0002933	rna5678	Sbay_8.314
OG0002934	rna5677	Sbay_8.313
OG0002935	rna5672	Sbay_8.307
OG0002936	rna5919	Sbay_16.137
OG0002937	rna5918	Sbay_16.136
OG0002938	rna5917	Sbay_16.134
OG0002939	rna5669	Sbay_8.304
OG0002940	rna5924	Sbay_16.142
OG0002941	rna5666	Sbay_8.301
OG0002942	rna5926	Sbay_16.144
OG0002943	rna5927	Sbay_16.145
OG0002944	rna5928	Sbay_16.146
OG0002945	rna5930	Sbay_16.148
OG0002946	rna5931	Sbay_16.149
OG0002947	rna1251	Sbay_2.470
OG0002948	rna1249	Sbay_2.468
OG0002949	rna2610	Sbay_15.221
OG0002950	rna1243	Sbay_2.462
OG0002951	rna2611	Sbay_15.222
OG0002952	rna1242	Sbay_2.461
OG0002953	rna1241	Sbay_2.460
OG0002954	rna2612	Sbay_15.223
OG0002955	rna1234	Sbay_2.452
OG0002956	rna2626	Sbay_15.237
OG0002957	rna2622	Sbay_15.233
OG0002958	rna1227	Sbay_2.445
OG0002959	rna2849	Sbay_9.49
OG0002960	rna2848	Sbay_9.48
OG0002961	rna5068	Sbay_14.255
OG0002962	rna2375	Sbay_7.451
OG0002963	rna203	Sbay_2.115
OG0002964	rna1769	Sbay_5.297
OG0002965	rna1024	Sbay_2.238
OG0002966	rna1760	Sbay_5.287
OG0002967	rna1027	Sbay_2.241
OG0002968	rna1028	Sbay_2.242
OG0002969	rna1030	Sbay_2.244
OG0002970	rna2367	Sbay_7.443
OG0002971	rna5299	Sbay_15.57
OG0002972	rna4876	Sbay_14.57
OG0002973	rna4879	Sbay_14.61
OG0002974	rna5302	Sbay_15.61
OG0002975	rna1447	Sbay_2.675
OG0002976	rna1443	Sbay_2.670
OG0002977	rna5308	Sbay_15.65
OG0002978	rna4506	Sbay_13.199
OG0002979	rna4854	Sbay_14.35
OG0002980	rna5769	Sbay_8.411
OG0002981	rna29	Sbay_1.26
OG0002982	rna5766	Sbay_8.406
OG0002983	rna5522	Sbay_8.159
OG0002984	rna5521	Sbay_8.158
OG0002985	rna5050	Sbay_14.238
OG0002986	rna5051	Sbay_14.239
OG0002987	rna5519	Sbay_8.157
OG0002988	rna5052	Sbay_14.240
OG0002989	rna5055	Sbay_14.242
OG0002990	rna5514	Sbay_8.152
OG0002991	rna5510	Sbay_8.147
OG0002992	rna5504	Sbay_8.141
OG0002993	rna5062	Sbay_14.249
OG0002994	rna5063	Sbay_14.250
OG0002995	rna5066	Sbay_14.253
OG0002996	rna2499	Sbay_7.573
OG0002997	rna2500	Sbay_7.574
OG0002998	rna2502	Sbay_7.576
OG0002999	rna2503	Sbay_7.577
OG0003000	rna3536	Sbay_11.110
OG0003001	rna4579	Sbay_13.277
OG0003002	rna4744	Sbay_13.434
OG0003003	rna301	Sbay_4.320
OG0003004	rna1258	Sbay_2.477
OG0003005	rna2640	Sbay_15.249
OG0003006	rna1255	Sbay_2.474
OG0003007	rna4429	Sbay_13.122
OG0003008	rna1175	Sbay_2.396
OG0003009	rna1176	Sbay_2.397
OG0003010	rna748	Sbay_4.45
OG0003011	rna1178	Sbay_2.399
OG0003012	rna1180	Sbay_2.401
OG0003013	rna1184	Sbay_2.405
OG0003014	rna1185	Sbay_2.406
OG0003015	rna1188	Sbay_2.409
OG0003016	rna2127	Sbay_7.193
OG0003017	rna2288	Sbay_7.363
OG0003019	rna354	Sbay_4.381
OG0003020	rna4664	Sbay_13.360
OG0003021	rna3073	Sbay_6.266
OG0003022	rna791	Sbay_4.89
OG0003023	rna790	Sbay_4.88
OG0003024	rna1272	Sbay_2.490
OG0003026	rna4334	Sbay_13.18
OG0003027	rna2023	Sbay_7.79
OG0003028	rna2025	Sbay_7.81
OG0003029	rna2034	Sbay_7.92
OG0003030	rna6111	Sbay_16.344
OG0003031	rna3796	Sbay_10.41
OG0003032	rna1038	Sbay_2.252
OG0003033	rna1773	Sbay_5.301
OG0003034	rna1776	Sbay_5.304
OG0003035	rna2219	Sbay_7.298
OG0003036	rna2218	Sbay_7.297
OG0003037	rna2217	Sbay_7.296
OG0003038	rna4176	Sbay_10.416
OG0003039	rna5208	Sbay_14.404
OG0003040	rna5211	Sbay_14.406
OG0003042	rna3437	Sbay_11.4
OG0003043	rna3054	Sbay_6.287
OG0003044	rna5824	Sbay_16.38
OG0003045	rna5822	Sbay_16.36
OG0003046	rna1514	Sbay_5.13
OG0003047	rna5828	Sbay_16.42
OG0003048	rna5419	Sbay_15.179
OG0003049	rna1508	Sbay_5.6
OG0003050	rna5420	Sbay_15.180
OG0003051	rna4464, rna4465	Sbay_13.160
OG0003052	rna4778	Sbay_13.471
OG0003053	rna4776	Sbay_13.468
OG0003054	rna4341	Sbay_13.26
OG0003055	rna4343	Sbay_13.28
OG0003056	rna4344	Sbay_13.29
OG0003057	rna4350	Sbay_13.36
OG0003058	rna4351	Sbay_13.37
OG0003059	rna4764	Sbay_13.454
OG0003060	rna3676	Sbay_11.252
OG0003061	rna3670	Sbay_11.246
OG0003062	rna4284	Sbay_10.539
OG0003063	rna3460	Sbay_11.30
OG0003064	rna4283	Sbay_10.538
OG0003065	rna4282	Sbay_10.537
OG0003066	rna5890	Sbay_16.106
OG0003067	rna2131	Sbay_7.195
OG0003068	rna241	Sbay_2.152
OG0003069	rna5336	Sbay_15.93
OG0003070	rna3586	Sbay_11.158
OG0003071	rna2282	Sbay_7.357
OG0003072	rna3809	Sbay_10.57
OG0003073	rna2535	Sbay_8.22
OG0003074	rna3791	Sbay_10.36
OG0003075	rna2223	Sbay_7.301
OG0003077	rna606	Sbay_3.37
