Orthogroup	s_cerevisiae_proteins	s_mikatae_proteins
OG0001647	rna2986	Smik_9.191
OG0001648	rna5831	Smik_6.466
OG0001649	rna2982	Smik_9.184
OG0001650	rna5830	Smik_6.467
OG0001651	rna5424	Smik_15.182
OG0001652	rna5380	Smik_15.135
OG0001653	rna6192	Smik_16.348
OG0001654	rna2298	Smik_6.176
OG0001655	rna6196	Smik_16.353
OG0001656	rna2299	Smik_6.177
OG0001657	rna6198	Smik_16.355
OG0001658	rna2302	Smik_6.180
OG0001659	rna2303	Smik_6.181
OG0001660	rna2304	Smik_6.182
OG0001661	rna6199	Smik_16.356
OG0001662	rna2306	Smik_6.184
OG0001663	rna2307	Smik_6.185
OG0001664	rna2308	Smik_6.186
OG0001665	rna2309	Smik_6.187
OG0001666	rna2311	Smik_6.189
OG0001667	rna6204	Smik_16.361
OG0001668	rna476	Smik_2.395
OG0001669	rna3005	Smik_9.210
OG0001670	rna478	Smik_2.397
OG0001671	rna481	Smik_2.400
OG0001672	rna2973	Smik_9.173
OG0001673	rna1909	Smik_7.345
OG0001674	rna1910	Smik_7.346
OG0001675	rna1916	Smik_7.351
OG0001676	rna2971	Smik_9.171
OG0001677	rna2970	Smik_9.170
OG0001678	rna2969	Smik_9.169
OG0001679	rna2968	Smik_9.168
OG0001680	rna2344	Smik_6.226
OG0001681	rna2346	Smik_6.228
OG0001682	rna3953	Smik_12.190
OG0001683	rna3954	Smik_12.191
OG0001684	rna3955	Smik_12.192
OG0001685	rna1093	Smik_4.392
OG0001686	rna1096	Smik_4.397
OG0001687	rna1100	Smik_4.402
OG0001688	rna3964	Smik_12.201
OG0001689	rna1103	Smik_4.405
OG0001690	rna1104	Smik_4.406
OG0001691	rna3967	Smik_12.206
OG0001692	rna1106	Smik_4.408
OG0001693	rna3970	Smik_12.210
OG0001694	rna3971	Smik_12.211
OG0001695	rna1107	Smik_4.409
OG0001696	rna1109	Smik_4.411
OG0001697	rna1110	Smik_4.412
OG0001698	rna3976	Smik_12.216
OG0001699	rna3978	Smik_12.219
OG0001700	rna1113	Smik_4.414
OG0001701	rna1118	Smik_4.421
OG0001702	rna1117	Smik_4.420
OG0001703	rna1120	Smik_4.423
OG0001704	rna1121	Smik_4.424
OG0001705	rna4024	Smik_12.225
OG0001706	rna1126	Smik_4.429
OG0001707	rna1128	Smik_4.431
OG0001708	rna4027	Smik_12.228
OG0001709	rna1130	Smik_4.432
OG0001710	rna4101	Smik_12.306
OG0001711	rna4100	Smik_12.305
OG0001712	rna4099	Smik_12.304
OG0001713	rna1136	Smik_4.439
OG0001714	rna1137	Smik_4.440
OG0001715	rna4098	Smik_12.303
OG0001716	rna4097	Smik_12.302
OG0001717	rna4096	Smik_12.301
OG0001718	rna4095	Smik_12.300
OG0001719	rna1139	Smik_4.442
OG0001720	rna1142	Smik_4.444
OG0001721	rna1144	Smik_4.446
OG0001722	rna4094	Smik_12.299
OG0001723	rna1148	Smik_4.450
OG0001724	rna4955	Smik_14.129
OG0001725	rna4954	Smik_14.128
OG0001726	rna4951	Smik_14.125
OG0001727	rna4946	Smik_14.120
OG0001728	rna4945	Smik_14.119
OG0001729	rna4943	Smik_14.117
OG0001730	rna718	Smik_4.7
OG0001731	rna4940	Smik_14.114
OG0001732	rna716	Smik_4.5
OG0001733	rna4939	Smik_14.113
OG0001734	rna4937	Smik_14.111
OG0001735	rna714	Smik_4.3
OG0001736	rna4935	Smik_14.110
OG0001737	rna4934	Smik_14.109
OG0001738	rna4931	Smik_14.106
OG0001739	rna4929	Smik_14.104
OG0001740	rna4927	Smik_14.102
OG0001741	rna4922	Smik_14.97
OG0001742	rna4919	Smik_14.94
OG0001743	rna712	Smik_4.1
OG0001744	rna4918	Smik_14.93
OG0001745	rna3785	Smik_12.14
OG0001746	rna2533	Smik_8.10
OG0001747	rna3787	Smik_12.16
OG0001748	rna3788	Smik_12.17
OG0001749	rna2534	Smik_8.11
OG0001750	rna3793	Smik_12.22
OG0001751	rna3795	Smik_12.24
OG0001752	rna1755	Smik_5.319
OG0001753	rna1754	Smik_5.318
OG0001755	rna1021	Smik_4.314
OG0001756	rna4237	Smik_12.466
OG0001757	rna4235	Smik_12.464
OG0001758	rna893	Smik_4.188
OG0001759	rna849	Smik_4.139
OG0001760	rna4639	Smik_13.355
OG0001761	rna846	Smik_4.136
OG0001762	rna845	Smik_4.135
OG0001763	rna844	Smik_4.134
OG0001764	rna4644	Smik_13.361
OG0001765	rna4645	Smik_13.362
OG0001766	rna5259	Smik_15.6
OG0001767	rna5260	Smik_15.7
OG0001768	rna5261	Smik_15.8
OG0001769	rna5262	Smik_15.9
OG0001770	rna5263	Smik_15.10
OG0001771	rna5264	Smik_15.11
OG0001772	rna4830	Smik_14.2
OG0001773	rna4831	Smik_14.3
OG0001774	rna5265	Smik_15.12
OG0001775	rna4835	Smik_14.7
OG0001776	rna1326	Smik_4.638
OG0001777	rna5538	Smik_15.301
OG0001778	rna5539	Smik_15.302
OG0001779	rna1330	Smik_4.643
OG0001780	rna5540	Smik_15.303
OG0001781	rna1331	Smik_4.644
OG0001782	rna5544	Smik_15.308
OG0001783	rna1339	Smik_4.652
OG0001784	rna5547	Smik_15.313
OG0001785	rna1343	Smik_4.656
OG0001786	rna1345	Smik_4.658
OG0001787	rna5550	Smik_15.316
OG0001788	rna5554	Smik_15.320
OG0001789	rna5555	Smik_15.321
OG0001790	rna1350	Smik_4.666
OG0001791	rna5560	Smik_15.325
OG0001792	rna2584	Smik_8.70
OG0001793	rna2582	Smik_8.68
OG0001794	rna1420	Smik_4.748
OG0001795	rna1419	Smik_4.747
OG0001796	rna1418	Smik_4.746
OG0001797	rna2579	Smik_8.65
OG0001798	rna1416	Smik_4.744
OG0001799	rna2577	Smik_8.64
OG0001800	rna1415	Smik_4.743
OG0001801	rna2354	Smik_6.237
OG0001802	rna2349	Smik_6.231
OG0001803	rna6240	Smik_16.404
OG0001804	rna1087	Smik_4.386
OG0001805	rna2959	Smik_9.158
OG0001806	rna1627	Smik_5.168
OG0001807	rna2958	Smik_9.157
OG0001808	rna1630	Smik_5.171
OG0001809	rna2953	Smik_9.152
OG0001810	rna1632	Smik_5.173
OG0001811	rna1635	Smik_5.176
OG0001812	rna2951	Smik_9.150
OG0001813	rna1636	Smik_5.177
OG0001814	rna2339	Smik_6.221
OG0001815	rna6271	Smik_16.440
OG0001816	rna6272	Smik_16.441
OG0001817	rna6273	Smik_16.442
OG0001818	rna6275	Smik_16.444
OG0001819	rna6276	Smik_16.445
OG0001820	rna4319	Smik_12.558
OG0001821	rna4252	Smik_12.480
OG0001822	rna879	Smik_4.170
OG0001823	rna881	Smik_4.172
OG0001824	rna4248	Smik_12.476
OG0001825	rna883	Smik_4.174
OG0001826	rna4242	Smik_12.471
OG0001827	rna885	Smik_4.176
OG0001828	rna4241	Smik_12.470
OG0001829	rna4240	Smik_12.469
OG0001830	rna4239	Smik_12.468
OG0001831	rna3369	Smik_10.394
OG0001833	rna3381	Smik_10.407
OG0001834	rna3379	Smik_10.405
OG0001835	rna3357	Smik_10.380
OG0001836	rna3354	Smik_10.377
OG0001837	rna6132	Smik_16.285
OG0001838	rna3352	Smik_10.375
OG0001839	rna6131	Smik_16.284
OG0001840	rna6130	Smik_16.283
OG0001841	rna3350	Smik_10.373
OG0001842	rna3349	Smik_10.372
OG0001843	rna6128	Smik_16.281
OG0001844	rna6127	Smik_16.280
OG0001845	rna6126	Smik_16.278
OG0001846	rna6125	Smik_16.277
OG0001847	rna109	Smik_2.15
OG0001848	rna6123	Smik_16.275
OG0001849	rna111	Smik_2.17
OG0001850	rna6121	Smik_16.273
OG0001851	rna117	Smik_2.22
OG0001852	rna6116	Smik_16.266
OG0001853	rna1716	Smik_5.267
OG0001854	rna121	Smik_2.26
OG0001855	rna124	Smik_2.29
OG0001856	rna125	Smik_2.30
OG0001857	rna127	Smik_2.32
OG0001858	rna1710	Smik_5.261
OG0001859	rna4841	Smik_14.14
OG0001860	rna5273	Smik_15.20
OG0001861	rna4842	Smik_14.15
OG0001862	rna4843	Smik_14.16
OG0001863	rna4845	Smik_14.18
OG0001864	rna4848	Smik_14.21
OG0001865	rna4850	Smik_14.23
OG0001866	rna5277	Smik_15.24
OG0001867	rna4852	Smik_14.25
OG0001868	rna4853	Smik_14.26
OG0001869	rna5281	Smik_15.28
OG0001870	rna3593	Smik_11.188
OG0001871	rna4501	Smik_13.195
OG0001872	rna4499	Smik_13.193
OG0001873	rna4497	Smik_13.187
OG0001874	rna3606	Smik_11.201
OG0001875	rna4496	Smik_13.186
OG0001876	rna5077	Smik_14.251
OG0001877	rna3633	Smik_11.233
OG0001878	rna3033	Smik_9.238
OG0001879	rna3632	Smik_11.232
OG0001880	rna3628	Smik_11.228
OG0001881	rna5132	Smik_14.305
OG0001882	rna2903	Smik_9.89
OG0001883	rna2902	Smik_9.88
OG0001884	rna2900	Smik_9.86
OG0001885	rna5137	Smik_14.308
OG0001886	rna2899	Smik_9.85
OG0001887	rna5138	Smik_14.309
OG0001888	rna5139	Smik_14.310
OG0001889	rna5122	Smik_14.296
OG0001890	rna5116	Smik_14.292
OG0001891	rna2896	Smik_9.82
OG0001892	rna2895	Smik_9.81
OG0001893	rna5126	Smik_14.298
OG0001894	rna2907	Smik_9.98
OG0001895	rna2910	Smik_9.101
OG0001896	rna825	Smik_4.115
OG0001897	rna2051	Smik_7.118
OG0001898	rna828	Smik_4.118
OG0001899	rna2053	Smik_7.120
OG0001900	rna2055	Smik_7.122
OG0001901	rna829	Smik_4.119
OG0001902	rna2056	Smik_7.124
OG0001903	rna830	Smik_4.120
OG0001904	rna835	Smik_4.125
OG0001905	rna1424	Smik_4.751
OG0001906	rna5437	Smik_15.197
OG0001907	rna3836	Smik_12.71
OG0001908	rna3835	Smik_12.70
OG0001909	rna3833	Smik_12.68
OG0001910	rna3269	Smik_10.283
OG0001911	rna3832	Smik_12.67
OG0001912	rna5217	Smik_14.389
OG0001913	rna3268	Smik_10.282
OG0001914	rna2417	Smik_16.112
OG0001915	rna2416	Smik_16.113
OG0001916	rna3275	Smik_10.289
OG0001917	rna3365	Smik_10.387
OG0001918	rna3366	Smik_10.388
OG0001919	rna1750	Smik_5.313
OG0001920	rna1019	Smik_4.312
OG0001921	rna1748	Smik_5.311
OG0001922	rna1016	Smik_4.309
OG0001923	rna1013	Smik_4.306
OG0001924	rna1745	Smik_5.308
OG0001925	rna1743	Smik_5.306
OG0001926	rna190	Smik_2.94
OG0001927	rna191	Smik_2.95
OG0001928	rna192	Smik_2.96
OG0001929	rna197	Smik_2.102
OG0001930	rna2179	Smik_7.264
OG0001931	rna2178	Smik_7.263
OG0001932	rna2365	Smik_6.254
OG0001933	rna2364	Smik_6.253
OG0001934	rna2170	Smik_7.251
OG0001935	rna4762	Smik_13.481
OG0001936	rna4756	Smik_13.475
OG0001937	rna4754	Smik_13.473
OG0001938	rna324	Smik_2.241
OG0001939	rna2604	Smik_8.95
OG0001940	rna2603	Smik_8.94
OG0001941	rna2602	Smik_8.93
OG0001942	rna2601	Smik_8.92
OG0001943	rna2600	Smik_8.91
OG0001944	rna3225	Smik_10.215
OG0001945	rna3501	Smik_11.85
OG0001946	rna604	Smik_3.95
OG0001947	rna3944	Smik_12.181
OG0001948	rna3515	Smik_11.99
OG0001949	rna3517	Smik_11.101
OG0001950	rna184	Smik_2.88
OG0001951	rna306	Smik_2.220
OG0001952	rna1005	Smik_4.298
OG0001953	rna1000	Smik_4.293
OG0001954	rna2647	Smik_8.138
OG0001955	rna2648	Smik_8.139
OG0001956	rna1264	Smik_4.569
OG0001957	rna2649	Smik_8.140
OG0001958	rna2650	Smik_8.141
OG0001959	rna1431	Smik_4.758
OG0001960	rna1959	Smik_7.15
OG0001961	rna3749	Smik_11.356
OG0001962	rna2844	Smik_9.24
OG0001963	rna2845	Smik_9.25
OG0001964	rna2846	Smik_9.26
OG0001965	rna3748	Smik_11.355
OG0001966	rna4864	Smik_14.39
OG0001967	rna4865	Smik_14.40
OG0001968	rna4866	Smik_14.41
OG0001969	rna4869	Smik_14.43
OG0001970	rna4870	Smik_14.44
OG0001971	rna897	Smik_4.192
OG0001972	rna5337	Smik_15.87
OG0001973	rna899	Smik_4.194
OG0001974	rna6114	Smik_16.264
OG0001975	rna1720	Smik_5.272
OG0001976	rna1721	Smik_5.273
OG0001977	rna1722	Smik_5.274
OG0001978	rna3255	Smik_10.264
OG0001979	rna3509	Smik_11.93
OG0001980	rna3508	Smik_11.92
OG0001981	rna3506	Smik_11.90
OG0001982	rna1878	Smik_6.92
OG0001983	rna6094	Smik_16.242
OG0001984	rna1875	Smik_6.87
OG0001985	rna1873	Smik_6.85
OG0001986	rna6088	Smik_16.234
OG0001987	rna1870	Smik_6.82
OG0001988	rna1869	Smik_6.81
OG0001989	rna6087	Smik_16.233
OG0001990	rna3773	Smik_12.4
OG0001991	rna2063	Smik_7.131
OG0001992	rna2062	Smik_7.130
OG0001993	rna2061	Smik_7.129
OG0001994	rna3141	Smik_10.118
OG0001995	rna3137	Smik_10.114
OG0001996	rna3135	Smik_10.112
OG0001997	rna3134	Smik_10.111
OG0001998	rna3133	Smik_10.110
OG0001999	rna3132	Smik_10.109
OG0002000	rna3129	Smik_10.106
OG0002001	rna3127	Smik_10.104
OG0002002	rna3706	Smik_11.313
OG0002003	rna2456	Smik_16.74
OG0002004	rna2455	Smik_16.75
OG0002005	rna2453	Smik_16.77
OG0002006	rna2452	Smik_16.78
OG0002007	rna2449	Smik_16.82
OG0002008	rna2732	Smik_8.232
OG0002009	rna2731	Smik_8.231
OG0002010	rna2444	Smik_16.85
OG0002011	rna2441	Smik_16.89
OG0002012	rna2440	Smik_16.90
OG0002013	rna2439	Smik_16.91
OG0002014	rna2435	Smik_16.95
OG0002015	rna2434	Smik_16.96
OG0002016	rna2432	Smik_16.98
OG0002017	rna2431	Smik_16.99
OG0002018	rna2429	Smik_16.101
OG0002019	rna2425	Smik_16.104
OG0002020	rna1280	Smik_4.588
OG0002021	rna1283	Smik_4.591
OG0002022	rna2665	Smik_8.160
OG0002023	rna1284	Smik_4.592
OG0002024	rna2667	Smik_8.162
OG0002025	rna220	Smik_2.124
OG0002026	rna219	Smik_2.123
OG0002027	rna218	Smik_2.122
OG0002028	rna942	Smik_4.237
OG0002029	rna940	Smik_4.235
OG0002030	rna939	Smik_4.234
OG0002031	rna213	Smik_2.117
OG0002032	rna222	Smik_2.126
OG0002033	rna945	Smik_4.239
OG0002034	rna223	Smik_2.127
OG0002035	rna947	Smik_4.241
OG0002036	rna227	Smik_2.131
OG0002037	rna233	Smik_2.134
OG0002038	rna5333	Smik_15.83
OG0002039	rna5332	Smik_15.82
OG0002040	rna5330	Smik_15.80
OG0002041	rna5329	Smik_15.79
OG0002042	rna5072	Smik_14.246
OG0002043	rna3635	Smik_11.235
OG0002044	rna3025	Smik_9.230
OG0002045	rna3637	Smik_11.237
OG0002046	rna3638	Smik_11.238
OG0002047	rna3641	Smik_11.241
OG0002048	rna3643	Smik_11.243
OG0002049	rna3021	Smik_9.226
OG0002050	rna3624	Smik_11.224
OG0002051	rna3625	Smik_11.225
OG0002052	rna514	Smik_2.433
OG0002053	rna513	Smik_2.432
OG0002054	rna512	Smik_2.431
OG0002055	rna2109	Smik_7.188
OG0002056	rna2110	Smik_7.189
OG0002057	rna5909	Smik_6.388
OG0002058	rna2111	Smik_7.190
OG0002059	rna2113	Smik_7.192
OG0002060	rna5907	Smik_6.390
OG0002061	rna5904	Smik_6.393
OG0002062	rna2118	Smik_7.197
OG0002063	rna2119	Smik_7.198
OG0002064	rna2121	Smik_7.200
OG0002065	rna5901	Smik_6.396
OG0002066	rna5801, rna5813, rna5814	Smik_7.1
OG0002067	rna5896	Smik_6.401
OG0002068	rna5895	Smik_6.402
OG0002069	rna4054	Smik_12.256
OG0002070	rna4053	Smik_12.255
OG0002071	rna4051	Smik_12.253
OG0002072	rna777	Smik_4.67
OG0002073	rna4049	Smik_12.251
OG0002074	rna1680	Smik_5.225
OG0002075	rna1681	Smik_5.226
OG0002076	rna159	Smik_2.63
OG0002077	rna157	Smik_2.61
OG0002078	rna1685	Smik_5.231
OG0002079	rna155	Smik_2.59
OG0002080	rna1686	Smik_5.232
OG0002081	rna151	Smik_2.55
OG0002082	rna1691	Smik_5.239
OG0002083	rna139	Smik_2.44
OG0002084	rna137	Smik_2.42
OG0002085	rna134	Smik_2.39
OG0002086	rna1703	Smik_5.253
OG0002087	rna132	Smik_2.37
OG0002088	rna1704	Smik_5.255
OG0002089	rna1706	Smik_5.257
OG0002090	rna131	Smik_2.36
OG0002091	rna129	Smik_2.34
OG0002092	rna5269	Smik_15.16
OG0002093	rna4839	Smik_14.12
OG0002094	rna4838	Smik_14.11
OG0002095	rna5267	Smik_15.14
OG0002096	rna1317	Smik_4.632
OG0002097	rna1316	Smik_4.631
OG0002098	rna5531	Smik_15.294
OG0002099	rna2695	Smik_8.191
OG0002100	rna2694	Smik_8.190
OG0002101	rna2693	Smik_8.189
OG0002102	rna1311	Smik_4.626
OG0002103	rna1310	Smik_4.625
OG0002104	rna495	Smik_2.414
OG0002105	rna1306	Smik_4.621
OG0002106	rna2689	Smik_8.185
OG0002107	rna5453	Smik_15.215
OG0002108	rna1219	Smik_4.519
OG0002109	rna5455	Smik_15.217
OG0002110	rna5456	Smik_15.218
OG0002111	rna4623	Smik_13.339
OG0002112	rna1534	Smik_5.55
OG0002113	rna1535	Smik_5.56
OG0002114	rna1536	Smik_5.57
OG0002115	rna1541	Smik_5.71
OG0002116	rna1546	Smik_5.77
OG0002117	rna3303	Smik_10.314
OG0002118	rna3302	Smik_10.313
OG0002119	rna3301	Smik_10.312
OG0002120	rna1547	Smik_5.78
OG0002121	rna1549	Smik_5.80
OG0002122	rna3298	Smik_10.309
OG0002123	rna3297	Smik_10.308
OG0002124	rna3296	Smik_10.307
OG0002125	rna1552	Smik_5.83
OG0002126	rna5003	Smik_14.179
OG0002127	rna2710	Smik_8.209
OG0002128	rna2487	Smik_16.44
OG0002129	rna427	Smik_2.345
OG0002130	rna6028	Smik_16.172
OG0002131	rna6026	Smik_16.170
OG0002132	rna5011	Smik_14.186
OG0002133	rna425	Smik_2.343
OG0002134	rna6019	Smik_16.163
OG0002135	rna6016	Smik_16.160
OG0002136	rna415	Smik_2.336
OG0002137	rna414	Smik_2.335
OG0002138	rna412	Smik_2.333
OG0002139	rna411	Smik_2.332
OG0002140	rna6010	Smik_16.154
OG0002141	rna6009	Smik_16.153
OG0002142	rna6008	Smik_16.152
OG0002143	rna6007	Smik_16.151
OG0002144	rna6002	Smik_16.146
OG0002145	rna6000	Smik_16.144
OG0002146	rna5999	Smik_16.143
OG0002147	rna398	Smik_2.319
OG0002148	rna5997	Smik_16.141
OG0002149	rna5995	Smik_16.139
OG0002150	rna5994	Smik_16.138
OG0002151	rna5991	Smik_16.135
OG0002152	rna396	Smik_2.316
OG0002153	rna5989	Smik_16.133
OG0002154	rna395	Smik_2.315
OG0002155	rna394	Smik_2.314
OG0002156	rna392	Smik_2.312
OG0002157	rna391	Smik_2.311
OG0002158	rna5986	Smik_16.130
OG0002159	rna389	Smik_2.309
OG0002160	rna3031	Smik_9.236
OG0002161	rna387	Smik_2.307
OG0002162	rna5614	Smik_15.381
OG0002163	rna5978	Smik_6.314
OG0002164	rna5616	Smik_15.383
OG0002165	rna5617	Smik_15.384
OG0002166	rna5618	Smik_15.385
OG0002167	rna5976	Smik_6.316
OG0002168	rna5619	Smik_15.387
OG0002169	rna5624	Smik_15.393
OG0002170	rna5623	Smik_15.392
OG0002171	rna5972	Smik_6.319
OG0002172	rna3211	Smik_10.192
OG0002173	rna3210	Smik_10.191
OG0002174	rna3206	Smik_10.187
OG0002175	rna3205	Smik_10.186
OG0002176	rna3200	Smik_10.181
OG0002177	rna3199	Smik_10.180
OG0002178	rna493	Smik_2.412
OG0002179	rna492	Smik_2.411
OG0002180	rna3197	Smik_10.178
OG0002181	rna491	Smik_2.410
OG0002182	rna490	Smik_2.409
OG0002183	rna3195	Smik_10.176
OG0002184	rna502	Smik_2.421
OG0002185	rna3191	Smik_10.172
OG0002186	rna505	Smik_2.424
OG0002187	rna486	Smik_2.405
OG0002188	rna485	Smik_2.404
OG0002189	rna482	Smik_2.401
OG0002190	rna3216	Smik_10.195
OG0002191	rna5752	Smik_15.518
OG0002192	rna35	Smik_1.31
OG0002193	rna5748	Smik_15.514
OG0002194	rna5747	Smik_15.513
OG0002195	rna37	Smik_1.33
OG0002196	rna38	Smik_1.34
OG0002197	rna5745	Smik_15.511
OG0002198	rna5319	Smik_15.66
OG0002199	rna5321	Smik_15.68
OG0002200	rna4576	Smik_13.281
OG0002201	rna3539	Smik_11.130
OG0002202	rna3538	Smik_11.129
OG0002203	rna3537	Smik_11.128
OG0002204	rna4806	Smik_13.526
OG0002205	rna2504	Smik_16.26
OG0002206	rna2507	Smik_16.23
OG0002207	rna3376	Smik_10.402
OG0002208	rna5089	Smik_14.263
OG0002209	rna5090	Smik_14.264
OG0002210	rna5091	Smik_14.265
OG0002211	rna5092	Smik_14.266
OG0002212	rna5093	Smik_14.267
OG0002213	rna2872	Smik_9.51
OG0002214	rna2874	Smik_9.53
OG0002215	rna2875	Smik_9.54
OG0002216	rna2880	Smik_9.59
OG0002217	rna2882	Smik_9.61
OG0002218	rna2883	Smik_9.62
OG0002219	rna5106	Smik_14.278
OG0002220	rna5110	Smik_14.282
OG0002221	rna2887	Smik_9.65
OG0002222	rna2888	Smik_9.66
OG0002223	rna5114	Smik_14.287
OG0002224	rna5119	Smik_14.289
OG0002225	rna2893	Smik_9.79
OG0002226	rna5118	Smik_14.290
OG0002227	rna273	Smik_2.178
OG0002228	rna966	Smik_4.262
OG0002229	rna2865	Smik_9.44
OG0002230	rna2862	Smik_9.41
OG0002231	rna2861	Smik_9.40
OG0002232	rna2856	Smik_9.35
OG0002233	rna5081	Smik_14.255
OG0002234	rna5080	Smik_14.254
OG0002235	rna5079	Smik_14.253
OG0002236	rna3608	Smik_11.203
OG0002237	rna3611	Smik_11.206
OG0002238	rna800	Smik_4.90
OG0002239	rna4071	Smik_12.273
OG0002240	rna802	Smik_4.92
OG0002241	rna804	Smik_4.94
OG0002242	rna4072	Smik_12.274
OG0002243	rna755	Smik_4.45
OG0002244	rna757	Smik_4.47
OG0002245	rna760	Smik_4.50
OG0002246	rna810	Smik_4.101
OG0002247	rna764	Smik_4.55
OG0002248	rna766	Smik_4.56
OG0002249	rna814	Smik_4.104
OG0002250	rna771	Smik_4.61
OG0002251	rna823	Smik_4.113
OG0002252	rna2914	Smik_9.108
OG0002253	rna650	Smik_3.151
OG0002254	rna649	Smik_3.150
OG0002255	rna5177	Smik_14.348
OG0002256	rna5176	Smik_14.347
OG0002257	rna5174	Smik_14.345
OG0002259	rna5172	Smik_14.343
OG0002260	rna5171	Smik_14.342
OG0002261	rna5170	Smik_14.341
OG0002262	rna4463	Smik_13.156
OG0002263	rna4695	Smik_13.413
OG0002264	rna4693	Smik_13.411
OG0002265	rna4692	Smik_13.410
OG0002266	rna5167	Smik_14.338
OG0002267	rna5166	Smik_14.337
OG0002268	rna5165	Smik_14.336
OG0002269	rna4689	Smik_13.408
OG0002270	rna472	Smik_2.391
OG0002271	rna2106	Smik_7.180
OG0002272	rna471	Smik_2.390
OG0002273	rna2102	Smik_7.174
OG0002274	rna470	Smik_2.389
OG0002275	rna469	Smik_2.388
OG0002276	rna2101	Smik_7.173
OG0002277	rna467	Smik_2.386
OG0002278	rna5199	Smik_14.370
OG0002279	rna5198	Smik_14.369
OG0002280	rna676	Smik_3.179
OG0002281	rna5195	Smik_14.366
OG0002282	rna853	Smik_4.144
OG0002283	rna854	Smik_4.145
OG0002284	rna855	Smik_4.146
OG0002285	rna857	Smik_4.148
OG0002286	rna4632	Smik_13.348
OG0002287	rna4628	Smik_13.344
OG0002288	rna1220	Smik_4.520
OG0002289	rna5466	Smik_15.226
OG0002290	rna5362	Smik_15.118
OG0002291	rna55	Smik_1.51
OG0002292	rna57	Smik_1.53
OG0002293	rna5378	Smik_15.133
OG0002294	rna5377	Smik_15.132
OG0002295	rna5376	Smik_15.131
OG0002296	rna61	Smik_1.57
OG0002297	rna62	Smik_1.58
OG0002298	rna6191	Smik_16.347
OG0002299	rna6189	Smik_16.345
OG0002300	rna6188	Smik_16.344
OG0002301	rna6187	Smik_16.343
OG0002302	rna2290	Smik_6.165
OG0002303	rna6184	Smik_16.340
OG0002304	rna4732	Smik_13.452
OG0002305	rna5722	Smik_15.487
OG0002306	rna4733	Smik_13.453
OG0002307	rna5724	Smik_15.489
OG0002308	rna5727	Smik_15.492
OG0002309	rna4738	Smik_13.457
OG0002310	rna1840	Smik_6.51
OG0002311	rna3885	Smik_12.117
OG0002312	rna1839	Smik_6.50
OG0002313	rna3886	Smik_12.118
OG0002314	rna3889	Smik_12.121
OG0002315	rna2016	Smik_7.82
OG0002316	rna2012	Smik_7.79
OG0002317	rna1734	Smik_5.298
OG0002318	rna2164	Smik_7.242
OG0002319	rna4557	Smik_13.260
OG0002320	rna2161	Smik_7.240
OG0002321	rna4115	Smik_12.334
OG0002322	rna443	Smik_2.362
OG0002323	rna444	Smik_2.363
OG0002324	rna447	Smik_2.366
OG0002325	rna2078	Smik_7.147
OG0002326	rna450	Smik_2.370
OG0002327	rna451	Smik_2.371
OG0002328	rna2080	Smik_7.149
OG0002329	rna1996	Smik_7.56
OG0002330	rna1997	Smik_7.57
OG0002331	rna2001	Smik_7.63
OG0002332	rna2004	Smik_7.70
OG0002333	rna4428	Smik_13.113
OG0002334	rna685	Smik_3.188
OG0002335	rna683	Smik_3.186
OG0002336	rna682	Smik_3.185
OG0002337	rna5201	Smik_14.372
OG0002338	rna464	Smik_2.383
OG0002339	rna2097	Smik_7.169
OG0002340	rna2096	Smik_7.168
OG0002341	rna461	Smik_2.380
OG0002342	rna460	Smik_2.379
OG0002343	rna459	Smik_2.378
OG0002344	rna2093	Smik_7.165
OG0002345	rna2092	Smik_7.164
OG0002346	rna458	Smik_2.377
OG0002347	rna2091	Smik_7.163
OG0002348	rna456	Smik_2.375
OG0002349	rna2088	Smik_7.160
OG0002350	rna2087	Smik_7.159
OG0002351	rna2831	Smik_9.11
OG0002352	rna6070	Smik_16.215
OG0002353	rna6075	Smik_16.220
OG0002354	rna1439	Smik_4.766
OG0002355	rna5939	Smik_6.350
OG0002356	rna5660	Smik_15.429
OG0002357	rna5941	Smik_6.349
OG0002358	rna5659	Smik_15.428
OG0002359	rna5942	Smik_6.348
OG0002360	rna5658	Smik_15.427
OG0002361	rna5944	Smik_6.346
OG0002362	rna5947	Smik_6.343
OG0002363	rna3943	Smik_12.180
OG0002364	rna992	Smik_4.285
OG0002365	rna993	Smik_4.286
OG0002366	rna295	Smik_2.206
OG0002367	rna1052	Smik_4.348
OG0002368	rna1785	Smik_5.350
OG0002369	rna1051	Smik_4.347
OG0002370	rna1048	Smik_4.344
OG0002371	rna4106	Smik_12.323
OG0002372	rna5149	Smik_14.318
OG0002373	rna586	Smik_3.73
OG0002374	rna5154	Smik_14.323
OG0002375	rna2010	Smik_7.77
OG0002376	rna2006	Smik_7.73
OG0002377	rna188	Smik_2.92
OG0002378	rna189	Smik_2.93
OG0002379	rna1742	Smik_5.305
OG0002380	rna597	Smik_3.83
OG0002381	rna596	Smik_3.82
OG0002382	rna3827	Smik_12.62
OG0002383	rna3826	Smik_12.61
OG0002384	rna3263	Smik_10.277
OG0002385	rna3824	Smik_12.59
OG0002386	rna3262	Smik_10.276
OG0002387	rna1167	Smik_4.467
OG0002388	rna4077	Smik_12.279
OG0002389	rna4075	Smik_12.277
OG0002390	rna1172	Smik_4.472
OG0002391	rna1173	Smik_4.473
