Orthogroup	s_cerevisiae_proteins	l_waltii_v3_proteins
OG0001583	rna4364	Kwal_27.9705
OG0001584	rna4365	Kwal_27.9707
OG0001585	rna4367	Kwal_27.9712
OG0001586	rna4331	Kwal_27.9730
OG0001587	rna4332	Kwal_27.9736
OG0001588	rna4312	Kwal_55.21896
OG0001589	rna1605	Kwal_55.21890
OG0001590	rna3389	Kwal_55.21873
OG0001591	rna3388	Kwal_55.21868
OG0001592	rna1603	Kwal_55.21862
OG0001593	rna3386	Kwal_55.21855
OG0001594	rna3385	Kwal_55.21853
OG0001595	rna1602	Kwal_55.21851
OG0001596	rna1601	Kwal_55.21848
OG0001597	rna3384	Kwal_55.19761
OG0001598	rna3372	Kwal_55.19770
OG0001599	rna1600	Kwal_55.19778
OG0001600	rna4480	Kwal_26.8164
OG0001601	rna4488	Kwal_26.8170
OG0001602	rna1936	Kwal_47.19303
OG0001603	rna1935	Kwal_47.19292
OG0001604	rna1954	Kwal_47.19298
OG0001605	rna1952	Kwal_47.19309
OG0001606	rna1934	Kwal_47.19290
OG0001607	rna1957	Kwal_47.19286
OG0001608	rna6046	Kwal_27.11841
OG0001609	rna6047	Kwal_27.11839
OG0001610	rna6048	Kwal_27.11832
OG0001611	rna6049	Kwal_27.11830
OG0001612	rna6050	Kwal_27.11829
OG0001613	rna6051	Kwal_27.11827
OG0001614	rna6061	Kwal_27.11794
OG0001615	rna6062	Kwal_27.11790
OG0001616	rna6063	Kwal_27.11783
OG0001617	rna1194	Kwal_27.11782
OG0001618	rna1191	Kwal_27.11767
OG0001619	rna6067	Kwal_27.11758
OG0001620	rna6068	Kwal_27.11756
OG0001621	rna4055	Kwal_56.24654
OG0001622	rna4057	Kwal_56.24648
OG0001623	rna4058	Kwal_56.24644
OG0001624	rna781	Kwal_56.24638
OG0001625	rna782	Kwal_56.24635
OG0001626	rna783	Kwal_56.24634
OG0001627	rna784	Kwal_56.24616
OG0001628	rna4680	Kwal_56.24382
OG0001629	rna5846	Kwal_56.24332
OG0001630	rna5849	Kwal_23.6179
OG0001632	rna2656	Kwal_34.15956
OG0001633	rna2658	Kwal_55.20253
OG0001634	rna1276	Kwal_55.20241
OG0001635	rna1277	Kwal_55.20233
OG0001636	rna1278	Kwal_55.20225
OG0001637	rna2661	Kwal_55.20221
OG0001638	rna2999	Kwal_55.20972
OG0001639	rna2998	Kwal_55.20965
OG0001640	rna1582	Kwal_55.20930
OG0001641	rna1581	Kwal_55.20924
OG0001642	rna6171	Kwal_55.20920
OG0001643	rna1580	Kwal_55.20915
OG0001644	rna1577	Kwal_55.20904
OG0001645	rna2994	Kwal_55.20898
OG0001646	rna1574	Kwal_55.20888
OG0001647	rna2986	Kwal_55.20851
OG0001648	rna5831	Kwal_55.20843
OG0001649	rna2982	Kwal_55.20839
OG0001650	rna5830	Kwal_55.20832
OG0001651	rna5424	Kwal_55.20826
OG0001652	rna5380	Kwal_55.20820
OG0001653	rna6192	Kwal_47.17198
OG0001654	rna2298	Kwal_23.4002
OG0001655	rna6196	Kwal_23.3998
OG0001656	rna2299	Kwal_23.3995
OG0001657	rna6198	Kwal_23.3985
OG0001658	rna2302	Kwal_23.3972
OG0001659	rna2303	Kwal_23.3969
OG0001660	rna2304	Kwal_23.3965
OG0001661	rna6199	Kwal_52.19443
OG0001662	rna2306	Kwal_55.20535
OG0001663	rna2307	Kwal_55.20529
OG0001664	rna2308	Kwal_55.20508
OG0001665	rna2309	Kwal_55.20505
OG0001666	rna2311	Kwal_55.20498
OG0001667	rna6204	Kwal_55.20487
OG0001668	rna476	Kwal_55.20460
OG0001669	rna3005	Kwal_55.20451
OG0001670	rna478	Kwal_55.20450
OG0001671	rna481	Kwal_55.20438
OG0001672	rna2973	Kwal_55.20434
OG0001673	rna1909	Kwal_55.20425
OG0001674	rna1910	Kwal_55.20421
OG0001675	rna1916	Kwal_55.20406
OG0001676	rna2971	Kwal_55.20388
OG0001677	rna2970	Kwal_55.20385
OG0001678	rna2969	Kwal_55.20380
OG0001679	rna2968	Kwal_55.20368
OG0001680	rna2344	Kwal_55.21229
OG0001681	rna2346	Kwal_55.21240
OG0001682	rna3953	Kwal_56.23909
OG0001683	rna3954	Kwal_56.23914
OG0001684	rna3955	Kwal_56.23920
OG0001685	rna1093	Kwal_56.23934
OG0001686	rna1096	Kwal_27.11258
OG0001687	rna1100	Kwal_27.11274
OG0001689	rna1103	Kwal_53.19453
OG0001690	rna1104	Kwal_53.19449
OG0001691	rna3967	Kwal_27.11307
OG0001692	rna1106	Kwal_27.11316
OG0001693	rna3970	Kwal_27.11320
OG0001694	rna3971	Kwal_27.11322
OG0001695	rna1107	Kwal_27.11327
OG0001696	rna1109	Kwal_27.11345
OG0001697	rna1110	Kwal_27.11349
OG0001698	rna3976	Kwal_27.11352
OG0001699	rna3978	Kwal_27.11361
OG0001700	rna1113	Kwal_23.3401
OG0001701	rna1118	Kwal_23.3373
OG0001702	rna1117	Kwal_23.3378
OG0001703	rna1120	Kwal_23.3356
OG0001704	rna1121	Kwal_23.3350
OG0001705	rna4024	Kwal_23.3345
OG0001706	rna1126	Kwal_23.3327
OG0001707	rna1128	Kwal_23.3319
OG0001708	rna4027	Kwal_23.3315
OG0001709	rna1130	Kwal_23.3313
OG0001710	rna4101	Kwal_23.3302
OG0001711	rna4100	Kwal_23.3287
OG0001712	rna4099	Kwal_23.3283
OG0001713	rna1136	Kwal_23.3268
OG0001714	rna1137	Kwal_23.3264
OG0001715	rna4098	Kwal_23.3262
OG0001716	rna4097	Kwal_23.3256
OG0001717	rna4096	Kwal_23.3249
OG0001718	rna4095	Kwal_YGOB_23.3244
OG0001719	rna1139	Kwal_23.3235
OG0001720	rna1142	Kwal_23.3228
OG0001721	rna1144	Kwal_23.3221
OG0001722	rna4094	Kwal_23.3218
OG0001723	rna1148	Kwal_23.3207
OG0001724	rna4955	Kwal_23.4575
OG0001725	rna4954	Kwal_23.4572
OG0001726	rna4951	Kwal_23.4563
OG0001727	rna4946	Kwal_23.4520
OG0001728	rna4945	Kwal_23.4518
OG0001729	rna4943	Kwal_23.4503
OG0001730	rna718	Kwal_23.4498
OG0001731	rna4940	Kwal_23.4480
OG0001732	rna716	Kwal_23.4479
OG0001733	rna4939	Kwal_23.4476
OG0001734	rna4937	Kwal_23.4452
OG0001735	rna714	Kwal_23.4443
OG0001736	rna4935	Kwal_23.4439
OG0001737	rna4934	Kwal_23.4434
OG0001738	rna4931	Kwal_23.4420
OG0001739	rna4929	Kwal_23.4412
OG0001740	rna4927	Kwal_23.4405
OG0001741	rna4922	Kwal_56.24800
OG0001742	rna4919	Kwal_56.24815
OG0001743	rna712	Kwal_56.24822
OG0001744	rna4918	Kwal_56.24832
OG0001745	rna3785	Kwal_55.20572
OG0001746	rna2533	Kwal_55.20578
OG0001747	rna3787	Kwal_55.20580
OG0001748	rna3788	Kwal_55.20583
OG0001749	rna2534	Kwal_55.20598
OG0001750	rna3793	Kwal_55.20644
OG0001751	rna3795	Kwal_55.20652
OG0001752	rna1755	Kwal_8.585
OG0001753	rna1754	Kwal_14.1957
OG0001755	rna1021	Kwal_14.1960
OG0001756	rna4237	Kwal_26.9345
OG0001757	rna4235	Kwal_26.9328
OG0001758	rna893	Kwal_26.9319
OG0001759	rna849	Kwal_23.3618
OG0001760	rna4639	Kwal_23.3610
OG0001761	rna846	Kwal_23.3603
OG0001762	rna845	Kwal_23.3590
OG0001763	rna844	Kwal_23.3583
OG0001764	rna4644	Kwal_23.3574
OG0001765	rna4645	Kwal_23.3556
OG0001766	rna5259	Kwal_55.22164
OG0001767	rna5260	Kwal_55.22162
OG0001768	rna5261	Kwal_55.22159
OG0001769	rna5262	Kwal_55.22152
OG0001770	rna5263	Kwal_55.22147
OG0001771	rna5264	Kwal_55.22145
OG0001772	rna4830	Kwal_55.22142
OG0001773	rna4831	Kwal_55.22137
OG0001774	rna5265	Kwal_55.22123
OG0001775	rna4835	Kwal_55.22116
OG0001776	rna1326	Kwal_55.21399
OG0001777	rna5538	Kwal_55.21393
OG0001778	rna5539	Kwal_55.21390
OG0001779	rna1330	Kwal_55.21381
OG0001780	rna5540	Kwal_55.21379
OG0001781	rna1331	Kwal_55.21376
OG0001782	rna5544	Kwal_55.21335
OG0001783	rna1339	Kwal_55.21333
OG0001784	rna5547	Kwal_55.21303
OG0001785	rna1343	Kwal_55.21293
OG0001786	rna1345	Kwal_55.21287
OG0001787	rna5550	Kwal_55.21273
OG0001788	rna5554	Kwal_55.21250
OG0001789	rna5555	Kwal_47.18880
OG0001790	rna1350	Kwal_47.18872
OG0001791	rna5560	Kwal_47.18865
OG0001792	rna2584	Kwal_47.18280
OG0001793	rna2582	Kwal_47.18287
OG0001794	rna1420	Kwal_47.18297
OG0001795	rna1419	Kwal_47.18302
OG0001796	rna1418	Kwal_47.18303
OG0001797	rna2579	Kwal_47.18314
OG0001798	rna1416	Kwal_47.18318
OG0001799	rna2577	Kwal_47.18323
OG0001800	rna1415	Kwal_47.18326
OG0001801	rna2354	Kwal_47.18943
OG0001802	rna2349	Kwal_47.18898
OG0001803	rna6240	Kwal_47.18895
OG0001804	rna1087	Kwal_56.23895
OG0001805	rna2959	Kwal_47.18081
OG0001806	rna1627	Kwal_47.18083
OG0001807	rna2958	Kwal_47.18096
OG0001808	rna1630	Kwal_47.18109
OG0001809	rna2953	Kwal_47.18130
OG0001810	rna1632	Kwal_47.18133
OG0001811	rna1635	Kwal_47.18145
OG0001812	rna2951	Kwal_47.18148
OG0001813	rna1636	Kwal_47.18153
OG0001814	rna2339	Kwal_55.21201
OG0001815	rna6271	Kwal_23.5347
OG0001816	rna6272	Kwal_23.5350
OG0001817	rna6273	Kwal_23.5351
OG0001818	rna6275	Kwal_23.5359
OG0001819	rna6276	Kwal_23.5361
OG0001820	rna4319	Kwal_23.5372
OG0001821	rna4252	Kwal_23.4215
OG0001822	rna879	Kwal_23.4224
OG0001823	rna881	Kwal_23.4229
OG0001824	rna4248	Kwal_23.4237
OG0001825	rna883	Kwal_23.4243
OG0001826	rna4242	Kwal_26.9399
OG0001827	rna885	Kwal_26.9386
OG0001828	rna4241	Kwal_26.9380
OG0001829	rna4240	Kwal_26.9374
OG0001830	rna4239	Kwal_23.3485
OG0001831	rna3369	Kwal_55.19906
OG0001833	rna3381	Kwal_55.19846
OG0001834	rna3379	Kwal_55.19818
OG0001835	rna3357	Kwal_33.14374
OG0001836	rna3354	Kwal_33.14400
OG0001837	rna6132	Kwal_33.14412
OG0001838	rna3352	Kwal_33.14417
OG0001839	rna6131	Kwal_33.14418
OG0001840	rna6130	Kwal_33.14420
OG0001841	rna3350	Kwal_23.4686
OG0001842	rna3349	Kwal_23.4689
OG0001843	rna6128	Kwal_23.4696
OG0001844	rna6127	Kwal_23.4703
OG0001845	rna6126	Kwal_27.10552
OG0001846	rna6125	Kwal_27.10565
OG0001847	rna109	Kwal_27.10591
OG0001848	rna6123	Kwal_27.10595
OG0001849	rna111	Kwal_27.10602
OG0001850	rna6121	Kwal_27.10617
OG0001851	rna117	Kwal_27.10636
OG0001852	rna6116	Kwal_27.10641
OG0001853	rna1716	Kwal_27.10676
OG0001854	rna121	Kwal_27.10683
OG0001855	rna124	Kwal_27.10694
OG0001856	rna125	Kwal_27.10701
OG0001857	rna127	Kwal_27.10709
OG0001858	rna1710	Kwal_27.10723
OG0001859	rna4841	Kwal_55.22067
OG0001860	rna5273	Kwal_55.22054
OG0001861	rna4842	Kwal_55.22052
OG0001862	rna4843	Kwal_55.22051
OG0001863	rna4845	Kwal_55.22039
OG0001864	rna4848	Kwal_55.22026
OG0001865	rna4850	Kwal_55.22008
OG0001866	rna5277	Kwal_55.22007
OG0001867	rna4852	Kwal_55.21992
OG0001868	rna4853	Kwal_55.21986
OG0001869	rna5281	Kwal_55.21973
OG0001870	rna3593	Kwal_26.8253
OG0001871	rna4501	Kwal_26.8247
OG0001872	rna4499	Kwal_26.8244
OG0001873	rna4497	Kwal_26.8232
OG0001874	rna3606	Kwal_26.8229
OG0001875	rna4496	Kwal_26.8224
OG0001876	rna5077	Kwal_23.3092
OG0001877	rna3633	Kwal_14.884
OG0001878	rna3033	Kwal_14.880
OG0001879	rna3632	Kwal_14.874
OG0001880	rna3628	Kwal_14.863
OG0001881	rna5132	Kwal_27.11494
OG0001882	rna2903	Kwal_27.11500
OG0001883	rna2902	Kwal_27.11503
OG0001884	rna2900	Kwal_27.11509
OG0001885	rna5137	Kwal_27.11518
OG0001886	rna2899	Kwal_27.11528
OG0001887	rna5138	Kwal_27.11532
OG0001888	rna5139	Kwal_27.11537
OG0001889	rna5122	Kwal_27.11550
OG0001890	rna5116	Kwal_27.11554
OG0001891	rna2896	Kwal_27.11560
OG0001892	rna2895	Kwal_27.11565
OG0001893	rna5126	Kwal_27.11481
OG0001894	rna2907	Kwal_27.11479
OG0001895	rna2910	Kwal_27.11453
OG0001896	rna825	Kwal_27.11444
OG0001897	rna2051	Kwal_27.11422
OG0001898	rna828	Kwal_27.11419
OG0001899	rna2053	Kwal_27.11410
OG0001900	rna2055	Kwal_27.11388
OG0001901	rna829	Kwal_23.3416
OG0001902	rna2056	Kwal_23.3413
OG0001903	rna830	Kwal_23.3426
OG0001904	rna835	Kwal_23.3449
OG0001905	rna1424	Kwal_47.18249
OG0001906	rna5437	Kwal_47.18252
OG0001907	rna3836	Kwal_33.15299
OG0001908	rna3835	Kwal_33.15298
OG0001909	rna3833	Kwal_33.15288
OG0001910	rna3269	Kwal_33.15283
OG0001911	rna3832	Kwal_33.15246
OG0001912	rna5217	Kwal_33.15241
OG0001913	rna3268	Kwal_33.15232
OG0001914	rna2417	Kwal_33.15438
OG0001915	rna2416	Kwal_33.15435
OG0001916	rna3275	Kwal_33.15434
OG0001917	rna3365	Kwal_55.19918
OG0001918	rna3366	Kwal_55.19912
OG0001919	rna1750	Kwal_14.1973
OG0001920	rna1019	Kwal_14.1981
OG0001921	rna1748	Kwal_14.2004
OG0001922	rna1016	Kwal_14.2006
OG0001923	rna1013	Kwal_14.2014
OG0001924	rna1745	Kwal_14.2019
OG0001925	rna1743	Kwal_14.2027
OG0001926	rna190	Kwal_14.2103
OG0001927	rna191	Kwal_14.2112
OG0001928	rna192	Kwal_14.2114
OG0001929	rna197	Kwal_17.2677
OG0001930	rna2179	Kwal_47.17400
OG0001931	rna2178	Kwal_47.17390
OG0001932	rna2365	Kwal_47.17371
OG0001933	rna2364	Kwal_47.17366
OG0001934	rna2170	Kwal_14.2278
OG0001935	rna4762	Kwal_27.10364
OG0001936	rna4756	Kwal_27.10391
OG0001937	rna4754	Kwal_27.10402
OG0001938	rna324	Kwal_27.12577
OG0001939	rna2604	Kwal_23.5567
OG0001940	rna2603	Kwal_23.5556
OG0001941	rna2602	Kwal_23.5553
OG0001942	rna2601	Kwal_23.5549
OG0001943	rna2600	Kwal_23.5543
OG0001944	rna3225	Kwal_23.5505
OG0001945	rna3501	Kwal_23.5481
OG0001946	rna604	Kwal_0.319
OG0001947	rna3944	Kwal_56.23866
OG0001948	rna3515	Kwal_26.7561
OG0001949	rna3517	Kwal_26.7565
OG0001950	rna184	Kwal_27.12463
OG0001951	rna306	Kwal_27.12423
OG0001952	rna1005	Kwal_27.12406
OG0001953	rna1000	Kwal_27.12385
OG0001954	rna2647	Kwal_34.16016
OG0001955	rna2648	Kwal_34.16010
OG0001956	rna1264	Kwal_34.16006
OG0001957	rna2649	Kwal_34.16004
OG0001958	rna2650	Kwal_34.16002
OG0001959	rna1431	Kwal_27.11868
OG0001960	rna1959	Kwal_47.19276
OG0001961	rna3749	Kwal_47.16930
OG0001962	rna2844	Kwal_55.19729
OG0001963	rna2845	Kwal_55.19733
OG0001964	rna2846	Kwal_55.19737
OG0001965	rna3748	Kwal_55.19744
OG0001966	rna4864	Kwal_23.5263
OG0001967	rna4865	Kwal_23.5258
OG0001968	rna4866	Kwal_23.5247
OG0001969	rna4869	Kwal_23.5215
OG0001970	rna4870	Kwal_23.5206
OG0001971	rna897	Kwal_56.22885
OG0001972	rna5337	Kwal_56.22883
OG0001973	rna899	Kwal_56.22878
OG0001974	rna6114	Kwal_47.17316
OG0001975	rna1720	Kwal_47.17281
OG0001976	rna1721	Kwal_47.17278
OG0001977	rna1722	Kwal_47.17275
OG0001978	rna3255	Kwal_23.2861
OG0001979	rna3509	Kwal_23.2856
OG0001980	rna3508	Kwal_23.2854
OG0001981	rna3506	Kwal_23.2839
OG0001982	rna1878	Kwal_27.11050
OG0001983	rna6094	Kwal_27.11048
OG0001984	rna1875	Kwal_23.5152
OG0001985	rna1873	Kwal_23.5145
OG0001986	rna6088	Kwal_23.5134
OG0001987	rna1870	Kwal_23.5130
OG0001988	rna1869	Kwal_23.5125
OG0001989	rna6087	Kwal_23.5124
OG0001990	rna3773	Kwal_33.13271
OG0001991	rna2063	Kwal_23.3481
OG0001992	rna2062	Kwal_23.3478
OG0001993	rna2061	Kwal_23.3467
OG0001994	rna3141	Kwal_33.14162
OG0001995	rna3137	Kwal_33.14118
OG0001996	rna3135	Kwal_33.14110
OG0001997	rna3134	Kwal_33.14104
OG0001998	rna3133	Kwal_33.14099
OG0001999	rna3132	Kwal_33.14092
OG0002000	rna3129	Kwal_33.14081
OG0002001	rna3127	Kwal_33.14061
OG0002002	rna3706	Kwal_33.14054
OG0002003	rna2456	Kwal_27.12750
OG0002004	rna2455	Kwal_27.12747
OG0002005	rna2453	Kwal_27.12740
OG0002006	rna2452	Kwal_27.12734
OG0002007	rna2449	Kwal_27.9840
OG0002008	rna2732	Kwal_27.9859
OG0002009	rna2731	Kwal_27.9863
OG0002010	rna2444	Kwal_27.9867
OG0002011	rna2441	Kwal_27.9877
OG0002012	rna2440	Kwal_27.9884
OG0002013	rna2439	Kwal_27.9885
OG0002014	rna2435	Kwal_27.9900
OG0002015	rna2434	Kwal_33.15557
OG0002016	rna2432	Kwal_33.15526
OG0002017	rna2431	Kwal_33.15525
OG0002018	rna2429	Kwal_33.15508
OG0002019	rna2425	Kwal_33.15490
OG0002020	rna1280	Kwal_55.20211
OG0002021	rna1283	Kwal_55.20195
OG0002022	rna2665	Kwal_55.20189
OG0002023	rna1284	Kwal_55.20185
OG0002024	rna2667	Kwal_55.20171
OG0002025	rna220	Kwal_27.10976
OG0002026	rna219	Kwal_27.10980
OG0002027	rna218	Kwal_27.10986
OG0002028	rna942	Kwal_27.10988
OG0002029	rna940	Kwal_27.11001
OG0002030	rna939	Kwal_27.11003
OG0002031	rna213	Kwal_27.11005
OG0002032	rna222	Kwal_56.23106
OG0002033	rna945	Kwal_56.23102
OG0002034	rna223	Kwal_56.23092
OG0002035	rna947	Kwal_27.10958
OG0002036	rna227	Kwal_27.10974
OG0002037	rna233	Kwal_56.23117
OG0002038	rna5333	Kwal_56.23124
OG0002039	rna5332	Kwal_56.23128
OG0002040	rna5330	Kwal_56.23134
OG0002041	rna5329	Kwal_56.23140
OG0002042	rna5072	Kwal_23.3056
OG0002043	rna3635	Kwal_14.896
OG0002044	rna3025	Kwal_14.900
OG0002045	rna3637	Kwal_14.906
OG0002046	rna3638	Kwal_14.909
OG0002047	rna3641	Kwal_14.921
OG0002048	rna3643	Kwal_14.939
OG0002049	rna3021	Kwal_14.943
OG0002050	rna3624	Kwal_26.7992
OG0002051	rna3625	Kwal_26.7979
OG0002052	rna514	Kwal_26.7967
OG0002053	rna513	Kwal_26.7966
OG0002054	rna512	Kwal_26.7960
OG0002055	rna2109	Kwal_27.11113
OG0002056	rna2110	Kwal_27.11124
OG0002057	rna5909	Kwal_27.11126
OG0002058	rna2111	Kwal_27.11131
OG0002059	rna2113	Kwal_27.11147
OG0002060	rna5907	Kwal_27.11158
OG0002061	rna5904	Kwal_27.11178
OG0002062	rna2118	Kwal_27.11183
OG0002063	rna2119	Kwal_27.11187
OG0002064	rna2121	Kwal_56.23939
OG0002065	rna5901	Kwal_56.23945
OG0002067	rna5896	Kwal_56.23987
OG0002068	rna5895	Kwal_56.23998
OG0002069	rna4054	Kwal_56.24661
OG0002070	rna4053	Kwal_56.24663
OG0002071	rna4051	Kwal_56.24668
OG0002072	rna777	Kwal_33.14854
OG0002073	rna4049	Kwal_33.14835
OG0002074	rna1680	Kwal_33.14822
OG0002075	rna1681	Kwal_33.14819
OG0002076	rna159	Kwal_33.14800
OG0002077	rna157	Kwal_27.10917
OG0002078	rna1685	Kwal_27.10908
OG0002079	rna155	Kwal_27.10907
OG0002080	rna1686	Kwal_27.10898
OG0002081	rna151	Kwal_27.10874
OG0002082	rna1691	Kwal_27.10870
OG0002083	rna139	Kwal_27.10820
OG0002084	rna137	Kwal_27.10811
OG0002085	rna134	Kwal_27.10794
OG0002086	rna1703	Kwal_27.10785
OG0002087	rna132	Kwal_27.10771
OG0002088	rna1704	Kwal_27.10763
OG0002089	rna1706	Kwal_27.10754
OG0002090	rna131	Kwal_27.10740
OG0002091	rna129	Kwal_27.10727
OG0002092	rna5269	Kwal_55.22076
OG0002093	rna4839	Kwal_55.22085
OG0002094	rna4838	Kwal_55.22091
OG0002095	rna5267	Kwal_55.22099
OG0002096	rna1317	Kwal_55.21444
OG0002097	rna1316	Kwal_55.21450
OG0002098	rna5531	Kwal_55.21459
OG0002099	rna2695	Kwal_55.21470
OG0002100	rna2694	Kwal_55.22221
OG0002101	rna2693	Kwal_55.21481
OG0002102	rna1311	Kwal_55.21494
OG0002103	rna1310	Kwal_55.21496
OG0002104	rna495	Kwal_14.2550
OG0002105	rna1306	Kwal_55.21520
OG0002106	rna2689	Kwal_55.21524
OG0002107	rna5453	Kwal_55.21557
OG0002108	rna1219	Kwal_55.21563
OG0002109	rna5455	Kwal_55.21566
OG0002110	rna5456	Kwal_55.21570
OG0002111	rna4623	Kwal_34.15848
OG0002112	rna1534	Kwal_27.10151
OG0002113	rna1535	Kwal_27.10152
OG0002114	rna1536	Kwal_27.10157
OG0002115	rna1541	Kwal_27.10174
OG0002116	rna1546	Kwal_34.16031
OG0002117	rna3303	Kwal_34.16033
OG0002118	rna3302	Kwal_34.16035
OG0002119	rna3301	Kwal_34.16043
OG0002120	rna1547	Kwal_34.16053
OG0002121	rna1549	Kwal_34.16074
OG0002122	rna3298	Kwal_YGOB_34.16082
OG0002123	rna3297	Kwal_34.16087
OG0002124	rna3296	Kwal_34.16089
OG0002125	rna1552	Kwal_34.16109
OG0002126	rna5003	Kwal_33.14650
OG0002127	rna2710	Kwal_33.14645
OG0002128	rna2487	Kwal_27.11972
OG0002129	rna427	Kwal_27.11975
OG0002130	rna6028	Kwal_27.11990
OG0002131	rna6026	Kwal_27.11994
OG0002132	rna5011	Kwal_33.14592
OG0002133	rna425	Kwal_27.12002
OG0002134	rna6019	Kwal_27.12030
OG0002135	rna6016	Kwal_27.12059
OG0002136	rna415	Kwal_27.12065
OG0002137	rna414	Kwal_27.12070
OG0002138	rna412	Kwal_27.12079
OG0002139	rna411	Kwal_27.12081
OG0002140	rna6010	Kwal_27.12120
OG0002141	rna6009	Kwal_27.12122
OG0002142	rna6008	Kwal_27.12129
OG0002143	rna6007	Kwal_27.12148
OG0002144	rna6002	Kwal_51.19428
OG0002145	rna6000	Kwal_27.12182
OG0002146	rna5999	Kwal_27.12190
OG0002147	rna398	Kwal_27.12192
OG0002148	rna5997	Kwal_27.12204
OG0002149	rna5995	Kwal_27.12208
OG0002150	rna5994	Kwal_27.12210
OG0002151	rna5991	Kwal_27.12218
OG0002152	rna396	Kwal_27.12229
OG0002153	rna5989	Kwal_27.12235
OG0002154	rna395	Kwal_27.12239
OG0002155	rna394	Kwal_27.12242
OG0002156	rna392	Kwal_27.12253
OG0002157	rna391	Kwal_27.12255
OG0002158	rna5986	Kwal_27.12267
OG0002159	rna389	Kwal_27.12272
OG0002160	rna3031	Kwal_27.12278
OG0002161	rna387	Kwal_27.12281
OG0002162	rna5614	Kwal_26.8484
OG0002163	rna5978	Kwal_26.8494
OG0002164	rna5616	Kwal_26.8498
OG0002165	rna5617	Kwal_26.8511
OG0002166	rna5618	Kwal_26.8516
OG0002167	rna5976	Kwal_26.8522
OG0002168	rna5619	Kwal_26.8524
OG0002169	rna5624	Kwal_26.8553
OG0002170	rna5623	Kwal_26.8561
OG0002171	rna5972	Kwal_26.8574
OG0002172	rna3211	Kwal_14.2503
OG0002173	rna3210	Kwal_14.2508
OG0002174	rna3206	Kwal_14.2521
OG0002175	rna3205	Kwal_14.2523
OG0002176	rna3200	Kwal_14.2568
OG0002177	rna3199	Kwal_14.2574
OG0002178	rna493	Kwal_14.2578
OG0002179	rna492	Kwal_14.2586
OG0002180	rna3197	Kwal_14.2587
OG0002181	rna491	Kwal_14.2591
OG0002182	rna490	Kwal_14.2598
OG0002183	rna3195	Kwal_0.3
OG0002184	rna502	Kwal_0.34
OG0002185	rna3191	Kwal_0.49
OG0002186	rna505	Kwal_0.56
OG0002187	rna486	Kwal_0.65
OG0002188	rna485	Kwal_0.68
OG0002189	rna482	Kwal_0.76
OG0002190	rna3216	Kwal_0.80
OG0002191	rna5752	Kwal_26.7005
OG0002192	rna35	Kwal_26.7007
OG0002193	rna5748	Kwal_26.7017
OG0002194	rna5747	Kwal_26.7024
OG0002195	rna37	Kwal_26.7029
OG0002196	rna38	Kwal_26.7031
OG0002197	rna5745	Kwal_26.7041
OG0002198	rna5319	Kwal_56.22613
OG0002199	rna5321	Kwal_49.19399, Kwal_56.22599
OG0002200	rna4576	Kwal_26.7711
OG0002201	rna3539	Kwal_26.7709
OG0002202	rna3538	Kwal_26.7699
OG0002203	rna3537	Kwal_26.7687
OG0002204	rna4806	Kwal_26.9512
OG0002205	rna2504	Kwal_26.9509
OG0002206	rna2507	Kwal_26.9495
OG0002207	rna3376	Kwal_55.19783
OG0002208	rna5089	Kwal_23.4830
OG0002209	rna5090	Kwal_23.4835
OG0002210	rna5091	Kwal_23.4838
OG0002211	rna5092	Kwal_23.4841
OG0002212	rna5093	Kwal_23.4848
OG0002213	rna2872	Kwal_23.4875
OG0002214	rna2874	Kwal_23.4888
OG0002215	rna2875	Kwal_23.4890
OG0002216	rna2880	Kwal_23.4920
OG0002217	rna2882	Kwal_23.4933
OG0002218	rna2883	Kwal_23.4943
OG0002219	rna5106	Kwal_23.4956
OG0002220	rna5110	Kwal_23.4971
OG0002221	rna2887	Kwal_23.4975
OG0002222	rna2888	Kwal_23.4980
OG0002223	rna5114	Kwal_23.4982
OG0002224	rna5119	Kwal_23.4993
OG0002225	rna2893	Kwal_23.5002
OG0002226	rna5118	Kwal_23.5012
OG0002227	rna273	Kwal_56.23065
OG0002228	rna966	Kwal_56.23014
OG0002229	rna2865	Kwal_23.4789
OG0002230	rna2862	Kwal_23.4773
OG0002231	rna2861	Kwal_23.4759
OG0002232	rna2856	Kwal_23.4731
OG0002233	rna5081	Kwal_23.4725
OG0002234	rna5080	Kwal_23.4721
OG0002235	rna5079	Kwal_23.4717
OG0002236	rna3608	Kwal_26.8206
OG0002237	rna3611	Kwal_26.8190
OG0002238	rna800	Kwal_56.24526
OG0002239	rna4071	Kwal_56.24509
OG0002240	rna802	Kwal_56.24506
OG0002241	rna804	Kwal_56.24500
OG0002242	rna4072	Kwal_56.24487
OG0002243	rna755	Kwal_56.24478
OG0002244	rna757	Kwal_56.24466
OG0002245	rna760	Kwal_56.24442
OG0002246	rna810	Kwal_56.24436
OG0002247	rna764	Kwal_56.24421
OG0002248	rna766	Kwal_56.24418
OG0002249	rna814	Kwal_56.24404
OG0002250	rna771	Kwal_23.5989
OG0002251	rna823	Kwal_47.19278
OG0002252	rna2914	Kwal_23.5978
OG0002253	rna650	Kwal_23.6205
OG0002254	rna649	Kwal_23.6203
OG0002255	rna5177	Kwal_23.6199
OG0002256	rna5176	Kwal_23.6181
OG0002257	rna5174	Kwal_23.6153
