Orthogroup	s_cerevisiae_proteins	k_lactis_proteins
OG0002038	rna5333	rna3726
OG0002039	rna5332	rna3727
OG0002040	rna5330	rna3729
OG0002041	rna5329	rna3730
OG0002042	rna5072	rna3732
OG0002043	rna3635	rna3735
OG0002044	rna3025	rna3736
OG0002045	rna3637	rna3739
OG0002046	rna3638	rna3740
OG0002047	rna3641	rna3743
OG0002048	rna3643	rna3747
OG0002049	rna3021	rna3748
OG0002050	rna3624	rna3763
OG0002051	rna3625	rna3764
OG0002052	rna514	rna3767
OG0002053	rna513	rna3768
OG0002054	rna512	rna3769
OG0002055	rna2109	rna3772
OG0002056	rna2110	rna3774
OG0002057	rna5909	rna3775
OG0002058	rna2111	rna3777
OG0002059	rna2113	rna3779
OG0002060	rna5907	rna3781
OG0002061	rna5904	rna3784
OG0002062	rna2118	rna3786
OG0002063	rna2119	rna3787
OG0002064	rna2121	rna3789
OG0002065	rna5901	rna3790
OG0002066	rna5801, rna5813, rna5814	rna3791
OG0002067	rna5896	rna3798
OG0002068	rna5895	rna3800
OG0002069	rna4054	rna3803
OG0002070	rna4053	rna3804
OG0002071	rna4051	rna3806
OG0002072	rna777	rna3808
OG0002073	rna4049	rna3813
OG0002074	rna1680	rna3815
OG0002075	rna1681	rna3816
OG0002076	rna159	rna3821
OG0002077	rna157	rna3823
OG0002078	rna1685	rna3825
OG0002079	rna155	rna3826
OG0002080	rna1686	rna3828
OG0002081	rna151	rna3835
OG0002082	rna1691	rna3836
OG0002083	rna139	rna3848
OG0002084	rna137	rna3850
OG0002085	rna134	rna3855
OG0002086	rna1703	rna3857
OG0002087	rna132	rna3859
OG0002088	rna1704	rna3860
OG0002089	rna1706	rna3862
OG0002090	rna131	rna3864
OG0002091	rna129	rna3867
OG0002092	rna5269	rna3869
OG0002093	rna4839	rna3870
OG0002094	rna4838	rna3872
OG0002095	rna5267	rna3874
OG0002096	rna1317	rna3878
OG0002097	rna1316	rna3879
OG0002098	rna5531	rna3882
OG0002099	rna2695	rna3884
OG0002100	rna2694	rna3885
OG0002101	rna2693	rna3887
OG0002102	rna1311	rna3890
OG0002103	rna1310	rna3891
OG0002104	rna495	rna3895
OG0002105	rna1306	rna3896
OG0002106	rna2689	rna3897
OG0002107	rna5453	rna3905
OG0002108	rna1219	rna3908
OG0002109	rna5455	rna3909
OG0002110	rna5456	rna3910
OG0002111	rna4623	rna3918
OG0002112	rna1534	rna3920
OG0002113	rna1535	rna3921
OG0002114	rna1536	rna3922
OG0002115	rna1541	rna3926
OG0002116	rna1546	rna3935
OG0002117	rna3303	rna3936
OG0002118	rna3302	rna3937
OG0002119	rna3301	rna3938
OG0002120	rna1547	rna3939
OG0002121	rna1549	rna3941
OG0002122	rna3298	rna3943
OG0002123	rna3297	rna3945
OG0002124	rna3296	rna3946
OG0002125	rna1552	rna3950
OG0002126	rna5003	rna3953
OG0002127	rna2710	rna3955
OG0002128	rna2487	rna3960
OG0002129	rna427	rna3961
OG0002130	rna6028	rna3964
OG0002131	rna6026	rna3965
OG0002132	rna5011	rna3967
OG0002133	rna425	rna3968
OG0002134	rna6019	rna3977
OG0002135	rna6016	rna3981
OG0002136	rna415	rna3983
OG0002137	rna414	rna3984
OG0002138	rna412	rna3987
OG0002139	rna411	rna3988
OG0002140	rna6010	rna3998
OG0002141	rna6009	rna3999
OG0002142	rna6008	rna4001
OG0002143	rna6007	rna4002
OG0002144	rna6002	rna4008
OG0002145	rna6000	rna4011
OG0002146	rna5999	rna4012
OG0002147	rna398	rna4013
OG0002148	rna5997	rna4015
OG0002149	rna5995	rna4017
OG0002150	rna5994	rna4018
OG0002151	rna5991	rna4021
OG0002152	rna396	rna4023
OG0002153	rna5989	rna4026
OG0002154	rna395	rna4027
OG0002155	rna394	rna4028
OG0002156	rna392	rna4030
OG0002157	rna391	rna4031
OG0002158	rna5986	rna4033
OG0002159	rna389	rna4034
OG0002160	rna3031	rna4037
OG0002161	rna387	rna4038
OG0002162	rna5614	rna4079
OG0002163	rna5978	rna4082
OG0002164	rna5616	rna4083
OG0002165	rna5617	rna4086
OG0002166	rna5618	rna4087
OG0002167	rna5976	rna4088
OG0002168	rna5619	rna4089
OG0002169	rna5624	rna4095
OG0002170	rna5623	rna4097
OG0002171	rna5972	rna4099
OG0002172	rna3211	rna4106
OG0002173	rna3210	rna4108
OG0002174	rna3206	rna4111
OG0002175	rna3205	rna4112
OG0002176	rna3200	rna4117
OG0002177	rna3199	rna4120
OG0002178	rna493	rna4121
OG0002179	rna492	rna4123
OG0002180	rna3197	rna4124
OG0002181	rna491	rna4125
OG0002182	rna490	rna4126
OG0002183	rna3195	rna4128
OG0002184	rna502	rna4134
OG0002185	rna3191	rna4138
OG0002186	rna505	rna4139
OG0002187	rna486	rna4142
OG0002188	rna485	rna4144
OG0002189	rna482	rna4148
OG0002190	rna3216	rna4149
OG0002191	rna5752	rna4153
OG0002192	rna35	rna4154
OG0002193	rna5748	rna4157
OG0002194	rna5747	rna4158
OG0002195	rna37	rna4159
OG0002196	rna38	rna4160
OG0002197	rna5745	rna4163
OG0002198	rna5319	rna4169
OG0002199	rna5321	rna4173
OG0002200	rna4576	rna4178
OG0002201	rna3539	rna4179
OG0002202	rna3538	rna4181
OG0002203	rna3537	rna4182
OG0002204	rna4806	rna4183
OG0002205	rna2504	rna4184
OG0002206	rna2507	rna4188
OG0002207	rna3376	rna4192
OG0002208	rna5089	rna4197
OG0002209	rna5090	rna4198
OG0002210	rna5091	rna4199
OG0002211	rna5092	rna4200
OG0002212	rna5093	rna4201
OG0002213	rna2872	rna4202
OG0002214	rna2874	rna4205
OG0002215	rna2875	rna4206
OG0002216	rna2880	rna4212
OG0002217	rna2882	rna4216
OG0002218	rna2883	rna4217
OG0002219	rna5106	rna4219
OG0002220	rna5110	rna4223
OG0002221	rna2887	rna4225
OG0002222	rna2888	rna4226
OG0002223	rna5114	rna4227
OG0002224	rna5119	rna4229
OG0002225	rna2893	rna4230
OG0002226	rna5118	rna4232
OG0002227	rna273	rna4236
OG0002228	rna966	rna4244
OG0002229	rna2865	rna4249
OG0002230	rna2862	rna4253
OG0002231	rna2861	rna4254
OG0002232	rna2856	rna4259
OG0002233	rna5081	rna4260
OG0002234	rna5080	rna4261
OG0002235	rna5079	rna4262
OG0002236	rna3608	rna4264
OG0002237	rna3611	rna4266
OG0002238	rna800	rna4267
OG0002239	rna4071	rna4271
OG0002240	rna802	rna4272
OG0002241	rna804	rna4274
OG0002242	rna4072	rna4276
OG0002243	rna755	rna4279
OG0002244	rna757	rna4281
OG0002245	rna760	rna4284
OG0002246	rna810	rna4286
OG0002247	rna764	rna4290
OG0002248	rna766	rna4291
OG0002249	rna814	rna4293
OG0002250	rna771	rna4304
OG0002251	rna823	rna4305
OG0002252	rna2914	rna4311
OG0002253	rna650	rna4313
OG0002254	rna649	rna4314
OG0002255	rna5177	rna4315
OG0002256	rna5176	rna4317
OG0002257	rna5174	rna4320
OG0002259	rna5172	rna4323
OG0002260	rna5171	rna4324
OG0002261	rna5170	rna4325
OG0002262	rna4463	rna4326
OG0002263	rna4695	rna4327
OG0002264	rna4693	rna4329
OG0002265	rna4692	rna4331
OG0002266	rna5167	rna4333
OG0002267	rna5166	rna4334
OG0002268	rna5165	rna4336
OG0002269	rna4689	rna4337
OG0002270	rna472	rna4342
OG0002271	rna2106	rna4343
OG0002272	rna471	rna4344
OG0002273	rna2102	rna4346
OG0002274	rna470	rna4347
OG0002275	rna469	rna4348
OG0002276	rna2101	rna4350
OG0002277	rna467	rna4351
OG0002278	rna5199	rna4356
OG0002279	rna5198	rna4358
OG0002280	rna676	rna4360
OG0002281	rna5195	rna4362
OG0002282	rna853	rna4366
OG0002283	rna854	rna4367
OG0002284	rna855	rna4369
OG0002285	rna857	rna4371
OG0002286	rna4632	rna4373
OG0002287	rna4628	rna4379
OG0002288	rna1220	rna4381
OG0002289	rna5466	rna4382
OG0002290	rna5362	rna4385
OG0002291	rna55	rna4391
OG0002292	rna57	rna4395
OG0002293	rna5378	rna4403
OG0002294	rna5377	rna4404
OG0002295	rna5376	rna4405
OG0002296	rna61	rna4407
OG0002297	rna62	rna4408
OG0002298	rna6191	rna4412
OG0002299	rna6189	rna4414
OG0002300	rna6188	rna4415
OG0002301	rna6187	rna4416
OG0002302	rna2290	rna4420
OG0002303	rna6184	rna4421
OG0002304	rna4732	rna4427
OG0002305	rna5722	rna4429
OG0002306	rna4733	rna4431
OG0002307	rna5724	rna4432
OG0002308	rna5727	rna4435
OG0002309	rna4738	rna4441
OG0002310	rna1840	rna4442
OG0002311	rna3885	rna4443
OG0002312	rna1839	rna4444
OG0002313	rna3886	rna4445
OG0002314	rna3889	rna4451
OG0002315	rna2016	rna4453
OG0002316	rna2012	rna4455
OG0002317	rna1734	rna4458
OG0002318	rna2164	rna4462
OG0002319	rna4557	rna4463
OG0002320	rna2161	rna4466
OG0002321	rna4115	rna4470
OG0002322	rna443	rna4474
OG0002323	rna444	rna4475
OG0002324	rna447	rna4476
OG0002325	rna2078	rna4477
OG0002326	rna450	rna4480
OG0002327	rna451	rna4481
OG0002328	rna2080	rna4485
OG0002329	rna1996	rna4488
OG0002330	rna1997	rna4489
OG0002331	rna2001	rna4493
OG0002332	rna2004	rna4497
OG0002333	rna4428	rna4499
OG0002334	rna685	rna4500
OG0002335	rna683	rna4501
OG0002336	rna682	rna4503
OG0002337	rna5201	rna4507
OG0002338	rna464	rna4510
OG0002339	rna2097	rna4511
OG0002340	rna2096	rna4513
OG0002341	rna461	rna4516
OG0002342	rna460	rna4517
OG0002343	rna459	rna4518
OG0002344	rna2093	rna4519
OG0002345	rna2092	rna4520
OG0002346	rna458	rna4521
OG0002347	rna2091	rna4523
OG0002348	rna456	rna4525
OG0002349	rna2088	rna4528
OG0002350	rna2087	rna4530
OG0002351	rna2831	rna4537
OG0002352	rna6070	rna4540
OG0002353	rna6075	rna4542
OG0002354	rna1439	rna4546
OG0002355	rna5939	rna4547
OG0002356	rna5660	rna4548
OG0002357	rna5941	rna4549
OG0002358	rna5659	rna4550
OG0002359	rna5942	rna4551
OG0002360	rna5658	rna4552
OG0002361	rna5944	rna4557
OG0002362	rna5947	rna4564
OG0002363	rna3943	rna4566
OG0002364	rna992	rna4575
OG0002365	rna993	rna4576
OG0002366	rna295	rna4577
OG0002367	rna1052	rna4581
OG0002368	rna1785	rna4584
OG0002369	rna1051	rna4586
OG0002370	rna1048	rna4588
OG0002371	rna4106	rna4595
OG0002372	rna5149	rna4597
OG0002373	rna586	rna4599
OG0002374	rna5154	rna4600
OG0002375	rna2010	rna4602
OG0002376	rna2006	rna4607
OG0002377	rna188	rna4610
OG0002378	rna189	rna4611
OG0002379	rna1742	rna4614
OG0002380	rna597	rna4622
OG0002381	rna596	rna4623
OG0002382	rna3827	rna4624
OG0002383	rna3826	rna4625
OG0002384	rna3263	rna4628
OG0002385	rna3824	rna4629
OG0002386	rna3262	rna4630
OG0002387	rna1167	rna4637
OG0002388	rna4077	rna4640
OG0002389	rna4075	rna4642
OG0002390	rna1172	rna4646
OG0002391	rna1173	rna4647, rna4648
OG0002392	rna1174	rna4649
OG0002393	rna753	rna4650
OG0002394	rna3550	rna4652
OG0002395	rna3548	rna4654
OG0002396	rna4564	rna4656
OG0002397	rna4570	rna4662
OG0002398	rna4571	rna4663
OG0002399	rna4572	rna4664
OG0002400	rna3541	rna4665
OG0002401	rna3154	rna4668
OG0002402	rna3679	rna4669
OG0002403	rna3680	rna4671
OG0002404	rna3681	rna4672
OG0002405	rna3682	rna4673
OG0002406	rna3157	rna4675
OG0002407	rna3159	rna4677
OG0002408	rna3160	rna4678
OG0002409	rna3163	rna4681
OG0002410	rna3165	rna4683
OG0002411	rna3169	rna4687
OG0002412	rna3170	rna4688
OG0002413	rna3172	rna4691
OG0002414	rna3173	rna4692
OG0002415	rna3174	rna4693
OG0002416	rna1034	rna4698
OG0002417	rna3246	rna4700
OG0002418	rna2387	rna4702
OG0002419	rna935	rna4707
OG0002420	rna937	rna4709
OG0002421	rna1285	rna4711
OG0002422	rna2668	rna4712
OG0002423	rna2391	rna4716
OG0002424	rna2392	rna4718
OG0002425	rna2394	rna4719
OG0002426	rna2393	rna4720
OG0002427	rna2400	rna4725
OG0002428	rna3242	rna4726
OG0002429	rna2398	rna4728
OG0002430	rna2404	rna4732
OG0002431	rna2407	rna4736
OG0002432	rna2408	rna4737
OG0002433	rna2409	rna4738
OG0002434	rna3813	rna4739
OG0002435	rna3814	rna4740
OG0002436	rna3851	rna4741
OG0002437	rna3850	rna4742
OG0002438	rna3816	rna4745
OG0002439	rna3845	rna4748
OG0002440	rna3260	rna4750
OG0002441	rna3819	rna4752
OG0002442	rna3822	rna4754
OG0002443	rna50	rna4758
OG0002444	rna51	rna4759
OG0002445	rna3724	rna4771
OG0002446	rna5468	rna4772
OG0002447	rna3725	rna4773
OG0002448	rna3726	rna4774
OG0002449	rna3727	rna4776
OG0002450	rna5472	rna4779
OG0002451	rna5477	rna4785
OG0002452	rna5483	rna4792
OG0002454	rna1527	rna4799
OG0002455	rna1528	rna4800
OG0002456	rna3313	rna4802
OG0002457	rna1530	rna4803
OG0002458	rna4621	rna4811
OG0002459	rna4620	rna4812
OG0002460	rna4618	rna4814
OG0002461	rna4612	rna4825
OG0002462	rna4611	rna4828
OG0002463	rna3861	rna4830
OG0002464	rna4606	rna4834
OG0002465	rna3855	rna4841
OG0002466	rna3854	rna4843
OG0002467	rna3853	rna4844
OG0002468	rna1086	rna4849
OG0002469	rna1085	rna4850
OG0002470	rna3946	rna4852
OG0002471	rna3945	rna4853
OG0002472	rna1008	rna4855
OG0002473	rna3798	rna4857
OG0002474	rna3799	rna4859
OG0002475	rna3800	rna4860
OG0002476	rna2540	rna4861
OG0002477	rna2541	rna4862
OG0002478	rna283	rna4869
OG0002479	rna985	rna4870
OG0002480	rna286	rna4873
OG0002481	rna988	rna4875
OG0002482	rna989	rna4876
OG0002483	rna990	rna4877
OG0002484	rna282	rna4878
OG0002485	rna980	rna4882
OG0002486	rna279	rna4883
OG0002487	rna278	rna4884
OG0002488	rna275	rna4887
OG0002489	rna994	rna4889
OG0002490	rna291	rna4890
OG0002491	rna293	rna4892
OG0002492	rna3912	rna4895
OG0002493	rna3913	rna4898
OG0002494	rna3914	rna4899
OG0002495	rna3916	rna4901
OG0002496	rna3918	rna4904
OG0002497	rna1062	rna4907
OG0002498	rna1063	rna4908
OG0002499	rna1068	rna4915
OG0002500	rna3925	rna4923
OG0002501	rna1074	rna4928
OG0002502	rna1076	rna4930
OG0002503	rna3929	rna4931
OG0002504	rna3931	rna4934
OG0002505	rna3933	rna4936
OG0002506	rna3935	rna4938
OG0002507	rna3936	rna4939
OG0002508	rna3941	rna4946
OG0002509	rna1081	rna4947
OG0002510	rna4129	rna4949
OG0002511	rna5589	rna4951
OG0002512	rna5588	rna4952
OG0002513	rna4128	rna4953
OG0002514	rna5579	rna4956
OG0002515	rna5580	rna4957
OG0002516	rna5581	rna4958
OG0002517	rna5582	rna4960
OG0002518	rna5584	rna4963
OG0002519	rna4118	rna4965
OG0002520	rna1732	rna4969
OG0002521	rna4091	rna4977
OG0002522	rna1149	rna4978
OG0002523	rna4956	rna4979
OG0002524	rna4957	rna4980
OG0002525	rna4962	rna4987
OG0002526	rna366	rna4991
OG0002527	rna5322	rna4993
OG0002528	rna374	rna4994
OG0002529	rna373	rna4995
OG0002530	rna3149	rna4998
OG0002531	rna3687	rna4999
OG0002532	rna3688	rna5001
OG0002533	rna3690	rna5003
OG0002534	rna3147	rna5004
OG0002535	rna3693	rna5008
OG0002536	rna1289	rna5013
OG0002537	rna2673	rna5014
OG0002538	rna1287	rna5016
OG0002539	rna2672	rna5017
OG0002540	rna2671	rna5020
OG0002541	rna1286	rna5021
OG0002542	rna3494	rna5025
OG0002543	rna2421	rna5028
OG0002544	rna2423	rna5030
OG0002545	rna2681	rna5032
OG0002546	rna2680	rna5034
OG0002548	rna2167	rna5038
OG0002549	rna2168	rna5039
OG0002550	rna3807	rna5041
OG0002551	rna2033	rna5044
OG0002552	rna2032	rna5045
OG0002553	rna2031	rna5046
OG0002554	rna5339	rna5048
OG0002555	rna901	rna5049
OG0002556	rna3247	rna5051
OG0002557	rna3249	rna5053
OG0002558	rna2410	rna5054
OG0002559	rna3251	rna5055
OG0002560	rna3252	rna5056
OG0002561	rna2412	rna5057
OG0002562	rna4030	rna5062
OG0002563	rna4031	rna5063
OG0002564	rna5399	rna5066
OG0002565	rna4108	rna5068
OG0002566	rna2046	rna5069
OG0002567	rna4110, rna4641	rna5070
OG0002568	rna5753	rna5082
OG0002569	rna34	rna5083
OG0002570	rna33	rna5084
OG0002571	rna5758	rna5087
OG0002572	rna5760	rna5088
OG0002573	rna5763	rna5092
OG0002574	rna5045	rna5098
OG0002575	rna5043	rna5101
OG0002576	rna5527	rna5103
OG0002577	rna5040	rna5105
OG0002578	rna5530	rna5108
OG0002579	rna2696	rna5109
OG0002580	rna5039	rna5110
OG0002581	rna5036	rna5113
OG0002582	rna5035	rna5114
OG0002583	rna5032	rna5118
OG0002584	rna2701	rna5120
OG0002585	rna2702	rna5121
OG0002586	rna5031	rna5122
OG0002587	rna5028	rna5125
OG0002588	rna5027	rna5127
OG0002589	rna5023	rna5131
OG0002590	rna5022	rna5132
OG0002591	rna244	rna5139
OG0002592	rna245	rna5142
OG0002593	rna246	rna5143
OG0002594	rna910	rna5144
OG0002595	rna909	rna5145
OG0002596	rna908	rna5146
OG0002597	rna5344	rna5147
OG0002598	rna907	rna5148
OG0002599	rna4731	rna5151
OG0002600	rna5719	rna5154
OG0002601	rna5717	rna5155
OG0002602	rna4729	rna5156
OG0002603	rna5715	rna5160
OG0002604	rna4726	rna5161
OG0002605	rna1841	rna5164
OG0002606	rna1842	rna5165
OG0002607	rna3881	rna5172
OG0002608	rna4479	rna5174
OG0002609	rna3612	rna5176
OG0002610	rna2547	rna5180
OG0002611	rna3613	rna5181
OG0002612	rna2551	rna5184
OG0002613	rna2553	rna5187
OG0002615	rna3619	rna5191
OG0002616	rna3620	rna5192
OG0002617	rna2556	rna5194
OG0002618	rna3621	rna5195
OG0002619	rna4555	rna5197
OG0002620	rna4554	rna5198
OG0002621	rna3563	rna5201
OG0002622	rna3564	rna5203
OG0002623	rna3565	rna5204
OG0002624	rna3566	rna5205
OG0002625	rna3570	rna5212
OG0002626	rna4544	rna5214
OG0002627	rna3572	rna5216
OG0002628	rna4541	rna5218
OG0002629	rna4540	rna5219
OG0002630	rna4539	rna5220
OG0002631	rna4538	rna5221
OG0002632	rna3573	rna5222
OG0002633	rna3574	rna5223
OG0002634	rna4535	rna5225
OG0002635	rna3575	rna5226
OG0002636	rna3576	rna5227
OG0002637	rna4527	rna5234
OG0002638	rna4515	rna5244
OG0002639	rna4514	rna5246
OG0002640	rna4512	rna5250
OG0002641	rna4511	rna5251
OG0002642	rna1129, rna4510	rna5252
OG0002643	rna5309	rna5253
OG0002644	rna1811	rna5255
OG0002645	rna6082	rna5259
OG0002646	rna6077	rna5262
OG0002647	rna6078	rna5263
OG0002648	rna6079	rna5264
OG0002649	rna6080	rna5265
OG0002650	rna675	rna5267
OG0002651	rna2946	rna5275
OG0002652	rna2948	rna5277
OG0002653	rna1638	rna5279
OG0002654	rna2949	rna5280
OG0002655	rna2960	rna5282
OG0002656	rna2713	rna5294
OG0002657	rna6030	rna5298
OG0002673	rna2835	rna15
OG0002674	rna3754	rna17
OG0002675	rna2839	rna22
OG0002676	rna1965	rna34
OG0002677	rna1930	rna37
OG0002678	rna1925	rna47
OG0002680	rna1979	rna53
OG0002681	rna1623	rna56
OG0002682	rna1619	rna58
OG0002683	rna1983	rna60
OG0002684	rna1615	rna63
OG0002686	rna4460	rna74
OG0002687	rna1375	rna76, rna1985
OG0002688	rna1519	rna83
OG0002689	rna4423	rna91
OG0002690	rna4424	rna92
OG0002691	rna5573	rna98
OG0002692	rna5576	rna101
OG0002693	rna4210	rna109
OG0002696	rna2261	rna118
OG0002697	rna2262	rna119
OG0002698	rna3662	rna126
OG0002699	rna3663	rna127
OG0002700	rna1879	rna130
OG0002702	rna2042	rna133
OG0002703	rna749	rna142
OG0002704	rna5776	rna152
OG0002705	rna21	rna153
OG0002706	rna5774	rna158
OG0002707	rna5772	rna161
OG0002708	rna47	rna174
OG0002709	rna1162	rna178
OG0002710	rna4542	rna188, rna1405
OG0002711	rna2383	rna201
OG0002712	rna2188	rna209
OG0002713	rna207	rna213
OG0002714	rna208	rna216
OG0002715	rna2475	rna222
OG0002716	rna2474	rna230
OG0002717	rna2473	rna231
OG0002718	rna2471	rna233
OG0002719	rna2464	rna240
OG0002720	rna3114	rna253
OG0002721	rna3112	rna256
OG0002722	rna3111	rna257
OG0002723	rna3110	rna258
OG0002724	rna3109	rna260
OG0002725	rna3720	rna264
OG0002726	rna3106	rna265
OG0002727	rna3080	rna277
OG0002728	rna3082	rna280
OG0002729	rna3084	rna283
OG0002730	rna3088	rna288
OG0002731	rna3480	rna291
OG0002732	rna3481	rna292
OG0002733	rna3483	rna296
OG0002734	rna2674	rna305
OG0002735	rna1202	rna311
OG0002736	rna5443	rna312
OG0002737	rna1428	rna314
OG0002738	rna5442	rna315
OG0002739	rna5288	rna320
OG0002740	rna5289	rna322
OG0002741	rna4860	rna326
OG0002742	rna4861	rna327
OG0002743	rna4862	rna328
OG0002744	rna5294	rna330
OG0002745	rna5295	rna331
OG0002746	rna5496	rna334
OG0002747	rna3742	rna340
OG0002748	rna3737	rna349
OG0002749	rna4418	rna353
OG0002750	rna3317	rna354
OG0002751	rna4416	rna357
OG0002752	rna4414	rna359
OG0002753	rna4412	rna361
OG0002754	rna2590	rna368
OG0002755	rna2592	rna370
OG0002756	rna2593	rna371
OG0002757	rna591	rna377
OG0002758	rna74	rna388
OG0002759	rna2201	rna389
OG0002760	rna2200	rna390
OG0002761	rna2764	rna403
OG0002762	rna2770	rna408
OG0002763	rna2482	rna409
OG0002764	rna2488	rna421
OG0002765	rna2489	rna423
OG0002766	rna4788	rna424
OG0002767	rna4794	rna436
OG0002768	rna2496	rna438
OG0002769	rna2498	rna440
OG0002770	rna4796	rna441
OG0002771	rna4811	rna444
OG0002772	rna4809	rna446
OG0002774	rna1950	rna454
OG0002775	rna264	rna463
OG0002776	rna961	rna466
OG0002777	rna1882	rna472
OG0002778	rna608	rna483
OG0002779	rna613	rna488
OG0002780	rna1559	rna501
OG0002781	rna1557	rna502
OG0002782	rna5001	rna506
OG0002783	rna2709	rna511
OG0002784	rna1611	rna550
OG0002785	rna1613	rna552
OG0002786	rna1614	rna553
OG0002787	rna4454	rna562
OG0002788	rna1389	rna572
OG0002789	rna4448	rna573
OG0002790	rna4446	rna575
OG0002791	rna1391	rna576
OG0002792	rna1392	rna579
OG0002794	rna4442	rna581
OG0002795	rna1394	rna582
OG0002796	rna1395	rna583
OG0002797	rna1397	rna586
OG0002798	rna4436	rna595
OG0002799	rna4434	rna599
OG0002800	rna5870	rna603
OG0002801	rna2066	rna607
OG0002803	rna5881	rna622
OG0002804	rna2139	rna624
OG0002805	rna2137	rna630
OG0002806	rna3466	rna634
OG0002807	rna3468	rna637
OG0002808	rna3469	rna638
OG0002809	rna3472	rna640
OG0002810	rna4266	rna647
OG0002811	rna869	rna649
OG0002812	rna4261	rna655
OG0002813	rna1572	rna661, rna2670
OG0002814	rna3407	rna690
OG0002815	rna3402	rna699
OG0002816	rna2784	rna700
OG0002817	rna3401	rna702
OG0002818	rna2783	rna704
OG0002819	rna2779	rna710
OG0002820	rna2778	rna711
OG0002821	rna4380	rna721
OG0002822	rna4381	rna723
OG0002823	rna4382	rna725
OG0002824	rna4387	rna730
OG0002825	rna4388	rna731
OG0002826	rna4394	rna742
OG0002827	rna4304	rna743
OG0002828	rna4398	rna747
OG0002829	rna4301	rna748
OG0002830	rna4400	rna750
OG0002832	rna4292	rna763
OG0002833	rna2241	rna774
OG0002834	rna2237	rna780
OG0002835	rna4195	rna786
OG0002836	rna2228	rna793
OG0002837	rna2227	rna794
OG0002838	rna6101	rna797
OG0002839	rna3558	rna804
OG0002840	rna3559	rna805
OG0002841	rna3324	rna809
OG0002842	rna1905	rna812
OG0002843	rna959	rna814
OG0002844	rna262	rna815
OG0002845	rna259	rna820
OG0002846	rna3094	rna840
OG0002847	rna3100	rna848
OG0002848	rna3101	rna849
OG0002849	rna3722	rna852
OG0002850	rna3068	rna857
OG0002851	rna4229	rna865
OG0002852	rna4227	rna867
OG0002853	rna2274	rna871
OG0002854	rna4224	rna872
OG0002855	rna2273	rna873
OG0002856	rna4222	rna878
OG0002857	rna5707	rna883
OG0002858	rna4716	rna891
OG0002859	rna6145	rna898
OG0002860	rna4751	rna904
OG0002861	rna4747	rna909
OG0002862	rna346	rna912
OG0002863	rna344	rna914
OG0002864	rna342	rna917
OG0002865	rna6162	rna924
OG0002866	rna6159	rna927
OG0002867	rna6156	rna934
OG0002868	rna6154	rna936
OG0002869	rna331	rna939
OG0002870	rna379	rna954
OG0002871	rna6038	rna957
OG0002872	rna376	rna960
OG0002873	rna1432	rna965
OG0002874	rna1270	rna970
OG0002875	rna5841	rna977
OG0002876	rna202	rna987
OG0002877	rna6263	rna995
OG0002878	rna6267	rna999
OG0002879	rna4316	rna1000
OG0002880	rna6228	rna1009
OG0002881	rna2334	rna1011
OG0002882	rna2330	rna1016
OG0002883	rna6220	rna1018
OG0002884	rna2327	rna1022
OG0002885	rna6214	rna1025
OG0002886	rna1594	rna1035
OG0002887	rna1592	rna1037
OG0002888	rna3002	rna1041
OG0002889	rna3010	rna1045
OG0002891	rna3012	rna1049
OG0002892	rna6142	rna1052
OG0002893	rna321	rna1053
OG0002894	rna319	rna1055
OG0002895	rna316	rna1056
OG0002896	rna313	rna1058
OG0002897	rna173	rna1063
OG0002898	rna174	rna1065
OG0002899	rna175	rna1066
OG0002900	rna177	rna1069
OG0002901	rna4595	rna1074
OG0002902	rna4592	rna1076
OG0002903	rna3521	rna1077
OG0002904	rna4591	rna1078
OG0002905	rna3527	rna1087
OG0002906	rna3528	rna1088
OG0002907	rna3529	rna1089
OG0002908	rna4581	rna1092
OG0002909	rna2322	rna1095
OG0002910	rna4723	rna1102
OG0002911	rna2266	rna1108
OG0002912	rna2264	rna1111, rna4389
OG0002913	rna3331	rna1139
OG0002914	rna3334	rna1143
OG0002915	rna3451	rna1145
OG0002916	rna3450	rna1146
OG0002917	rna3449	rna1149
OG0002918	rna3447	rna1153
OG0002919	rna3343	rna1166
OG0002920	rna2458	rna1167
OG0002922	rna534	rna1202
OG0002923	rna542	rna1212
OG0002925	rna1482	rna1220
OG0002926	rna1469	rna1226
OG0002927	rna1468	rna1227
OG0002928	rna553	rna1229
OG0002929	rna1466	rna1231
OG0002930	rna562	rna1240
OG0002931	rna563	rna1241
OG0002932	rna565	rna1244
OG0002933	rna566	rna1246
OG0002934	rna567	rna1247
OG0002935	rna1459	rna1254
OG0002936	rna1452	rna1260
OG0002937	rna4040	rna1262
OG0002938	rna4047	rna1272
OG0002939	rna1598	rna1273
OG0002940	rna646	rna1277
OG0002941	rna645	rna1279
OG0002942	rna1505	rna1283
OG0002943	rna4900	rna1300
OG0002944	rna4902	rna1302
OG0002945	rna1001	rna1305
OG0002946	rna4905	rna1308
OG0002947	rna4906	rna1309
OG0002948	rna4911	rna1314
OG0002949	rna3364	rna1317
OG0002950	rna3060	rna1332
OG0002952	rna1435	rna1344
OG0002953	rna5314	rna1345
OG0002954	rna913	rna1354
OG0002955	rna5351	rna1361
OG0002956	rna82	rna1367
OG0002957	rna79	rna1370
OG0002958	rna3026	rna1372
OG0002959	rna922	rna1373
OG0002960	rna926	rna1377
OG0002961	rna359	rna1379
OG0002962	rna5334	rna1380
