Orthogroup	s_cerevisiae_proteins	s_paradoxus_proteins
OG0001613	rna6051	Spar_16.294
OG0001614	rna6061	Spar_16.305
OG0001615	rna6062	Spar_16.306
OG0001616	rna6063	Spar_16.307
OG0001617	rna1194	Spar_4.562
OG0001618	rna1191	Spar_4.560
OG0001619	rna6067	Spar_16.314
OG0001620	rna6068	Spar_16.315
OG0001621	rna4055	Spar_12.305
OG0001622	rna4057	Spar_12.307
OG0001623	rna4058	Spar_12.308
OG0001624	rna781	Spar_4.96
OG0001625	rna782	Spar_4.97
OG0001626	rna783	Spar_4.98
OG0001627	rna784	Spar_4.99
OG0001628	rna4680	Spar_13.388
OG0001629	rna5846	Spar_16.77
OG0001630	rna5849	Spar_16.80
OG0001631	rna5851	Spar_16.82
OG0001632	rna2656	Spar_8.155
OG0001633	rna2658	Spar_8.157
OG0001634	rna1276	Spar_4.704
OG0001635	rna1277	Spar_4.705
OG0001636	rna1278	Spar_4.706
OG0001637	rna2661	Spar_8.160
OG0001638	rna2999	Spar_9.204
OG0001639	rna2998	Spar_9.203
OG0001640	rna1582	Spar_5.129
OG0001641	rna1581	Spar_5.127
OG0001642	rna6171	Spar_16.442
OG0001643	rna1580	Spar_5.126
OG0001644	rna1577	Spar_5.123
OG0001645	rna2994	Spar_9.199
OG0001646	rna1574	Spar_5.120
OG0001647	rna2986	Spar_9.191
OG0001648	rna5831	Spar_16.52
OG0001649	rna2982	Spar_9.185
OG0001650	rna5830	Spar_16.51
OG0001651	rna5424	Spar_15.202
OG0001652	rna5380	Spar_15.153
OG0001653	rna6192	Spar_16.461
OG0001654	rna2298	Spar_7.404
OG0001655	rna6196	Spar_16.464
OG0001656	rna2299	Spar_7.405
OG0001657	rna6198	Spar_16.466
OG0001658	rna2302	Spar_7.408
OG0001659	rna2303	Spar_7.409
OG0001660	rna2304	Spar_7.410
OG0001661	rna6199	Spar_16.467
OG0001662	rna2306	Spar_7.412
OG0001663	rna2307	Spar_7.413
OG0001664	rna2308	Spar_7.414
OG0001665	rna2309	Spar_7.415
OG0001666	rna2311	Spar_7.417
OG0001667	rna6204	Spar_16.472
OG0001668	rna476	Spar_2.429
OG0001669	rna3005	Spar_9.211
OG0001670	rna478	Spar_2.431
OG0001671	rna481	Spar_2.434
OG0001672	rna2973	Spar_9.172
OG0001673	rna1909	Spar_6.141
OG0001674	rna1910	Spar_6.142
OG0001675	rna1916	Spar_6.147
OG0001676	rna2971	Spar_9.170
OG0001677	rna2970	Spar_9.169
OG0001678	rna2969	Spar_9.167
OG0001679	rna2968	Spar_9.166
OG0001680	rna2344	Spar_7.457
OG0001681	rna2346	Spar_7.460
OG0001682	rna3953	Spar_12.207
OG0001683	rna3954	Spar_12.208
OG0001684	rna3955	Spar_12.209
OG0001685	rna1093	Spar_4.456
OG0001686	rna1096	Spar_4.460
OG0001687	rna1100	Spar_4.465
OG0001688	rna3964	Spar_12.218
OG0001689	rna1103	Spar_4.468
OG0001690	rna1104	Spar_4.469
OG0001691	rna3967	Spar_12.222
OG0001692	rna1106	Spar_4.471
OG0001693	rna3970	Spar_12.227
OG0001694	rna3971	Spar_12.228
OG0001695	rna1107	Spar_4.472
OG0001696	rna1109	Spar_4.474
OG0001697	rna1110	Spar_4.475
OG0001698	rna3976	Spar_12.233
OG0001699	rna3978	Spar_12.236
OG0001700	rna1113	Spar_4.477
OG0001701	rna1118	Spar_4.485
OG0001702	rna1117	Spar_4.484
OG0001703	rna1120	Spar_4.487
OG0001704	rna1121	Spar_4.488
OG0001705	rna4024	Spar_12.273
OG0001706	rna1126	Spar_4.493
OG0001707	rna1128	Spar_4.495
OG0001708	rna4027	Spar_12.276
OG0001709	rna1130	Spar_4.496
OG0001710	rna4101	Spar_12.356
OG0001711	rna4100	Spar_12.355
OG0001712	rna4099	Spar_12.354
OG0001713	rna1136	Spar_4.504
OG0001714	rna1137	Spar_4.505
OG0001715	rna4098	Spar_12.353
OG0001716	rna4097	Spar_12.352
OG0001717	rna4096	Spar_12.351
OG0001718	rna4095	Spar_12.350
OG0001719	rna1139	Spar_4.508
OG0001720	rna1142	Spar_4.510
OG0001721	rna1144	Spar_4.512
OG0001722	rna4094	Spar_12.349
OG0001723	rna1148	Spar_4.516
OG0001724	rna4955	Spar_14.138
OG0001725	rna4954	Spar_14.137
OG0001726	rna4951	Spar_14.134
OG0001727	rna4946	Spar_14.129
OG0001728	rna4945	Spar_14.128
OG0001729	rna4943	Spar_14.126
OG0001730	rna718	Spar_4.32
OG0001731	rna4940	Spar_14.123
OG0001732	rna716	Spar_4.30
OG0001733	rna4939	Spar_14.122
OG0001734	rna4937	Spar_14.120
OG0001735	rna714	Spar_4.28
OG0001736	rna4935	Spar_14.119
OG0001737	rna4934	Spar_14.118
OG0001738	rna4931	Spar_14.114
OG0001739	rna4929	Spar_14.112
OG0001740	rna4927	Spar_14.110
OG0001741	rna4922	Spar_14.105
OG0001742	rna4919	Spar_14.102
OG0001743	rna712	Spar_4.26
OG0001744	rna4918	Spar_14.101
OG0001745	rna3785	Spar_12.23
OG0001746	rna2533	Spar_8.22
OG0001747	rna3787	Spar_12.25
OG0001748	rna3788	Spar_12.26
OG0001749	rna2534	Spar_8.23
OG0001750	rna3793	Spar_12.33
OG0001751	rna3795	Spar_12.36
OG0001752	rna1755	Spar_5.344
OG0001753	rna1754	Spar_5.343
OG0001755	rna1021	Spar_4.378
OG0001756	rna4237	Spar_12.516
OG0001757	rna4235	Spar_12.514
OG0001758	rna893	Spar_4.230
OG0001759	rna849	Spar_4.183
OG0001760	rna4639	Spar_13.343
OG0001761	rna846	Spar_4.180
OG0001762	rna845	Spar_4.179
OG0001763	rna844	Spar_4.178
OG0001764	rna4644	Spar_13.351
OG0001765	rna4645	Spar_13.352
OG0001766	rna5259	Spar_15.22
OG0001767	rna5260	Spar_15.23
OG0001768	rna5261	Spar_15.24
OG0001769	rna5262	Spar_15.25
OG0001770	rna5263	Spar_15.26
OG0001771	rna5264	Spar_15.27
OG0001772	rna4830	Spar_14.6
OG0001773	rna4831	Spar_14.7
OG0001774	rna5265	Spar_15.28
OG0001775	rna4835	Spar_14.11
OG0001776	rna1326	Spar_4.588
OG0001777	rna5538	Spar_4.725
OG0001778	rna5539	Spar_4.726
OG0001779	rna1330	Spar_4.584
OG0001780	rna5540	Spar_4.728
OG0001781	rna1331	Spar_4.583
OG0001782	rna5544	Spar_4.732
OG0001783	rna1339	Spar_4.575
OG0001784	rna5547	Spar_4.735
OG0001785	rna1343	Spar_4.737
OG0001786	rna1345	Spar_4.739
OG0001787	rna5550	Spar_15.326
OG0001788	rna5554	Spar_15.330
OG0001789	rna5555	Spar_15.331
OG0001790	rna1350	Spar_4.748
OG0001791	rna5560	Spar_15.338
OG0001792	rna2584	Spar_8.72
OG0001793	rna2582	Spar_8.70
OG0001794	rna1420	Spar_4.839
OG0001795	rna1419	Spar_4.838
OG0001796	rna1418	Spar_4.837
OG0001797	rna2579	Spar_8.66
OG0001798	rna1416	Spar_4.835
OG0001799	rna2577	Spar_8.64
OG0001800	rna1415	Spar_4.834
OG0001801	rna2354	Spar_7.469
OG0001802	rna2349	Spar_7.463
OG0001803	rna6240	Spar_16.520
OG0001804	rna1087	Spar_4.449
OG0001805	rna2959	Spar_9.148
OG0001806	rna1627	Spar_5.180
OG0001807	rna2958	Spar_9.147
OG0001808	rna1630	Spar_5.183
OG0001809	rna2953	Spar_9.142
OG0001810	rna1632	Spar_5.185
OG0001811	rna1635	Spar_5.190
OG0001812	rna2951	Spar_9.140
OG0001813	rna1636	Spar_5.191
OG0001814	rna2339	Spar_7.452
OG0001815	rna6271	Spar_16.551
OG0001816	rna6272	Spar_16.552
OG0001817	rna6273	Spar_16.553
OG0001818	rna6275	Spar_16.555
OG0001819	rna6276	Spar_16.556
OG0001820	rna4319	Spar_12.606
OG0001821	rna4252	Spar_12.530
OG0001822	rna879	Spar_4.215
OG0001823	rna881	Spar_4.217
OG0001824	rna4248	Spar_12.526
OG0001825	rna883	Spar_4.219
OG0001826	rna4242	Spar_12.521
OG0001827	rna885	Spar_4.221
OG0001828	rna4241	Spar_12.520
OG0001829	rna4240	Spar_12.519
OG0001830	rna4239	Spar_12.518
OG0001831	rna3369	Spar_10.385
OG0001833	rna3381	Spar_10.398
OG0001834	rna3379	Spar_10.396
OG0001835	rna3357	Spar_10.369
OG0001836	rna3354	Spar_10.366
OG0001837	rna6132	Spar_16.390
OG0001838	rna3352	Spar_10.364
OG0001839	rna6131	Spar_16.389
OG0001840	rna6130	Spar_16.387
OG0001841	rna3350	Spar_10.362
OG0001842	rna3349	Spar_10.361
OG0001843	rna6128	Spar_16.385
OG0001844	rna6127	Spar_16.384
OG0001845	rna6126	Spar_16.383
OG0001846	rna6125	Spar_16.382
OG0001847	rna109	Spar_2.18
OG0001848	rna6123	Spar_16.380
OG0001849	rna111	Spar_2.20
OG0001850	rna6121	Spar_16.378
OG0001851	rna117	Spar_2.26
OG0001852	rna6116	Spar_16.372
OG0001853	rna1716	Spar_5.295
OG0001854	rna121	Spar_2.30
OG0001855	rna124	Spar_2.33
OG0001856	rna125	Spar_2.34
OG0001857	rna127	Spar_2.36
OG0001858	rna1710	Spar_5.288
OG0001859	rna4841	Spar_14.17
OG0001860	rna5273	Spar_15.37
OG0001861	rna4842	Spar_14.18
OG0001862	rna4843	Spar_14.19
OG0001863	rna4845	Spar_14.21
OG0001864	rna4848	Spar_14.24
OG0001865	rna4850	Spar_14.26
OG0001866	rna5277	Spar_15.41
OG0001867	rna4852	Spar_14.28
OG0001868	rna4853	Spar_14.29
OG0001869	rna5281	Spar_15.45
OG0001870	rna3593	Spar_11.209
OG0001871	rna4501	Spar_13.189
OG0001872	rna4499	Spar_13.187
OG0001873	rna4497	Spar_13.184
OG0001874	rna3606	Spar_11.222
OG0001875	rna4496	Spar_13.183
OG0001876	rna5077	Spar_14.264
OG0001877	rna3633	Spar_11.256
OG0001878	rna3033	Spar_9.241
OG0001879	rna3632	Spar_11.255
OG0001880	rna3628	Spar_11.252
OG0001881	rna5132	Spar_14.335
OG0001882	rna2903	Spar_9.90
OG0001883	rna2902	Spar_9.89
OG0001884	rna2900	Spar_9.87
OG0001885	rna5137	Spar_14.338
OG0001886	rna2899	Spar_9.86
OG0001887	rna5138	Spar_14.339
OG0001888	rna5139	Spar_14.340
OG0001889	rna5122	Spar_14.325
OG0001890	rna5116	Spar_14.311
OG0001891	rna2896	Spar_9.83
OG0001892	rna2895	Spar_9.82
OG0001893	rna5126	Spar_14.329
OG0001894	rna2907	Spar_9.95
OG0001895	rna2910	Spar_9.99
OG0001896	rna825	Spar_4.157
OG0001897	rna2051	Spar_7.123
OG0001898	rna828	Spar_4.160
OG0001899	rna2053	Spar_7.125
OG0001900	rna2055	Spar_7.127
OG0001901	rna829	Spar_4.161
OG0001902	rna2056	Spar_7.131
OG0001903	rna830	Spar_4.162
OG0001904	rna835	Spar_4.169
OG0001905	rna1424	Spar_4.842
OG0001906	rna5437	Spar_15.215
OG0001907	rna3836	Spar_12.80
OG0001908	rna3835	Spar_12.79
OG0001909	rna3833	Spar_12.77
OG0001910	rna3269	Spar_10.275
OG0001911	rna3832	Spar_12.76
OG0001912	rna5217	Spar_14.426
OG0001913	rna3268	Spar_10.274
OG0001914	rna2417	Spar_7.551
OG0001915	rna2416	Spar_7.550
OG0001916	rna3275	Spar_10.281
OG0001917	rna3365	Spar_10.376
OG0001918	rna3366	Spar_10.377
OG0001919	rna1750	Spar_5.339
OG0001920	rna1019	Spar_4.376
OG0001921	rna1748	Spar_5.337
OG0001922	rna1016	Spar_4.373
OG0001923	rna1013	Spar_4.370
OG0001924	rna1745	Spar_5.334
OG0001925	rna1743	Spar_5.332
OG0001926	rna190	Spar_2.99
OG0001927	rna191	Spar_2.100
OG0001928	rna192	Spar_2.102
OG0001929	rna197	Spar_2.107
OG0001930	rna2179	Spar_7.274
OG0001931	rna2178	Spar_7.273
OG0001932	rna2365	Spar_7.484
OG0001933	rna2364	Spar_7.483
OG0001934	rna2170	Spar_7.264
OG0001935	rna4762	Spar_13.461
OG0001936	rna4756	Spar_13.455
OG0001937	rna4754	Spar_13.453
OG0001938	rna324	Spar_2.258
OG0001939	rna2604	Spar_8.100
OG0001940	rna2603	Spar_8.99
OG0001941	rna2602	Spar_8.98
OG0001942	rna2601	Spar_8.97
OG0001943	rna2600	Spar_8.96
OG0001944	rna3225	Spar_10.211
OG0001945	rna3501	Spar_11.103
OG0001946	rna604	Spar_3.95
OG0001947	rna3944	Spar_12.194
OG0001948	rna3515	Spar_11.119
OG0001949	rna3517	Spar_11.121
OG0001950	rna184	Spar_2.92
OG0001951	rna306	Spar_2.240
OG0001952	rna1005	Spar_4.362
OG0001953	rna1000	Spar_4.356
OG0001954	rna2647	Spar_8.144
OG0001955	rna2648	Spar_8.145
OG0001956	rna1264	Spar_4.693
OG0001957	rna2649	Spar_8.146
OG0001958	rna2650	Spar_8.147
OG0001959	rna1431	Spar_4.849
OG0001960	rna1959	Spar_7.22
OG0001961	rna3749	Spar_11.385
OG0001962	rna2844	Spar_9.27
OG0001963	rna2845	Spar_9.28
OG0001964	rna2846	Spar_9.29
OG0001965	rna3748	Spar_11.384
OG0001966	rna4864	Spar_14.43
OG0001967	rna4865	Spar_14.44
OG0001968	rna4866	Spar_14.45
OG0001969	rna4869	Spar_14.47
OG0001970	rna4870	Spar_14.48
OG0001971	rna897	Spar_4.234
OG0001972	rna5337	Spar_15.106
OG0001973	rna899	Spar_4.236
OG0001974	rna6114	Spar_16.370
OG0001975	rna1720	Spar_5.299
OG0001976	rna1721	Spar_5.300
OG0001977	rna1722	Spar_5.301
OG0001978	rna3255	Spar_10.259
OG0001979	rna3509	Spar_11.113
OG0001980	rna3508	Spar_11.112
OG0001981	rna3506	Spar_11.110
OG0001982	rna1878	Spar_6.103
OG0001983	rna6094	Spar_16.344
OG0001984	rna1875	Spar_6.97
OG0001985	rna1873	Spar_6.95
OG0001986	rna6088	Spar_16.336
OG0001987	rna1870	Spar_6.92
OG0001988	rna1869	Spar_6.91
OG0001989	rna6087	Spar_16.335
OG0001990	rna3773	Spar_12.10
OG0001991	rna2063	Spar_7.138
OG0001992	rna2062	Spar_7.137
OG0001993	rna2061	Spar_7.136
OG0001994	rna3141	Spar_10.124
OG0001995	rna3137	Spar_10.118
OG0001996	rna3135	Spar_10.116
OG0001997	rna3134	Spar_10.115
OG0001998	rna3133	Spar_10.114
OG0001999	rna3132	Spar_10.113
OG0002000	rna3129	Spar_10.107
OG0002001	rna3127	Spar_10.105
OG0002002	rna3706	Spar_11.341
OG0002003	rna2456	Spar_7.591
OG0002004	rna2455	Spar_7.590
OG0002005	rna2453	Spar_7.588
OG0002006	rna2452	Spar_7.587
OG0002007	rna2449	Spar_7.583
OG0002008	rna2732	Spar_8.245
OG0002009	rna2731	Spar_8.244
OG0002010	rna2444	Spar_7.580
OG0002011	rna2441	Spar_7.574
OG0002012	rna2440	Spar_7.573
OG0002013	rna2439	Spar_7.572
OG0002014	rna2435	Spar_7.568
OG0002015	rna2434	Spar_7.567
OG0002016	rna2432	Spar_7.565
OG0002017	rna2431	Spar_7.564
OG0002018	rna2429	Spar_7.562
OG0002019	rna2425	Spar_7.559
OG0002020	rna1280	Spar_4.708
OG0002021	rna1283	Spar_4.711
OG0002022	rna2665	Spar_8.164
OG0002023	rna1284	Spar_4.712
OG0002024	rna2667	Spar_8.166
OG0002025	rna220	Spar_2.141
OG0002026	rna219	Spar_2.140
OG0002027	rna218	Spar_2.139
OG0002028	rna942	Spar_4.283
OG0002029	rna940	Spar_4.281
OG0002030	rna939	Spar_4.280
OG0002031	rna213	Spar_2.134
OG0002032	rna222	Spar_2.143
OG0002033	rna945	Spar_4.286
OG0002034	rna223	Spar_2.144
OG0002035	rna947	Spar_4.288
OG0002036	rna227	Spar_2.148
OG0002037	rna233	Spar_2.156
OG0002038	rna5333	Spar_15.102
OG0002039	rna5332	Spar_15.101
OG0002040	rna5330	Spar_15.99
OG0002041	rna5329	Spar_15.98
OG0002042	rna5072	Spar_14.259
OG0002043	rna3635	Spar_11.258
OG0002044	rna3025	Spar_9.232
OG0002045	rna3637	Spar_11.260
OG0002046	rna3638	Spar_11.261
OG0002047	rna3641	Spar_11.265
OG0002048	rna3643	Spar_11.267
OG0002049	rna3021	Spar_9.228
OG0002050	rna3624	Spar_11.247
OG0002051	rna3625	Spar_11.248
OG0002052	rna514	Spar_2.467
OG0002053	rna513	Spar_2.466
OG0002054	rna512	Spar_2.465
OG0002055	rna2109	Spar_7.195
OG0002056	rna2110	Spar_7.196
OG0002057	rna5909	Spar_16.141
OG0002058	rna2111	Spar_7.197
OG0002059	rna2113	Spar_7.199
OG0002060	rna5907	Spar_16.139
OG0002061	rna5904	Spar_16.135
OG0002062	rna2118	Spar_7.204
OG0002063	rna2119	Spar_7.205
OG0002064	rna2121	Spar_7.207
OG0002065	rna5901	Spar_16.132
OG0002066	rna5801, rna5813, rna5814	Spar_15.608
OG0002067	rna5896	Spar_16.127
OG0002068	rna5895	Spar_16.126
OG0002069	rna4054	Spar_12.304
OG0002070	rna4053	Spar_12.303
OG0002071	rna4051	Spar_12.301
OG0002072	rna777	Spar_4.92
OG0002073	rna4049	Spar_12.299
OG0002074	rna1680	Spar_5.248
OG0002075	rna1681	Spar_5.249
OG0002076	rna159	Spar_2.70
OG0002077	rna157	Spar_2.68
OG0002078	rna1685	Spar_5.254
OG0002079	rna155	Spar_2.66
OG0002080	rna1686	Spar_5.255
OG0002081	rna151	Spar_2.62
OG0002082	rna1691	Spar_5.263
OG0002083	rna139	Spar_2.49
OG0002084	rna137	Spar_2.47
OG0002085	rna134	Spar_2.43
OG0002086	rna1703	Spar_5.280
OG0002087	rna132	Spar_2.41
OG0002088	rna1704	Spar_5.282
OG0002089	rna1706	Spar_5.284
OG0002090	rna131	Spar_2.40
OG0002091	rna129	Spar_2.38
OG0002092	rna5269	Spar_15.32
OG0002093	rna4839	Spar_14.15
OG0002094	rna4838	Spar_14.14
OG0002095	rna5267	Spar_15.30
OG0002096	rna1317	Spar_4.595
OG0002097	rna1316	Spar_4.596
OG0002098	rna5531	Spar_15.321
OG0002099	rna2695	Spar_8.197
OG0002100	rna2694	Spar_8.196
OG0002101	rna2693	Spar_8.195
OG0002102	rna1311	Spar_4.602
OG0002103	rna1310	Spar_4.603
OG0002104	rna495	Spar_2.448
OG0002105	rna1306	Spar_4.607
OG0002106	rna2689	Spar_8.191
OG0002107	rna5453	Spar_15.235
OG0002108	rna1219	Spar_4.644
OG0002109	rna5455	Spar_15.237
OG0002110	rna5456	Spar_15.238
OG0002111	rna4623	Spar_13.325
OG0002112	rna1534	Spar_5.39
OG0002113	rna1535	Spar_5.40
OG0002114	rna1536	Spar_5.41
OG0002115	rna1541	Spar_5.47
OG0002116	rna1546	Spar_5.55
OG0002117	rna3303	Spar_10.305
OG0002118	rna3302	Spar_10.304
OG0002119	rna3301	Spar_10.303
OG0002120	rna1547	Spar_5.56
OG0002121	rna1549	Spar_5.58
OG0002122	rna3298	Spar_10.299
OG0002123	rna3297	Spar_10.298
OG0002124	rna3296	Spar_10.297
OG0002125	rna1552	Spar_5.61
OG0002126	rna5003	Spar_14.190
OG0002127	rna2710	Spar_8.218
OG0002128	rna2487	Spar_7.625
OG0002129	rna427	Spar_2.373
OG0002130	rna6028	Spar_16.266
OG0002131	rna6026	Spar_16.264
OG0002132	rna5011	Spar_14.197
OG0002133	rna425	Spar_2.371
OG0002134	rna6019	Spar_16.257
OG0002135	rna6016	Spar_16.253
OG0002136	rna415	Spar_2.363
OG0002137	rna414	Spar_2.362
OG0002138	rna412	Spar_2.360
OG0002139	rna411	Spar_2.359
OG0002140	rna6010	Spar_16.245
OG0002141	rna6009	Spar_16.244
OG0002142	rna6008	Spar_16.243
OG0002143	rna6007	Spar_16.242
OG0002144	rna6002	Spar_16.237
OG0002145	rna6000	Spar_16.235
OG0002146	rna5999	Spar_16.234
OG0002147	rna398	Spar_2.339
OG0002148	rna5997	Spar_16.232
OG0002149	rna5995	Spar_16.230
OG0002150	rna5994	Spar_16.229
OG0002151	rna5991	Spar_16.226
OG0002152	rna396	Spar_2.336
OG0002153	rna5989	Spar_16.224
OG0002154	rna395	Spar_2.335
OG0002155	rna394	Spar_2.334
OG0002156	rna392	Spar_2.332
OG0002157	rna391	Spar_2.331
OG0002158	rna5986	Spar_16.221
OG0002159	rna389	Spar_2.329
OG0002160	rna3031	Spar_9.239
OG0002161	rna387	Spar_2.327
OG0002162	rna5614	Spar_15.401
OG0002163	rna5978	Spar_16.210
OG0002164	rna5616	Spar_15.403
OG0002165	rna5617	Spar_15.404
OG0002166	rna5618	Spar_15.405
OG0002167	rna5976	Spar_16.208
OG0002168	rna5619	Spar_15.407
OG0002169	rna5624	Spar_15.413
OG0002170	rna5623	Spar_15.412
OG0002171	rna5972	Spar_16.205
OG0002172	rna3211	Spar_10.196
OG0002174	rna3206	Spar_10.191
OG0002175	rna3205	Spar_10.190
OG0002176	rna3200	Spar_10.185
OG0002177	rna3199	Spar_10.184
OG0002178	rna493	Spar_2.446
OG0002179	rna492	Spar_2.445
OG0002180	rna3197	Spar_10.182
OG0002181	rna491	Spar_2.444
OG0002182	rna490	Spar_2.443
OG0002183	rna3195	Spar_10.180
OG0002184	rna502	Spar_2.455
OG0002185	rna3191	Spar_10.176
OG0002186	rna505	Spar_2.458
OG0002187	rna486	Spar_2.439
OG0002188	rna485	Spar_2.438
OG0002189	rna482	Spar_2.435
OG0002190	rna3216	Spar_10.200
OG0002191	rna5752	Spar_15.552
OG0002192	rna35	Spar_1.34
OG0002193	rna5748	Spar_15.548
OG0002194	rna5747	Spar_15.547
OG0002195	rna37	Spar_1.36
OG0002196	rna38	Spar_1.37
OG0002197	rna5745	Spar_15.545
OG0002198	rna5319	Spar_15.86
OG0002199	rna5321	Spar_15.88
OG0002200	rna4576	Spar_13.270
OG0002201	rna3539	Spar_11.147
OG0002202	rna3538	Spar_11.146
OG0002203	rna3537	Spar_11.145
OG0002204	rna4806	Spar_13.508
OG0002205	rna2504	Spar_7.637
OG0002206	rna2507	Spar_7.640
OG0002207	rna3376	Spar_10.393
OG0002208	rna5089	Spar_14.276
OG0002209	rna5090	Spar_14.277
OG0002210	rna5091	Spar_14.278
OG0002211	rna5092	Spar_14.279
OG0002212	rna5093	Spar_14.280
OG0002213	rna2872	Spar_9.56
OG0002214	rna2874	Spar_9.58
OG0002215	rna2875	Spar_9.59
OG0002216	rna2880	Spar_9.64
OG0002217	rna2882	Spar_9.66
OG0002218	rna2883	Spar_9.67
OG0002219	rna5106	Spar_14.291
OG0002220	rna5110	Spar_14.295
OG0002221	rna2887	Spar_9.70
OG0002222	rna2888	Spar_9.71
OG0002223	rna5114	Spar_14.307
OG0002224	rna5119	Spar_14.316
OG0002225	rna2893	Spar_9.80
OG0002226	rna5118	Spar_14.315
OG0002227	rna273	Spar_2.203
OG0002228	rna966	Spar_4.316
OG0002229	rna2865	Spar_9.48
OG0002230	rna2862	Spar_9.45
OG0002231	rna2861	Spar_9.44
OG0002232	rna2856	Spar_9.39
OG0002233	rna5081	Spar_14.268
OG0002234	rna5080	Spar_14.267
OG0002235	rna5079	Spar_14.266
OG0002236	rna3608	Spar_11.224
OG0002237	rna3611	Spar_11.227
OG0002238	rna800	Spar_4.120
OG0002239	rna4071	Spar_12.323
OG0002240	rna802	Spar_4.122
OG0002241	rna804	Spar_4.124
OG0002242	rna4072	Spar_12.324
OG0002243	rna755	Spar_4.70
OG0002244	rna757	Spar_4.72
OG0002245	rna760	Spar_4.75
OG0002246	rna810	Spar_4.143
OG0002247	rna764	Spar_4.80
OG0002248	rna766	Spar_4.81
OG0002249	rna814	Spar_4.146
OG0002250	rna771	Spar_4.86
OG0002251	rna823	Spar_4.155
OG0002252	rna2914	Spar_9.103
OG0002253	rna650	Spar_3.153
OG0002254	rna649	Spar_3.152
OG0002255	rna5177	Spar_14.382
OG0002256	rna5176	Spar_14.381
OG0002257	rna5174	Spar_14.379
OG0002259	rna5172	Spar_14.377
OG0002260	rna5171	Spar_14.376
OG0002261	rna5170	Spar_14.375
OG0002262	rna4463	Spar_13.154
OG0002263	rna4695	Spar_13.402
OG0002264	rna4693	Spar_13.400
OG0002265	rna4692	Spar_13.399
OG0002266	rna5167	Spar_14.372
OG0002267	rna5166	Spar_14.371
OG0002268	rna5165	Spar_14.370
OG0002269	rna4689	Spar_13.397
OG0002270	rna472	Spar_2.425
OG0002271	rna2106	Spar_7.189
OG0002272	rna471	Spar_2.424
OG0002273	rna2102	Spar_7.184
OG0002274	rna470	Spar_2.423
OG0002275	rna469	Spar_2.421
OG0002276	rna2101	Spar_7.183
OG0002277	rna467	Spar_2.419
OG0002278	rna5199	Spar_14.404
OG0002279	rna5198	Spar_14.403
OG0002280	rna676	Spar_3.182
OG0002281	rna5195	Spar_14.400
OG0002282	rna853	Spar_4.188
OG0002283	rna854	Spar_4.189
OG0002284	rna855	Spar_4.190
OG0002285	rna857	Spar_4.192
OG0002286	rna4632	Spar_13.335
OG0002287	rna4628	Spar_13.331
OG0002288	rna1220	Spar_4.645
OG0002289	rna5466	Spar_15.247
OG0002290	rna5362	Spar_15.136
OG0002291	rna55	Spar_1.56
OG0002292	rna57	Spar_1.58
OG0002293	rna5378	Spar_15.151
OG0002294	rna5377	Spar_15.150
OG0002295	rna5376	Spar_15.149
OG0002296	rna61	Spar_1.62
OG0002297	rna62	Spar_1.63
OG0002298	rna6191	Spar_16.460
OG0002299	rna6189	Spar_16.458
OG0002300	rna6188	Spar_16.457
OG0002301	rna6187	Spar_16.456
OG0002302	rna2290	Spar_7.394
OG0002303	rna6184	Spar_16.453
OG0002304	rna4732	Spar_13.428
OG0002305	rna5722	Spar_15.515
OG0002306	rna4733	Spar_13.429
OG0002307	rna5724	Spar_15.517
OG0002308	rna5727	Spar_15.522
OG0002309	rna4738	Spar_13.434
OG0002310	rna1840	Spar_6.55
OG0002311	rna3885	Spar_12.131
OG0002312	rna1839	Spar_6.54
OG0002313	rna3886	Spar_12.132
OG0002314	rna3889	Spar_12.135
OG0002315	rna2016	Spar_7.87
OG0002316	rna2012	Spar_7.84
OG0002317	rna1734	Spar_5.325
OG0002318	rna2164	Spar_7.255
OG0002319	rna4557	Spar_13.250
OG0002320	rna2161	Spar_7.251
OG0002321	rna4115	Spar_12.374
OG0002322	rna443	Spar_2.395
OG0002323	rna444	Spar_2.396
OG0002324	rna447	Spar_2.399
OG0002325	rna2078	Spar_7.153
OG0002326	rna450	Spar_2.403
OG0002327	rna451	Spar_2.404
OG0002328	rna2080	Spar_7.155
OG0002329	rna1996	Spar_7.59
OG0002330	rna1997	Spar_7.60
OG0002331	rna2001	Spar_7.74
OG0002332	rna2004	Spar_7.69
OG0002333	rna4428	Spar_13.115
OG0002334	rna685	Spar_3.193
OG0002335	rna683	Spar_3.190
OG0002336	rna682	Spar_3.189
OG0002337	rna5201	Spar_14.406
OG0002338	rna464	Spar_2.416
OG0002339	rna2097	Spar_7.179
OG0002340	rna2096	Spar_7.178
OG0002341	rna461	Spar_2.413
OG0002342	rna460	Spar_2.412
OG0002343	rna459	Spar_2.411
OG0002344	rna2093	Spar_7.175
OG0002345	rna2092	Spar_7.174
OG0002346	rna458	Spar_2.410
OG0002347	rna2091	Spar_7.173
OG0002348	rna456	Spar_2.408
OG0002349	rna2088	Spar_7.170
OG0002350	rna2087	Spar_7.169
OG0002351	rna2831	Spar_9.14
OG0002352	rna6070	Spar_16.317
OG0002353	rna6075	Spar_16.323
OG0002354	rna1439	Spar_4.857
OG0002355	rna5939	Spar_16.174
OG0002356	rna5660	Spar_15.451
OG0002357	rna5941	Spar_16.175
OG0002358	rna5659	Spar_15.450
