Orthogroup	s_cerevisiae_proteins	s_bayanus_proteins
OG0001596	rna1601	Sbay_5.116
OG0001597	rna3384	Sbay_12.208
OG0001598	rna3372	Sbay_12.194
OG0001599	rna1600	Sbay_5.115
OG0001600	rna4480	Sbay_13.177
OG0001601	rna4488	Sbay_13.181
OG0001602	rna1936	Sbay_12.5
OG0001603	rna1935	Sbay_12.6
OG0001604	rna1954	Sbay_7.11
OG0001605	rna1952	Sbay_7.9
OG0001606	rna1934	Sbay_12.7
OG0001607	rna1957	Sbay_7.13
OG0001608	rna6046	Sbay_16.269
OG0001609	rna6047	Sbay_16.270
OG0001610	rna6048	Sbay_16.271
OG0001611	rna6049	Sbay_16.274
OG0001612	rna6050	Sbay_16.275
OG0001613	rna6051	Sbay_16.276
OG0001614	rna6061	Sbay_16.287
OG0001615	rna6062	Sbay_16.288
OG0001616	rna6063	Sbay_16.289
OG0001617	rna1194	Sbay_2.414
OG0001618	rna1191	Sbay_2.412
OG0001619	rna6067	Sbay_16.295
OG0001620	rna6068	Sbay_16.296
OG0001621	rna4055	Sbay_10.293
OG0001622	rna4057	Sbay_10.295
OG0001623	rna4058	Sbay_10.296
OG0001624	rna781	Sbay_4.79
OG0001625	rna782	Sbay_4.80
OG0001626	rna783	Sbay_4.81
OG0001627	rna784	Sbay_4.82
OG0001628	rna4680	Sbay_13.374
OG0001629	rna5846	Sbay_16.60
OG0001630	rna5849	Sbay_16.63
OG0001631	rna5851	Sbay_16.65
OG0001632	rna2656	Sbay_15.265
OG0001633	rna2658	Sbay_15.268
OG0001634	rna1276	Sbay_2.494
OG0001635	rna1277	Sbay_2.495
OG0001636	rna1278	Sbay_2.496
OG0001637	rna2661	Sbay_15.271
OG0001638	rna2999	Sbay_9.214
OG0001639	rna2998	Sbay_9.213
OG0001640	rna1582	Sbay_5.94
OG0001641	rna1581	Sbay_5.93
OG0001642	rna6171	Sbay_16.416
OG0001643	rna1580	Sbay_5.92
OG0001644	rna1577	Sbay_5.89
OG0001645	rna2994	Sbay_9.207
OG0001646	rna1574	Sbay_5.84
OG0001647	rna2986	Sbay_9.199
OG0001648	rna5831	Sbay_16.45
OG0001649	rna2982	Sbay_9.194
OG0001650	rna5830	Sbay_16.44
OG0001651	rna5424	Sbay_15.184
OG0001652	rna5380	Sbay_15.137
OG0001653	rna6192	Sbay_16.435
OG0001654	rna2298	Sbay_7.373
OG0001655	rna6196	Sbay_16.438
OG0001656	rna2299	Sbay_7.374
OG0001657	rna6198	Sbay_16.440
OG0001658	rna2302	Sbay_7.377
OG0001659	rna2303	Sbay_7.378
OG0001660	rna2304	Sbay_7.379
OG0001661	rna6199	Sbay_16.441
OG0001662	rna2306	Sbay_7.381
OG0001663	rna2307	Sbay_7.382
OG0001664	rna2308	Sbay_7.383
OG0001665	rna2309	Sbay_7.384
OG0001666	rna2311	Sbay_7.386
OG0001667	rna6204	Sbay_16.446
OG0001668	rna476	Sbay_4.513
OG0001669	rna3005	Sbay_9.221
OG0001670	rna478	Sbay_4.515
OG0001671	rna481	Sbay_4.518
OG0001672	rna2973	Sbay_9.184
OG0001673	rna1909	Sbay_6.103
OG0001674	rna1910	Sbay_6.104
OG0001675	rna1916	Sbay_6.109
OG0001676	rna2971	Sbay_9.181
OG0001677	rna2970	Sbay_9.180
OG0001678	rna2969	Sbay_9.178
OG0001679	rna2968	Sbay_9.177
OG0001680	rna2344	Sbay_7.418
OG0001681	rna2346	Sbay_7.420
OG0001682	rna3953	Sbay_10.220
OG0001683	rna3954	Sbay_10.221
OG0001684	rna3955	Sbay_10.222
OG0001685	rna1093	Sbay_2.310
OG0001686	rna1096	Sbay_2.314
OG0001687	rna1100	Sbay_2.321
OG0001688	rna3964	Sbay_10.231
OG0001689	rna1103	Sbay_2.324
OG0001690	rna1104	Sbay_2.326
OG0001691	rna3967	Sbay_10.237
OG0001692	rna1106	Sbay_2.328
OG0001693	rna3970	Sbay_10.241
OG0001694	rna3971	Sbay_10.242
OG0001695	rna1107	Sbay_2.329
OG0001696	rna1109	Sbay_2.331
OG0001697	rna1110	Sbay_2.332
OG0001698	rna3976	Sbay_10.247
OG0001699	rna3978	Sbay_10.250
OG0001700	rna1113	Sbay_2.334
OG0001701	rna1118	Sbay_2.339
OG0001702	rna1117	Sbay_2.338
OG0001703	rna1120	Sbay_2.341
OG0001704	rna1121	Sbay_2.342
OG0001705	rna4024	Sbay_10.260
OG0001706	rna1126	Sbay_2.347
OG0001707	rna1128	Sbay_2.349
OG0001708	rna4027	Sbay_10.265
OG0001709	rna1130	Sbay_2.350
OG0001710	rna4101	Sbay_10.342
OG0001711	rna4100	Sbay_10.341
OG0001712	rna4099	Sbay_10.340
OG0001713	rna1136	Sbay_2.359
OG0001714	rna1137	Sbay_2.360
OG0001715	rna4098	Sbay_10.339
OG0001716	rna4097	Sbay_10.338
OG0001717	rna4096	Sbay_10.336
OG0001718	rna4095	Sbay_10.335
OG0001719	rna1139	Sbay_2.362
OG0001720	rna1142	Sbay_2.364
OG0001721	rna1144	Sbay_2.366
OG0001722	rna4094	Sbay_10.334
OG0001723	rna1148	Sbay_2.371
OG0001724	rna4955	Sbay_14.140
OG0001725	rna4954	Sbay_14.139
OG0001726	rna4951	Sbay_14.136
OG0001727	rna4946	Sbay_14.131
OG0001728	rna4945	Sbay_14.130
OG0001729	rna4943	Sbay_14.127
OG0001730	rna718	Sbay_4.10
OG0001731	rna4940	Sbay_14.124
OG0001732	rna716	Sbay_4.8
OG0001733	rna4939	Sbay_14.123
OG0001734	rna4937	Sbay_14.121
OG0001735	rna714	Sbay_4.6
OG0001736	rna4935	Sbay_14.120
OG0001737	rna4934	Sbay_14.119
OG0001738	rna4931	Sbay_14.116
OG0001739	rna4929	Sbay_14.114
OG0001740	rna4927	Sbay_14.111
OG0001741	rna4922	Sbay_14.106
OG0001742	rna4919	Sbay_14.101
OG0001743	rna712	Sbay_4.4
OG0001744	rna4918	Sbay_14.100
OG0001745	rna3785	Sbay_10.26
OG0001746	rna2533	Sbay_8.20
OG0001747	rna3787	Sbay_10.28
OG0001748	rna3788	Sbay_10.29
OG0001749	rna2534	Sbay_8.21
OG0001750	rna3793	Sbay_10.38
OG0001751	rna3795	Sbay_10.40
OG0001752	rna1755	Sbay_5.281
OG0001753	rna1754	Sbay_5.280
OG0001755	rna1021	Sbay_2.235
OG0001756	rna4237	Sbay_10.496
OG0001757	rna4235	Sbay_10.494
OG0001758	rna893	Sbay_4.199
OG0001759	rna849	Sbay_4.149
OG0001760	rna4639	Sbay_13.336
OG0001761	rna846	Sbay_4.146
OG0001762	rna845	Sbay_4.145
OG0001763	rna844	Sbay_4.144
OG0001764	rna4644	Sbay_13.340
OG0001765	rna4645	Sbay_13.341
OG0001766	rna5259	Sbay_15.12
OG0001767	rna5260	Sbay_15.13
OG0001768	rna5261	Sbay_15.14
OG0001769	rna5262	Sbay_15.15
OG0001770	rna5263	Sbay_15.16
OG0001771	rna5264	Sbay_15.17
OG0001772	rna4830	Sbay_14.11
OG0001773	rna4831	Sbay_14.12
OG0001774	rna5265	Sbay_15.18
OG0001775	rna4835	Sbay_14.16
OG0001776	rna1326	Sbay_2.544
OG0001777	rna5538	Sbay_8.176
OG0001778	rna5539	Sbay_8.177
OG0001779	rna1330	Sbay_2.548
OG0001780	rna5540	Sbay_8.178
OG0001781	rna1331	Sbay_2.549
OG0001782	rna5544	Sbay_8.182
OG0001783	rna1339	Sbay_2.557
OG0001784	rna5547	Sbay_8.185
OG0001785	rna1343	Sbay_2.561
OG0001786	rna1345	Sbay_2.563
OG0001787	rna5550	Sbay_8.188
OG0001788	rna5554	Sbay_8.192
OG0001789	rna5555	Sbay_8.193
OG0001790	rna1350	Sbay_2.569
OG0001791	rna5560	Sbay_8.196
OG0001792	rna2584	Sbay_8.69
OG0001793	rna2582	Sbay_8.67
OG0001794	rna1420	Sbay_2.645
OG0001795	rna1419	Sbay_2.644
OG0001796	rna1418	Sbay_2.643
OG0001797	rna2579	Sbay_8.64
OG0001798	rna1416	Sbay_2.641
OG0001799	rna2577	Sbay_8.63
OG0001800	rna1415	Sbay_2.640
OG0001801	rna2354	Sbay_7.429
OG0001802	rna2349	Sbay_7.423
OG0001803	rna6240	Sbay_16.480
OG0001804	rna1087	Sbay_2.303
OG0001805	rna2959	Sbay_9.167
OG0001806	rna1627	Sbay_5.144
OG0001807	rna2958	Sbay_9.166
OG0001808	rna1630	Sbay_5.148
OG0001809	rna2953	Sbay_9.161
OG0001810	rna1632	Sbay_5.150
OG0001811	rna1635	Sbay_5.154
OG0001812	rna2951	Sbay_9.159
OG0001813	rna1636	Sbay_5.155
OG0001814	rna2339	Sbay_7.413
OG0001815	rna6271	Sbay_16.508
OG0001816	rna6272	Sbay_16.509
OG0001817	rna6273	Sbay_16.510
OG0001818	rna6275	Sbay_16.512
OG0001819	rna6276	Sbay_16.513
OG0001820	rna4319	Sbay_10.579
OG0001821	rna4252	Sbay_10.510
OG0001822	rna879	Sbay_4.185
OG0001823	rna881	Sbay_4.187
OG0001824	rna4248	Sbay_10.506
OG0001825	rna883	Sbay_4.189
OG0001826	rna4242	Sbay_10.501
OG0001827	rna885	Sbay_4.191
OG0001828	rna4241	Sbay_10.500
OG0001829	rna4240	Sbay_10.499
OG0001830	rna4239	Sbay_10.498
OG0001831	rna3369	Sbay_12.191
OG0001833	rna3381	Sbay_12.205
OG0001834	rna3379	Sbay_12.203
OG0001835	rna3357	Sbay_12.180
OG0001836	rna3354	Sbay_12.177
OG0001837	rna6132	Sbay_16.370
OG0001838	rna3352	Sbay_12.175
OG0001839	rna6131	Sbay_16.369
OG0001841	rna3350	Sbay_12.173
OG0001842	rna3349	Sbay_12.172
OG0001843	rna6128	Sbay_16.366
OG0001844	rna6127	Sbay_16.365
OG0001845	rna6126	Sbay_16.364
OG0001846	rna6125	Sbay_16.363
OG0001847	rna109	Sbay_2.13
OG0001848	rna6123	Sbay_16.361
OG0001849	rna111	Sbay_2.15
OG0001850	rna6121	Sbay_16.359
OG0001851	rna117	Sbay_2.18
OG0001852	rna6116	Sbay_16.352
OG0001853	rna1716	Sbay_5.242
OG0001854	rna121	Sbay_2.23
OG0001855	rna124	Sbay_2.26
OG0001856	rna125	Sbay_2.27
OG0001857	rna127	Sbay_2.29
OG0001858	rna1710	Sbay_5.237
OG0001859	rna4841	Sbay_14.22
OG0001860	rna5273	Sbay_15.26
OG0001861	rna4842	Sbay_14.23
OG0001862	rna4843	Sbay_14.24
OG0001863	rna4845	Sbay_14.26
OG0001864	rna4848	Sbay_14.29
OG0001865	rna4850	Sbay_14.31
OG0001866	rna5277	Sbay_15.31
OG0001867	rna4852	Sbay_14.33
OG0001868	rna4853	Sbay_14.34
OG0001869	rna5281	Sbay_15.35
OG0001870	rna3593	Sbay_11.166
OG0001871	rna4501	Sbay_13.194
OG0001872	rna4499	Sbay_13.192
OG0001873	rna4497	Sbay_13.190
OG0001874	rna3606	Sbay_11.179
OG0001875	rna4496	Sbay_13.189
OG0001876	rna5077	Sbay_14.264
OG0001877	rna3633	Sbay_11.205
OG0001878	rna3033	Sbay_9.250
OG0001879	rna3632	Sbay_11.204
OG0001880	rna3628	Sbay_11.201
OG0001881	rna5132	Sbay_14.320
OG0001882	rna2903	Sbay_9.109
OG0001883	rna2902	Sbay_9.108
OG0001884	rna2900	Sbay_9.106
OG0001885	rna5137	Sbay_14.324
OG0001886	rna2899	Sbay_9.105
OG0001887	rna5138	Sbay_14.325
OG0001888	rna5139	Sbay_14.326
OG0001889	rna5122	Sbay_14.311
OG0001890	rna5116	Sbay_14.306
OG0001891	rna2896	Sbay_9.102
OG0001892	rna2895	Sbay_9.101
OG0001893	rna5126	Sbay_14.314
OG0001894	rna2907	Sbay_9.113
OG0001895	rna2910	Sbay_9.116
OG0001896	rna825	Sbay_4.125
OG0001897	rna2051	Sbay_7.110
OG0001898	rna828	Sbay_4.128
OG0001899	rna2053	Sbay_7.112
OG0001900	rna2055	Sbay_7.114
OG0001901	rna829	Sbay_4.129
OG0001902	rna2056	Sbay_7.116
OG0001903	rna830	Sbay_4.130
OG0001904	rna835	Sbay_4.135
OG0001905	rna1424	Sbay_2.648
OG0001906	rna5437	Sbay_8.73
OG0001907	rna3836	Sbay_10.87
OG0001908	rna3835	Sbay_10.86
OG0001909	rna3833	Sbay_10.84
OG0001910	rna3269	Sbay_12.88
OG0001911	rna3832	Sbay_10.83
OG0001912	rna5217	Sbay_14.414
OG0001913	rna3268	Sbay_12.87
OG0001914	rna2417	Sbay_7.488
OG0001915	rna2416	Sbay_7.487
OG0001916	rna3275	Sbay_12.94
OG0001917	rna3365	Sbay_12.187
OG0001918	rna3366	Sbay_12.188
OG0001919	rna1750	Sbay_5.276
OG0001920	rna1019	Sbay_2.233
OG0001921	rna1748	Sbay_5.274
OG0001922	rna1016	Sbay_2.230
OG0001923	rna1013	Sbay_2.227
OG0001924	rna1745	Sbay_5.271
OG0001925	rna1743	Sbay_5.269
OG0001926	rna190	Sbay_2.99
OG0001927	rna191	Sbay_2.100
OG0001928	rna192	Sbay_2.102
OG0001929	rna197	Sbay_2.107
OG0001930	rna2179	Sbay_7.254
OG0001931	rna2178	Sbay_7.253
OG0001932	rna2365	Sbay_7.441
OG0001933	rna2364	Sbay_7.440
OG0001934	rna2170	Sbay_7.240
OG0001935	rna4762	Sbay_13.452
OG0001936	rna4756	Sbay_13.446
OG0001937	rna4754	Sbay_13.444
OG0001938	rna324	Sbay_4.346
OG0001939	rna2604	Sbay_15.214
OG0001940	rna2603	Sbay_15.213
OG0001941	rna2602	Sbay_15.212
OG0001942	rna2601	Sbay_15.211
OG0001943	rna2600	Sbay_15.210
OG0001944	rna3225	Sbay_12.37
OG0001945	rna3501	Sbay_11.74
OG0001946	rna604	Sbay_3.34
OG0001947	rna3944	Sbay_10.206
OG0001948	rna3515	Sbay_11.88
OG0001949	rna3517	Sbay_11.90
OG0001950	rna184	Sbay_2.92
OG0001951	rna306	Sbay_4.327
OG0001952	rna1005	Sbay_2.219
OG0001953	rna1000	Sbay_2.214
OG0001954	rna2647	Sbay_15.256
OG0001955	rna2648	Sbay_15.257
OG0001956	rna1264	Sbay_2.484
OG0001957	rna2649	Sbay_15.258
OG0001958	rna2650	Sbay_15.259
OG0001959	rna1431	Sbay_2.655
OG0001960	rna1959	Sbay_7.15
OG0001961	rna3749	Sbay_11.329
OG0001962	rna2844	Sbay_9.44
OG0001963	rna2845	Sbay_9.45
OG0001964	rna2846	Sbay_9.46
OG0001965	rna3748	Sbay_11.328
OG0001966	rna4864	Sbay_14.47
OG0001967	rna4865	Sbay_14.48
OG0001968	rna4866	Sbay_14.49
OG0001969	rna4869	Sbay_14.51
OG0001970	rna4870	Sbay_14.52
OG0001971	rna897	Sbay_4.203
OG0001972	rna5337	Sbay_15.94
OG0001973	rna899	Sbay_4.206
OG0001974	rna6114	Sbay_16.350
OG0001975	rna1720	Sbay_5.247
OG0001976	rna1721	Sbay_5.248
OG0001977	rna1722	Sbay_5.249
OG0001978	rna3255	Sbay_12.69
OG0001979	rna3509	Sbay_11.82
OG0001980	rna3508	Sbay_11.81
OG0001981	rna3506	Sbay_11.79
OG0001982	rna1878	Sbay_6.73
OG0001983	rna6094	Sbay_16.323
OG0001984	rna1875	Sbay_6.68
OG0001985	rna1873	Sbay_6.66
OG0001986	rna6088	Sbay_16.316
OG0001987	rna1870	Sbay_6.60
OG0001988	rna1869	Sbay_6.59
OG0001989	rna6087	Sbay_16.315
OG0001990	rna3773	Sbay_10.12
OG0001991	rna2063	Sbay_7.123
OG0001992	rna2062	Sbay_7.122
OG0001993	rna2061	Sbay_7.121
OG0001994	rna3141	Sbay_6.196
OG0001995	rna3137	Sbay_6.200
OG0001996	rna3135	Sbay_6.202
OG0001997	rna3134	Sbay_6.203
OG0001998	rna3133	Sbay_6.204
OG0001999	rna3132	Sbay_6.205
OG0002000	rna3129	Sbay_6.208
OG0002001	rna3127	Sbay_6.210
OG0002002	rna3706	Sbay_11.285
OG0002003	rna2456	Sbay_7.524
OG0002004	rna2455	Sbay_7.523
OG0002005	rna2453	Sbay_7.521
OG0002006	rna2452	Sbay_7.520
OG0002007	rna2449	Sbay_7.517
OG0002008	rna2732	Sbay_15.347
OG0002009	rna2731	Sbay_15.346
OG0002010	rna2444	Sbay_7.514
OG0002011	rna2441	Sbay_7.511
OG0002012	rna2440	Sbay_7.510
OG0002013	rna2439	Sbay_7.509
OG0002014	rna2435	Sbay_7.505
OG0002015	rna2434	Sbay_7.504
OG0002016	rna2432	Sbay_7.502
OG0002017	rna2431	Sbay_7.501
OG0002018	rna2429	Sbay_7.499
OG0002019	rna2425	Sbay_7.496
OG0002020	rna1280	Sbay_2.498
OG0002021	rna1283	Sbay_2.501
OG0002022	rna2665	Sbay_15.275
OG0002023	rna1284	Sbay_2.502
OG0002024	rna2667	Sbay_15.278
OG0002025	rna220	Sbay_2.133
OG0002026	rna219	Sbay_2.132
OG0002027	rna218	Sbay_2.131
OG0002028	rna942	Sbay_4.255
OG0002029	rna940	Sbay_4.252
OG0002030	rna939	Sbay_4.251
OG0002031	rna213	Sbay_2.123
OG0002032	rna222	Sbay_2.135
OG0002033	rna945	Sbay_4.257
OG0002034	rna223	Sbay_2.136
OG0002035	rna947	Sbay_4.260
OG0002036	rna227	Sbay_2.139
OG0002037	rna233	Sbay_2.142
OG0002038	rna5333	Sbay_15.90
OG0002039	rna5332	Sbay_15.89
OG0002040	rna5330	Sbay_15.87
OG0002041	rna5329	Sbay_15.86
OG0002042	rna5072	Sbay_14.259
OG0002043	rna3635	Sbay_11.208
OG0002044	rna3025	Sbay_9.242
OG0002045	rna3637	Sbay_11.210
OG0002046	rna3638	Sbay_11.211
OG0002047	rna3641	Sbay_11.214
OG0002048	rna3643	Sbay_11.216
OG0002049	rna3021	Sbay_9.238
OG0002050	rna3624	Sbay_11.195
OG0002051	rna3625	Sbay_11.197
OG0002052	rna514	Sbay_4.551
OG0002053	rna513	Sbay_4.550
OG0002054	rna512	Sbay_4.549
OG0002055	rna2109	Sbay_7.174
OG0002056	rna2110	Sbay_7.175
OG0002057	rna5909	Sbay_16.126
OG0002058	rna2111	Sbay_7.176
OG0002059	rna2113	Sbay_7.178
OG0002060	rna5907	Sbay_16.123
OG0002061	rna5904	Sbay_16.119
OG0002062	rna2118	Sbay_7.183
OG0002063	rna2119	Sbay_7.185
OG0002064	rna2121	Sbay_7.187
OG0002065	rna5901	Sbay_16.116
OG0002066	rna5801, rna5813, rna5814	Sbay_2.737, Sbay_16.8
OG0002067	rna5896	Sbay_16.111
OG0002068	rna5895	Sbay_16.110
OG0002069	rna4054	Sbay_10.292
OG0002070	rna4053	Sbay_10.291
OG0002071	rna4051	Sbay_10.289
OG0002072	rna777	Sbay_4.75
OG0002073	rna4049	Sbay_10.287
OG0002074	rna1680	Sbay_5.199
OG0002075	rna1681	Sbay_5.200
OG0002076	rna159	Sbay_2.64
OG0002077	rna157	Sbay_2.62
OG0002078	rna1685	Sbay_5.206
OG0002079	rna155	Sbay_2.60
OG0002080	rna1686	Sbay_5.207
OG0002081	rna151	Sbay_2.56
OG0002082	rna1691	Sbay_5.214
OG0002083	rna139	Sbay_2.45
OG0002084	rna137	Sbay_2.43
OG0002085	rna134	Sbay_2.38
OG0002086	rna1703	Sbay_5.228
OG0002087	rna132	Sbay_2.36
OG0002088	rna1704	Sbay_5.230
OG0002089	rna1706	Sbay_5.233
OG0002090	rna131	Sbay_2.34
OG0002091	rna129	Sbay_2.31
OG0002092	rna5269	Sbay_15.22
OG0002093	rna4839	Sbay_14.20
OG0002094	rna4838	Sbay_14.19
OG0002095	rna5267	Sbay_15.20
OG0002096	rna1317	Sbay_2.538
OG0002097	rna1316	Sbay_2.537
OG0002098	rna5531	Sbay_8.169
OG0002099	rna2695	Sbay_15.309
OG0002100	rna2694	Sbay_15.308
OG0002101	rna2693	Sbay_15.307
OG0002102	rna1311	Sbay_2.532
OG0002103	rna1310	Sbay_2.531
OG0002104	rna495	Sbay_4.532
OG0002105	rna1306	Sbay_2.527
OG0002106	rna2689	Sbay_15.303
OG0002107	rna5453	Sbay_8.89
OG0002108	rna1219	Sbay_2.436
OG0002109	rna5455	Sbay_8.91
OG0002110	rna5456	Sbay_8.92
OG0002111	rna4623	Sbay_13.320
OG0002112	rna1534	Sbay_5.31
OG0002113	rna1535	Sbay_5.32
OG0002114	rna1536	Sbay_5.33
OG0002115	rna1541	Sbay_5.37
OG0002116	rna1546	Sbay_5.42
OG0002117	rna3303	Sbay_12.124
OG0002118	rna3302	Sbay_12.123
OG0002119	rna3301	Sbay_12.122
OG0002120	rna1547	Sbay_5.43
OG0002121	rna1549	Sbay_5.45
OG0002122	rna3298	Sbay_12.118
OG0002123	rna3297	Sbay_12.117
OG0002124	rna3296	Sbay_12.116
OG0002125	rna1552	Sbay_5.70
OG0002126	rna5003	Sbay_14.191
OG0002127	rna2710	Sbay_15.325
OG0002128	rna2487	Sbay_7.561
OG0002129	rna427	Sbay_4.459
OG0002130	rna6028	Sbay_16.249
OG0002131	rna6026	Sbay_16.247
OG0002132	rna5011	Sbay_14.197
OG0002133	rna425	Sbay_4.457
OG0002134	rna6019	Sbay_16.240
OG0002135	rna6016	Sbay_16.236
OG0002136	rna415	Sbay_4.450
OG0002137	rna414	Sbay_4.449
OG0002138	rna412	Sbay_4.447
OG0002139	rna411	Sbay_4.446
OG0002140	rna6010	Sbay_16.229
OG0002141	rna6009	Sbay_16.228
OG0002142	rna6008	Sbay_16.227
OG0002143	rna6007	Sbay_16.226
OG0002144	rna6002	Sbay_16.221
OG0002145	rna6000	Sbay_16.219
OG0002146	rna5999	Sbay_16.218
OG0002147	rna398	Sbay_4.430
OG0002148	rna5997	Sbay_16.216
OG0002149	rna5995	Sbay_16.214
OG0002150	rna5994	Sbay_16.213
OG0002151	rna5991	Sbay_16.210
OG0002152	rna396	Sbay_4.428
OG0002153	rna5989	Sbay_16.208
OG0002154	rna395	Sbay_4.427
OG0002155	rna394	Sbay_4.426
OG0002156	rna392	Sbay_4.424
OG0002157	rna391	Sbay_4.423
OG0002158	rna5986	Sbay_16.205
OG0002159	rna389	Sbay_4.421
OG0002160	rna3031	Sbay_9.248
OG0002161	rna387	Sbay_4.419
OG0002162	rna5614	Sbay_8.250
OG0002163	rna5978	Sbay_16.195
OG0002164	rna5616	Sbay_8.252
OG0002165	rna5617	Sbay_8.253
OG0002166	rna5618	Sbay_8.254
OG0002167	rna5976	Sbay_16.193
OG0002168	rna5619	Sbay_8.255
OG0002169	rna5624	Sbay_8.260
OG0002170	rna5623	Sbay_8.259
OG0002171	rna5972	Sbay_16.190
OG0002172	rna3211	Sbay_6.124
OG0002173	rna3210	Sbay_6.125
OG0002174	rna3206	Sbay_6.129
OG0002175	rna3205	Sbay_6.130
OG0002176	rna3200	Sbay_6.135
OG0002177	rna3199	Sbay_6.136
OG0002178	rna493	Sbay_4.530
OG0002179	rna492	Sbay_4.529
OG0002180	rna3197	Sbay_6.138
OG0002181	rna491	Sbay_4.528
OG0002182	rna490	Sbay_4.527
OG0002183	rna3195	Sbay_6.140
OG0002184	rna502	Sbay_4.539
OG0002185	rna3191	Sbay_6.144
OG0002186	rna505	Sbay_4.542
OG0002187	rna486	Sbay_4.523
OG0002188	rna485	Sbay_4.522
OG0002189	rna482	Sbay_4.519
OG0002190	rna3216	Sbay_6.120
OG0002191	rna5752	Sbay_8.390
OG0002192	rna35	Sbay_1.31
OG0002193	rna5748	Sbay_8.386
OG0002194	rna5747	Sbay_8.385
OG0002195	rna37	Sbay_1.33
OG0002196	rna38	Sbay_1.34
OG0002197	rna5745	Sbay_8.382
OG0002198	rna5319	Sbay_15.76
OG0002199	rna5321	Sbay_15.78
OG0002200	rna4576	Sbay_13.274
OG0002201	rna3539	Sbay_11.113
OG0002202	rna3538	Sbay_11.112
OG0002203	rna3537	Sbay_11.111
OG0002204	rna4806	Sbay_13.502
OG0002205	rna2504	Sbay_7.579
OG0002206	rna2507	Sbay_7.582
OG0002207	rna3376	Sbay_12.200
OG0002208	rna5089	Sbay_14.277
OG0002209	rna5090	Sbay_14.278
OG0002210	rna5091	Sbay_14.279
OG0002211	rna5092	Sbay_14.280
OG0002212	rna5093	Sbay_14.281
OG0002213	rna2872	Sbay_9.76
OG0002214	rna2874	Sbay_9.78
OG0002215	rna2875	Sbay_9.79
OG0002216	rna2880	Sbay_9.84
OG0002217	rna2882	Sbay_9.87
OG0002218	rna2883	Sbay_9.88
OG0002219	rna5106	Sbay_14.292
OG0002220	rna5110	Sbay_14.296
OG0002221	rna2887	Sbay_9.91
OG0002222	rna2888	Sbay_9.92
OG0002223	rna5114	Sbay_14.299
OG0002224	rna5119	Sbay_14.301
OG0002225	rna2893	Sbay_9.99
OG0002226	rna5118	Sbay_14.302
OG0002227	rna273	Sbay_4.287
OG0002228	rna966	Sbay_2.178
OG0002229	rna2865	Sbay_9.66
OG0002230	rna2862	Sbay_9.63
OG0002231	rna2861	Sbay_9.62
OG0002232	rna2856	Sbay_9.55
OG0002233	rna5081	Sbay_14.269
OG0002234	rna5080	Sbay_14.268
OG0002235	rna5079	Sbay_14.267
OG0002236	rna3608	Sbay_11.181
OG0002237	rna3611	Sbay_11.183
OG0002238	rna800	Sbay_4.99
OG0002239	rna4071	Sbay_10.310
OG0002240	rna802	Sbay_4.101
OG0002241	rna804	Sbay_4.103
OG0002242	rna4072	Sbay_10.311
OG0002243	rna755	Sbay_4.53
OG0002244	rna757	Sbay_4.55
OG0002245	rna760	Sbay_4.58
OG0002246	rna810	Sbay_4.109
OG0002247	rna764	Sbay_4.63
OG0002248	rna766	Sbay_4.64
OG0002249	rna814	Sbay_4.112
OG0002250	rna771	Sbay_4.69
OG0002252	rna2914	Sbay_9.119
OG0002253	rna650	Sbay_3.86
OG0002254	rna649	Sbay_3.85
OG0002255	rna5177	Sbay_14.372
OG0002256	rna5176	Sbay_14.370
OG0002257	rna5174	Sbay_14.368
OG0002259	rna5172	Sbay_14.366
OG0002260	rna5171	Sbay_14.365
OG0002261	rna5170	Sbay_14.364
OG0002262	rna4463	Sbay_13.159
OG0002263	rna4695	Sbay_13.387
OG0002264	rna4693	Sbay_13.385
OG0002265	rna4692	Sbay_13.384
OG0002266	rna5167	Sbay_14.361
OG0002267	rna5166	Sbay_14.360
OG0002268	rna5165	Sbay_14.358
OG0002269	rna4689	Sbay_13.382
OG0002270	rna472	Sbay_4.509
OG0002271	rna2106	Sbay_7.171
OG0002272	rna471	Sbay_4.508
OG0002273	rna2102	Sbay_7.167
OG0002274	rna470	Sbay_4.507
OG0002275	rna469	Sbay_4.505
OG0002276	rna2101	Sbay_7.166
OG0002277	rna467	Sbay_4.503
OG0002278	rna5199	Sbay_14.395
OG0002279	rna5198	Sbay_14.394
OG0002280	rna676	Sbay_3.116
OG0002281	rna5195	Sbay_14.391
OG0002282	rna853	Sbay_4.153
OG0002283	rna854	Sbay_4.154
OG0002284	rna855	Sbay_4.155
OG0002285	rna857	Sbay_4.157
OG0002286	rna4632	Sbay_13.329
OG0002287	rna4628	Sbay_13.325
OG0002288	rna1220	Sbay_2.437
OG0002289	rna5466	Sbay_8.100
OG0002290	rna5362	Sbay_15.120
OG0002291	rna55	Sbay_1.51
OG0002292	rna57	Sbay_1.53
OG0002293	rna5378	Sbay_15.135
OG0002294	rna5377	Sbay_15.134
OG0002295	rna5376	Sbay_15.133
OG0002296	rna61	Sbay_1.58
OG0002297	rna62	Sbay_1.59
OG0002298	rna6191	Sbay_16.434
OG0002299	rna6189	Sbay_16.432
OG0002300	rna6188	Sbay_16.431
OG0002301	rna6187	Sbay_16.429
OG0002302	rna2290	Sbay_7.365
OG0002303	rna6184	Sbay_16.426
