Orthogroup	s_cerevisiae_proteins	s_kudriavzevii_proteins
OG0001665	rna2309	Skud_7.400
OG0001666	rna2311	Skud_7.402
OG0001667	rna6204	Skud_16.406
OG0001668	rna476	Skud_2.384
OG0001669	rna3005	Skud_9.188
OG0001670	rna478	Skud_2.386
OG0001671	rna481	Skud_2.389
OG0001672	rna2973	Skud_9.152
OG0001673	rna1909	Skud_6.118
OG0001674	rna1910	Skud_6.119
OG0001675	rna1916	Skud_6.123
OG0001676	rna2971	Skud_9.150
OG0001677	rna2970	Skud_9.149
OG0001678	rna2969	Skud_9.148
OG0001679	rna2968	Skud_9.147
OG0001680	rna2344	Skud_7.441
OG0001681	rna2346	Skud_7.443
OG0001682	rna3953	Skud_12.196
OG0001683	rna3954	Skud_12.197
OG0001684	rna3955	Skud_12.198
OG0001685	rna1093	Skud_4.407
OG0001686	rna1096	Skud_4.411
OG0001687	rna1100	Skud_4.416
OG0001688	rna3964	Skud_12.208
OG0001689	rna1103	Skud_4.419
OG0001690	rna1104	Skud_4.420
OG0001691	rna3967	Skud_12.212
OG0001692	rna1106	Skud_4.422
OG0001693	rna3970	Skud_12.215
OG0001694	rna3971	Skud_12.216
OG0001695	rna1107	Skud_4.423
OG0001696	rna1109	Skud_4.425
OG0001697	rna1110	Skud_4.426
OG0001698	rna3976	Skud_12.221
OG0001699	rna3978	Skud_12.223
OG0001700	rna1113	Skud_4.428
OG0001701	rna1118	Skud_4.437
OG0001702	rna1117	Skud_4.436
OG0001703	rna1120	Skud_4.439
OG0001704	rna1121	Skud_4.440
OG0001705	rna4024	Skud_12.230
OG0001706	rna1126	Skud_4.445
OG0001707	rna1128	Skud_4.447
OG0001708	rna4027	Skud_12.233
OG0001709	rna1130	Skud_4.448
OG0001710	rna4101	Skud_12.321
OG0001711	rna4100	Skud_12.320
OG0001712	rna4099	Skud_12.319
OG0001713	rna1136	Skud_4.455
OG0001714	rna1137	Skud_4.456
OG0001715	rna4098	Skud_12.318
OG0001716	rna4097	Skud_12.317
OG0001717	rna4096	Skud_12.316
OG0001718	rna4095	Skud_12.315
OG0001719	rna1139	Skud_4.458
OG0001720	rna1142	Skud_4.460
OG0001721	rna1144	Skud_4.462
OG0001722	rna4094	Skud_12.314
OG0001723	rna1148	Skud_4.466
OG0001724	rna4955	Skud_14.133
OG0001725	rna4954	Skud_14.132
OG0001726	rna4951	Skud_14.129
OG0001727	rna4946	Skud_14.124
OG0001728	rna4945	Skud_14.123
OG0001729	rna4943	Skud_14.121
OG0001730	rna718	Skud_4.20
OG0001731	rna4940	Skud_14.118
OG0001732	rna716	Skud_4.18
OG0001733	rna4939	Skud_14.117
OG0001734	rna4937	Skud_14.115
OG0001735	rna714	Skud_4.16
OG0001736	rna4935	Skud_14.114
OG0001737	rna4934	Skud_14.113
OG0001738	rna4931	Skud_14.110
OG0001739	rna4929	Skud_14.108
OG0001740	rna4927	Skud_14.106
OG0001741	rna4922	Skud_14.101
OG0001742	rna4919	Skud_14.98
OG0001743	rna712	Skud_4.14
OG0001744	rna4918	Skud_14.97
OG0001745	rna3785	Skud_12.25
OG0001746	rna2533	Skud_8.13
OG0001747	rna3787	Skud_12.27
OG0001748	rna3788	Skud_12.28
OG0001749	rna2534	Skud_8.14
OG0001750	rna3793	Skud_12.33
OG0001751	rna3795	Skud_12.35
OG0001752	rna1755	Skud_5.290
OG0001753	rna1754	Skud_5.289
OG0001755	rna1021	Skud_4.330
OG0001756	rna4237	Skud_12.464
OG0001757	rna4235	Skud_12.462
OG0001758	rna893	Skud_4.204
OG0001759	rna849	Skud_4.158
OG0001760	rna4639	Skud_13.318
OG0001761	rna846	Skud_4.155
OG0001762	rna845	Skud_4.154
OG0001763	rna844	Skud_4.153
OG0001764	rna4644	Skud_13.323
OG0001765	rna4645	Skud_13.324
OG0001766	rna5259	Skud_15.6
OG0001767	rna5260	Skud_15.7
OG0001768	rna5261	Skud_15.8
OG0001769	rna5262	Skud_15.9
OG0001770	rna5263	Skud_15.10
OG0001771	rna5264	Skud_15.11
OG0001772	rna4830	Skud_14.11
OG0001773	rna4831	Skud_14.12
OG0001774	rna5265	Skud_15.12
OG0001775	rna4835	Skud_14.16
OG0001776	rna1326	Skud_4.641
OG0001777	rna5538	Skud_15.286
OG0001778	rna5539	Skud_15.287
OG0001779	rna1330	Skud_4.645
OG0001780	rna5540	Skud_15.288
OG0001781	rna1331	Skud_4.646
OG0001782	rna5544	Skud_15.292
OG0001783	rna1339	Skud_4.654
OG0001784	rna5547	Skud_15.296
OG0001785	rna1343	Skud_4.659
OG0001786	rna1345	Skud_4.661
OG0001787	rna5550	Skud_15.300
OG0001788	rna5554	Skud_15.304
OG0001789	rna5555	Skud_15.305
OG0001790	rna1350	Skud_4.666
OG0001791	rna5560	Skud_15.309
OG0001792	rna2584	Skud_8.62
OG0001793	rna2582	Skud_8.60
OG0001794	rna1420	Skud_4.745
OG0001795	rna1419	Skud_4.744
OG0001796	rna1418	Skud_4.743
OG0001797	rna2579	Skud_8.57
OG0001798	rna1416	Skud_4.741
OG0001799	rna2577	Skud_8.56
OG0001800	rna1415	Skud_4.740
OG0001801	rna2354	Skud_7.452
OG0001802	rna2349	Skud_7.446
OG0001803	rna6240	Skud_16.446
OG0001804	rna1087	Skud_4.401
OG0001805	rna2959	Skud_9.136
OG0001806	rna1627	Skud_5.153
OG0001807	rna2958	Skud_9.135
OG0001808	rna1630	Skud_5.156
OG0001809	rna2953	Skud_9.130
OG0001810	rna1632	Skud_5.158
OG0001811	rna1635	Skud_5.161
OG0001812	rna2951	Skud_9.128
OG0001813	rna1636	Skud_5.162
OG0001814	rna2339	Skud_7.436
OG0001815	rna6271	Skud_16.480
OG0001816	rna6272	Skud_16.481
OG0001817	rna6273	Skud_16.482
OG0001818	rna6275	Skud_16.484
OG0001819	rna6276	Skud_16.485
OG0001820	rna4319	Skud_12.554
OG0001821	rna4252	Skud_12.478
OG0001822	rna879	Skud_4.190
OG0001823	rna881	Skud_4.192
OG0001824	rna4248	Skud_12.474
OG0001825	rna883	Skud_4.194
OG0001826	rna4242	Skud_12.469
OG0001827	rna885	Skud_4.196
OG0001828	rna4241	Skud_12.468
OG0001829	rna4240	Skud_12.467
OG0001830	rna4239	Skud_12.466
OG0001831	rna3369	Skud_10.325
OG0001833	rna3381	Skud_10.338
OG0001834	rna3379	Skud_10.336
OG0001835	rna3357	Skud_10.314
OG0001836	rna3354	Skud_10.311
OG0001837	rna6132	Skud_16.329
OG0001838	rna3352	Skud_10.309
OG0001839	rna6131	Skud_16.328
OG0001840	rna6130	Skud_16.326
OG0001841	rna3350	Skud_10.307
OG0001842	rna3349	Skud_10.306
OG0001843	rna6128	Skud_16.324
OG0001844	rna6127	Skud_16.322
OG0001845	rna6126	Skud_16.321
OG0001846	rna6125	Skud_16.320
OG0001847	rna109	Skud_2.5
OG0001848	rna6123	Skud_16.318
OG0001849	rna111	Skud_2.7
OG0001850	rna6121	Skud_16.316
OG0001851	rna117	Skud_2.10
OG0001852	rna6116	Skud_16.310
OG0001853	rna1716	Skud_5.256
OG0001854	rna121	Skud_2.14
OG0001855	rna124	Skud_2.17
OG0001856	rna125	Skud_2.18
OG0001857	rna127	Skud_2.20
OG0001858	rna1710	Skud_5.263
OG0001859	rna4841	Skud_14.22
OG0001860	rna5273	Skud_15.20
OG0001861	rna4842	Skud_14.23
OG0001862	rna4843	Skud_14.24
OG0001863	rna4845	Skud_14.26
OG0001864	rna4848	Skud_14.29
OG0001865	rna4850	Skud_14.31
OG0001866	rna5277	Skud_15.24
OG0001867	rna4852	Skud_14.33
OG0001868	rna4853	Skud_14.34
OG0001869	rna5281	Skud_15.28
OG0001870	rna3593	Skud_11.169
OG0001871	rna4501	Skud_13.181
OG0001872	rna4499	Skud_13.179
OG0001873	rna4497	Skud_13.177
OG0001874	rna3606	Skud_11.182
OG0001875	rna4496	Skud_13.176
OG0001876	rna5077	Skud_14.255
OG0001877	rna3633	Skud_11.207
OG0001878	rna3033	Skud_9.215
OG0001879	rna3632	Skud_11.206
OG0001880	rna3628	Skud_11.203
OG0001881	rna5132	Skud_14.303
OG0001882	rna2903	Skud_9.83
OG0001883	rna2902	Skud_9.82
OG0001884	rna2900	Skud_9.80
OG0001885	rna5137	Skud_14.306
OG0001886	rna2899	Skud_9.79
OG0001887	rna5138	Skud_14.307
OG0001888	rna5139	Skud_14.308
OG0001889	rna5122	Skud_14.298
OG0001890	rna5116	Skud_14.295
OG0001891	rna2896	Skud_9.76
OG0001892	rna2895	Skud_9.75
OG0001893	rna5126	Skud_38.1
OG0001894	rna2907	Skud_9.87
OG0001895	rna2910	Skud_9.90
OG0001896	rna825	Skud_4.133
OG0001897	rna2051	Skud_7.117
OG0001898	rna828	Skud_4.136
OG0001899	rna2053	Skud_7.119
OG0001900	rna2055	Skud_7.121
OG0001901	rna829	Skud_4.137
OG0001902	rna2056	Skud_7.123
OG0001903	rna830	Skud_4.138
OG0001904	rna835	Skud_4.143
OG0001905	rna1424	Skud_4.748
OG0001906	rna5437	Skud_15.185
OG0001907	rna3836	Skud_12.75
OG0001908	rna3835	Skud_12.74
OG0001909	rna3833	Skud_12.72
OG0001910	rna3269	Skud_10.227
OG0001911	rna3832	Skud_12.71
OG0001912	rna5217	Skud_14.391
OG0001913	rna3268	Skud_10.226
OG0001914	rna2417	Skud_7.530
OG0001915	rna2416	Skud_7.529
OG0001916	rna3275	Skud_10.233
OG0001917	rna3365	Skud_10.321
OG0001918	rna3366	Skud_10.322
OG0001919	rna1750	Skud_5.285
OG0001920	rna1019	Skud_4.328
OG0001921	rna1748	Skud_5.283
OG0001922	rna1016	Skud_4.325
OG0001923	rna1013	Skud_4.322
OG0001924	rna1745	Skud_5.280
OG0001925	rna1743	Skud_5.278
OG0001926	rna190	Skud_2.83
OG0001927	rna191	Skud_2.84
OG0001928	rna192	Skud_2.86
OG0001929	rna197	Skud_2.91
OG0001930	rna2179	Skud_7.262
OG0001931	rna2178	Skud_7.261
OG0001932	rna2365	Skud_7.473
OG0001933	rna2364	Skud_7.472
OG0001934	rna2170	Skud_7.249
OG0001935	rna4762	Skud_13.439
OG0001936	rna4756	Skud_13.433
OG0001937	rna4754	Skud_13.431
OG0001938	rna324	Skud_2.227
OG0001939	rna2604	Skud_8.84
OG0001940	rna2603	Skud_8.83
OG0001941	rna2602	Skud_8.81
OG0001942	rna2601	Skud_8.80
OG0001943	rna2600	Skud_8.79
OG0001944	rna3225	Skud_10.175
OG0001945	rna3501	Skud_11.76
OG0001946	rna604	Skud_3.74
OG0001947	rna3944	Skud_12.187
OG0001948	rna3515	Skud_11.90
OG0001949	rna3517	Skud_11.92
OG0001950	rna184	Skud_2.76
OG0001951	rna306	Skud_2.208
OG0001952	rna1005	Skud_4.315
OG0001953	rna1000	Skud_4.309
OG0001954	rna2647	Skud_8.124
OG0001955	rna2648	Skud_8.125
OG0001956	rna1264	Skud_4.579
OG0001957	rna2649	Skud_8.126
OG0001958	rna2650	Skud_8.127
OG0001959	rna1431	Skud_4.755
OG0001960	rna1959	Skud_7.21
OG0001961	rna3749	Skud_11.331
OG0001962	rna2844	Skud_9.23
OG0001963	rna2845	Skud_9.24
OG0001964	rna2846	Skud_9.25
OG0001965	rna3748	Skud_11.329
OG0001966	rna4864	Skud_14.45
OG0001967	rna4865	Skud_14.46
OG0001968	rna4866	Skud_14.47
OG0001969	rna4869	Skud_14.49
OG0001970	rna4870	Skud_14.50
OG0001971	rna897	Skud_4.208
OG0001972	rna5337	Skud_15.81
OG0001973	rna899	Skud_4.210
OG0001974	rna6114	Skud_16.308
OG0001975	rna1720	Skud_5.252
OG0001976	rna1721	Skud_5.251
OG0001977	rna1722	Skud_5.250
OG0001978	rna3255	Skud_10.209
OG0001979	rna3509	Skud_11.84
OG0001980	rna3508	Skud_11.83
OG0001981	rna3506	Skud_11.81
OG0001982	rna1878	Skud_6.83
OG0001983	rna6094	Skud_16.287
OG0001984	rna1875	Skud_6.78
OG0001985	rna1873	Skud_6.76
OG0001986	rna6088	Skud_16.281
OG0001987	rna1870	Skud_6.73
OG0001988	rna1869	Skud_6.72
OG0001989	rna6087	Skud_16.280
OG0001990	rna3773	Skud_12.11
OG0001991	rna2063	Skud_7.131
OG0001992	rna2062	Skud_7.130
OG0001993	rna2061	Skud_7.129
OG0001994	rna3141	Skud_10.99
OG0001995	rna3137	Skud_10.95
OG0001996	rna3135	Skud_10.93
OG0001997	rna3134	Skud_10.92
OG0001998	rna3133	Skud_10.91
OG0001999	rna3132	Skud_10.90
OG0002000	rna3129	Skud_10.87
OG0002001	rna3127	Skud_10.85
OG0002002	rna3706	Skud_11.287
OG0002003	rna2456	Skud_7.566
OG0002004	rna2455	Skud_7.565
OG0002005	rna2453	Skud_7.563
OG0002006	rna2452	Skud_7.562
OG0002007	rna2449	Skud_7.559
OG0002008	rna2732	Skud_8.211
OG0002009	rna2731	Skud_8.210
OG0002010	rna2444	Skud_7.556
OG0002011	rna2441	Skud_7.553
OG0002012	rna2440	Skud_7.552
OG0002013	rna2439	Skud_7.551
OG0002014	rna2435	Skud_7.547
OG0002015	rna2434	Skud_7.546
OG0002016	rna2432	Skud_7.544
OG0002017	rna2431	Skud_7.543
OG0002018	rna2429	Skud_7.541
OG0002019	rna2425	Skud_7.538
OG0002020	rna1280	Skud_4.595
OG0002021	rna1283	Skud_4.598
OG0002022	rna2665	Skud_8.143
OG0002023	rna1284	Skud_4.599
OG0002024	rna2667	Skud_8.145
OG0002025	rna220	Skud_2.117
OG0002026	rna219	Skud_2.116
OG0002027	rna218	Skud_2.115
OG0002028	rna942	Skud_4.255
OG0002029	rna940	Skud_4.253
OG0002030	rna939	Skud_4.252
OG0002031	rna213	Skud_2.110
OG0002032	rna222	Skud_2.119
OG0002033	rna945	Skud_4.257
OG0002034	rna223	Skud_2.120
OG0002035	rna947	Skud_4.259
OG0002036	rna227	Skud_2.124
OG0002037	rna233	Skud_2.127
OG0002038	rna5333	Skud_15.77
OG0002039	rna5332	Skud_15.76
OG0002040	rna5330	Skud_15.74
OG0002041	rna5329	Skud_15.73
OG0002042	rna5072	Skud_14.250
OG0002043	rna3635	Skud_11.209
OG0002044	rna3025	Skud_9.207
OG0002045	rna3637	Skud_11.211
OG0002046	rna3638	Skud_11.212
OG0002047	rna3641	Skud_11.215
OG0002048	rna3643	Skud_11.217
OG0002049	rna3021	Skud_9.203
OG0002050	rna3624	Skud_11.198
OG0002051	rna3625	Skud_11.199
OG0002052	rna514	Skud_2.422
OG0002053	rna513	Skud_2.421
OG0002054	rna512	Skud_2.420
OG0002055	rna2109	Skud_7.187
OG0002056	rna2110	Skud_7.188
OG0002057	rna5909	Skud_16.96
OG0002058	rna2111	Skud_7.189
OG0002059	rna2113	Skud_7.191
OG0002060	rna5907	Skud_16.94
OG0002061	rna5904	Skud_16.91
OG0002062	rna2118	Skud_7.196
OG0002063	rna2119	Skud_7.197
OG0002064	rna2121	Skud_7.199
OG0002065	rna5901	Skud_16.88
OG0002066	rna5801, rna5813, rna5814	Skud_15.556
OG0002067	rna5896	Skud_16.83
OG0002068	rna5895	Skud_16.82
OG0002069	rna4054	Skud_12.261
OG0002070	rna4053	Skud_12.260
OG0002071	rna4051	Skud_12.258
OG0002072	rna777	Skud_4.86
OG0002073	rna4049	Skud_12.256
OG0002074	rna1680	Skud_5.205
OG0002075	rna1681	Skud_5.206
OG0002076	rna159	Skud_2.51
OG0002077	rna157	Skud_2.49
OG0002078	rna1685	Skud_5.211
OG0002079	rna155	Skud_2.47
OG0002080	rna1686	Skud_5.212
OG0002081	rna151	Skud_2.43
OG0002082	rna1691	Skud_5.218
OG0002083	rna139	Skud_2.33
OG0002084	rna137	Skud_2.31
OG0002085	rna134	Skud_2.27
OG0002086	rna1703	Skud_5.232
OG0002087	rna132	Skud_2.25
OG0002088	rna1704	Skud_5.236
OG0002089	rna1706	Skud_5.267
OG0002090	rna131	Skud_2.24
OG0002091	rna129	Skud_2.22
OG0002092	rna5269	Skud_15.16
OG0002093	rna4839	Skud_14.20
OG0002094	rna4838	Skud_14.19
OG0002095	rna5267	Skud_15.14
OG0002096	rna1317	Skud_4.635
OG0002097	rna1316	Skud_4.634
OG0002098	rna5531	Skud_15.279
OG0002099	rna2695	Skud_8.174
OG0002100	rna2694	Skud_8.173
OG0002101	rna2693	Skud_8.172
OG0002102	rna1311	Skud_4.629
OG0002103	rna1310	Skud_4.628
OG0002104	rna495	Skud_2.403
OG0002105	rna1306	Skud_4.624
OG0002106	rna2689	Skud_8.168
OG0002107	rna5453	Skud_15.201
OG0002108	rna1219	Skud_4.531
OG0002109	rna5455	Skud_15.203
OG0002110	rna5456	Skud_15.204
OG0002111	rna4623	Skud_13.301
OG0002112	rna1534	Skud_5.52
OG0002113	rna1535	Skud_5.53
OG0002114	rna1536	Skud_5.54
OG0002115	rna1541	Skud_5.59
OG0002116	rna1546	Skud_5.68
OG0002117	rna3303	Skud_10.259
OG0002118	rna3302	Skud_10.258
OG0002119	rna3301	Skud_10.257
OG0002120	rna1547	Skud_5.69
OG0002121	rna1549	Skud_5.71
OG0002122	rna3298	Skud_10.254
OG0002123	rna3297	Skud_10.253
OG0002124	rna3296	Skud_10.252
OG0002125	rna1552	Skud_5.74
OG0002126	rna5003	Skud_14.184
OG0002127	rna2710	Skud_8.189
OG0002128	rna2487	Skud_7.596
OG0002129	rna427	Skud_2.331
OG0002130	rna6028	Skud_16.218
OG0002131	rna6026	Skud_16.216
OG0002132	rna5011	Skud_14.190
OG0002133	rna425	Skud_2.329
OG0002134	rna6019	Skud_16.209
OG0002135	rna6016	Skud_16.206
OG0002136	rna415	Skud_2.322
OG0002137	rna414	Skud_2.321
OG0002138	rna412	Skud_2.319
OG0002139	rna411	Skud_2.318
OG0002140	rna6010	Skud_16.200
OG0002141	rna6009	Skud_16.199
OG0002142	rna6008	Skud_16.198
OG0002143	rna6007	Skud_16.197
OG0002144	rna6002	Skud_16.192
OG0002145	rna6000	Skud_16.190
OG0002146	rna5999	Skud_16.189
OG0002147	rna398	Skud_2.305
OG0002148	rna5997	Skud_16.187
OG0002149	rna5995	Skud_16.185
OG0002150	rna5994	Skud_16.184
OG0002151	rna5991	Skud_16.181
OG0002152	rna396	Skud_2.303
OG0002153	rna5989	Skud_16.179
OG0002154	rna395	Skud_2.302
OG0002155	rna394	Skud_2.301
OG0002156	rna392	Skud_2.299
OG0002157	rna391	Skud_2.298
OG0002158	rna5986	Skud_16.176
OG0002159	rna389	Skud_2.296
OG0002160	rna3031	Skud_9.213
OG0002161	rna387	Skud_2.294
OG0002162	rna5614	Skud_15.361
OG0002163	rna5978	Skud_16.165
OG0002164	rna5616	Skud_15.363
OG0002165	rna5617	Skud_15.364
OG0002166	rna5618	Skud_15.365
OG0002167	rna5976	Skud_16.163
OG0002168	rna5619	Skud_15.368
OG0002169	rna5624	Skud_15.374
OG0002170	rna5623	Skud_15.373
OG0002171	rna5972	Skud_16.160
OG0002172	rna3211	Skud_10.144
OG0002173	rna3210	Skud_10.145
OG0002174	rna3206	Skud_10.149
OG0002175	rna3205	Skud_10.150
OG0002176	rna3200	Skud_10.155
OG0002177	rna3199	Skud_10.156
OG0002178	rna493	Skud_2.401
OG0002179	rna492	Skud_2.400
OG0002180	rna3197	Skud_10.159
OG0002181	rna491	Skud_2.399
OG0002182	rna490	Skud_2.398
OG0002183	rna3195	Skud_10.161
OG0002184	rna502	Skud_2.410
OG0002185	rna3191	Skud_10.165
OG0002186	rna505	Skud_2.413
OG0002187	rna486	Skud_2.394
OG0002188	rna485	Skud_2.393
OG0002189	rna482	Skud_2.390
OG0002190	rna3216	Skud_10.141
OG0002191	rna5752	Skud_15.505
OG0002192	rna35	Skud_1.26
OG0002193	rna5748	Skud_15.501
OG0002194	rna5747	Skud_15.500
OG0002195	rna37	Skud_1.28
OG0002196	rna38	Skud_1.29
OG0002197	rna5745	Skud_15.498
OG0002198	rna5319	Skud_15.63
OG0002199	rna5321	Skud_15.65
OG0002200	rna4576	Skud_13.253
OG0002201	rna3539	Skud_11.118
OG0002202	rna3538	Skud_11.117
OG0002203	rna3537	Skud_11.116
OG0002204	rna4806	Skud_13.483
OG0002205	rna2504	Skud_7.615
OG0002206	rna2507	Skud_7.618
OG0002207	rna3376	Skud_10.333
OG0002208	rna5089	Skud_14.268
OG0002209	rna5090	Skud_14.269
OG0002210	rna5091	Skud_14.270
OG0002211	rna5092	Skud_14.271
OG0002212	rna5093	Skud_14.272
OG0002213	rna2872	Skud_9.53
OG0002214	rna2874	Skud_9.55
OG0002215	rna2875	Skud_9.56
OG0002216	rna2880	Skud_9.61
OG0002217	rna2882	Skud_9.63
OG0002218	rna2883	Skud_9.64
OG0002219	rna5106	Skud_14.283
OG0002220	rna5110	Skud_14.287
OG0002221	rna2887	Skud_9.67
OG0002222	rna2888	Skud_9.68
OG0002223	rna5114	Skud_14.290
OG0002224	rna5119	Skud_14.292
OG0002225	rna2893	Skud_9.73
OG0002226	rna5118	Skud_14.293
OG0002227	rna273	Skud_2.170
OG0002228	rna966	Skud_4.280
OG0002229	rna2865	Skud_9.42
OG0002230	rna2862	Skud_9.39
OG0002231	rna2861	Skud_9.38
OG0002232	rna2856	Skud_9.33
OG0002233	rna5081	Skud_14.259
OG0002234	rna5080	Skud_14.258
OG0002235	rna5079	Skud_14.257
OG0002236	rna3608	Skud_11.184
OG0002237	rna3611	Skud_11.186
OG0002238	rna800	Skud_4.109
OG0002239	rna4071	Skud_12.279
OG0002240	rna802	Skud_4.111
OG0002241	rna804	Skud_4.113
OG0002242	rna4072	Skud_12.280
OG0002243	rna755	Skud_4.63
OG0002244	rna757	Skud_4.65
OG0002245	rna760	Skud_4.69
OG0002246	rna810	Skud_4.119
OG0002247	rna764	Skud_4.74
OG0002248	rna766	Skud_4.75
OG0002249	rna814	Skud_4.122
OG0002250	rna771	Skud_4.80
OG0002251	rna823	Skud_4.131
OG0002252	rna2914	Skud_9.93
OG0002253	rna650	Skud_3.126
OG0002254	rna649	Skud_3.125
OG0002255	rna5177	Skud_14.350
OG0002256	rna5176	Skud_14.349
OG0002257	rna5174	Skud_14.346
OG0002259	rna5172	Skud_14.344
OG0002260	rna5171	Skud_14.343
OG0002261	rna5170	Skud_14.342
OG0002262	rna4463	Skud_13.151
OG0002263	rna4695	Skud_13.373
OG0002264	rna4693	Skud_13.371
OG0002265	rna4692	Skud_13.370
OG0002266	rna5167	Skud_14.339
OG0002267	rna5166	Skud_14.338
OG0002268	rna5165	Skud_14.337
OG0002269	rna4689	Skud_13.368
OG0002270	rna472	Skud_2.380
OG0002271	rna2106	Skud_7.180
OG0002272	rna471	Skud_2.379
OG0002273	rna2102	Skud_7.175
OG0002274	rna470	Skud_2.378
OG0002275	rna469	Skud_2.377
OG0002276	rna2101	Skud_7.174
OG0002277	rna467	Skud_2.375
OG0002278	rna5199	Skud_14.372
OG0002279	rna5198	Skud_14.371
OG0002280	rna676	Skud_3.152
OG0002281	rna5195	Skud_14.368
OG0002282	rna853	Skud_4.163
OG0002283	rna854	Skud_4.164
OG0002284	rna855	Skud_4.165
OG0002285	rna857	Skud_4.167
OG0002286	rna4632	Skud_13.311
OG0002287	rna4628	Skud_13.307
OG0002288	rna1220	Skud_4.532
OG0002289	rna5466	Skud_15.212
OG0002290	rna5362	Skud_15.108
OG0002291	rna55	Skud_1.45
OG0002292	rna57	Skud_1.47
OG0002293	rna5378	Skud_15.123
OG0002294	rna5377	Skud_15.122
OG0002295	rna5376	Skud_15.121
OG0002296	rna61	Skud_1.51
OG0002297	rna62	Skud_1.52
OG0002298	rna6191	Skud_16.392
OG0002299	rna6189	Skud_16.390
OG0002300	rna6188	Skud_16.389
OG0002301	rna6187	Skud_16.388
OG0002302	rna2290	Skud_7.379
OG0002303	rna6184	Skud_16.385
OG0002304	rna4732	Skud_13.411
OG0002305	rna5722	Skud_15.473
OG0002306	rna4733	Skud_13.412
OG0002307	rna5724	Skud_15.475
OG0002308	rna5727	Skud_15.479
OG0002309	rna4738	Skud_13.416
OG0002310	rna1840	Skud_6.43
OG0002311	rna3885	Skud_12.121
OG0002312	rna1839	Skud_6.42
OG0002313	rna3886	Skud_12.122
OG0002314	rna3889	Skud_12.125
OG0002315	rna2016	Skud_7.82
OG0002316	rna2012	Skud_7.79
OG0002317	rna1734	Skud_5.269
OG0002318	rna2164	Skud_7.243
OG0002319	rna4557	Skud_13.234
OG0002320	rna2161	Skud_7.241
OG0002321	rna4115	Skud_12.339
OG0002322	rna443	Skud_2.352
OG0002323	rna444	Skud_2.353
OG0002324	rna447	Skud_2.355
OG0002325	rna2078	Skud_7.147
OG0002326	rna450	Skud_2.359
OG0002327	rna451	Skud_2.360
OG0002328	rna2080	Skud_7.149
OG0002329	rna1996	Skud_7.61
OG0002330	rna1997	Skud_7.62
OG0002331	rna2001	Skud_7.65
OG0002332	rna2004	Skud_7.70
OG0002333	rna4428	Skud_13.113
OG0002334	rna685	Skud_3.164
OG0002335	rna683	Skud_3.160
OG0002336	rna682	Skud_3.158
OG0002337	rna5201	Skud_14.374
OG0002338	rna464	Skud_2.372
OG0002339	rna2097	Skud_7.170
OG0002340	rna2096	Skud_7.169
OG0002341	rna461	Skud_2.369
OG0002342	rna460	Skud_2.368
OG0002343	rna459	Skud_2.367
OG0002344	rna2093	Skud_7.166
OG0002345	rna2092	Skud_7.165
OG0002346	rna458	Skud_2.366
OG0002347	rna2091	Skud_7.164
OG0002348	rna456	Skud_2.364
OG0002349	rna2088	Skud_7.161
OG0002350	rna2087	Skud_7.160
OG0002351	rna2831	Skud_9.10
OG0002352	rna6070	Skud_16.262
OG0002353	rna6075	Skud_16.268
OG0002354	rna1439	Skud_4.763
OG0002355	rna5939	Skud_16.129
OG0002356	rna5660	Skud_15.412
OG0002357	rna5941	Skud_16.130
OG0002358	rna5659	Skud_15.411
OG0002359	rna5942	Skud_16.131
OG0002360	rna5658	Skud_15.410
OG0002361	rna5944	Skud_16.133
OG0002362	rna5947	Skud_16.136
OG0002363	rna3943	Skud_12.186
OG0002364	rna992	Skud_4.301
OG0002365	rna993	Skud_4.302
OG0002366	rna295	Skud_2.196
OG0002367	rna1052	Skud_4.363
OG0002368	rna1785	Skud_5.317
OG0002369	rna1051	Skud_4.362
OG0002370	rna1048	Skud_4.359
OG0002371	rna4106	Skud_12.331
OG0002372	rna5149	Skud_14.317
OG0002373	rna586	Skud_3.50
OG0002374	rna5154	Skud_14.322
OG0002375	rna2010	Skud_7.77
OG0002376	rna2006	Skud_7.73
OG0002377	rna188	Skud_2.81
OG0002378	rna189	Skud_2.82
OG0002379	rna1742	Skud_5.277
OG0002380	rna597	Skud_3.64
OG0002381	rna596	Skud_3.63
OG0002382	rna3827	Skud_12.66
OG0002383	rna3826	Skud_12.65
OG0002384	rna3263	Skud_10.221
OG0002385	rna3824	Skud_12.63
OG0002386	rna3262	Skud_10.220
OG0002387	rna1167	Skud_4.482
OG0002388	rna4077	Skud_12.285
OG0002389	rna4075	Skud_12.283
OG0002390	rna1172	Skud_4.487
OG0002391	rna1173	Skud_4.488
OG0002392	rna1174	Skud_4.489
OG0002393	rna753	Skud_4.59
OG0002394	rna3550	Skud_11.128
OG0002395	rna3548	Skud_11.126
OG0002396	rna4564	Skud_11.124
OG0002397	rna4570	Skud_13.247
OG0002398	rna4571	Skud_13.248
OG0002399	rna4572	Skud_13.249
OG0002400	rna3541	Skud_11.120
OG0002401	rna3154	Skud_10.109
OG0002402	rna3679	Skud_11.256
OG0002403	rna3680	Skud_11.257
OG0002404	rna3681	Skud_11.258
OG0002405	rna3682	Skud_11.259
OG0002406	rna3157	Skud_10.111
OG0002407	rna3159	Skud_10.113
OG0002408	rna3160	Skud_10.114
OG0002409	rna3163	Skud_10.117
