Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0002480	rna4873	SAKL-ORF9258	rna1030	Kwal_27.10550	rna5470	Sbay_4.304	rna286	Skud_2.188	Smik_2.198	Spar_2.220	rna6252
OG0002481	rna4875	SAKL-ORF9254	rna1116	Kwal_27.10925	rna1108, rna5469	Sbay_2.200	rna988	Skud_4.297	Smik_4.281	Spar_4.344	
OG0002482	rna4876	Mod_transcript_32	rna1117	Kwal_27.10935	rna1109	Sbay_2.201	rna989	Skud_4.298	Smik_4.282	Spar_4.345	rna530
OG0002483	rna4877	SAKL-ORF9244	rna1118	Kwal_27.10939	rna1110	Sbay_2.202	rna990	Skud_4.299	Smik_4.283	Spar_4.346	rna640
OG0002484	rna4878	SAKL-ORF9243	rna1119	Kwal_27.10941	rna5474	Sbay_4.298	rna282	Skud_2.180	Smik_2.192	Spar_2.214	rna4680
OG0002485	rna4882	SAKL-ORF9234	rna1122	Kwal_56.23087	rna1101	Sbay_2.194	rna980	Skud_4.291	Smik_4.275	Spar_4.332	rna4796
OG0002486	rna4883	SAKL-ORF9230	rna1123	Kwal_56.23084	rna5476	Sbay_4.295	rna279	Skud_2.177	Smik_2.189	Spar_2.211	rna4602
OG0002487	rna4884	SAKL-ORF9228	rna1124	Kwal_56.23080	rna1100, rna5477	Sbay_4.294	rna278	Skud_2.176	Smik_2.188	Spar_2.210	
OG0002488	rna4887	SAKL-ORF9220	rna1127	Kwal_56.23073	rna5480	Sbay_4.289	rna275	Skud_2.172	Smik_2.180	Spar_2.205	rna4790
OG0002489	rna4889	SAKL-ORF9281	rna1022	Kwal_27.10527	rna1117	Sbay_2.208	rna994	Skud_4.303	Smik_4.287	Spar_4.350	rna6130
OG0002490	rna4890	SAKL-ORF9283	rna1021	Kwal_27.10524	rna1116	Sbay_4.309	rna291	Skud_2.193	Smik_2.203	Spar_2.225	rna822
OG0002491	rna4892	SAKL-ORF9287			rna1114, rna3354	Sbay_4.311	rna293	Skud_2.195	Smik_2.205	Spar_2.227	rna4612, rna6339
OG0002492	rna4895	SAKL-ORF935	rna4382	Kwal_56.23589	rna2098	Sbay_10.168	rna3912	Skud_12.152	Smik_12.143	Spar_12.158	rna1528
OG0002493	rna4898	SAKL-ORF948	rna4379	Kwal_56.23832	rna2099	Sbay_10.169	rna3913	Skud_12.153	Smik_12.144	Spar_12.159	rna6266
OG0002494	rna4899	SAKL-ORF955	rna4378	Kwal_56.23825	rna2100	Sbay_10.170	rna3914	Skud_12.154	Smik_12.145	Spar_12.160	rna3656
OG0002495	rna4901	SAKL-ORF961	rna4376	Kwal_56.23804	rna1983	Sbay_10.172	rna3916	Skud_12.156	Smik_12.147	Spar_12.162	rna999
OG0002496	rna4904	SAKL-ORF967	rna4373	Kwal_56.23782	rna2103	Sbay_10.174	rna3918	Skud_12.158	Smik_12.149	Spar_12.164	rna4896
OG0002497	rna4907	SAKL-ORF971	rna4370	Kwal_56.23776	rna1979	Sbay_2.274	rna1062	Skud_4.375	Smik_4.359	Spar_4.423	rna5252
OG0002498	rna4908	SAKL-ORF973	rna4369	Kwal_56.23775	rna1978	Sbay_2.275	rna1063	Skud_4.376	Smik_4.360	Spar_4.424	rna984
OG0002499	rna4915	SAKL-ORF986	rna4363	Kwal_56.23747	rna1973	Sbay_2.281	rna1068	Skud_4.381	Smik_4.365	Spar_4.429	rna5205
OG0002500	rna4923	SAKL-ORF1010	rna4355	Kwal_56.23710	rna2110	Sbay_10.181	rna3925	Skud_12.165	Smik_12.156	Spar_12.171	rna6898
OG0002501	rna4928	SAKL-ORF1026	rna4349	Kwal_56.23697	rna1956	Sbay_2.289	rna1074	Skud_4.387	Smik_4.372	Spar_4.435	rna5216
OG0002502	rna4930	SAKL-ORF1035	rna4347	Kwal_56.23685	rna1966	Sbay_2.291	rna1076	Skud_4.389	Smik_4.374	Spar_4.437	rna2936
OG0002503	rna4931		rna4346	Kwal_56.23681	rna1965, rna2118	Sbay_10.186	rna3929	Skud_12.169	Smik_12.160	Spar_12.175	rna3718
OG0002504	rna4934	SAKL-ORF1044	rna4343	Kwal_56.23671	rna2121	Sbay_10.188	rna3931	Skud_12.171	Smik_12.162	Spar_12.177	rna2628
OG0002505	rna4936	SAKL-ORF1047	rna4341	Kwal_56.23667	rna2879	Sbay_10.190	rna3933	Skud_12.173	Smik_12.164	Spar_12.179	rna709
OG0002506	rna4938	SAKL-ORF1063	rna4339	Kwal_56.23638	rna2878	Sbay_10.191	rna3935	Skud_12.174	Smik_12.165	Spar_12.180	rna6645
OG0002507	rna4939	SAKL-ORF1064	rna4338	Kwal_56.23636	rna2877	Sbay_10.192	rna3936	Skud_12.175	Smik_12.166	Spar_12.181	rna2653
OG0002508	rna4946	SAKL-ORF1082	rna4332	Kwal_56.23841	rna2873	Sbay_10.202	rna3941	Skud_12.181	Smik_12.173	Spar_12.189	rna120
OG0002509	rna4947	SAKL-ORF1086	rna4331	Kwal_56.23844	rna1944	Sbay_2.297	rna1081	Skud_4.395	Smik_4.380	Spar_4.443	rna1582
OG0002510	rna4949	SAKL-ORF14854	rna4452	Kwal_56.23249	rna3427	Sbay_10.369	rna4129	Skud_12.353	Smik_12.347	Spar_12.388	rna4922
OG0002511	rna4951	SAKL-ORF14849	rna4454	Kwal_56.23243	rna4119	Sbay_8.228	rna5589	Skud_15.337	Smik_15.353	Spar_15.367	rna5526
OG0002512	rna4952	SAKL-ORF14845	rna4455	Kwal_56.23242	rna4118	Sbay_8.227	rna5588	Skud_15.336	Smik_15.352	Spar_15.366	rna5089
OG0002513	rna4953	SAKL-ORF14843	rna4456	Kwal_56.23241	rna3428	Sbay_10.368	rna4128	Skud_12.352	Smik_12.346	Spar_12.387	rna1539
OG0002514	rna4956	SAKL-ORF14829	rna1252	Kwal_49.19411	rna4115	Sbay_8.217	rna5579	Skud_15.327	Smik_15.343	Spar_15.356	rna116
OG0002515	rna4957	SAKL-ORF14830	rna1253	Kwal_49.19413	rna4114	Sbay_8.218	rna5580	Skud_15.328	Smik_15.344	Spar_15.357	rna5951
OG0002516	rna4958	SAKL-ORF14832	rna1254	Kwal_56.22584	rna4113	Sbay_8.219	rna5581	Skud_15.329	Smik_15.345	Spar_15.358	rna535
OG0002517	rna4960	SAKL-ORF14823	rna1256	Kwal_56.22580	rna4112	Sbay_8.221	rna5582	Skud_15.330	Smik_15.346	Spar_15.359	rna6124
OG0002518	rna4963	SAKL-ORF7832	rna1259	Kwal_56.22559	rna4109	Sbay_8.223	rna5584	Skud_15.332	Smik_15.348	Spar_15.361	rna5478
OG0002519	rna4965	SAKL-ORF7835	rna1261	Kwal_56.22555	rna3407	Sbay_10.359	rna4118	Skud_12.341	Smik_12.336	Spar_12.376	rna660
OG0002520	rna4969	SAKL-ORF674	rna5011	Kwal_17.2675	rna2036	Sbay_5.257	rna1732	Skud_5.238	Smik_5.290	Spar_5.320	rna5193
OG0002521	rna4977	SAKL-ORF1351	rna3240	Kwal_23.3190	rna2801	Sbay_10.330	rna4091	Skud_12.310	Smik_12.295	Spar_12.345	rna5498
OG0002522	rna4978	SAKL-ORF1348	rna3241	Kwal_23.3194	rna1891	Sbay_2.372	rna1149	Skud_4.467	Smik_4.451	Spar_4.517	rna2629
OG0002523	rna4979	SAKL-ORF6584	rna678	Kwal_23.4581	rna4671	Sbay_14.141	rna4956	Skud_14.134	Smik_14.130	Spar_14.139	rna2053
OG0002524	rna4980	SAKL-ORF6585	rna677	Kwal_23.4584	rna3168, rna4672	Sbay_14.142	rna4957	Skud_14.135	Smik_14.131	Spar_14.140	
OG0002525	rna4987	SAKL-ORF6603	rna670	Kwal_23.4636	rna4679	Sbay_14.148	rna4962	Skud_14.141	Smik_14.137	Spar_14.146	rna2176
OG0002526	rna4991	SAKL-ORF10095	rna4465	Kwal_56.23201	rna5554	Sbay_4.395	rna366	Skud_2.273	Smik_2.285	Spar_2.306	rna2864
OG0002527	rna4993	SAKL-ORF10109	rna4463	Kwal_56.23207	rna2142	Sbay_15.79	rna5322	Skud_15.66	Smik_15.69	Spar_15.89	rna235
OG0002528	rna4994	SAKL-ORF10114	rna4462	Kwal_56.23216	rna5555	Sbay_4.404	rna374	Skud_2.281	Smik_2.294	Spar_2.314	rna580
OG0002529	rna4995	SAKL-ORF10117	rna4461	Kwal_56.23220	rna5556	Sbay_4.403	rna373	Skud_2.280	Smik_2.293	Spar_2.313	rna5260
OG0002530	rna4998	SAKL-ORF9099	rna2812	Kwal_27.12622	rna994	Sbay_6.184	rna3149	Skud_10.105	Smik_10.129	Spar_10.136	rna5277
OG0002531	rna4999	SAKL-ORF9101	rna2813	Kwal_27.12630	rna2391	Sbay_11.263	rna3687	Skud_11.266	Smik_11.293	Spar_11.318	rna4950
OG0002532	rna5001	SAKL-ORF9106	rna2816	Kwal_27.12639	rna2392	Sbay_11.264	rna3688	Skud_11.267	Smik_11.294	Spar_11.319	rna320
OG0002533	rna5003	SAKL-ORF9115	rna2818	Kwal_27.12660	rna2394	Sbay_11.267	rna3690	Skud_11.270	Smik_11.297	Spar_11.322	rna5224
OG0002534	rna5004	SAKL-ORF9116	rna2820	Kwal_27.12663	rna2395	Sbay_6.186	rna3147	Skud_10.103	Smik_10.127	Spar_10.134	rna4953
OG0002535	rna5008	SAKL-ORF9122	rna2823	Kwal_27.12674	rna2399	Sbay_11.270	rna3693	Skud_11.273	Smik_11.300	Spar_11.325	rna5137
OG0002536	rna5013	SAKL-ORF3881	rna2256	Kwal_55.20110	rna4405	Sbay_2.507	rna1289	Skud_4.604	Smik_4.597	Spar_4.717	rna3927
OG0002537	rna5014	SAKL-ORF3876	rna2258	Kwal_55.20120	rna5132	Sbay_15.283	rna2673	Skud_8.150	Smik_8.167	Spar_8.172	rna4965
OG0002538	rna5016	SAKL-ORF3869	rna2260	Kwal_55.20124	rna5131	Sbay_2.505	rna1287	Skud_4.602	Smik_4.595	Spar_4.715	rna1934
OG0002539	rna5017	SAKL-ORF3864	rna2272	Kwal_55.20134	rna5130	Sbay_15.282	rna2672	Skud_8.149	Smik_8.166	Spar_8.171	rna1487
OG0002540	rna5020	SAKL-ORF3852	rna2274	Kwal_55.20141	rna5129	Sbay_15.281	rna2671	Skud_8.148	Smik_8.165	Spar_8.170	rna5272
OG0002541	rna5021	SAKL-ORF3851	rna2275	Kwal_55.20143	rna4403	Sbay_2.504	rna1286	Skud_4.601	Smik_4.594	Spar_4.714	rna2932
OG0002542	rna5025	SAKL-ORF3582	rna4069	Kwal_23.5600	rna676	Sbay_11.66	rna3494	Skud_11.68	Smik_11.75	Spar_11.93	rna2745
OG0002543	rna5028	SAKL-ORF3224	rna412	Kwal_33.15465	rna739	Sbay_7.492	rna2421	Skud_7.534	Smik_16.108	Spar_7.555	rna2528
OG0002544	rna5030	SAKL-ORF3219	rna410	Kwal_33.15475	rna746	Sbay_7.494	rna2423	Skud_7.536	Smik_16.106	Spar_7.557	rna6165
OG0002545	rna5032	SAKL-ORF3937	rna2236	Kwal_55.20011	rna4416	Sbay_15.294	rna2681	Skud_8.160	Smik_8.177	Spar_8.183	rna4178
OG0002546	rna5034	SAKL-ORF3930	rna2240	Kwal_55.20042	rna5138	Sbay_15.293	rna2680	Skud_8.159	Smik_8.176	Spar_8.182	rna3767
OG0002547	rna5035		rna2241, rna2242	Kwal_55.20047	rna4413, rna5137	Sbay_2.519		Skud_4.617	Smik_4.612	Spar_4.614	rna6912
OG0002548	rna5038	SAKL-ORF586	rna5041	Kwal_14.2247	rna182	Sbay_7.237	rna2167	Skud_7.246	Smik_7.248	Spar_7.261	rna2828
OG0002549	rna5039	SAKL-ORF584	rna5042	Kwal_14.2249	rna181	Sbay_7.238	rna2168	Skud_7.247	Smik_7.249	Spar_7.262	rna4519
OG0002550	rna5041	SAKL-ORF249	rna2441	Kwal_47.17345	rna614	Sbay_10.55	rna3807	Skud_12.48	Smik_12.44	Spar_12.53	rna369
OG0002551	rna5044	SAKL-ORF244	rna2439	Kwal_YGOB_47.17336	rna2954	Sbay_7.91	rna2033	Skud_7.99	Smik_7.99	Spar_7.105	rna414
OG0002552	rna5045	SAKL-ORF239	rna2438	Kwal_47.17329	rna2953	Sbay_7.90	rna2032	Skud_7.98	Smik_7.98	Spar_7.104	rna980
OG0002553	rna5046	SAKL-ORF234	rna2437	Kwal_47.17326	rna2952	Sbay_7.89	rna2031	Skud_7.97	Smik_7.97	Spar_7.103	rna6782
OG0002554	rna5048	SAKL-ORF10521	rna1183	Kwal_56.22860	rna2884	Sbay_15.96	rna5339	Skud_15.83	Smik_15.89	Spar_15.108	rna2407
OG0002555	rna5049	SAKL-ORF10517	rna1184	Kwal_56.22859	rna5534	Sbay_4.208	rna901	Skud_4.212	Smik_4.196	Spar_4.238	rna5253
OG0002556	rna5051	SAKL-ORF3285	rna438	Kwal_33.15364	rna3348, rna723	Sbay_12.61	rna3247	Skud_10.201	Smik_10.252	Spar_10.250	
OG0002557	rna5053	SAKL-ORF3279	rna436	Kwal_33.15379	rna724	Sbay_12.63	rna3249	Skud_10.203	Smik_10.255	Spar_10.253	rna4226
OG0002558	rna5054	SAKL-ORF3277	rna435	Kwal_33.15381	rna725	Sbay_7.481	rna2410	Skud_7.518	Smik_6.306	Spar_7.542	rna6310
OG0002559	rna5055	SAKL-ORF3275	rna434	Kwal_33.15385	rna3345	Sbay_12.65	rna3251	Skud_10.205	Smik_10.257	Spar_10.255	rna6312
OG0002560	rna5056	SAKL-ORF3272	rna433	Kwal_33.15391	rna3344	Sbay_12.66	rna3252	Skud_10.206	Smik_10.258	Spar_10.256	rna1853
OG0002561	rna5057	SAKL-ORF3270	rna431	Kwal_33.15393	rna3343, rna728	Sbay_7.483	rna2412	Skud_7.523	Smik_16.119	Spar_7.545	
OG0002562	rna5062	SAKL-ORF8767	rna5163	Kwal_14.2607	rna908	Sbay_10.268	rna4030	Skud_12.236	Smik_12.232	Spar_12.280	rna886
OG0002563	rna5063	SAKL-ORF8765	rna5162	Kwal_14.2610	rna909	Sbay_10.269	rna4031	Skud_12.237	Smik_12.233	Spar_12.281	rna6747
OG0002564	rna5066	SAKL-ORF8777	rna5159	Kwal_14.2625	rna351	Sbay_15.156	rna5399	Skud_15.145	Smik_15.154, Smik_16.123	Spar_15.171	
OG0002565	rna5068	SAKL-ORF8781	rna5157	Kwal_0.147	rna911	Sbay_10.349	rna4108	Skud_12.333	Smik_12.325	Spar_12.367	rna4377
OG0002566	rna5069	SAKL-ORF4678	rna5155	Kwal_0.145	rna3212	Sbay_7.104	rna2046	Skud_7.111	Smik_7.111	Spar_7.118	rna1017
OG0002567	rna5070	SAKL-ORF8786	rna5154	Kwal_YGOB_0.139	rna913	Sbay_10.352	rna4110, rna4641	Skud_12.335	Smik_12.327	Spar_12.370	
OG0002568	rna5082	SAKL-ORF13422	rna1392	Kwal_26.6979	rna4159	Sbay_8.391	rna5753	Skud_15.506	Smik_15.519	Spar_15.553	rna4884
OG0002569	rna5083	SAKL-ORF13419	rna1391	Kwal_26.6973	rna3902	Sbay_1.30	rna34	Skud_1.25	Smik_1.29	Spar_1.32	rna620
OG0002570	rna5084	SAKL-ORF13415	rna1390	Kwal_26.6969	rna4158	Sbay_1.29	rna33	Skud_1.24	Smik_1.28	Spar_1.31	rna805
OG0002571	rna5087	SAKL-ORF13407	rna1388	Kwal_26.6961	rna3905, rna4156	Sbay_8.396	rna5758	Skud_15.509	Smik_15.523	Spar_15.562	
OG0002572	rna5088	SAKL-ORF13399	rna1387	Kwal_26.6948	rna3906	Sbay_8.400	rna5760	Skud_15.513	Smik_15.530	Spar_15.565	rna5398
OG0002573	rna5092	SAKL-ORF13383	rna1383	Kwal_26.6926	rna3893	Sbay_8.403	rna5763	Skud_15.517	Smik_15.533	Spar_15.568	rna5001
OG0002574	rna5098	SAKL-ORF6866	rna1730	Kwal_26.8447	rna2299	Sbay_14.231	rna5045	Skud_14.224	Smik_14.219	Spar_14.230	rna1302
OG0002575	rna5101	SAKL-ORF6859	rna1733	Kwal_26.8458	rna4766	Sbay_14.229	rna5043	Skud_14.222	Smik_14.217	Spar_14.228	rna6905
OG0002576	rna5103	SAKL-ORF6855	rna1735	Kwal_26.8462	rna2302	Sbay_8.165	rna5527	Skud_15.275	Smik_15.290	Spar_15.317	rna2067
OG0002577	rna5105	SAKL-ORF6845	rna1737	Kwal_26.8473	rna4763	Sbay_14.225	rna5040	Skud_14.218	Smik_14.214	Spar_14.224	rna488
OG0002578	rna5108	SAKL-ORF6839	rna2558	Kwal_47.17893	rna2304	Sbay_8.168	rna5530	Skud_15.278	Smik_15.293	Spar_15.320	rna105
OG0002579	rna5109	SAKL-ORF6838	rna2559	Kwal_47.17894	rna2305	Sbay_15.310	rna2696	Skud_8.175	Smik_8.192	Spar_8.198	rna4501
OG0002580	rna5110	SAKL-ORF6836	rna2560	Kwal_47.17897	rna4762	Sbay_14.224	rna5039	Skud_14.217	Smik_14.213	Spar_14.223	rna1181
OG0002581	rna5113	SAKL-ORF6827	rna567	Kwal_33.14778	rna4758	Sbay_14.221	rna5036	Skud_14.213	Smik_14.209	Spar_14.220	rna1374
OG0002582	rna5114	SAKL-ORF6824	rna568	Kwal_33.14777	rna4757	Sbay_14.220	rna5035	Skud_14.212	Smik_14.208	Spar_14.219	rna4069
OG0002583	rna5118	SAKL-ORF6817	rna573	Kwal_33.14752	rna4754	Sbay_14.217	rna5032	Skud_14.209	Smik_14.205	Spar_14.216	rna482
OG0002584	rna5120	SAKL-ORF6812	rna575	Kwal_33.14745	rna2310	Sbay_15.316	rna2701	Skud_8.180	Smik_8.197	Spar_8.203	rna5866
OG0002585	rna5121	SAKL-ORF6811	rna576	Kwal_33.14738	rna2311	Sbay_15.317	rna2702	Skud_8.181	Smik_8.198	Spar_8.204	rna1197
OG0002586	rna5122	SAKL-ORF6805	rna577	Kwal_33.14733	rna4752	Sbay_14.216	rna5031	Skud_14.208	Smik_14.204	Spar_14.215	rna4848
OG0002587	rna5125	SAKL-ORF6798	rna579	Kwal_33.14723	rna4749	Sbay_14.212	rna5028	Skud_14.205	Smik_14.201	Spar_14.212	rna3843
OG0002588	rna5127	SAKL-ORF6794	rna581	Kwal_33.14719	rna4747	Sbay_14.211	rna5027	Skud_14.204	Smik_14.200	Spar_14.211	rna4902
OG0002589	rna5131	SAKL-ORF6789	rna585	Kwal_33.14713	rna4744	Sbay_14.208	rna5023	Skud_14.201	Smik_14.197	Spar_14.208	rna1119
OG0002590	rna5132	SAKL-ORF6788	rna586	Kwal_33.14707	rna4743	Sbay_14.207	rna5022	Skud_14.200	Smik_14.196	Spar_14.207	rna777
OG0002591	rna5139	SAKL-ORF10407	rna1200	Kwal_56.22778	rna1068	Sbay_2.155	rna244	Skud_2.139	Smik_2.145	Spar_2.167	rna2883
OG0002592	rna5142	SAKL-ORF10433	rna1196	Kwal_56.22788	rna1069	Sbay_2.157	rna245	Skud_2.141	Smik_2.146	Spar_2.170	rna5886
OG0002593	rna5143	SAKL-ORF10440	rna1195	Kwal_56.22793	rna1070	Sbay_2.158	rna246	Skud_2.142	Smik_2.147	Spar_2.171	rna5028
OG0002594	rna5144	Mod_transcript_26	rna1194	Kwal_56.22799	rna2890	Sbay_4.219	rna910	Skud_4.221	Smik_4.205	Spar_4.249	rna3583
OG0002595	rna5145	SAKL-ORF10461	rna1193	Kwal_56.22804	rna2889	Sbay_4.218	rna909	Skud_4.220	Smik_4.204	Spar_4.248	rna228
OG0002596	rna5146	SAKL-ORF10465	rna1192	Kwal_56.22816	rna5527	Sbay_4.217	rna908	Skud_4.219	Smik_4.203	Spar_4.247	rna875
OG0002597	rna5147	SAKL-ORF10469	rna1191	Kwal_56.22822	rna2888	Sbay_15.101	rna5344	Skud_15.89	Smik_15.94	Spar_15.113	rna6436
OG0002598	rna5148	SAKL-ORF10480	rna1190	Kwal_56.22825	rna5528	Sbay_4.216	rna907	Skud_4.218	Smik_4.202	Spar_4.246	rna6430
OG0002599	rna5151	SAKL-ORF13972	rna5324	Kwal_34.15922	rna2600	Sbay_13.424	rna4731	Skud_13.410	Smik_13.451	Spar_13.427	rna3520
OG0002600	rna5154	SAKL-ORF13980	rna5321	Kwal_34.15937	rna1674	Sbay_8.354	rna5719	Skud_15.470	Smik_15.484	Spar_15.512	rna5421
OG0002601	rna5155	SAKL-ORF13984	rna5319	Kwal_34.15943	rna1671	Sbay_8.352	rna5717	Skud_15.468	Smik_15.482	Spar_15.510	rna475
OG0002602	rna5156	SAKL-ORF13988	rna2301	Kwal_55.20266	rna901, rna902	Sbay_13.422	rna4729	Skud_13.407	Smik_13.446	Spar_13.421	
OG0002603	rna5160	SAKL-ORF13994	rna2304	Kwal_55.20286	rna2603	Sbay_8.350	rna5715	Skud_15.466	Smik_15.480	Spar_15.507	rna3961
OG0002604	rna5161	SAKL-ORF13996	rna2305	Kwal_55.20288	rna2604	Sbay_13.419	rna4726	Skud_13.404	Smik_13.443	Spar_13.418	rna2807
OG0002605	rna5164	SAKL-ORF14345	rna133	Kwal_47.18044	rna2920	Sbay_6.32	rna1841	Skud_6.44	Smik_6.52	Spar_6.56	rna2662
OG0002606	rna5165	SAKL-ORF14343	rna132	Kwal_47.18036	rna2921	Sbay_6.33	rna1842	Skud_6.45	Smik_6.53	Spar_6.57	rna924
OG0002607	rna5172	SAKL-ORF14316	rna124	Kwal_47.17994	rna5679	Sbay_10.135	rna3881	Skud_12.117	Smik_12.113	Spar_12.127	rna1769
OG0002608	rna5174	SAKL-ORF8278	rna1659	Kwal_26.8161	rna1322	Sbay_13.176	rna4479	Skud_13.165	Smik_13.175	Spar_13.172	rna3553
OG0002609	rna5176	SAKL-ORF8280	rna1657	Kwal_26.8156	rna481	Sbay_11.184	rna3612	Skud_11.187	Smik_11.207	Spar_11.228	rna2485
OG0002610	rna5180	SAKL-ORF8288	rna1653	Kwal_26.8144	rna1318	Sbay_8.34	rna2547	Skud_8.27	Smik_8.24	Spar_8.36	rna2513
OG0002611	rna5181	SAKL-ORF8289	rna1652	Kwal_26.8142	rna1317	Sbay_11.185	rna3613	Skud_11.188	Smik_11.208	Spar_11.229	rna3733
OG0002612	rna5184	SAKL-ORF14682	rna1648	Kwal_26.8126	rna1315	Sbay_8.37	rna2551	Skud_8.30	Smik_8.27	Spar_8.39	rna6741
OG0002613	rna5187	SAKL-ORF14687	rna1645	Kwal_26.8119	rna1313	Sbay_8.39	rna2553	Skud_8.32	Smik_8.29	Spar_8.41	rna2772
OG0002614	rna5189	SAKL-ORF14691	rna1643	Kwal_26.8109	rna1312, rna483	Sbay_11.187		Skud_11.190	Smik_11.210	Spar_11.231	rna5744
OG0002615	rna5191	SAKL-ORF14699	rna1641	Kwal_26.8099	rna484	Sbay_11.189	rna3619	Skud_11.192	Smik_11.213	Spar_11.234	rna3483
OG0002616	rna5192	SAKL-ORF14700	rna1640	Kwal_26.8080	rna485	Sbay_11.190	rna3620	Skud_11.193		Spar_11.235	rna6041, rna659
OG0002617	rna5194	SAKL-ORF14708	rna1638	Kwal_26.8090	rna1309	Sbay_8.42	rna2556	Skud_8.35	Smik_8.32	Spar_8.44	rna1964
OG0002618	rna5195	SAKL-ORF14711	rna1636	Kwal_26.8073	rna486	Sbay_11.191	rna3621	Skud_11.194	Smik_11.215	Spar_11.236	rna6371
OG0002619	rna5197	SAKL-ORF14715	rna1634	Kwal_26.8061	rna4173	Sbay_13.254	rna4555	Skud_13.232	Smik_13.255	Spar_13.246	rna1051
OG0002620	rna5198	SAKL-ORF14717	rna1633	Kwal_26.8059	rna4174		rna4554	Skud_13.231	Smik_13.254	Spar_13.245	rna310, rna442
OG0002621	rna5201	SAKL-ORF2714	rna843	Kwal_14.965	rna5288	Sbay_11.138	rna3563	Skud_11.141	Smik_11.153	Spar_11.172	rna1700
OG0002622	rna5203	SAKL-ORF2719	rna845	Kwal_14.974	rna5287	Sbay_11.139	rna3564	Skud_11.142	Smik_11.154	Spar_11.173	rna3317
OG0002623	rna5204	SAKL-ORF2724	rna847	Kwal_14.979	rna5286	Sbay_11.140	rna3565	Skud_11.143	Smik_11.155	Spar_11.174	rna5870
OG0002624	rna5205	SAKL-ORF2725	rna848	Kwal_14.981	rna5285	Sbay_11.141	rna3566	Skud_11.144	Smik_11.156	Spar_11.175	rna3024
OG0002625	rna5212	SAKL-ORF2740	rna855	Kwal_14.1006	rna5270	Sbay_11.144	rna3570	Skud_11.147	Smik_11.159	Spar_11.178	rna1516
OG0002626	rna5214	SAKL-ORF2743	rna544	Kwal_33.14884	rna3063	Sbay_13.239	rna4544	Skud_13.221	Smik_13.244	Spar_13.235	rna240
OG0002627	rna5216	SAKL-ORF2749	rna547	Kwal_33.14872	rna5272	Sbay_11.146	rna3572	Skud_11.149	Smik_11.161	Spar_11.180	rna457
OG0002628	rna5218	SAKL-ORF2760	rna539	Kwal_33.14915	rna834	Sbay_13.236	rna4541	Skud_13.218	Smik_13.241	Spar_13.232	rna3291
OG0002629	rna5219	SAKL-ORF13269	rna538	Kwal_33.14920	rna835	Sbay_13.234	rna4540	Skud_13.217	Smik_13.240	Spar_13.231	rna746
OG0002630	rna5220	Mod_transcript_12	rna537	Kwal_33.14925	rna836	Sbay_13.233	rna4539	Skud_13.216	Smik_13.239	Spar_13.230	rna3758
OG0002631	rna5221	SAKL-ORF13271	rna536	Kwal_33.14928	rna5273	Sbay_13.232	rna4538	Skud_13.215	Smik_13.238	Spar_13.229	rna1896
OG0002632	rna5222	SAKL-ORF13272	rna535	Kwal_33.14929	rna5274, rna837	Sbay_11.147	rna3573	Skud_11.150	Smik_11.162	Spar_11.181	
OG0002633	rna5223	SAKL-ORF13276	rna534	Kwal_33.14933	rna5275, rna838	Sbay_11.148	rna3574	Skud_11.151	Smik_11.163	Spar_11.182	
OG0002634	rna5225	SAKL-ORF13285	rna532	Kwal_33.14942	rna841	Sbay_13.228	rna4535	Skud_13.211	Smik_13.234	Spar_13.225	rna1530
OG0002635	rna5226	SAKL-ORF13286	rna531	Kwal_33.14945	rna5276	Sbay_11.149	rna3575	Skud_11.152	Smik_11.164	Spar_11.183	rna3661
OG0002636	rna5227	SAKL-ORF13289	rna530	Kwal_33.14948	rna5277	Sbay_11.150	rna3576	Skud_11.153	Smik_11.165	Spar_11.184	rna161
OG0002637	rna5234	SAKL-ORF13299	rna523	Kwal_33.14971	rna5281	Sbay_13.218	rna4527	Skud_13.205	Smik_13.219	Spar_13.217	rna4642
OG0002638	rna5244	SAKL-ORF13337	rna1713	Kwal_26.8373	rna1349	Sbay_13.208	rna4515	Skud_13.195	Smik_13.209	Spar_13.204	rna1726
OG0002639	rna5246	SAKL-ORF13343	rna1711	Kwal_26.8361	rna1348	Sbay_13.207	rna4514	Skud_13.194	Smik_13.208	Spar_13.203	rna2803
OG0002640	rna5250	SAKL-ORF13353	rna1707	Kwal_26.8340	rna1346	Sbay_13.205	rna4512	Skud_13.192	Smik_13.206	Spar_13.201	rna268
OG0002641	rna5251	SAKL-ORF13355	rna1706	Kwal_26.8338	rna1345	Sbay_13.204	rna4511	Skud_13.191	Smik_13.205	Spar_13.200	rna4667
OG0002642	rna5252	SAKL-ORF13357	rna1705	Kwal_26.8333	rna1344	Sbay_13.203	rna1129, rna4510	Skud_13.190	Smik_13.204	Spar_13.199	
OG0002643	rna5253	SAKL-ORF10262	rna1225	Kwal_56.22688	rna3036	Sbay_15.67	rna5309	Skud_15.55	Smik_15.58	Spar_15.77	rna1061
