Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0034131				TCONS_novel_00000576_1-frame_1							
OG0034132				TCONS_novel_00000505_1-frame_1							
OG0034133				TCONS_novel_00000505_3-frame_1							
OG0034134				TCONS_novel_00000506_1-frame_1							
OG0034135				TCONS_novel_00000506_2-frame_1							
OG0034136				TCONS_novel_00000577_1-frame_1							
OG0034137				TCONS_novel_00000578_1-frame_1							
OG0034138				TCONS_novel_00000578_2-frame_1							
OG0034139				TCONS_novel_00000578_3-frame_1							
OG0034140				TCONS_novel_00000578_4-frame_1							
OG0034141				TCONS_novel_00000578_5-frame_1							
OG0034142				TCONS_novel_00000507_1-frame_1							
OG0034143				TCONS_novel_00000507_2-frame_1							
OG0034144				TCONS_novel_00000507_3-frame_1							
OG0034145				TCONS_novel_00000507_4-frame_1							
OG0034146				TCONS_novel_00000508_1-frame_1							
OG0034147				TCONS_novel_00000509_1-frame_1							
OG0034148				TCONS_novel_00000509_2-frame_1							
OG0034149				TCONS_novel_00000510_1-frame_1							
OG0034150				TCONS_novel_00000510_2-frame_1							
OG0034151				TCONS_novel_00000510_3-frame_1							
OG0034152				TCONS_novel_00000510_4-frame_1							
OG0034153				TCONS_novel_00000510_5-frame_1							
OG0034154				TCONS_novel_00000510_6-frame_1							
OG0034155				TCONS_novel_00000510_7-frame_1							
OG0034156				TCONS_novel_00000510_8-frame_1							
OG0034157				TCONS_novel_00000580_1-frame_1							
OG0034158				TCONS_novel_00000580_2-frame_1							
OG0034159				TCONS_novel_00000512_1-frame_1							
OG0034160				TCONS_novel_00000581_1-frame_1							
OG0034161				TCONS_novel_00000513_1-frame_1							
OG0034162				TCONS_novel_00000515_1-frame_1							
OG0034163				TCONS_novel_00000515_2-frame_1							
OG0034164				TCONS_novel_00000582_1-frame_1							
OG0034165				TCONS_novel_00000582_2-frame_1							
OG0034166				TCONS_novel_00000583_1-frame_1							
OG0034167				TCONS_novel_00000583_2-frame_1							
OG0034168				TCONS_novel_00000583_3-frame_1							
OG0034169				TCONS_novel_00000516_1-frame_1							
OG0034170				TCONS_novel_00000584_1-frame_1							
OG0034171				TCONS_novel_00000584_2-frame_1							
OG0034172				TCONS_novel_00000584_3-frame_1							
OG0034173				TCONS_novel_00000517_1-frame_1							
OG0034174				TCONS_novel_00000517_2-frame_1							
OG0034175				TCONS_novel_00000517_3-frame_1							
OG0034176				TCONS_novel_00000517_4-frame_1							
OG0034177				TCONS_novel_00000517_5-frame_1							
OG0034178				TCONS_novel_00000517_6-frame_1							
OG0034179				TCONS_novel_00000517_7-frame_1							
OG0034180				TCONS_novel_00000517_8-frame_1							
OG0034181				TCONS_novel_00000517_9-frame_1							
OG0034182				TCONS_novel_00000517_10-frame_1							
OG0034183				TCONS_novel_00000517_11-frame_1							
OG0034184				TCONS_novel_00000585_1-frame_1							
OG0034185				TCONS_novel_00000585_2-frame_1							
OG0034186				TCONS_novel_00000585_3-frame_1							
OG0034187				TCONS_novel_00000585_4-frame_1							
OG0034188				TCONS_novel_00000585_5-frame_1							
OG0034189				TCONS_novel_00000518_1-frame_1							
OG0034190				TCONS_novel_00000518_2-frame_1							
OG0034191				TCONS_novel_00000518_3-frame_1							
OG0034192				TCONS_novel_00000518_4-frame_1							
OG0034193				TCONS_novel_00000586_1-frame_1							
OG0034194				TCONS_novel_00000586_2-frame_1							
OG0034195				TCONS_novel_00000586_3-frame_1							
OG0034196				TCONS_novel_00000588_1-frame_1							
OG0034197				TCONS_novel_00000588_2-frame_1							
OG0034198				TCONS_novel_00000588_3-frame_1							
OG0034199				TCONS_novel_00000588_4-frame_1							
OG0034200				TCONS_novel_00000588_5-frame_1							
OG0034201				TCONS_novel_00000588_6-frame_1							
OG0034202				TCONS_novel_00000588_7-frame_1							
OG0034203				TCONS_novel_00000588_8-frame_1							
OG0034204				TCONS_novel_00000519_1-frame_1							
OG0034205				TCONS_novel_00000519_2-frame_1							
OG0034206				TCONS_novel_00000519_3-frame_1							
OG0034207				TCONS_novel_00000519_4-frame_1							
OG0034208				TCONS_novel_00000589_1-frame_1							
OG0034209				TCONS_novel_00000590_1-frame_1							
OG0034210				TCONS_novel_00000590_2-frame_1							
OG0034211				TCONS_novel_00000590_3-frame_1							
OG0034212				TCONS_novel_00000591_1-frame_1							
OG0034213				TCONS_novel_00000592_1-frame_1							
OG0034214				TCONS_novel_00000520_1-frame_1							
OG0034215				TCONS_novel_00000521_1-frame_1							
OG0034216				TCONS_novel_00000521_2-frame_1							
OG0034217				TCONS_novel_00000521_3-frame_1							
OG0034218				TCONS_novel_00000593_1-frame_1							
OG0034219				TCONS_novel_00000594_1-frame_1							
OG0034220				TCONS_novel_00000594_2-frame_1							
OG0034221				TCONS_novel_00000595_1-frame_1							
OG0034222				TCONS_novel_00000595_2-frame_1							
OG0034223				TCONS_novel_00000595_3-frame_1							
OG0034224				TCONS_novel_00000595_4-frame_1							
OG0034225				TCONS_novel_00000522_1-frame_1							
OG0034226				TCONS_novel_00000596_1-frame_1							
OG0034227				TCONS_novel_00000596_2-frame_1							
OG0034228				TCONS_novel_00000596_3-frame_1							
OG0034229				TCONS_novel_00000596_4-frame_1							
OG0034230				TCONS_novel_00000598_1-frame_1							
OG0034231				TCONS_novel_00000598_2-frame_1							
OG0034232				TCONS_novel_00000598_3-frame_1							
OG0034233				TCONS_novel_00000599_1-frame_1							
OG0034234				TCONS_novel_00000599_2-frame_1							
OG0034235				TCONS_novel_00000523_1-frame_1							
OG0034236				TCONS_novel_00000523_2-frame_1							
OG0034237				TCONS_novel_00000523_3-frame_1							
OG0034238				TCONS_novel_00000524_1-frame_1							
OG0034239				TCONS_novel_00000524_2-frame_1							
OG0034240				TCONS_novel_00000524_3-frame_1							
OG0034241				TCONS_novel_00000524_4-frame_1							
OG0034242				TCONS_novel_00000524_5-frame_1							
OG0034243				TCONS_novel_00000600_1-frame_1							
OG0034244				TCONS_novel_00000600_2-frame_1							
OG0034245				TCONS_novel_00000600_3-frame_1							
OG0034246				TCONS_novel_00000600_4-frame_1							
OG0034247				TCONS_novel_00000600_5-frame_1							
OG0034248				TCONS_novel_00000600_6-frame_1							
OG0034249				TCONS_novel_00000600_7-frame_1							
OG0034250				TCONS_novel_00000600_8-frame_1							
OG0034251				TCONS_novel_00000525_1-frame_1							
OG0034252				TCONS_novel_00000601_1-frame_1							
OG0034253				TCONS_novel_00000601_2-frame_1							
OG0034254				TCONS_novel_00000602_1-frame_1							
OG0034255				TCONS_novel_00000602_2-frame_1							
OG0034256				TCONS_novel_00000602_3-frame_1							
OG0034257				TCONS_novel_00000602_4-frame_1							
OG0034258				TCONS_novel_00000603_1-frame_1							
OG0034259				TCONS_novel_00000603_2-frame_1							
OG0034260				TCONS_novel_00000603_3-frame_1							
OG0034261				TCONS_novel_00000604_1-frame_1							
OG0034262				TCONS_novel_00000604_2-frame_1							
OG0034263				TCONS_novel_00000604_3-frame_1							
OG0034264				TCONS_novel_00000605_1-frame_1							
OG0034265				TCONS_novel_00000605_2-frame_1							
OG0034266				TCONS_novel_00000605_3-frame_1							
OG0034267				TCONS_novel_00000606_1-frame_1							
OG0034268				TCONS_novel_00000607_1-frame_1							
OG0034269				TCONS_novel_00000607_2-frame_1							
OG0034270				TCONS_novel_00000607_3-frame_1							
OG0034271				TCONS_novel_00000607_4-frame_1							
OG0034272				TCONS_novel_00000607_5-frame_1							
OG0034273				TCONS_novel_00000607_6-frame_1							
OG0034274				TCONS_novel_00000607_7-frame_1							
OG0034275				TCONS_novel_00000608_1-frame_1							
OG0034276				TCONS_novel_00000608_2-frame_1							
OG0034277				TCONS_novel_00000608_3-frame_1							
OG0034278				TCONS_novel_00000608_4-frame_1							
OG0034279				TCONS_novel_00000608_5-frame_1							
OG0034280				TCONS_novel_00000527_1-frame_1							
OG0034281				TCONS_novel_00000527_2-frame_1							
OG0034282				TCONS_novel_00000527_3-frame_1							
OG0034283				TCONS_novel_00000527_4-frame_1							
OG0034284				TCONS_novel_00000528_1-frame_1							
OG0034285				TCONS_novel_00000529_1-frame_1							
OG0034286				TCONS_novel_00000529_2-frame_1							
OG0034287				TCONS_novel_00000529_3-frame_1							
OG0034288				TCONS_novel_00000529_4-frame_1							
OG0034289				TCONS_novel_00000529_5-frame_1							
OG0034290				TCONS_novel_00000609_1-frame_1							
OG0034291				TCONS_novel_00000609_2-frame_1							
OG0034292				TCONS_novel_00000530_1-frame_1							
OG0034293				TCONS_novel_00000530_2-frame_1							
OG0034294				TCONS_novel_00000530_3-frame_1							
OG0034295				TCONS_novel_00000530_4-frame_1							
OG0034296				TCONS_novel_00000610_1-frame_1							
OG0034297				TCONS_novel_00000610_2-frame_1							
OG0034298				TCONS_novel_00000611_1-frame_1							
OG0034299				TCONS_novel_00000531_1-frame_1							
OG0034300				TCONS_novel_00000531_2-frame_1							
OG0034301				TCONS_novel_00000532_1-frame_1							
OG0034302				TCONS_novel_00000532_2-frame_1							
OG0034303				TCONS_novel_00000612_1-frame_1							
OG0034304				TCONS_novel_00000612_2-frame_1							
OG0034305				TCONS_novel_00000533_1-frame_1							
OG0034306				TCONS_novel_00000533_2-frame_1							
OG0034307				TCONS_novel_00000533_3-frame_1							
OG0034308				TCONS_novel_00000533_4-frame_1							
OG0034309				TCONS_novel_00000533_5-frame_1							
OG0034310				TCONS_novel_00000533_6-frame_1							
OG0034311				TCONS_novel_00000533_7-frame_1							
OG0034312				TCONS_novel_00000533_8-frame_1							
OG0034313				TCONS_novel_00000533_9-frame_1							
OG0034314				TCONS_novel_00000533_10-frame_1							
OG0034315				TCONS_novel_00000533_11-frame_1							
OG0034316				TCONS_novel_00000533_12-frame_1							
OG0034317				TCONS_novel_00000533_13-frame_1							
OG0034318				TCONS_novel_00000533_14-frame_1							
OG0034319				TCONS_novel_00000533_15-frame_1							
OG0034320				TCONS_novel_00000534_1-frame_1							
OG0034321				TCONS_novel_00000535_1-frame_1							
OG0034322				TCONS_novel_00000613_1-frame_1							
OG0034323				TCONS_novel_00000613_2-frame_1							
OG0034324				TCONS_novel_00000613_3-frame_1							
OG0034325				TCONS_novel_00000613_4-frame_1							
OG0034326				TCONS_novel_00000613_5-frame_1							
OG0034327				TCONS_novel_00000613_6-frame_1							
OG0034328				TCONS_novel_00000613_7-frame_1							
OG0034329				TCONS_novel_00000536_1-frame_1							
OG0034330				TCONS_novel_00000536_2-frame_1							
OG0034331				TCONS_novel_00000536_3-frame_1							
OG0034332				TCONS_novel_00000537_1-frame_1							
OG0034333				TCONS_novel_00000537_2-frame_1							
OG0034334				TCONS_novel_00000537_3-frame_1							
OG0034335				TCONS_novel_00000537_4-frame_1							
OG0034336				TCONS_novel_00000537_5-frame_1							
OG0034337				TCONS_novel_00000537_6-frame_1							
OG0034338				TCONS_novel_00000537_7-frame_1							
OG0034339				TCONS_novel_00000539_1-frame_1							
OG0034340				TCONS_novel_00000540_1-frame_1							
OG0034341				TCONS_novel_00000540_2-frame_1							
OG0034342				TCONS_novel_00000540_3-frame_1							
OG0034343				TCONS_novel_00000540_4-frame_1							
OG0034344				TCONS_novel_00000541_1-frame_1							
OG0034345				TCONS_novel_00000541_2-frame_1							
OG0034346				TCONS_novel_00000541_3-frame_1							
OG0034347				TCONS_novel_00000542_1-frame_1							
OG0034348				TCONS_novel_00000614_2-frame_1							
OG0034349				TCONS_novel_00000543_1-frame_1							
OG0034350				TCONS_novel_00000543_2-frame_1							
OG0034351				TCONS_novel_00000543_3-frame_1							
OG0034352				TCONS_novel_00000543_4-frame_1							
OG0034353				TCONS_novel_00000543_5-frame_1							
OG0034354				TCONS_novel_00000543_6-frame_1							
OG0034355				TCONS_novel_00000543_7-frame_1							
OG0034356				TCONS_novel_00000543_8-frame_1							
OG0034357				TCONS_novel_00000543_9-frame_1							
OG0034358				TCONS_novel_00000543_10-frame_1							
OG0034359				TCONS_novel_00000543_11-frame_1							
OG0034360				TCONS_novel_00000543_12-frame_1							
OG0034361				TCONS_novel_00000616_1-frame_1							
OG0034362				TCONS_novel_00000544_1-frame_1							
OG0034363				TCONS_novel_00000544_2-frame_1							
OG0034364				TCONS_novel_00000545_1-frame_1							
OG0034365				TCONS_novel_00000545_2-frame_1							
OG0034366				TCONS_novel_00000545_3-frame_1							
OG0034367				TCONS_novel_00000545_4-frame_1							
OG0034368				TCONS_novel_00000545_5-frame_1							
OG0034369				TCONS_novel_00000546_1-frame_1							
OG0034370				TCONS_novel_00000546_2-frame_1							
OG0034371				TCONS_novel_00000619_2-frame_1							
OG0034372				TCONS_novel_00000619_3-frame_1							
OG0034373				TCONS_novel_00000619_4-frame_1							
OG0034374				TCONS_novel_00000619_5-frame_1							
OG0034375				TCONS_novel_00000619_6-frame_1							
OG0034376				TCONS_novel_00000619_7-frame_1							
OG0034377				TCONS_novel_00000619_8-frame_1							
OG0034378				TCONS_novel_00000619_9-frame_1							
OG0034379				TCONS_novel_00000620_1-frame_1							
OG0034380				TCONS_novel_00000620_2-frame_1							
OG0034381				TCONS_novel_00000547_1-frame_1							
OG0034382				TCONS_novel_00000548_1-frame_1							
OG0034383				TCONS_novel_00000548_2-frame_1							
OG0034384				TCONS_novel_00000548_3-frame_1							
OG0034385				TCONS_novel_00000621_1-frame_1							
OG0034386				TCONS_novel_00000621_2-frame_1							
OG0034387				TCONS_novel_00000549_3-frame_1							
OG0034388				TCONS_novel_00000622_1-frame_1							
OG0034389				TCONS_novel_00000550_1-frame_1							
OG0034390				TCONS_novel_00000623_1-frame_1							
OG0034391				TCONS_novel_00000624_1-frame_1							
OG0034392				TCONS_novel_00000624_2-frame_1							
OG0034393				TCONS_novel_00000624_3-frame_1							
OG0034394				TCONS_novel_00000551_1-frame_1							
OG0034395				TCONS_novel_00000551_2-frame_1							
OG0034396				TCONS_novel_00000551_3-frame_1							
OG0034397				TCONS_novel_00000551_4-frame_1							
OG0034398				TCONS_novel_00000625_1-frame_1							
OG0034399				TCONS_novel_00000625_2-frame_1							
OG0034400				TCONS_novel_00000627_1-frame_1							
OG0034401				TCONS_novel_00000627_2-frame_1							
OG0034402				TCONS_novel_00000627_3-frame_1							
OG0034403				TCONS_novel_00000627_4-frame_1							
OG0034404				TCONS_novel_00000627_5-frame_1							
OG0034405				TCONS_novel_00000627_6-frame_1							
OG0034406				TCONS_novel_00000552_1-frame_1							
OG0034407				TCONS_novel_00000628_1-frame_1							
OG0034408				TCONS_novel_00000628_2-frame_1							
OG0034409				TCONS_novel_00000629_1-frame_1							
OG0034410				TCONS_novel_00000629_2-frame_1							
OG0034411				TCONS_novel_00000629_3-frame_1							
OG0034412				TCONS_novel_00000629_4-frame_1							
OG0034413				TCONS_novel_00000629_5-frame_1							
OG0034414				TCONS_novel_00000629_6-frame_1							
OG0034415				TCONS_novel_00000629_7-frame_1							
OG0034416				TCONS_novel_00000630_1-frame_1							
OG0034417				TCONS_novel_00000631_1-frame_1							
OG0034418				TCONS_novel_00000553_1-frame_1							
OG0034419				TCONS_novel_00000553_2-frame_1							
OG0034420				TCONS_novel_00000553_3-frame_1							
OG0034421				TCONS_novel_00000553_4-frame_1							
OG0034422				TCONS_novel_00000553_5-frame_1							
OG0034423				TCONS_novel_00000553_6-frame_1							
OG0034424				TCONS_novel_00000553_7-frame_1							
OG0034425				TCONS_novel_00000553_8-frame_1							
OG0034426				TCONS_novel_00000633_3-frame_1							
OG0034427				TCONS_novel_00000633_4-frame_1							
OG0034428				TCONS_novel_00000633_5-frame_1							
OG0034429				TCONS_novel_00000633_6-frame_1							
OG0034430				TCONS_novel_00000633_7-frame_1							
OG0034431				TCONS_novel_00000633_8-frame_1							
OG0034432				TCONS_novel_00000633_9-frame_1							
OG0034433				TCONS_novel_00000634_1-frame_1							
OG0034434				TCONS_novel_00000634_2-frame_1							
OG0034435				TCONS_novel_00000554_1-frame_1							
OG0034436				TCONS_novel_00000635_1-frame_1							
OG0034437				TCONS_novel_00000635_2-frame_1							
OG0034438				TCONS_novel_00000635_3-frame_1							
OG0034439				TCONS_novel_00000635_4-frame_1							
OG0034440				TCONS_novel_00000636_1-frame_1							
OG0034441				TCONS_novel_00000636_2-frame_1							
OG0034442				TCONS_novel_00000636_3-frame_1							
OG0034443				TCONS_novel_00000636_4-frame_1							
OG0034444				TCONS_novel_00000555_4-frame_1							
OG0034445				TCONS_novel_00000555_5-frame_1							
OG0034446				TCONS_novel_00000637_1-frame_1							
OG0034447				TCONS_novel_00000556_1-frame_1							
OG0034448				TCONS_novel_00000556_2-frame_1							
OG0034449				TCONS_novel_00000556_3-frame_1							
OG0034450				TCONS_novel_00000557_1-frame_1							
OG0034451				TCONS_novel_00000638_1-frame_1							
OG0034452				TCONS_novel_00000639_1-frame_1							
OG0034453				TCONS_novel_00000707_1-frame_1							
OG0034454				TCONS_novel_00000707_2-frame_1							
OG0034455				TCONS_novel_00000643_1-frame_1							
OG0034456				TCONS_novel_00000643_2-frame_1							
OG0034457				TCONS_novel_00000644_2-frame_1							
OG0034458				TCONS_novel_00000644_3-frame_1							
OG0034459				TCONS_novel_00000644_4-frame_1							
OG0034460				TCONS_novel_00000644_5-frame_1							
OG0034461				TCONS_novel_00000645_1-frame_1							
OG0034462				TCONS_novel_00000645_2-frame_1							
OG0034463				TCONS_novel_00000646_1-frame_1							
OG0034464				TCONS_novel_00000646_2-frame_1							
OG0034465				TCONS_novel_00000646_3-frame_1							
OG0034466				TCONS_novel_00000646_4-frame_1							
OG0034467				TCONS_novel_00000646_5-frame_1							
OG0034468				TCONS_novel_00000646_6-frame_1							
OG0034469				TCONS_novel_00000646_7-frame_1							
OG0034470				TCONS_novel_00000646_8-frame_1							
OG0034471				TCONS_novel_00000646_9-frame_1							
OG0034472				TCONS_novel_00000646_10-frame_1							
OG0034473				TCONS_novel_00000646_11-frame_1							
OG0034474				TCONS_novel_00000646_12-frame_1							
OG0034475				TCONS_novel_00000646_13-frame_1							
OG0034476				TCONS_novel_00000647_1-frame_1							
OG0034477				TCONS_novel_00000647_2-frame_1							
OG0034478				TCONS_novel_00000648_1-frame_1							
OG0034479				TCONS_novel_00000648_2-frame_1							
OG0034480				TCONS_novel_00000649_1-frame_1							
OG0034481				TCONS_novel_00000708_1-frame_1							
OG0034482				TCONS_novel_00000708_2-frame_1							
OG0034483				TCONS_novel_00000650_1-frame_1							
OG0034484				TCONS_novel_00000650_2-frame_1							
OG0034485				TCONS_novel_00000650_3-frame_1							
OG0034486				TCONS_novel_00000651_1-frame_1							
OG0034487				TCONS_novel_00000651_2-frame_1							
OG0034488				TCONS_novel_00000652_1-frame_1							
OG0034489				TCONS_novel_00000652_2-frame_1							
OG0034490				TCONS_novel_00000709_1-frame_1							
OG0034491				TCONS_novel_00000710_1-frame_1							
OG0034492				TCONS_novel_00000710_2-frame_1							
OG0034493				TCONS_novel_00000710_3-frame_1							
OG0034494				TCONS_novel_00000710_4-frame_1							
OG0034495				TCONS_novel_00000710_5-frame_1							
OG0034496				TCONS_novel_00000710_6-frame_1							
OG0034497				TCONS_novel_00000710_7-frame_1							
OG0034498				TCONS_novel_00000710_8-frame_1							
OG0034499				TCONS_novel_00000710_9-frame_1							
OG0034500				TCONS_novel_00000710_10-frame_1							
OG0034501				TCONS_novel_00000710_11-frame_1							
OG0034502				TCONS_novel_00000653_1-frame_1							
OG0034503				TCONS_novel_00000653_2-frame_1							
OG0034504				TCONS_novel_00000654_1-frame_1							
OG0034505				TCONS_novel_00000711_1-frame_1							
OG0034506				TCONS_novel_00000711_2-frame_1							
OG0034507				TCONS_novel_00000712_1-frame_1							
OG0034508				TCONS_novel_00000713_1-frame_1							
OG0034509				TCONS_novel_00000713_2-frame_1							
OG0034510				TCONS_novel_00000713_3-frame_1							
OG0034511				TCONS_novel_00000713_4-frame_1							
OG0034512				TCONS_novel_00000713_5-frame_1							
OG0034513				TCONS_novel_00000713_6-frame_1							
OG0034514				TCONS_novel_00000713_7-frame_1							
OG0034515				TCONS_novel_00000713_8-frame_1							
OG0034516				TCONS_novel_00000713_9-frame_1							
OG0034517				TCONS_novel_00000713_10-frame_1							
OG0034518				TCONS_novel_00000713_11-frame_1							
OG0034519				TCONS_novel_00000713_12-frame_1							
OG0034520				TCONS_novel_00000713_13-frame_1							
OG0034521				TCONS_novel_00000713_14-frame_1							
OG0034522				TCONS_novel_00000713_15-frame_1							
OG0034523				TCONS_novel_00000713_16-frame_1							
OG0034524				TCONS_novel_00000713_17-frame_1							
OG0034525				TCONS_novel_00000714_3-frame_1							
OG0034526				TCONS_novel_00000714_4-frame_1							
OG0034527				TCONS_novel_00000714_5-frame_1							
OG0034528				TCONS_novel_00000714_6-frame_1							
OG0034529				TCONS_novel_00000714_7-frame_1							
OG0034530				TCONS_novel_00000714_8-frame_1							
OG0034531				TCONS_novel_00000715_1-frame_1							
OG0034532				TCONS_novel_00000715_2-frame_1							
OG0034533				TCONS_novel_00000655_1-frame_1							
OG0034534				TCONS_novel_00000655_2-frame_1							
OG0034535				TCONS_novel_00000655_3-frame_1							
OG0034536				TCONS_novel_00000655_4-frame_1							
OG0034537				TCONS_novel_00000655_5-frame_1							
OG0034538				TCONS_novel_00000655_6-frame_1							
OG0034539				TCONS_novel_00000655_7-frame_1							
OG0034540				TCONS_novel_00000655_8-frame_1							
OG0034541				TCONS_novel_00000656_1-frame_1							
OG0034542				TCONS_novel_00000656_2-frame_1							
OG0034543				TCONS_novel_00000656_3-frame_1							
OG0034544				TCONS_novel_00000656_4-frame_1							
OG0034545				TCONS_novel_00000716_1-frame_1							
OG0034546				TCONS_novel_00000716_2-frame_1							
OG0034547				TCONS_novel_00000716_3-frame_1							
OG0034548				TCONS_novel_00000717_1-frame_1							
OG0034549				TCONS_novel_00000717_2-frame_1							
OG0034550				TCONS_novel_00000717_3-frame_1							
OG0034551				TCONS_novel_00000717_4-frame_1							
OG0034552				TCONS_novel_00000657_1-frame_1							
OG0034553				TCONS_novel_00000657_2-frame_1							
OG0034554				TCONS_novel_00000657_3-frame_1							
OG0034555				TCONS_novel_00000657_4-frame_1							
OG0034556				TCONS_novel_00000657_5-frame_1							
OG0034557				TCONS_novel_00000657_6-frame_1							
OG0034558				TCONS_novel_00000657_7-frame_1							
OG0034559				TCONS_novel_00000657_8-frame_1							
OG0034560				TCONS_novel_00000657_9-frame_1							
OG0034561				TCONS_novel_00000658_1-frame_1							
OG0034562				TCONS_novel_00000658_2-frame_1							
OG0034563				TCONS_novel_00000658_3-frame_1							
OG0034564				TCONS_novel_00000658_4-frame_1							
OG0034565				TCONS_novel_00000658_5-frame_1							
OG0034566				TCONS_novel_00000659_1-frame_1							
OG0034567				TCONS_novel_00000659_2-frame_1							
OG0034568				TCONS_novel_00000718_1-frame_1							
OG0034569				TCONS_novel_00000718_2-frame_1							
OG0034570				TCONS_novel_00000718_3-frame_1							
OG0034571				TCONS_novel_00000718_4-frame_1							
OG0034572				TCONS_novel_00000719_1-frame_1							
OG0034573				TCONS_novel_00000719_2-frame_1							
OG0034574				TCONS_novel_00000720_1-frame_1							
OG0034575				TCONS_novel_00000722_1-frame_1							
OG0034576				TCONS_novel_00000722_2-frame_1							
OG0034577				TCONS_novel_00000723_1-frame_1							
OG0034578				TCONS_novel_00000724_1-frame_1							
OG0034579				TCONS_novel_00000724_2-frame_1							
OG0034580				TCONS_novel_00000724_3-frame_1							
OG0034581				TCONS_novel_00000725_1-frame_1							
OG0034582				TCONS_novel_00000660_1-frame_1							
OG0034583				TCONS_novel_00000660_2-frame_1							
OG0034584				TCONS_novel_00000661_1-frame_1							
OG0034585				TCONS_novel_00000661_2-frame_1							
OG0034586				TCONS_novel_00000661_3-frame_1							
OG0034587				TCONS_novel_00000661_4-frame_1							
OG0034588				TCONS_novel_00000661_5-frame_1							
OG0034589				TCONS_novel_00000661_6-frame_1							
OG0034590				TCONS_novel_00000662_1-frame_1							
OG0034591				TCONS_novel_00000662_2-frame_1							
OG0034592				TCONS_novel_00000662_3-frame_1							
OG0034593				TCONS_novel_00000726_1-frame_1							
OG0034594				TCONS_novel_00000726_2-frame_1							
OG0034595				TCONS_novel_00000726_3-frame_1							
OG0034596				TCONS_novel_00000726_4-frame_1							
OG0034597				TCONS_novel_00000726_5-frame_1							
OG0034598				TCONS_novel_00000726_6-frame_1							
OG0034599				TCONS_novel_00000726_7-frame_1							
OG0034600				TCONS_novel_00000726_8-frame_1							
OG0034601				TCONS_novel_00000727_1-frame_1							
OG0034602				TCONS_novel_00000727_2-frame_1							
OG0034603				TCONS_novel_00000727_3-frame_1							
OG0034604				TCONS_novel_00000727_4-frame_1							
OG0034605				TCONS_novel_00000727_5-frame_1							
OG0034606				TCONS_novel_00000727_6-frame_1							
OG0034607				TCONS_novel_00000663_1-frame_1							
OG0034608				TCONS_novel_00000663_2-frame_1							
OG0034609				TCONS_novel_00000663_3-frame_1							
OG0034610				TCONS_novel_00000663_4-frame_1							
OG0034611				TCONS_novel_00000664_1-frame_1							
OG0034612				TCONS_novel_00000664_2-frame_1							
OG0034613				TCONS_novel_00000664_3-frame_1							
OG0034614				TCONS_novel_00000664_4-frame_1							
OG0034615				TCONS_novel_00000664_5-frame_1							
OG0034616				TCONS_novel_00000664_6-frame_1							
OG0034617				TCONS_novel_00000664_7-frame_1							
OG0034618				TCONS_novel_00000664_8-frame_1							
OG0034619				TCONS_novel_00000664_9-frame_1							
OG0034620				TCONS_novel_00000665_1-frame_1							
OG0034621				TCONS_novel_00000665_2-frame_1							
OG0034622				TCONS_novel_00000665_3-frame_1							
OG0034623				TCONS_novel_00000666_1-frame_1							
OG0034624				TCONS_novel_00000666_2-frame_1							
OG0034625				TCONS_novel_00000728_1-frame_1							
OG0034626				TCONS_novel_00000728_2-frame_1							
OG0034627				TCONS_novel_00000728_3-frame_1							
OG0034628				TCONS_novel_00000667_1-frame_1							
OG0034629				TCONS_novel_00000667_2-frame_1							
OG0034630				TCONS_novel_00000668_1-frame_1							
OG0034631				TCONS_novel_00000668_2-frame_1							
OG0034632				TCONS_novel_00000671_1-frame_1							
OG0034633				TCONS_novel_00000671_2-frame_1							
OG0034634				TCONS_novel_00000671_3-frame_1							
OG0034635				TCONS_novel_00000671_4-frame_1							
OG0034636				TCONS_novel_00000671_5-frame_1							
OG0034637				TCONS_novel_00000672_1-frame_1							
OG0034638				TCONS_novel_00000672_2-frame_1							
OG0034639				TCONS_novel_00000673_1-frame_1							
OG0034640				TCONS_novel_00000673_2-frame_1							
OG0034641				TCONS_novel_00000673_3-frame_1							
OG0034642				TCONS_novel_00000730_1-frame_1							
OG0034643				TCONS_novel_00000730_2-frame_1							
OG0034644				TCONS_novel_00000731_1-frame_1							
OG0034645				TCONS_novel_00000731_2-frame_1							
OG0034646				TCONS_novel_00000731_3-frame_1							
OG0034647				TCONS_novel_00000732_1-frame_1							
OG0034648				TCONS_novel_00000732_2-frame_1							
OG0034649				TCONS_novel_00000732_3-frame_1							
OG0034650				TCONS_novel_00000732_4-frame_1							
OG0034651				TCONS_novel_00000733_1-frame_1							
OG0034652				TCONS_novel_00000734_1-frame_1							
OG0034653				TCONS_novel_00000734_2-frame_1							
OG0034654				TCONS_novel_00000734_3-frame_1							
OG0034655				TCONS_novel_00000734_4-frame_1							
OG0034656				TCONS_novel_00000734_5-frame_1							
OG0034657				TCONS_novel_00000734_6-frame_1							
OG0034658				TCONS_novel_00000734_7-frame_1							
OG0034659				TCONS_novel_00000734_8-frame_1							
OG0034660				TCONS_novel_00000734_9-frame_1							
OG0034661				TCONS_novel_00000734_10-frame_1							
OG0034662				TCONS_novel_00000734_11-frame_1							
OG0034663				TCONS_novel_00000735_1-frame_1							
