Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000075	N1	n7	0.1	Non-Terminal	n_castellii_proteins_rna1737	n_castellii_proteins_rna1738, s_bayanus_proteins_Sbay_8.281, s_cerevisiae_proteins_rna5646, s_paradoxus_proteins_Spar_15.437, s_mikatae_proteins_Smik_15.414, s_kudriavzevii_proteins_Skud_15.396, s_bayanus_proteins_Sbay_16.171, s_kudriavzevii_proteins_Skud_16.142, s_mikatae_proteins_Smik_6.337, s_paradoxus_proteins_Spar_16.187, k_lactis_proteins_rna2361, n_castellii_proteins_rna2678
OG0000075	N1	n8	0.5	Non-Terminal	n_castellii_proteins_rna1738, s_bayanus_proteins_Sbay_8.281, s_cerevisiae_proteins_rna5646, s_paradoxus_proteins_Spar_15.437, s_mikatae_proteins_Smik_15.414, s_kudriavzevii_proteins_Skud_15.396	s_bayanus_proteins_Sbay_16.171, s_kudriavzevii_proteins_Skud_16.142, s_mikatae_proteins_Smik_6.337, s_paradoxus_proteins_Spar_16.187, k_lactis_proteins_rna2361, n_castellii_proteins_rna2678
OG0000076	N3	n2	0.8333333333333334	Non-Terminal	n_castellii_proteins_rna840, s_bayanus_proteins_Sbay_13.229, s_kudriavzevii_proteins_Skud_13.212, s_cerevisiae_proteins_rna4536, s_paradoxus_proteins_Spar_13.226, s_mikatae_proteins_Smik_13.235	n_castellii_proteins_rna5448, s_bayanus_proteins_Sbay_4.330, s_kudriavzevii_proteins_Skud_2.211, s_mikatae_proteins_Smik_2.223, s_paradoxus_proteins_Spar_2.243, s_bayanus_proteins_Sbay_2.89, s_kudriavzevii_proteins_Skud_2.73, s_paradoxus_proteins_Spar_2.89, n_castellii_proteins_rna1133
OG0000076	N3	n8	0.6666666666666666	Non-Terminal	n_castellii_proteins_rna5448, s_bayanus_proteins_Sbay_4.330, s_kudriavzevii_proteins_Skud_2.211, s_mikatae_proteins_Smik_2.223, s_paradoxus_proteins_Spar_2.243	s_bayanus_proteins_Sbay_2.89, s_kudriavzevii_proteins_Skud_2.73, s_paradoxus_proteins_Spar_2.89, n_castellii_proteins_rna1133
OG0000077	N1	n1	0.5	Non-Terminal	s_bayanus_proteins_Sbay_2.391, l_kluyveri_v2_proteins_SAKL-ORF1404, n_castellii_proteins_rna1871, n_castellii_proteins_rna1053, s_cerevisiae_proteins_rna1170, s_paradoxus_proteins_Spar_4.538, s_mikatae_proteins_Smik_4.470, s_kudriavzevii_proteins_Skud_4.485, l_kluyveri_v2_proteins_SAKL-ORF9817, l_thermotolerans_proteins_rna4502, l_waltii_v3_proteins_Kwal_27.10996, l_waltii_v3_proteins_Kwal_27.11596, k_lactis_proteins_rna4643, k_lactis_proteins_rna3706	s_bayanus_proteins_Sbay_2.126, s_kudriavzevii_proteins_Skud_2.112, s_cerevisiae_proteins_rna215, s_paradoxus_proteins_Spar_2.136, s_mikatae_proteins_Smik_2.119
OG0000077	N1	n3	0.2	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF1404, n_castellii_proteins_rna1871	n_castellii_proteins_rna1053, s_cerevisiae_proteins_rna1170, s_paradoxus_proteins_Spar_4.538, s_mikatae_proteins_Smik_4.470, s_kudriavzevii_proteins_Skud_4.485, l_kluyveri_v2_proteins_SAKL-ORF9817, l_thermotolerans_proteins_rna4502, l_waltii_v3_proteins_Kwal_27.10996, l_waltii_v3_proteins_Kwal_27.11596, k_lactis_proteins_rna4643, k_lactis_proteins_rna3706
OG0000077	l_waltii_v3_proteins	n13	1.0	Terminal	l_waltii_v3_proteins_Kwal_27.10996	l_waltii_v3_proteins_Kwal_27.11596
OG0000077	k_lactis_proteins	n14	1.0	Terminal	k_lactis_proteins_rna4643	k_lactis_proteins_rna3706
OG0000078	N1	n1	0.9	Non-Terminal	k_lactis_proteins_rna4620, l_kluyveri_v2_proteins_SAKL-ORF8672, l_thermotolerans_proteins_rna5199, l_waltii_v3_proteins_Kwal_0.295, n_castellii_proteins_rna3045, s_bayanus_proteins_Sbay_3.24, s_cerevisiae_proteins_rna598, s_mikatae_proteins_Smik_3.84, s_paradoxus_proteins_Spar_3.83, s_kudriavzevii_proteins_Skud_3.65	k_lactis_proteins_rna4242, l_kluyveri_v2_proteins_SAKL-ORF9197, l_thermotolerans_proteins_rna1135, l_waltii_v3_proteins_Kwal_56.23042, n_castellii_proteins_rna1091, s_bayanus_proteins_Sbay_2.184, s_kudriavzevii_proteins_Skud_4.285, s_mikatae_proteins_Smik_4.267, s_paradoxus_proteins_Spar_4.321
OG0000079	schizo_pombe_proteins	n1	1.0	Terminal	schizo_pombe_proteins_rna31	schizo_pombe_proteins_rna3094
OG0000079	N1	n3	0.3	Non-Terminal	n_castellii_proteins_rna2720, n_castellii_proteins_rna2767, n_castellii_proteins_rna5533, s_bayanus_proteins_Sbay_16.224, s_cerevisiae_proteins_rna6005, s_paradoxus_proteins_Spar_16.240, s_kudriavzevii_proteins_Skud_16.195, s_mikatae_proteins_Smik_16.149	s_kudriavzevii_proteins_Skud_3.179, s_mikatae_proteins_Smik_3.208, l_kluyveri_v2_proteins_SAKL-ORF8019, l_kluyveri_v2_proteins_SAKL-ORF1732, l_thermotolerans_proteins_rna344, n_castellii_proteins_rna313, n_castellii_proteins_rna4509, n_castellii_proteins_rna5807, n_castellii_proteins_rna3476
OG0000079	n_castellii_proteins	n5	1.0	Terminal	n_castellii_proteins_rna2720, n_castellii_proteins_rna2767	n_castellii_proteins_rna5533
OG0000079	n_castellii_proteins	n6	1.0	Terminal	n_castellii_proteins_rna2720	n_castellii_proteins_rna2767
OG0000079	l_kluyveri_v2_proteins	n15	1.0	Terminal	l_kluyveri_v2_proteins_SAKL-ORF8019	l_kluyveri_v2_proteins_SAKL-ORF1732
OG0000079	n_castellii_proteins	n16	1.0	Terminal	n_castellii_proteins_rna313, n_castellii_proteins_rna4509, n_castellii_proteins_rna5807	n_castellii_proteins_rna3476
OG0000079	n_castellii_proteins	n17	1.0	Terminal	n_castellii_proteins_rna313, n_castellii_proteins_rna4509	n_castellii_proteins_rna5807
OG0000079	n_castellii_proteins	n18	1.0	Terminal	n_castellii_proteins_rna313	n_castellii_proteins_rna4509
OG0000080	s_paradoxus_proteins	n5	1.0	Terminal	s_paradoxus_proteins_Spar_9.54	s_paradoxus_proteins_Spar_9.55
OG0000080	N4	n6	0.3333333333333333	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF7095	l_kluyveri_v2_proteins_SAKL-ORF14372, l_kluyveri_v2_proteins_SAKL-ORF14377, l_thermotolerans_proteins_rna4587, l_waltii_v3_proteins_Kwal_14.1204, l_kluyveri_v2_proteins_SAKL-ORF14360, l_thermotolerans_proteins_rna2442, l_waltii_v3_proteins_Kwal_47.17352, l_thermotolerans_proteins_rna4586, l_waltii_v3_proteins_Kwal_14.1215, l_thermotolerans_proteins_rna2585, l_waltii_v3_proteins_Kwal_27.11629, l_kluyveri_v2_proteins_SAKL-ORF14387, l_kluyveri_v2_proteins_SAKL-ORF14122
OG0000080	N4	n7	0.3333333333333333	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF14372	l_kluyveri_v2_proteins_SAKL-ORF14377, l_thermotolerans_proteins_rna4587, l_waltii_v3_proteins_Kwal_14.1204, l_kluyveri_v2_proteins_SAKL-ORF14360, l_thermotolerans_proteins_rna2442, l_waltii_v3_proteins_Kwal_47.17352, l_thermotolerans_proteins_rna4586, l_waltii_v3_proteins_Kwal_14.1215, l_thermotolerans_proteins_rna2585, l_waltii_v3_proteins_Kwal_27.11629, l_kluyveri_v2_proteins_SAKL-ORF14387, l_kluyveri_v2_proteins_SAKL-ORF14122
OG0000080	N4	n8	1.0	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF14377, l_thermotolerans_proteins_rna4587, l_waltii_v3_proteins_Kwal_14.1204, l_kluyveri_v2_proteins_SAKL-ORF14360, l_thermotolerans_proteins_rna2442, l_waltii_v3_proteins_Kwal_47.17352, l_thermotolerans_proteins_rna4586, l_waltii_v3_proteins_Kwal_14.1215	l_thermotolerans_proteins_rna2585, l_waltii_v3_proteins_Kwal_27.11629, l_kluyveri_v2_proteins_SAKL-ORF14387, l_kluyveri_v2_proteins_SAKL-ORF14122
OG0000080	N4	n9	1.0	Non-Terminal: STRIDE	l_kluyveri_v2_proteins_SAKL-ORF14377, l_thermotolerans_proteins_rna4587, l_waltii_v3_proteins_Kwal_14.1204	l_kluyveri_v2_proteins_SAKL-ORF14360, l_thermotolerans_proteins_rna2442, l_waltii_v3_proteins_Kwal_47.17352, l_thermotolerans_proteins_rna4586, l_waltii_v3_proteins_Kwal_14.1215
OG0000080	N6	n13	1.0	Non-Terminal: STRIDE	l_thermotolerans_proteins_rna2442, l_waltii_v3_proteins_Kwal_47.17352	l_thermotolerans_proteins_rna4586, l_waltii_v3_proteins_Kwal_14.1215
OG0000080	l_kluyveri_v2_proteins	n18	1.0	Terminal	l_kluyveri_v2_proteins_SAKL-ORF14387	l_kluyveri_v2_proteins_SAKL-ORF14122
OG0000081	N0	n0	0.36363636363636365	Non-Terminal	schizo_pombe_proteins_rna3188, k_lactis_proteins_rna2033, l_kluyveri_v2_proteins_SAKL-ORF4720, l_thermotolerans_proteins_rna4642, l_waltii_v3_proteins_Kwal_27.12832, l_thermotolerans_proteins_rna787, l_thermotolerans_proteins_rna2143, l_waltii_v3_proteins_Kwal_14.782	schizo_pombe_proteins_rna78, schizo_pombe_proteins_rna1005, l_thermotolerans_proteins_rna35, n_castellii_proteins_rna4069, s_bayanus_proteins_Sbay_7.557, s_cerevisiae_proteins_rna2484, s_paradoxus_proteins_Spar_7.622, s_kudriavzevii_proteins_Skud_7.593, s_mikatae_proteins_Smik_16.47, k_lactis_proteins_rna412, l_kluyveri_v2_proteins_SAKL-ORF2440
OG0000081	N6	n4	1.0	Non-Terminal	l_thermotolerans_proteins_rna4642, l_waltii_v3_proteins_Kwal_27.12832	l_thermotolerans_proteins_rna787, l_thermotolerans_proteins_rna2143, l_waltii_v3_proteins_Kwal_14.782
OG0000081	l_thermotolerans_proteins	n7	1.0	Terminal	l_thermotolerans_proteins_rna787	l_thermotolerans_proteins_rna2143
OG0000081	schizo_pombe_proteins	n9	1.0	Terminal	schizo_pombe_proteins_rna78	schizo_pombe_proteins_rna1005
OG0000082	N0	n0	0.6363636363636364	Non-Terminal	k_lactis_proteins_rna2580, l_thermotolerans_proteins_rna2624, l_waltii_v3_proteins_Kwal_27.11803, n_castellii_proteins_rna2769, s_cerevisiae_proteins_rna6060, s_mikatae_proteins_Smik_16.204, schizo_pombe_proteins_rna5999	l_kluyveri_v2_proteins_SAKL-ORF1577, k_lactis_proteins_rna953, l_thermotolerans_proteins_rna2656, l_waltii_v3_proteins_Kwal_YGOB_27.11919, n_castellii_proteins_rna1829, s_bayanus_proteins_Sbay_4.411, s_cerevisiae_proteins_rna380, s_kudriavzevii_proteins_Skud_2.287, s_paradoxus_proteins_Spar_2.320, s_mikatae_proteins_Smik_2.300, schizo_pombe_proteins_rna4126, schizo_pombe_proteins_rna3934
OG0000082	schizo_pombe_proteins	n17	1.0	Terminal	schizo_pombe_proteins_rna4126	schizo_pombe_proteins_rna3934
OG0000083	N3	n2	0.8333333333333334	Non-Terminal: STRIDE	n_castellii_proteins_rna1423, s_bayanus_proteins_Sbay_9.135, s_kudriavzevii_proteins_Skud_9.106, s_mikatae_proteins_Smik_9.121, s_paradoxus_proteins_Spar_9.116	n_castellii_proteins_rna4003, s_bayanus_proteins_Sbay_5.182, s_kudriavzevii_proteins_Skud_5.187, s_paradoxus_proteins_Spar_5.220, s_mikatae_proteins_Smik_5.204
OG0000083	N2	n11	1.0	Non-Terminal	k_lactis_proteins_rna4100, l_kluyveri_v2_proteins_SAKL-ORF1861, l_thermotolerans_proteins_rna1762, l_waltii_v3_proteins_Kwal_26.8580	k_lactis_proteins_rna1532, l_kluyveri_v2_proteins_SAKL-ORF5498, l_thermotolerans_proteins_rna198, l_waltii_v3_proteins_Kwal_23.5887
OG0000084	N1	n1	0.7	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF885, n_castellii_proteins_rna2090, s_bayanus_proteins_Sbay_5.309, s_cerevisiae_proteins_rna1781, s_paradoxus_proteins_Spar_5.372, s_kudriavzevii_proteins_Skud_5.314, l_thermotolerans_proteins_rna4399, l_waltii_v3_proteins_Kwal_56.23509	l_kluyveri_v2_proteins_SAKL-ORF263, l_thermotolerans_proteins_rna5059, l_kluyveri_v2_proteins_SAKL-ORF194, n_castellii_proteins_rna312, s_bayanus_proteins_Sbay_15.416, s_cerevisiae_proteins_rna2797, s_paradoxus_proteins_Spar_8.318, s_mikatae_proteins_Smik_8.299, s_kudriavzevii_proteins_Skud_8.276, l_thermotolerans_proteins_rna424
OG0000084	N1	n9	0.2	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF263, l_thermotolerans_proteins_rna5059	l_kluyveri_v2_proteins_SAKL-ORF194, n_castellii_proteins_rna312, s_bayanus_proteins_Sbay_15.416, s_cerevisiae_proteins_rna2797, s_paradoxus_proteins_Spar_8.318, s_mikatae_proteins_Smik_8.299, s_kudriavzevii_proteins_Skud_8.276, l_thermotolerans_proteins_rna424
OG0000085	s_mikatae_proteins	n4	1.0	Terminal	s_mikatae_proteins_Smik_13.374	s_mikatae_proteins_Smik_13.375
OG0000085	N7	n5	0.25	Non-Terminal	s_cerevisiae_proteins_rna4654, s_paradoxus_proteins_Spar_13.362, s_cerevisiae_proteins_rna4653, s_kudriavzevii_proteins_Skud_13.334, s_paradoxus_proteins_Spar_13.361	s_kudriavzevii_proteins_Skud_13.335
OG0000085	N7	n6	0.5	Non-Terminal	s_cerevisiae_proteins_rna4654, s_paradoxus_proteins_Spar_13.362	s_cerevisiae_proteins_rna4653, s_kudriavzevii_proteins_Skud_13.334, s_paradoxus_proteins_Spar_13.361
OG0000085	N2	n11	1.0	Non-Terminal	k_lactis_proteins_rna2485, l_kluyveri_v2_proteins_SAKL-ORF7338, l_thermotolerans_proteins_rna3310, l_waltii_v3_proteins_Kwal_23.3500	k_lactis_proteins_rna2484, l_kluyveri_v2_proteins_SAKL-ORF7342, l_thermotolerans_proteins_rna3311, l_waltii_v3_proteins_Kwal_23.3507
OG0000086	s_bayanus_proteins	n7	1.0	Terminal	s_bayanus_proteins_Sbay_15.29	s_bayanus_proteins_Sbay_15.30, s_bayanus_proteins_Sbay_6.3, s_bayanus_proteins_Sbay_7.588
OG0000086	s_bayanus_proteins	n8	1.0	Terminal	s_bayanus_proteins_Sbay_15.30	s_bayanus_proteins_Sbay_6.3, s_bayanus_proteins_Sbay_7.588
OG0000086	s_bayanus_proteins	n9	1.0	Terminal	s_bayanus_proteins_Sbay_6.3	s_bayanus_proteins_Sbay_7.588
OG0000086	N7	n10	1.0	Non-Terminal	s_cerevisiae_proteins_rna1816, s_paradoxus_proteins_Spar_6.31, s_mikatae_proteins_Smik_6.26, s_kudriavzevii_proteins_Skud_6.19	s_kudriavzevii_proteins_Skud_15.23, s_cerevisiae_proteins_rna5276, s_paradoxus_proteins_Spar_15.40, s_mikatae_proteins_Smik_15.23
OG0000086	n_castellii_proteins	n17	1.0	Terminal	n_castellii_proteins_rna1046	n_castellii_proteins_rna2990
OG0000087	N1	n0	0.5	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF13134, n_castellii_proteins_rna2834, n_castellii_proteins_rna3271, s_bayanus_proteins_Sbay_13.513, s_kudriavzevii_proteins_Skud_13.494, s_paradoxus_proteins_Spar_13.520, s_cerevisiae_proteins_rna4817, s_mikatae_proteins_Smik_13.535	k_lactis_proteins_rna3820, l_kluyveri_v2_proteins_SAKL-ORF443, l_thermotolerans_proteins_rna2479, l_waltii_v3_proteins_Kwal_47.17532, l_kluyveri_v2_proteins_SAKL-ORF8096, l_thermotolerans_proteins_rna561, s_cerevisiae_proteins_rna701, s_paradoxus_proteins_Spar_2.7, s_kudriavzevii_proteins_Skud_3.175, s_mikatae_proteins_Smik_26.4, s_mikatae_proteins_Smik_3.204
OG0000087	n_castellii_proteins	n3	1.0	Terminal	n_castellii_proteins_rna2834	n_castellii_proteins_rna3271
OG0000087	N4	n10	0.6666666666666666	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF443, l_thermotolerans_proteins_rna2479, l_waltii_v3_proteins_Kwal_47.17532	l_kluyveri_v2_proteins_SAKL-ORF8096, l_thermotolerans_proteins_rna561
OG0000087	s_mikatae_proteins	n17	1.0	Terminal	s_mikatae_proteins_Smik_26.4	s_mikatae_proteins_Smik_3.204
OG0000088	schizo_pombe_proteins	n1	1.0	Terminal	schizo_pombe_proteins_rna4648	schizo_pombe_proteins_rna5573
OG0000088	N3	n4	0.8333333333333334	Non-Terminal: STRIDE	n_castellii_proteins_rna1453, s_bayanus_proteins_Sbay_4.107, s_kudriavzevii_proteins_Skud_4.117, s_mikatae_proteins_Smik_4.98, s_paradoxus_proteins_Spar_4.141	n_castellii_proteins_rna4043, s_bayanus_proteins_Sbay_4.56, s_paradoxus_proteins_Spar_4.73, s_kudriavzevii_proteins_Skud_4.66, s_mikatae_proteins_Smik_4.48
OG0000088	N4	n13	1.0	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF5371, l_thermotolerans_proteins_rna4736, l_waltii_v3_proteins_Kwal_56.24453	l_kluyveri_v2_proteins_SAKL-ORF5374, l_thermotolerans_proteins_rna4735, l_waltii_v3_proteins_Kwal_56.24462
OG0000089	N5	n4	1.0	Non-Terminal	s_bayanus_proteins_Sbay_10.93, s_cerevisiae_proteins_rna3841, s_mikatae_proteins_Smik_12.76, s_paradoxus_proteins_Spar_12.87, s_kudriavzevii_proteins_Skud_12.81	s_bayanus_proteins_Sbay_16.354, s_kudriavzevii_proteins_Skud_16.312, s_mikatae_proteins_Smik_16.268, s_paradoxus_proteins_Spar_16.374, s_bayanus_proteins_Sbay_9.224, s_mikatae_proteins_Smik_9.213, s_paradoxus_proteins_Spar_9.214, s_cerevisiae_proteins_rna3008, s_kudriavzevii_proteins_Skud_9.191
OG0000089	N5	n9	0.8	Non-Terminal	s_bayanus_proteins_Sbay_16.354, s_kudriavzevii_proteins_Skud_16.312, s_mikatae_proteins_Smik_16.268, s_paradoxus_proteins_Spar_16.374	s_bayanus_proteins_Sbay_9.224, s_mikatae_proteins_Smik_9.213, s_paradoxus_proteins_Spar_9.214, s_cerevisiae_proteins_rna3008, s_kudriavzevii_proteins_Skud_9.191
OG0000089	n_castellii_proteins	n17	1.0	Terminal	n_castellii_proteins_rna3275	n_castellii_proteins_rna4868
OG0000090	N1	n1	0.8	Non-Terminal	l_kluyveri_v2_proteins_SAKL-ORF5969, l_thermotolerans_proteins_rna3499, l_waltii_v3_proteins_Kwal_55.21051, s_bayanus_proteins_Sbay_5.109, s_cerevisiae_proteins_rna1596, s_paradoxus_proteins_Spar_5.148, s_mikatae_proteins_Smik_5.138, s_kudriavzevii_proteins_Skud_5.121	n_castellii_proteins_rna801, s_bayanus_proteins_Sbay_13.266, s_cerevisiae_proteins_rna4568, s_paradoxus_proteins_Spar_13.262, s_mikatae_proteins_Smik_13.273, s_kudriavzevii_proteins_Skud_13.245, k_lactis_proteins_rna4661, l_kluyveri_v2_proteins_SAKL-ORF7715, l_thermotolerans_proteins_rna1561, l_waltii_v3_proteins_Kwal_26.7749
OG0000091	schizo_pombe_proteins	n1	1.0	Terminal	schizo_pombe_proteins_rna6045, schizo_pombe_proteins_rna2236, schizo_pombe_proteins_rna2250, schizo_pombe_proteins_rna1630, schizo_pombe_proteins_rna5592, schizo_pombe_proteins_rna2890, schizo_pombe_proteins_rna2891	schizo_pombe_proteins_rna4134, schizo_pombe_proteins_rna1873, schizo_pombe_proteins_rna852, schizo_pombe_proteins_rna802
OG0000091	schizo_pombe_proteins	n2	1.0	Terminal	schizo_pombe_proteins_rna6045, schizo_pombe_proteins_rna2236, schizo_pombe_proteins_rna2250, schizo_pombe_proteins_rna1630	schizo_pombe_proteins_rna5592, schizo_pombe_proteins_rna2890, schizo_pombe_proteins_rna2891
OG0000091	schizo_pombe_proteins	n3	1.0	Terminal	schizo_pombe_proteins_rna6045, schizo_pombe_proteins_rna2236, schizo_pombe_proteins_rna2250	schizo_pombe_proteins_rna1630
OG0000091	schizo_pombe_proteins	n4	1.0	Terminal	schizo_pombe_proteins_rna6045, schizo_pombe_proteins_rna2236	schizo_pombe_proteins_rna2250
OG0000091	schizo_pombe_proteins	n5	1.0	Terminal	schizo_pombe_proteins_rna6045	schizo_pombe_proteins_rna2236
OG0000091	schizo_pombe_proteins	n6	1.0	Terminal	schizo_pombe_proteins_rna5592	schizo_pombe_proteins_rna2890, schizo_pombe_proteins_rna2891
OG0000091	schizo_pombe_proteins	n7	1.0	Terminal	schizo_pombe_proteins_rna2890	schizo_pombe_proteins_rna2891
OG0000091	schizo_pombe_proteins	n8	1.0	Terminal	schizo_pombe_proteins_rna4134, schizo_pombe_proteins_rna1873, schizo_pombe_proteins_rna852	schizo_pombe_proteins_rna802
OG0000091	schizo_pombe_proteins	n9	1.0	Terminal	schizo_pombe_proteins_rna4134, schizo_pombe_proteins_rna1873	schizo_pombe_proteins_rna852
OG0000091	schizo_pombe_proteins	n10	1.0	Terminal	schizo_pombe_proteins_rna4134	schizo_pombe_proteins_rna1873
OG0000091	n_castellii_proteins	n12	1.0	Terminal	n_castellii_proteins_rna539, n_castellii_proteins_rna5305, n_castellii_proteins_rna2179, n_castellii_proteins_rna4991	n_castellii_proteins_rna2180
OG0000091	n_castellii_proteins	n13	1.0	Terminal	n_castellii_proteins_rna539, n_castellii_proteins_rna5305	n_castellii_proteins_rna2179, n_castellii_proteins_rna4991
OG0000091	n_castellii_proteins	n14	1.0	Terminal	n_castellii_proteins_rna539	n_castellii_proteins_rna5305
OG0000091	n_castellii_proteins	n15	1.0	Terminal	n_castellii_proteins_rna2179	n_castellii_proteins_rna4991
OG0000091	l_waltii_v3_proteins	n16	1.0	Terminal	l_waltii_v3_proteins_Kwal_56.22670	l_waltii_v3_proteins_Kwal_23.5250, l_waltii_v3_proteins_Kwal_26.8300
OG0000091	l_waltii_v3_proteins	n17	1.0	Terminal	l_waltii_v3_proteins_Kwal_23.5250	l_waltii_v3_proteins_Kwal_26.8300
OG0000092	schizo_pombe_proteins	n0	1.0	Terminal	schizo_pombe_proteins_rna5770	schizo_pombe_proteins_rna5780, schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963, schizo_pombe_proteins_rna6353, schizo_pombe_proteins_rna6812, schizo_pombe_proteins_rna6356, schizo_pombe_proteins_rna6702, schizo_pombe_proteins_rna6482, schizo_pombe_proteins_rna6593, schizo_pombe_proteins_rna5816, schizo_pombe_proteins_rna6701, schizo_pombe_proteins_rna6773, schizo_pombe_proteins_rna6721, schizo_pombe_proteins_rna5872, schizo_pombe_proteins_rna5903, schizo_pombe_proteins_rna6551, schizo_pombe_proteins_rna6594, schizo_pombe_proteins_rna6450
OG0000092	schizo_pombe_proteins	n1	1.0	Terminal	schizo_pombe_proteins_rna5780, schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963, schizo_pombe_proteins_rna6353, schizo_pombe_proteins_rna6812, schizo_pombe_proteins_rna6356, schizo_pombe_proteins_rna6702, schizo_pombe_proteins_rna6482, schizo_pombe_proteins_rna6593, schizo_pombe_proteins_rna5816, schizo_pombe_proteins_rna6701, schizo_pombe_proteins_rna6773, schizo_pombe_proteins_rna6721, schizo_pombe_proteins_rna5872, schizo_pombe_proteins_rna5903, schizo_pombe_proteins_rna6551, schizo_pombe_proteins_rna6594	schizo_pombe_proteins_rna6450
OG0000092	schizo_pombe_proteins	n2	1.0	Terminal	schizo_pombe_proteins_rna5780, schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963, schizo_pombe_proteins_rna6353, schizo_pombe_proteins_rna6812, schizo_pombe_proteins_rna6356, schizo_pombe_proteins_rna6702, schizo_pombe_proteins_rna6482, schizo_pombe_proteins_rna6593, schizo_pombe_proteins_rna5816, schizo_pombe_proteins_rna6701, schizo_pombe_proteins_rna6773, schizo_pombe_proteins_rna6721, schizo_pombe_proteins_rna5872, schizo_pombe_proteins_rna5903, schizo_pombe_proteins_rna6551	schizo_pombe_proteins_rna6594
OG0000092	schizo_pombe_proteins	n3	1.0	Terminal	schizo_pombe_proteins_rna5780, schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963, schizo_pombe_proteins_rna6353, schizo_pombe_proteins_rna6812, schizo_pombe_proteins_rna6356, schizo_pombe_proteins_rna6702, schizo_pombe_proteins_rna6482, schizo_pombe_proteins_rna6593, schizo_pombe_proteins_rna5816, schizo_pombe_proteins_rna6701, schizo_pombe_proteins_rna6773, schizo_pombe_proteins_rna6721	schizo_pombe_proteins_rna5872, schizo_pombe_proteins_rna5903, schizo_pombe_proteins_rna6551
OG0000092	schizo_pombe_proteins	n4	1.0	Terminal	schizo_pombe_proteins_rna5780, schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963, schizo_pombe_proteins_rna6353, schizo_pombe_proteins_rna6812, schizo_pombe_proteins_rna6356, schizo_pombe_proteins_rna6702, schizo_pombe_proteins_rna6482, schizo_pombe_proteins_rna6593, schizo_pombe_proteins_rna5816	schizo_pombe_proteins_rna6701, schizo_pombe_proteins_rna6773, schizo_pombe_proteins_rna6721
OG0000092	schizo_pombe_proteins	n5	1.0	Terminal	schizo_pombe_proteins_rna5780, schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963, schizo_pombe_proteins_rna6353, schizo_pombe_proteins_rna6812, schizo_pombe_proteins_rna6356, schizo_pombe_proteins_rna6702, schizo_pombe_proteins_rna6482, schizo_pombe_proteins_rna6593	schizo_pombe_proteins_rna5816
OG0000092	schizo_pombe_proteins	n6	1.0	Terminal	schizo_pombe_proteins_rna5780, schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963, schizo_pombe_proteins_rna6353, schizo_pombe_proteins_rna6812	schizo_pombe_proteins_rna6356, schizo_pombe_proteins_rna6702, schizo_pombe_proteins_rna6482, schizo_pombe_proteins_rna6593
OG0000092	schizo_pombe_proteins	n7	1.0	Terminal	schizo_pombe_proteins_rna5780, schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963, schizo_pombe_proteins_rna6353	schizo_pombe_proteins_rna6812
OG0000092	schizo_pombe_proteins	n8	1.0	Terminal	schizo_pombe_proteins_rna5780, schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963	schizo_pombe_proteins_rna6353
OG0000092	schizo_pombe_proteins	n9	1.0	Terminal	schizo_pombe_proteins_rna5780	schizo_pombe_proteins_rna5805, schizo_pombe_proteins_rna5963
OG0000092	schizo_pombe_proteins	n10	1.0	Terminal	schizo_pombe_proteins_rna5805	schizo_pombe_proteins_rna5963
OG0000092	schizo_pombe_proteins	n11	1.0	Terminal	schizo_pombe_proteins_rna6356, schizo_pombe_proteins_rna6702, schizo_pombe_proteins_rna6482	schizo_pombe_proteins_rna6593
OG0000092	schizo_pombe_proteins	n12	1.0	Terminal	schizo_pombe_proteins_rna6356, schizo_pombe_proteins_rna6702	schizo_pombe_proteins_rna6482
OG0000092	schizo_pombe_proteins	n13	1.0	Terminal	schizo_pombe_proteins_rna6356	schizo_pombe_proteins_rna6702
OG0000092	schizo_pombe_proteins	n14	1.0	Terminal	schizo_pombe_proteins_rna6701, schizo_pombe_proteins_rna6773	schizo_pombe_proteins_rna6721
OG0000092	schizo_pombe_proteins	n15	1.0	Terminal	schizo_pombe_proteins_rna6701	schizo_pombe_proteins_rna6773
OG0000092	schizo_pombe_proteins	n16	1.0	Terminal	schizo_pombe_proteins_rna5872, schizo_pombe_proteins_rna5903	schizo_pombe_proteins_rna6551
