Orthogroup	s_cerevisiae_proteins	k_lactis_proteins
OG0001682	rna1148	rna2878
OG0001683	rna4955	rna2879
OG0001684	rna4951	rna2884
OG0001685	rna4946	rna2890
OG0001686	rna4945	rna2891
OG0001687	rna4943	rna2894
OG0001688	rna718	rna2895
OG0001689	rna4940	rna2899
OG0001690	rna716	rna2900
OG0001691	rna4939	rna2901
OG0001692	rna4937	rna2903
OG0001693	rna714	rna2906
OG0001694	rna4935	rna2907
OG0001695	rna4934	rna2908
OG0001696	rna4932	rna2910
OG0001697	rna4931	rna2911
OG0001698	rna4929	rna2913
OG0001699	rna4927	rna2914
OG0001700	rna4922	rna2919
OG0001701	rna4919	rna2921
OG0001702	rna712	rna2922
OG0001703	rna4918	rna2923
OG0001704	rna3785	rna2955
OG0001705	rna2533	rna2956
OG0001706	rna3787	rna2958
OG0001707	rna2534	rna2960
OG0001708	rna3789	rna2961
OG0001709	rna3793	rna2965
OG0001710	rna3795	rna2967
OG0001711	rna1755	rna2971
OG0001712	rna1021	rna2976
OG0001713	rna4237	rna2979
OG0001714	rna4235	rna2982
OG0001715	rna893	rna2985
OG0001716	rna849	rna2989
OG0001717	rna4637	rna2990
OG0001718	rna4639	rna2993
OG0001719	rna846	rna2995
OG0001720	rna844	rna3000
OG0001721	rna4645	rna3002
OG0001722	rna5259	rna3011
OG0001723	rna5261	rna3013
OG0001724	rna5262	rna3014
OG0001725	rna5263	rna3015
OG0001726	rna5264	rna3016
OG0001727	rna4830	rna3017
OG0001728	rna4831	rna3018
OG0001729	rna5265	rna3022
OG0001730	rna4835	rna3023
OG0001731	rna1326	rna3034
OG0001732	rna5538	rna3035
OG0001733	rna1327	rna3036
OG0001734	rna5539	rna3037
OG0001735	rna5540	rna3041
OG0001736	rna1331	rna3042
OG0001737	rna1333	rna3044
OG0001738	rna1335	rna3046
OG0001739	rna5542	rna3049
OG0001740	rna1339	rna3057
OG0001741	rna5547	rna3062
OG0001742	rna1343	rna3064
OG0001743	rna1345	rna3066
OG0001744	rna1347	rna3068
OG0001745	rna5550	rna3069
OG0001746	rna5554	rna3073
OG0001747	rna5555	rna3074
OG0001748	rna1350	rna3076
OG0001749	rna5560	rna3077
OG0001750	rna1423	rna3079
OG0001751	rna2584	rna3080
OG0001752	rna2582	rna3083
OG0001753	rna1420	rna3086
OG0001754	rna1419	rna3087
OG0001755	rna1418	rna3088
OG0001756	rna2580	rna3089
OG0001757	rna2579	rna3091
OG0001758	rna1416	rna3092
OG0001759	rna2577	rna3093
OG0001760	rna1415	rna3094
OG0001761	rna2354	rna3098
OG0001762	rna2349	rna3105
OG0001763	rna6240	rna3106
OG0001764	rna2959	rna3117
OG0001765	rna1627	rna3118
OG0001766	rna2958	rna3119
OG0001767	rna1630	rna3122
OG0001768	rna2953	rna3127
OG0001769	rna1632	rna3128
OG0001770	rna1634	rna3130
OG0001771	rna1635	rna3131
OG0001772	rna2951	rna3132
OG0001773	rna1636	rna3134
OG0001774	rna2339	rna3142
OG0001775	rna6270	rna3143
OG0001776	rna6271	rna3144
OG0001777	rna6272	rna3145
OG0001778	rna4319	rna3150
OG0001779	rna4252	rna3153
OG0001780	rna879	rna3155
OG0001781	rna881	rna3157
OG0001782	rna4248	rna3159
OG0001783	rna883	rna3161
OG0001784	rna4242	rna3165
OG0001785	rna885	rna3167
OG0001786	rna4241	rna3168
OG0001787	rna4240	rna3169
OG0001788	rna4239	rna3170
OG0001789	rna4238	rna3171
OG0001790	rna888	rna3174
OG0001791	rna3369	rna3177
OG0001792	rna3381	rna3188
OG0001793	rna163	rna3190
OG0001794	rna3379	rna3191
OG0001795	rna3357	rna3199
OG0001796	rna3354	rna3202
OG0001797	rna6132	rna3204
OG0001798	rna3352	rna3205
OG0001799	rna6131	rna3206
OG0001800	rna6130	rna3207
OG0001801	rna3350	rna3209
OG0001802	rna3349	rna3210
OG0001803	rna6128	rna3212
OG0001804	rna6127	rna3213
OG0001805	rna109	rna3221
OG0001806	rna111	rna3224
OG0001807	rna112	rna3225
OG0001808	rna6121	rna3226
OG0001809	rna117	rna3230
OG0001810	rna6116	rna3231
OG0001811	rna1716	rna3236
OG0001812	rna121	rna3237
OG0001813	rna123, rna1714	rna3239
OG0001814	rna124	rna3240
OG0001815	rna125	rna3241
OG0001816	rna127	rna3244
OG0001817	rna1710	rna3246
OG0001818	rna5272	rna3251
OG0001819	rna5273	rna3252
OG0001820	rna4842	rna3253
OG0001821	rna4843	rna3254
OG0001822	rna4845	rna3256
OG0001823	rna4848	rna3259
OG0001824	rna4850	rna3263
OG0001825	rna5277	rna3264
OG0001826	rna4852	rna3266
OG0001827	rna4853	rna3268
OG0001828	rna5281	rna3270
OG0001829	rna3593	rna3271
OG0001830	rna4501	rna3272
OG0001831	rna4499	rna3274
OG0001832	rna4497	rna3275
OG0001833	rna3606	rna3277
OG0001834	rna4496	rna3279
OG0001835	rna5077	rna3283
OG0001836	rna3033	rna3290
OG0001837	rna3632	rna3291
OG0001838	rna3628	rna3295
OG0001839	rna5132	rna3298
OG0001840	rna2903	rna3300
OG0001841	rna2902	rna3301
OG0001842	rna5135	rna3302
OG0001843	rna2900	rna3303
OG0001844	rna5137	rna3305
OG0001845	rna2899	rna3306
OG0001846	rna5138	rna3307
OG0001847	rna5139	rna3308
OG0001848	rna5122	rna3311
OG0001849	rna5116	rna3312
OG0001850	rna2896	rna3314
OG0001851	rna2895	rna3315
OG0001852	rna5126	rna3317
OG0001853	rna2907	rna3318
OG0001854	rna2910	rna3325
OG0001855	rna825	rna3327
OG0001856	rna2051	rna3331
OG0001857	rna2053	rna3334
OG0001858	rna2055	rna3336
OG0001859	rna829	rna3338
OG0001860	rna2056	rna3339
OG0001861	rna830	rna3340
OG0001862	rna835	rna3346
OG0001863	rna1424	rna3349
OG0001864	rna5437	rna3350
OG0001865	rna3836	rna3356
OG0001866	rna3835	rna3357
OG0001867	rna3269	rna3360
OG0001868	rna3832	rna3364
OG0001869	rna5217	rna3365
OG0001870	rna2417	rna3371
OG0001871	rna2416	rna3372
OG0001872	rna3275	rna3374
OG0001873	rna3365	rna3380
OG0001874	rna3366	rna3383
OG0001875	rna1750	rna3386
OG0001876	rna1748	rna3391
OG0001877	rna1016	rna3392
OG0001878	rna1013	rna3395
OG0001879	rna1745	rna3397
OG0001880	rna1743	rna3399
OG0001881	rna190	rna3400
OG0001882	rna191	rna3401
OG0001883	rna192	rna3402
OG0001884	rna197	rna3407
OG0001885	rna2179	rna3411
OG0001886	rna2178	rna3413
OG0001887	rna2365	rna3418
OG0001888	rna2364	rna3419
OG0001889	rna2362	rna3423
OG0001890	rna4762	rna3427
OG0001891	rna4758	rna3434
OG0001892	rna4756	rna3436
OG0001893	rna4754	rna3438
OG0001894	rna324	rna3442
OG0001895	rna2603	rna3447
OG0001896	rna2602	rna3448
OG0001897	rna2601	rna3449
OG0001898	rna2600	rna3450
OG0001899	rna3225	rna3459
OG0001900	rna3501	rna3463
OG0001901	rna604	rna3465
OG0001902	rna3944	rna3470
OG0001903	rna3515	rna3479
OG0001904	rna3517	rna3481
OG0001905	rna184	rna3489
OG0001906	rna306	rna3492
OG0001907	rna1005	rna3493
OG0001908	rna1000	rna3497
OG0001909	rna2647	rna3499
OG0001910	rna2648	rna3501
OG0001911	rna1264	rna3502
OG0001912	rna2649	rna3503
OG0001913	rna2650	rna3504
OG0001914	rna6041	rna3506
OG0001915	rna1431	rna3507
OG0001916	rna1959	rna3510
OG0001917	rna3749	rna3511
OG0001918	rna2844	rna3514
OG0001919	rna2845	rna3515
OG0001920	rna2846	rna3516
OG0001921	rna3748	rna3517
OG0001922	rna4864	rna3522
OG0001923	rna4865	rna3523
OG0001924	rna4869	rna3527
OG0001925	rna4870	rna3528
OG0001926	rna897	rna3529
OG0001927	rna5337	rna3530
OG0001928	rna899	rna3532
OG0001929	rna6114	rna3538
OG0001930	rna1720	rna3543
OG0001931	rna1721	rna3544
OG0001932	rna1722	rna3545
OG0001933	rna3255	rna3546
OG0001934	rna3509	rna3548
OG0001935	rna3508	rna3549
OG0001936	rna3506	rna3551
OG0001937	rna1878	rna3559
OG0001938	rna6094	rna3562
OG0001939	rna1875	rna3566
OG0001940	rna1873	rna3568
OG0001941	rna6088	rna3574
OG0001942	rna1870	rna3575
OG0001943	rna1869	rna3576
OG0001944	rna6087	rna3577
OG0001945	rna3773	rna3579, rna5213
OG0001946	rna2062	rna3589
OG0001947	rna2061	rna3593
OG0001948	rna3141	rna3597
OG0001949	rna3137	rna3605
OG0001950	rna3135	rna3607
OG0001951	rna3134	rna3609
OG0001952	rna3133	rna3612
OG0001953	rna3132	rna3613
OG0001954	rna3131	rna3614
OG0001955	rna3127	rna3618
OG0001956	rna3706	rna3621
OG0001957	rna2460	rna3628
OG0001958	rna2459	rna3629
OG0001959	rna2455	rna3635
OG0001960	rna2453	rna3637
OG0001961	rna2452	rna3638
OG0001962	rna2449	rna3642
OG0001963	rna2732	rna3646
OG0001964	rna2731	rna3647
OG0001965	rna2444	rna3648
OG0001966	rna2443	rna3649
OG0001967	rna2441	rna3650
OG0001968	rna2440	rna3651
OG0001969	rna2439	rna3652
OG0001970	rna2435	rna3656
OG0001971	rna2434	rna3657
OG0001972	rna2432	rna3663
OG0001973	rna2431	rna3664
OG0001974	rna2429	rna3668
OG0001975	rna2425	rna3673
OG0001976	rna1280	rna3688
OG0001977	rna1283	rna3693
OG0001978	rna1284	rna3695
OG0001979	rna220	rna3698
OG0001980	rna219	rna3699
OG0001981	rna218	rna3700
OG0001982	rna940	rna3708
OG0001983	rna939	rna3709
OG0001984	rna213	rna3710
OG0001985	rna945	rna3714
OG0001986	rna223	rna3716
OG0001987	rna947	rna3717
OG0001988	rna227	rna3721
OG0001989	rna930	rna3723
OG0001990	rna233	rna3725
OG0001991	rna5333	rna3726
OG0001992	rna5332	rna3727
OG0001993	rna5330	rna3729
OG0001994	rna5072	rna3732
OG0001995	rna5073	rna3733
OG0001996	rna3635	rna3735
OG0001997	rna3025	rna3736
OG0001998	rna3637	rna3739
OG0001999	rna3639	rna3741
OG0002000	rna3641	rna3743
OG0002001	rna3642	rna3746
OG0002002	rna3643	rna3747
OG0002003	rna3021	rna3748
OG0002004	rna4552	rna3756
OG0002005	rna3624	rna3763
OG0002006	rna3625	rna3764
OG0002007	rna3626	rna3765
OG0002008	rna513	rna3768
OG0002009	rna512	rna3769
OG0002010	rna2109	rna3772
OG0002011	rna2110	rna3774
OG0002012	rna5909	rna3775
OG0002013	rna2111	rna3777
OG0002014	rna2113	rna3779
OG0002015	rna5904	rna3784
OG0002016	rna2118	rna3786
OG0002017	rna2119	rna3787
OG0002018	rna2121	rna3789
OG0002019	rna5901	rna3790
OG0002020	rna2124	rna3796
OG0002021	rna5896	rna3798
OG0002022	rna5895	rna3800
OG0002023	rna4053	rna3804
OG0002024	rna4051	rna3806
OG0002025	rna777	rna3808
OG0002026	rna4049	rna3813
OG0002027	rna1680	rna3815
OG0002028	rna1681	rna3816
OG0002029	rna159	rna3821
OG0002030	rna157	rna3823
OG0002031	rna1685	rna3825
OG0002032	rna155	rna3826
OG0002033	rna1686	rna3828
OG0002034	rna151	rna3835
OG0002035	rna1691	rna3836
OG0002036	rna139	rna3848
OG0002037	rna137	rna3850
OG0002038	rna136	rna3852
OG0002039	rna134	rna3855
OG0002040	rna1703	rna3857
OG0002041	rna132	rna3859
OG0002042	rna1704	rna3860
OG0002043	rna1706	rna3862
OG0002044	rna131	rna3864
OG0002045	rna129	rna3867
OG0002046	rna5269	rna3869
OG0002047	rna4839	rna3870
OG0002048	rna4838	rna3872
OG0002049	rna5267	rna3874
OG0002050	rna1317	rna3878
OG0002051	rna5531	rna3882
OG0002052	rna2694	rna3885
OG0002053	rna1311	rna3890
OG0002054	rna1310	rna3891
OG0002055	rna495	rna3895
OG0002056	rna1306	rna3896
OG0002057	rna2689	rna3897
OG0002058	rna5453	rna3905
OG0002059	rna1219	rna3908
OG0002060	rna5455	rna3909
OG0002061	rna5456	rna3910
OG0002062	rna4623	rna3918
OG0002063	rna1534	rna3920
OG0002064	rna1535	rna3921
OG0002065	rna1536	rna3922
OG0002066	rna1541	rna3926
OG0002067	rna1546	rna3935
OG0002068	rna3303	rna3936
OG0002069	rna3302	rna3937
OG0002070	rna3301	rna3938
OG0002071	rna1547	rna3939
OG0002072	rna1549	rna3941
OG0002073	rna3297	rna3945
OG0002074	rna3296	rna3946
OG0002075	rna1552	rna3950
OG0002076	rna1553	rna3951
OG0002077	rna5003	rna3953
OG0002078	rna2712	rna3958
OG0002079	rna2487	rna3960
OG0002080	rna427	rna3961
OG0002081	rna6028	rna3964
OG0002082	rna6026	rna3965
OG0002083	rna5011	rna3967
OG0002084	rna425	rna3968
OG0002085	rna6019	rna3977
OG0002086	rna6016	rna3981
OG0002087	rna415	rna3983
OG0002088	rna412	rna3987
OG0002089	rna6012, rna409	rna3990
OG0002090	rna6010	rna3998
OG0002091	rna6009	rna3999
OG0002092	rna6008	rna4001
OG0002093	rna6007	rna4002
OG0002094	rna6002	rna4008
OG0002095	rna6000	rna4011
OG0002096	rna5999	rna4012
OG0002097	rna398	rna4013
OG0002098	rna5997	rna4015
OG0002099	rna5995	rna4017
OG0002100	rna5994	rna4018
OG0002101	rna5991	rna4021
OG0002102	rna396	rna4023
OG0002103	rna5989	rna4026
OG0002104	rna394	rna4028
OG0002105	rna392	rna4030
OG0002106	rna391	rna4031
OG0002107	rna5986	rna4033
OG0002108	rna389	rna4034
OG0002109	rna3031	rna4037
OG0002110	rna387	rna4038
OG0002111	rna5614	rna4079
OG0002112	rna5978	rna4082
OG0002113	rna5616	rna4083
OG0002114	rna5618	rna4087
OG0002115	rna5976	rna4088
OG0002116	rna5619	rna4089
OG0002117	rna5624	rna4095
OG0002118	rna5623	rna4097
OG0002119	rna5972	rna4099
OG0002120	rna3211	rna4106
OG0002121	rna3206	rna4111
OG0002122	rna3205	rna4112
OG0002123	rna3200	rna4117
OG0002124	rna3199	rna4120
OG0002125	rna493	rna4121
OG0002126	rna492	rna4123
OG0002127	rna3197	rna4124
OG0002128	rna491	rna4125
OG0002129	rna490	rna4126
OG0002130	rna3195	rna4128
OG0002131	rna502	rna4134
OG0002132	rna3191	rna4138
OG0002133	rna505	rna4139
OG0002134	rna486	rna4142
OG0002135	rna482	rna4148
OG0002136	rna3216	rna4149
OG0002137	rna5752	rna4153
OG0002138	rna35	rna4154
OG0002139	rna5748	rna4157
OG0002140	rna5747	rna4158
OG0002141	rna37	rna4159
OG0002142	rna38	rna4160
OG0002143	rna5745	rna4163
OG0002144	rna5319	rna4169
OG0002145	rna5321	rna4173
OG0002146	rna4576	rna4178
OG0002147	rna3539	rna4179
OG0002148	rna3538	rna4181
OG0002149	rna4806	rna4183
OG0002150	rna2504	rna4184
OG0002151	rna2507	rna4188
OG0002152	rna3376	rna4192
OG0002153	rna5089	rna4197
OG0002154	rna5090	rna4198
OG0002155	rna5091	rna4199
OG0002156	rna5092	rna4200
OG0002157	rna5093	rna4201
OG0002158	rna2872	rna4202
OG0002159	rna2874	rna4205
OG0002160	rna2875	rna4206
OG0002161	rna5101	rna4209
OG0002162	rna2880	rna4212
OG0002163	rna2882	rna4216
OG0002164	rna5106	rna4219
OG0002165	rna5110	rna4223
OG0002166	rna2887	rna4225
OG0002167	rna2888	rna4226
OG0002168	rna5114	rna4227
OG0002169	rna5119	rna4229
OG0002170	rna2893	rna4230
OG0002171	rna5118	rna4232
OG0002172	rna273	rna4236
OG0002173	rna970	rna4242
OG0002174	rna967	rna4243
OG0002175	rna966	rna4244
OG0002176	rna2865	rna4249
OG0002177	rna2862	rna4253
OG0002178	rna2861	rna4254
OG0002179	rna5081	rna4260
OG0002180	rna5080	rna4261
OG0002181	rna5079	rna4262
OG0002182	rna3608	rna4264
OG0002183	rna4490	rna4265
OG0002184	rna3611	rna4266
OG0002185	rna800	rna4267
OG0002186	rna4071	rna4271
OG0002187	rna802	rna4272
OG0002188	rna804	rna4274
OG0002189	rna4072	rna4276
OG0002190	rna755	rna4279
OG0002191	rna757	rna4281
OG0002192	rna760	rna4284
OG0002193	rna810	rna4286
OG0002194	rna764	rna4290
OG0002195	rna766	rna4291
OG0002196	rna814	rna4293
OG0002197	rna768, rna816	rna4295
OG0002198	rna821	rna4302
OG0002199	rna771	rna4304
OG0002200	rna823	rna4305
OG0002201	rna2914	rna4311
OG0002202	rna650	rna4313
OG0002203	rna649	rna4314
OG0002204	rna5177	rna4315
OG0002205	rna5176	rna4317
OG0002206	rna5174	rna4320
OG0002207	rna5172	rna4323
OG0002208	rna5171	rna4324
OG0002209	rna5170	rna4325
OG0002210	rna4463	rna4326
OG0002211	rna4695	rna4327
OG0002212	rna4693	rna4329
OG0002213	rna4692	rna4331
OG0002214	rna5167	rna4333
OG0002215	rna5166	rna4334
OG0002216	rna5165	rna4336
OG0002217	rna4689	rna4337
OG0002218	rna472	rna4342
OG0002219	rna2106	rna4343
OG0002220	rna471	rna4344
OG0002221	rna2102	rna4346
OG0002222	rna470	rna4347
OG0002223	rna3036	rna4349
OG0002224	rna2101	rna4350
OG0002225	rna467	rna4351
OG0002226	rna5199	rna4356
OG0002227	rna5198	rna4358
OG0002228	rna5197	rna4359
OG0002229	rna676	rna4360
OG0002230	rna5196	rna4361
OG0002231	rna5195	rna4362
OG0002232	rna853	rna4366
OG0002233	rna854	rna4367
OG0002234	rna855	rna4369
OG0002235	rna857	rna4371
OG0002236	rna4632	rna4373
OG0002237	rna1220	rna4381
OG0002238	rna5466	rna4382
OG0002239	rna52	rna4384
OG0002240	rna5362	rna4385
OG0002241	rna55	rna4391
OG0002242	rna57	rna4395
OG0002243	rna5378	rna4403
OG0002244	rna5377	rna4404
OG0002245	rna5376	rna4405
OG0002246	rna61	rna4407
OG0002247	rna62	rna4408
OG0002248	rna5432	rna4410
OG0002249	rna6191	rna4412
OG0002250	rna6189	rna4414
OG0002251	rna6188	rna4415
OG0002252	rna6187	rna4416
OG0002253	rna2290	rna4420
OG0002254	rna6184	rna4421
OG0002255	rna4732	rna4427
OG0002256	rna5722	rna4429
OG0002257	rna4733	rna4431
OG0002258	rna5724	rna4432
OG0002259	rna5727	rna4435
OG0002260	rna4738	rna4441
OG0002261	rna1840	rna4442
OG0002262	rna3885	rna4443
OG0002263	rna3889	rna4451
OG0002264	rna2016	rna4453
OG0002265	rna2012	rna4455
OG0002266	rna1734	rna4458
OG0002267	rna2164	rna4462
OG0002268	rna4557	rna4463
OG0002269	rna2161	rna4466
OG0002270	rna4115	rna4470
OG0002271	rna443	rna4474
OG0002272	rna444	rna4475
OG0002273	rna447	rna4476
OG0002274	rna2078	rna4477
OG0002275	rna450	rna4480
OG0002276	rna451	rna4481
OG0002277	rna2079	rna4483
OG0002278	rna2080	rna4485
OG0002279	rna1996	rna4488
OG0002280	rna1997	rna4489
OG0002281	rna2001	rna4493
OG0002282	rna2004	rna4497
OG0002283	rna4428	rna4499
OG0002284	rna685	rna4500
OG0002285	rna683	rna4501
OG0002286	rna682	rna4503
OG0002287	rna680	rna4505
OG0002288	rna5201	rna4507
OG0002289	rna464	rna4510
OG0002290	rna2097	rna4511
OG0002291	rna2096	rna4513
OG0002292	rna461	rna4516
OG0002293	rna460	rna4517
OG0002294	rna459	rna4518
OG0002295	rna2093	rna4519
OG0002296	rna2092	rna4520
OG0002297	rna458	rna4521
OG0002298	rna2091	rna4523
OG0002299	rna456	rna4525
OG0002300	rna2088	rna4528
OG0002301	rna2087	rna4530
OG0002302	rna2831	rna4537
OG0002303	rna6070	rna4540
OG0002304	rna1439	rna4546
OG0002305	rna5660	rna4548
OG0002306	rna5941	rna4549
OG0002307	rna5659	rna4550
OG0002308	rna5658	rna4552
OG0002309	rna5944	rna4557
OG0002310	rna5947	rna4564
OG0002311	rna3943	rna4566
OG0002312	rna992	rna4575
OG0002313	rna993	rna4576
OG0002314	rna1052	rna4581
OG0002315	rna1785	rna4584
OG0002316	rna1051	rna4586
OG0002317	rna1048	rna4588
OG0002318	rna4106	rna4595
OG0002319	rna5149	rna4597
OG0002320	rna586	rna4599
OG0002321	rna5154	rna4600
OG0002322	rna2010	rna4602
OG0002323	rna2008	rna4603
OG0002324	rna2006	rna4607
OG0002325	rna188	rna4610
OG0002326	rna189	rna4611
OG0002327	rna1742	rna4614
OG0002328	rna597	rna4622
OG0002329	rna3827	rna4624
OG0002330	rna3826	rna4625
OG0002331	rna3263	rna4628
OG0002332	rna3824	rna4629
OG0002333	rna3262	rna4630
OG0002334	rna1164	rna4632
OG0002335	rna1167	rna4637
OG0002336	rna4077	rna4640
OG0002337	rna4075	rna4642
OG0002338	rna1172	rna4646
OG0002339	rna1173	rna4648, rna4647
OG0002340	rna1174	rna4649
OG0002341	rna753	rna4650
OG0002342	rna3550	rna4652
OG0002343	rna3546	rna4656
OG0002344	rna4568	rna4661
OG0002345	rna4570	rna4662
OG0002346	rna4571	rna4663
OG0002347	rna3541	rna4665
OG0002348	rna3154	rna4668
OG0002349	rna3679	rna4669
OG0002350	rna3680	rna4671
OG0002351	rna3681	rna4672
OG0002352	rna3682	rna4673
OG0002353	rna3157	rna4675
OG0002354	rna3159	rna4677
OG0002355	rna3160	rna4678
OG0002356	rna3163	rna4681
OG0002357	rna3165	rna4683
OG0002358	rna3169	rna4687
OG0002359	rna3170	rna4688
OG0002360	rna3173	rna4692
OG0002361	rna3174	rna4693
OG0002362	rna1034	rna4698
OG0002363	rna3246	rna4700
OG0002364	rna2387	rna4702
OG0002365	rna937	rna4709
OG0002366	rna1285	rna4711
OG0002367	rna2668	rna4712
OG0002368	rna2669	rna4713
OG0002369	rna2391	rna4716
OG0002370	rna2392	rna4718
OG0002371	rna2394	rna4719
OG0002372	rna2393	rna4720
OG0002373	rna3241	rna4723
OG0002374	rna2400	rna4725
OG0002375	rna3242	rna4726
OG0002376	rna2398	rna4728
OG0002377	rna2404	rna4732
OG0002378	rna2407	rna4736
OG0002379	rna2408	rna4737
OG0002380	rna2409	rna4738
OG0002381	rna3813	rna4739
OG0002382	rna3814	rna4740
OG0002383	rna3851	rna4741
OG0002384	rna3850	rna4742
OG0002385	rna3848	rna4744
OG0002386	rna3816	rna4745
OG0002387	rna3845	rna4748
OG0002388	rna3260	rna4750
OG0002389	rna3819	rna4752
OG0002390	rna3822	rna4754
OG0002391	rna50	rna4758
OG0002392	rna51	rna4759
OG0002393	rna5459	rna4765
OG0002394	rna5467	rna4769
OG0002395	rna3724	rna4771
OG0002396	rna5468	rna4772
OG0002397	rna3725	rna4773
OG0002398	rna3726	rna4774
OG0002399	rna3727	rna4776
OG0002400	rna5472	rna4779
OG0002401	rna5480	rna4788
OG0002402	rna5483	rna4792
OG0002403	rna1527	rna4799
OG0002404	rna1528	rna4800
OG0002405	rna3313	rna4802
OG0002406	rna1530	rna4803
OG0002407	rna4621	rna4811
OG0002408	rna4620	rna4812
OG0002409	rna4618	rna4814
OG0002410	rna3869	rna4821
OG0002411	rna4612	rna4825
OG0002412	rna4611	rna4828
OG0002413	rna3861	rna4830
OG0002414	rna4606	rna4834
OG0002415	rna3855	rna4841
OG0002416	rna3854	rna4843
OG0002417	rna3853	rna4844
OG0002418	rna3947	rna4848
OG0002419	rna1086	rna4849
OG0002420	rna1085	rna4850
OG0002421	rna3946	rna4852
OG0002422	rna3945	rna4853
OG0002423	rna1008	rna4855
OG0002424	rna3798	rna4857
OG0002425	rna3799	rna4859
OG0002426	rna3800	rna4860
OG0002427	rna2540	rna4861
OG0002428	rna2541	rna4862
OG0002429	rna985	rna4870
OG0002430	rna286	rna4873
OG0002431	rna989	rna4876
OG0002432	rna990	rna4877
OG0002433	rna282	rna4878
OG0002434	rna980	rna4882
OG0002435	rna279	rna4883
OG0002436	rna278	rna4884
OG0002437	rna275	rna4887
OG0002438	rna994	rna4889
OG0002439	rna291	rna4890
OG0002440	rna3912	rna4895
OG0002441	rna3913	rna4898
OG0002442	rna3914	rna4899
OG0002443	rna3916	rna4901
OG0002444	rna3918	rna4904
OG0002445	rna1062	rna4907
OG0002446	rna1063	rna4908
OG0002447	rna1068	rna4915
OG0002448	rna3925	rna4923
OG0002449	rna3928	rna4926
OG0002450	rna1074	rna4928
OG0002451	rna1076	rna4930
OG0002452	rna3929	rna4931
OG0002453	rna3931	rna4934
OG0002454	rna3933	rna4936
OG0002455	rna3935	rna4938
OG0002456	rna4129	rna4949
OG0002457	rna5589	rna4951
OG0002458	rna5588	rna4952
OG0002459	rna4128	rna4953
OG0002460	rna5579	rna4956
OG0002461	rna5580	rna4957
OG0002462	rna5581	rna4958
OG0002463	rna5582	rna4960
OG0002464	rna5583, rna4121	rna4961
OG0002465	rna5584	rna4963
OG0002466	rna1732	rna4969
OG0002467	rna4091	rna4977
OG0002468	rna1149	rna4978
OG0002469	rna4956	rna4979
OG0002470	rna4957	rna4980
OG0002471	rna4962	rna4987
OG0002472	rna366	rna4991
OG0002473	rna5322	rna4993
OG0002474	rna374	rna4994
OG0002475	rna373	rna4995
OG0002476	rna3149	rna4998
OG0002477	rna3687	rna4999
OG0002478	rna3688	rna5001
OG0002479	rna3690	rna5003
OG0002480	rna3693	rna5008
OG0002481	rna1289	rna5013
OG0002482	rna2673	rna5014
OG0002483	rna1287	rna5016
OG0002484	rna2672	rna5017
OG0002485	rna2671	rna5020
OG0002486	rna1286	rna5021
OG0002487	rna3494	rna5025
OG0002488	rna2629	rna5026
OG0002489	rna3280	rna5027
OG0002490	rna2421	rna5028
OG0002491	rna2423	rna5030
OG0002492	rna2680	rna5034
OG0002493	rna2167	rna5038
OG0002494	rna2168	rna5039
OG0002495	rna2032	rna5045
OG0002496	rna2031	rna5046
OG0002497	rna5339	rna5048
OG0002498	rna901	rna5049
OG0002499	rna2410	rna5054
OG0002500	rna3251	rna5055
OG0002501	rna3252	rna5056
OG0002502	rna2412	rna5057
OG0002503	rna4030	rna5062
OG0002504	rna4031	rna5063
OG0002505	rna5399	rna5066
OG0002506	rna4107	rna5067
OG0002507	rna4108	rna5068
OG0002508	rna2046	rna5069
OG0002509	rna4110	rna5070
OG0002510	rna1887	rna5080
OG0002511	rna5753	rna5082
OG0002512	rna34	rna5083
OG0002513	rna33	rna5084
OG0002514	rna5758	rna5087
OG0002515	rna5760	rna5088
OG0002516	rna30	rna5089
OG0002517	rna5763	rna5092
OG0002518	rna5045	rna5098
OG0002519	rna5043	rna5101
OG0002520	rna5527	rna5103
OG0002521	rna5040	rna5105
OG0002522	rna5530	rna5108
OG0002523	rna2696	rna5109
OG0002524	rna5039	rna5110
OG0002525	rna5036	rna5113
OG0002526	rna5035	rna5114
OG0002527	rna2701	rna5120
OG0002528	rna2702	rna5121
OG0002529	rna5031	rna5122
OG0002530	rna5028	rna5125
OG0002531	rna5027	rna5127
OG0002532	rna5023	rna5131
OG0002533	rna5022	rna5132
OG0002534	rna244	rna5139
OG0002535	rna246	rna5143
OG0002536	rna910	rna5144
OG0002537	rna909	rna5145
OG0002538	rna908	rna5146
OG0002539	rna5344	rna5147
OG0002540	rna907	rna5148
OG0002541	rna4731	rna5151
OG0002542	rna5717	rna5155
OG0002543	rna4729	rna5156
OG0002544	rna4727	rna5159
OG0002545	rna5715	rna5160
OG0002546	rna4726	rna5161
OG0002547	rna1841	rna5164
OG0002548	rna1842	rna5165
OG0002549	rna3881	rna5172
OG0002550	rna4479	rna5174
OG0002551	rna3612	rna5176
OG0002552	rna2547	rna5180
OG0002553	rna3613	rna5181
OG0002554	rna2551	rna5184
OG0002555	rna2553	rna5187
OG0002556	rna3618	rna5190
OG0002557	rna3619	rna5191
OG0002558	rna2556	rna5194
OG0002559	rna3621	rna5195
OG0002560	rna4555	rna5197
OG0002561	rna4554	rna5198
OG0002562	rna2574	rna5200
