Orthogroup	s_cerevisiae_proteins	s_kudriavzevii_proteins
OG0001101	rna536	Skud_3.4
OG0001102	rna539	Skud_3.6
OG0001103	rna544	Skud_3.10
OG0001104	rna545	Skud_3.11
OG0001105	rna546	Skud_3.12
OG0001106	rna1479	Skud_4.803
OG0001107	rna1481	Skud_4.805
OG0001108	rna1476	Skud_4.801
OG0001109	rna552	Skud_3.18
OG0001110	rna558	Skud_3.24
OG0001111	rna1460	Skud_4.786
OG0001112	rna4037	Skud_12.244
OG0001113	rna4041	Skud_12.248
OG0001114	rna4044	Skud_12.251
OG0001115	rna4882	Skud_14.62
OG0001116	rna4885	Skud_14.64
OG0001117	rna647	Skud_3.123
OG0001118	rna4886	Skud_14.65
OG0001119	rna4887	Skud_14.66
OG0001120	rna5569	Skud_15.318
OG0001121	rna4888	Skud_14.67
OG0001122	rna4889	Skud_14.68
OG0001123	rna2256	Skud_7.345
OG0001124	rna2257	Skud_7.346
OG0001125	rna2258	Skud_7.347
OG0001126	rna2064	Skud_7.132
OG0001127	rna2075	Skud_7.144
OG0001128	rna4897	Skud_14.75
OG0001129	rna4898	Skud_14.76
OG0001130	rna4899	Skud_14.77
OG0001131	rna4901	Skud_14.79
OG0001132	rna2479	Skud_7.588
OG0001133	rna4904	Skud_14.82
OG0001134	rna4907	Skud_14.85
OG0001135	rna4908	Skud_14.86
OG0001136	rna4909	Skud_14.87
OG0001137	rna4910	Skud_14.88
OG0001138	rna4912	Skud_14.90
OG0001139	rna4913	Skud_14.91
OG0001140	rna4915	Skud_14.93
OG0001141	rna4916	Skud_14.94
OG0001142	rna3058	Skud_10.12
OG0001143	rna3059	Skud_10.13
OG0001144	rna3061	Skud_10.15
OG0001145	rna639	Skud_3.115
OG0001146	rna638	Skud_3.114
OG0001147	rna3066	Skud_10.24
OG0001148	rna1436	Skud_4.760
OG0001149	rna5313	Skud_15.57
OG0001150	rna1434	Skud_4.758
OG0001151	rna5316	Skud_15.60
OG0001152	rna5346	Skud_15.91
OG0001153	rna5347	Skud_15.92
OG0001154	rna5348	Skud_15.93
OG0001155	rna5350	Skud_15.95
OG0001156	rna80	Skud_1.74
OG0001157	rna79	Skud_1.75
OG0001158	rna235	Skud_2.129
OG0001159	rna924	Skud_4.238
OG0001160	rna2285	Skud_7.374
OG0001161	rna5335	Skud_15.79
OG0001162	rna4134	Skud_12.359
OG0001163	rna4135	Skud_12.360
OG0001164	rna4136	Skud_12.361
OG0001165	rna4137	Skud_12.363
OG0001166	rna4138	Skud_12.364
OG0001167	rna4140	Skud_12.366
OG0001168	rna5596	Skud_15.348
OG0001169	rna5599	Skud_15.351
OG0001170	rna4146	Skud_12.371
OG0001171	rna618	Skud_3.91
OG0001172	rna5607	Skud_15.358
OG0001173	rna2149	Skud_7.227
OG0001174	rna436	Skud_2.346
OG0001175	rna2148	Skud_7.226
OG0001176	rna440	Skud_2.350
OG0001177	rna2076	Skud_7.145
OG0001178	rna4422	Skud_13.105
OG0001179	rna5403	Skud_15.148
OG0001180	rna5404	Skud_15.149
OG0001181	rna4472	Skud_13.158
OG0001182	rna5406	Skud_15.151
OG0001183	rna4471	Skud_13.157
OG0001184	rna5407	Skud_15.152
OG0001185	rna5408	Skud_15.153
OG0001186	rna4469	Skud_13.155
OG0001187	rna5410	Skud_15.155
OG0001188	rna5411	Skud_15.157
OG0001189	rna4781	Skud_13.457
OG0001190	rna4784	Skud_13.460
OG0001191	rna4338	Skud_13.21
OG0001192	rna4337	Skud_13.20
OG0001193	rna2776	Skud_8.255
OG0001194	rna5561	Skud_15.310
OG0001195	rna5563	Skud_15.312
OG0001196	rna1351	Skud_4.667
OG0001197	rna5564	Skud_15.313
OG0001198	rna1355	Skud_4.671
OG0001199	rna1360	Skud_4.676
OG0001200	rna5701	Skud_15.450
OG0001201	rna5697	Skud_15.446
OG0001202	rna5696	Skud_15.445
OG0001203	rna5693	Skud_15.442
OG0001204	rna5689	Skud_15.440
OG0001205	rna5688	Skud_15.439
OG0001206	rna5686	Skud_15.437
OG0001207	rna5684	Skud_15.436
OG0001208	rna4698	Skud_13.377
OG0001209	rna5683	Skud_15.435
OG0001210	rna1670	Skud_5.197
OG0001211	rna1666	Skud_5.193
OG0001212	rna1663	Skud_5.190
OG0001213	rna2924	Skud_9.104
OG0001214	rna2927	Skud_9.107
OG0001215	rna2928	Skud_9.108
OG0001216	rna2930	Skud_9.110
OG0001217	rna1659	Skud_5.186
OG0001218	rna1658	Skud_5.185
OG0001219	rna2933	Skud_9.112
OG0001220	rna1654	Skud_5.180
OG0001221	rna1650	Skud_5.176
OG0001222	rna2942	Skud_9.120
OG0001223	rna2943	Skud_9.121
OG0001224	rna5192	Skud_14.365
OG0001225	rna5191	Skud_14.364
OG0001226	rna5187	Skud_14.360
OG0001227	rna666	Skud_3.142
OG0001228	rna665	Skud_3.141
OG0001229	rna664	Skud_3.140
OG0001230	rna662	Skud_3.138
OG0001231	rna660	Skud_3.136
OG0001232	rna655	Skud_3.131
OG0001233	rna5180	Skud_14.353
OG0001234	rna653	Skud_3.129
OG0001235	rna5179	Skud_14.352
OG0001236	rna2916	Skud_9.95
OG0001237	rna1676	Skud_5.201
OG0001238	rna2917	Skud_9.96
OG0001239	rna3185	Skud_10.171
OG0001240	rna5676	Skud_15.428
OG0001241	rna5675	Skud_15.427
OG0001242	rna5920	Skud_16.108
OG0001243	rna5674	Skud_15.426
OG0001244	rna5671	Skud_15.423
OG0001245	rna5922	Skud_16.112
OG0001246	rna5923	Skud_16.113
OG0001247	rna5668	Skud_15.420
OG0001248	rna5925	Skud_16.115
OG0001249	rna5665	Skud_15.417
OG0001250	rna5664	Skud_15.416
OG0001251	rna5663	Skud_15.415
OG0001252	rna1253	Skud_4.568
OG0001253	rna2639	Skud_8.116
OG0001254	rna2638	Skud_8.115
OG0001255	rna1248	Skud_4.563
OG0001256	rna1246	Skud_4.561
OG0001257	rna1245	Skud_4.560
OG0001258	rna1244	Skud_4.559
OG0001259	rna2613	Skud_8.95
OG0001260	rna2614	Skud_8.96
OG0001261	rna2615	Skud_8.97
OG0001262	rna2617	Skud_8.99
OG0001263	rna1239	Skud_4.554
OG0001264	rna1238	Skud_4.553
OG0001265	rna1237	Skud_4.552
OG0001266	rna1231	Skud_4.546
OG0001267	rna1232	Skud_4.547
OG0001268	rna3842	Skud_12.82
OG0001269	rna3843	Skud_12.83
OG0001270	rna3232	Skud_10.187
OG0001271	rna1228	Skud_4.543
OG0001272	rna2621, rna2620	Skud_8.102
OG0001273	rna5325	Skud_15.69
OG0001274	rna363	Skud_2.270
OG0001275	rna362	Skud_2.269
OG0001276	rna5071	Skud_14.249
OG0001277	rna5070	Skud_14.248
OG0001278	rna5069	Skud_14.247
OG0001279	rna2847	Skud_9.26
OG0001280	rna2182	Skud_7.265
OG0001281	rna1759	Skud_5.294
OG0001282	rna1026	Skud_4.335
OG0001283	rna1029	Skud_4.338
OG0001284	rna1763	Skud_5.298
OG0001285	rna1032	Skud_4.341
OG0001286	rna1033	Skud_4.342
OG0001287	rna2436	Skud_7.548
OG0001288	rna4881	Skud_14.61
OG0001289	rna1445	Skud_4.770
OG0001290	rna1444	Skud_4.769
OG0001291	rna5306	Skud_15.52
OG0001292	rna1442	Skud_4.767
OG0001293	rna4507	Skud_13.188
OG0001294	rna3601	Skud_11.177
OG0001295	rna3600	Skud_11.176
OG0001296	rna3598	Skud_11.174
OG0001297	rna3597	Skud_11.173
OG0001298	rna4504	Skud_13.184
OG0001299	rna3596	Skud_11.172
OG0001300	rna4503	Skud_13.183
OG0001301	rna3595	Skud_11.171
OG0001302	rna3594	Skud_11.170
OG0001303	rna5282	Skud_15.29
OG0001304	rna26	Skud_1.18
OG0001305	rna27	Skud_1.19
OG0001306	rna5770	Skud_15.524
OG0001307	rna5767	Skud_15.521
OG0001308	rna5048	Skud_14.227
OG0001309	rna5049	Skud_14.228
OG0001310	rna5518	Skud_15.267
OG0001311	rna5511	Skud_15.260
OG0001312	rna5059	Skud_14.237
OG0001313	rna5507	Skud_15.255
OG0001314	rna5506	Skud_15.254
OG0001315	rna5064	Skud_14.242
OG0001316	rna5501	Skud_15.249
OG0001317	rna5067	Skud_14.245
OG0001318	rna4799	Skud_13.476
OG0001319	rna4805	Skud_13.482
OG0001320	rna3534	Skud_11.112
OG0001321	rna4741	Skud_13.419
OG0001322	rna5359	Skud_15.105
OG0001323	rna300	Skud_2.203
OG0001324	rna1261	Skud_4.576
OG0001325	rna3320	Skud_10.276
OG0001326	rna1259	Skud_4.574
OG0001327	rna2644	Skud_8.121
OG0001328	rna2643	Skud_8.120
OG0001329	rna2642	Skud_8.119
OG0001330	rna1256	Skud_4.571
OG0001331	rna1410	Skud_4.735
OG0001332	rna1413	Skud_4.738
OG0001333	rna1177	Skud_4.492
OG0001334	rna1179	Skud_4.494
OG0001335	rna746	Skud_4.52
OG0001336	rna745	Skud_4.51
OG0001337	rna1181	Skud_4.496
OG0001338	rna744	Skud_4.50
OG0001339	rna1182	Skud_4.497
OG0001340	rna1183	Skud_4.498
OG0001341	rna743	Skud_4.48
OG0001342	rna742	Skud_4.47
OG0001343	rna1189	Skud_4.506
OG0001344	rna1190	Skud_4.507
OG0001345	rna6182	Skud_16.383
OG0001346	rna6179	Skud_16.380
OG0001347	rna6178	Skud_16.379
OG0001348	rna6174	Skud_16.378
OG0001349	rna357	Skud_2.264
OG0001350	rna356	Skud_2.263
OG0001351	rna355	Skud_2.261
OG0001352	rna6173	Skud_16.377
OG0001353	rna5857	Skud_16.43
OG0001354	rna5858	Skud_16.44
OG0001355	rna5859	Skud_16.45
OG0001356	rna5864	Skud_16.50
OG0001357	rna5865	Skud_16.51
OG0001358	rna5867	Skud_16.53
OG0001359	rna4661	Skud_13.341, Skud_13.342
OG0001360	rna4068	Skud_12.276
OG0001361	rna799	Skud_4.108
OG0001362	rna797	Skud_4.106
OG0001363	rna796	Skud_4.105
OG0001364	rna795	Skud_4.104
OG0001365	rna794	Skud_4.102
OG0001366	rna4065	Skud_12.273
OG0001367	rna4064	Skud_12.272
OG0001368	rna2654	Skud_8.132
OG0001369	rna2655	Skud_8.133
OG0001370	rna4373	Skud_13.56
OG0001371	rna4371	Skud_13.54
OG0001372	rna6257	Skud_16.461
OG0001373	rna2181	Skud_7.264
OG0001374	rna2026	Skud_7.91
OG0001375	rna4161	Skud_12.388
OG0001376	rna4160	Skud_12.387
OG0001377	rna3806	Skud_12.47
OG0001378	rna2549	Skud_8.29
OG0001379	rna6110	Skud_16.304
OG0001380	rna1771	Skud_5.304
OG0001381	rna1774	Skud_5.307
OG0001382	rna1042	Skud_4.355
OG0001383	rna1777	Skud_5.310
OG0001384	rna1778	Skud_5.311
OG0001385	rna1779	Skud_5.312
OG0001386	rna2216	Skud_7.298
OG0001387	rna2215	Skud_7.297
OG0001388	rna2211	Skud_7.293
OG0001389	rna2210	Skud_7.292
OG0001390	rna2209	Skud_7.291
OG0001391	rna4178	Skud_12.406
OG0001392	rna2206	Skud_7.288
OG0001393	rna4175	Skud_12.403
OG0001394	rna4174	Skud_12.402
OG0001395	rna69	Skud_1.60
OG0001396	rna2204	Skud_7.286
OG0001397	rna5205	Skud_14.378
OG0001398	rna687	Skud_3.166
OG0001399	rna688	Skud_3.167
OG0001400	rna1122	Skud_4.441
OG0001401	rna5209	Skud_14.382
OG0001402	rna5212	Skud_14.384
OG0001403	rna5215	Skud_14.386
OG0001404	rna3052	Skud_10.6
OG0001405	rna5825	Skud_16.11
OG0001406	rna5823	Skud_16.9
OG0001407	rna1513	Skud_5.33
OG0001408	rna5829	Skud_16.16
OG0001409	rna1507	Skud_5.27
OG0001410	rna5421	Skud_15.167
OG0001411	rna5417	Skud_15.163
OG0001412	rna5416	Skud_15.162
OG0001413	rna4779	Skud_13.455
OG0001414	rna4777	Skud_13.453
OG0001415	rna4774	Skud_13.450
OG0001416	rna4773	Skud_13.449
OG0001417	rna4770	Skud_13.446
OG0001418	rna4348	Skud_13.31
OG0001419	rna4346	Skud_13.29
OG0001420	rna4772	Skud_13.448
OG0001421	rna4353	Skud_13.36
OG0001422	rna4354	Skud_13.37
OG0001423	rna4763	Skud_13.440
OG0001424	rna6107	Skud_16.301
OG0001425	rna6109	Skud_16.303
OG0001426	rna1007	Skud_4.317
OG0001427	rna1006	Skud_4.316
OG0001428	rna1037	Skud_4.350
OG0001429	rna3673	Skud_11.250
OG0001430	rna3672	Skud_11.249
OG0001431	rna3179	Skud_10.133
OG0001432	rna5702	Skud_15.451
OG0001433	rna5565	Skud_15.314
OG0001434	rna4290	Skud_12.521
OG0001435	rna4289	Skud_12.520
OG0001436	rna4407	Skud_13.91
OG0001437	rna832	Skud_4.140
OG0001438	rna4287	Skud_12.517
OG0001439	rna3457	Skud_11.29
OG0001440	rna3458	Skud_11.30
OG0001441	rna4285	Skud_12.510
OG0001442	rna3459	Skud_11.31
OG0001443	rna3461	Skud_11.33
OG0001444	rna4281	Skud_12.506
OG0001445	rna3462	Skud_11.34
OG0001446	rna4278	Skud_12.502
OG0001447	rna2135	Skud_7.212
OG0001448	rna2134	Skud_7.211
OG0001449	rna2132	Skud_7.208
OG0001450	rna5892	Skud_16.80
OG0001451	rna256	Skud_2.150
OG0001452	rna2280	Skud_7.369
OG0001453	rna2281	Skud_7.370
OG0001454	rna2283	Skud_7.372
OG0001455	rna4158	Skud_12.384
OG0001456	rna3812	Skud_12.52
OG0001457	rna4171	Skud_12.399
OG0001458	rna3804	Skud_12.45
OG0001459	rna2224	Skud_7.305
OG0001460	rna3504	Skud_11.79
OG0001461	rna3503	Skud_11.78
OG0001462	rna3502	Skud_11.77
OG0001463	rna5163	Skud_14.335
OG0001464	rna4034	Skud_12.240
OG0001465	rna4035	Skud_12.241
OG0001466	rna580	Skud_3.44
OG0001467	rna581	Skud_3.45
OG0001468	rna582	Skud_3.46
OG0001469	rna2020	Skud_7.85
OG0001470	rna3890	Skud_12.126
OG0001471	rna1831	Skud_6.34
OG0001472	rna3898	Skud_12.134
OG0001473	rna3900	Skud_12.136
OG0001474	rna1822	Skud_6.25
OG0001475	rna3903	Skud_12.139
OG0001476	rna1821	Skud_6.24
OG0001477	rna1820	Skud_6.23
OG0001478	rna3542	Skud_11.121
OG0001479	rna5937	Skud_16.127
OG0001480	rna5936	Skud_16.126
OG0001481	rna5935	Skud_16.125
OG0001482	rna5932	Skud_16.122
OG0001483	rna5661	Skud_15.413
OG0001484	rna1409	Skud_4.734
OG0001485	rna4431	Skud_13.116
OG0001486	rna5782	Skud_15.537
OG0001487	rna3166	Skud_10.120
OG0001488	rna5779	Skud_15.534
OG0001489	rna3188	Skud_10.168
OG0001490	rna3189	Skud_10.167
OG0001491	rna5967	Skud_16.155
OG0001492	rna5966	Skud_16.154
OG0001493	rna5627	Skud_15.377
OG0001494	rna5628	Skud_15.378
OG0001495	rna5964	Skud_16.152
OG0001496	rna5633	Skud_15.383
OG0001497	rna5634	Skud_15.384
OG0001498	rna5640	Skud_15.389
OG0001499	rna5641	Skud_15.390
OG0001500	rna5955	Skud_16.143
OG0001501	rna5648	Skud_15.398
OG0001502	rna1860	Skud_6.64
OG0001503	rna1852	Skud_6.56
OG0001504	rna1851	Skud_6.55
OG0001505	rna2722	Skud_8.202
OG0001506	rna4988	Skud_14.168
OG0001507	rna2727	Skud_8.206
OG0001508	rna4983	Skud_14.163
OG0001509	rna2728	Skud_8.207
OG0001510	rna4982	Skud_14.162
OG0001511	rna4979	Skud_14.159
OG0001512	rna4977	Skud_14.157
OG0001513	rna738	Skud_4.41
OG0001514	rna4976	Skud_14.156
OG0001515	rna4974	Skud_14.153
OG0001516	rna4973	Skud_14.152
OG0001517	rna737	Skud_4.40
OG0001518	rna4970	Skud_14.149
OG0001519	rna735	Skud_4.38
OG0001520	rna734	Skud_4.37
OG0001521	rna2777	Skud_8.256
OG0001522	rna4672	Skud_13.351
OG0001523	rna5854	Skud_16.40
OG0001524	rna5855	Skud_16.41
OG0001525	rna6172	Skud_16.376
OG0001526	rna352	Skud_2.258
OG0001527	rna351	Skud_2.257
OG0001528	rna4132	Skud_12.357
OG0001529	rna3256	Skud_10.211
OG0001530	rna3237	Skud_10.192
OG0001531	rna3236	Skud_10.191
OG0001532	rna3258	Skud_10.216
OG0001533	rna3234	Skud_10.189
OG0001534	rna3279	Skud_10.237
OG0001535	rna3829	Skud_12.68
OG0001536	rna3266	Skud_10.224
OG0001537	rna3828	Skud_12.67
OG0001538	rna4649	Skud_13.330
OG0001539	rna842	Skud_4.151
OG0001540	rna841	Skud_4.150
OG0001541	rna840	Skud_4.148
OG0001542	rna4655	Skud_13.336
OG0001543	rna4362	Skud_13.44
OG0001544	rna4363	Skud_13.45
OG0001545	rna4364	Skud_13.46
OG0001546	rna4365	Skud_13.47
OG0001547	rna4367	Skud_13.50
OG0001548	rna4331	Skud_13.12
OG0001549	rna4332	Skud_13.13
OG0001550	rna4312	Skud_12.545
OG0001551	rna1605	Skud_5.130
OG0001552	rna3389	Skud_10.346
OG0001553	rna1603	Skud_5.128
OG0001554	rna3385	Skud_10.342
OG0001555	rna1602	Skud_5.127
OG0001556	rna1601	Skud_5.126
OG0001557	rna3384	Skud_10.341
OG0001558	rna3372	Skud_10.328
OG0001559	rna1600	Skud_5.125
OG0001560	rna1849	Skud_6.53
OG0001561	rna4480	Skud_13.166
OG0001562	rna4488	Skud_13.168
OG0001563	rna1936	Skud_6.143
OG0001564	rna1935	Skud_6.142
OG0001565	rna1954	Skud_7.17
OG0001566	rna1952	Skud_7.15
OG0001567	rna1934	Skud_6.141
OG0001568	rna1957	Skud_7.19
OG0001569	rna6045	Skud_16.235
OG0001570	rna6046	Skud_16.236
OG0001571	rna6047	Skud_16.237
OG0001572	rna6048	Skud_16.238
OG0001573	rna6050	Skud_16.240
OG0001574	rna6051	Skud_16.241
OG0001575	rna6059	Skud_16.250
OG0001576	rna6061	Skud_16.252
OG0001577	rna6062	Skud_16.253
OG0001578	rna6063	Skud_16.254
OG0001579	rna1194	Skud_4.510
OG0001580	rna1191	Skud_4.508
OG0001581	rna6067	Skud_16.259
OG0001582	rna6068	Skud_16.260
OG0001583	rna4055	Skud_12.262
OG0001584	rna4057	Skud_12.264
OG0001585	rna4058	Skud_12.265
OG0001586	rna781	Skud_4.90
OG0001587	rna782	Skud_4.91
OG0001588	rna784	Skud_4.93
OG0001589	rna4680	Skud_13.360
OG0001590	rna5849	Skud_16.35
OG0001591	rna5851	Skud_16.37
OG0001592	rna2656	Skud_8.134
OG0001593	rna2658	Skud_8.136
OG0001594	rna1276	Skud_4.591
OG0001595	rna1277	Skud_4.592
OG0001596	rna1278	Skud_4.593
OG0001597	rna2661	Skud_8.139
OG0001598	rna2998	Skud_9.181
OG0001599	rna1586	Skud_5.109
OG0001600	rna1582	Skud_5.106
OG0001601	rna1581	Skud_5.105
OG0001602	rna6171	Skud_16.375
OG0001603	rna1580	Skud_5.104
OG0001604	rna1577	Skud_5.101
OG0001605	rna2994	Skud_9.177
OG0001606	rna1574	Skud_5.98
OG0001607	rna2986	Skud_9.169
OG0001608	rna5831	Skud_16.19
OG0001609	rna2982	Skud_9.162
OG0001610	rna5830	Skud_16.18
OG0001611	rna5424	Skud_15.170
OG0001612	rna5380	Skud_15.125
OG0001613	rna4475	Skud_13.161
OG0001614	rna6192	Skud_16.393
OG0001615	rna2298	Skud_7.389
OG0001616	rna6196	Skud_16.397
OG0001617	rna2299	Skud_7.390
OG0001618	rna6198	Skud_16.399
OG0001619	rna2303	Skud_7.394
OG0001620	rna6199	Skud_16.400
OG0001621	rna2306	Skud_7.397
OG0001622	rna2307	Skud_7.398
OG0001623	rna2308	Skud_7.399
OG0001624	rna2309	Skud_7.400
OG0001625	rna2311	Skud_7.402
OG0001626	rna6204	Skud_16.406
OG0001627	rna476	Skud_2.384
OG0001628	rna3005	Skud_9.188
OG0001629	rna478	Skud_2.386
OG0001630	rna3006	Skud_9.189
OG0001631	rna481	Skud_2.389
OG0001632	rna2973	Skud_9.152
OG0001633	rna1909	Skud_6.118
OG0001634	rna1910	Skud_6.119
OG0001635	rna1913	Skud_6.121
OG0001636	rna1916	Skud_6.123
OG0001637	rna2971	Skud_9.150
OG0001638	rna2970	Skud_9.149
OG0001639	rna2969	Skud_9.148
OG0001640	rna2968	Skud_9.147
OG0001641	rna2344	Skud_7.441
OG0001642	rna2346	Skud_7.443
OG0001643	rna3953	Skud_12.196
OG0001644	rna3954	Skud_12.197
OG0001645	rna3955	Skud_12.198
OG0001646	rna1093	Skud_4.407
OG0001647	rna1096	Skud_4.411
OG0001648	rna1100	Skud_4.416
OG0001649	rna1101	Skud_4.417
OG0001650	rna3964	Skud_12.208
OG0001651	rna1103	Skud_4.419
OG0001652	rna1104	Skud_4.420
OG0001653	rna3967	Skud_12.212
OG0001654	rna1106	Skud_4.422
OG0001655	rna3971	Skud_12.216
OG0001656	rna1107	Skud_4.423
OG0001657	rna3974	Skud_12.219
OG0001658	rna1109	Skud_4.425
OG0001659	rna1110	Skud_4.426
OG0001660	rna3976	Skud_12.221
OG0001661	rna3978	Skud_12.223
OG0001662	rna1118	Skud_4.437
OG0001663	rna1117	Skud_4.436
OG0001664	rna1120	Skud_4.439
OG0001665	rna1121	Skud_4.440
OG0001666	rna1126	Skud_4.445
OG0001667	rna1128	Skud_4.447
OG0001668	rna4027	Skud_12.233
OG0001669	rna1130	Skud_4.448
OG0001670	rna4101	Skud_12.321
OG0001671	rna4100	Skud_12.320
OG0001672	rna4099	Skud_12.319
OG0001673	rna1136	Skud_4.455
OG0001674	rna1137	Skud_4.456
OG0001675	rna4098	Skud_12.318
OG0001676	rna4097	Skud_12.317
OG0001677	rna4096	Skud_12.316
OG0001678	rna1139	Skud_4.458
OG0001679	rna1142	Skud_4.460
OG0001680	rna1144	Skud_4.462
OG0001681	rna4094	Skud_12.314
OG0001682	rna1148	Skud_4.466
OG0001683	rna4955	Skud_14.133
OG0001684	rna4951	Skud_14.129
OG0001685	rna4946	Skud_14.124
OG0001686	rna4945	Skud_14.123
OG0001687	rna4943	Skud_14.121
OG0001688	rna718	Skud_4.20
OG0001689	rna4940	Skud_14.118
OG0001690	rna716	Skud_4.18
OG0001691	rna4939	Skud_14.117
OG0001692	rna4937	Skud_14.115
OG0001693	rna714	Skud_4.16
OG0001694	rna4935	Skud_14.114
OG0001695	rna4934	Skud_14.113
OG0001696	rna4932	Skud_14.111
OG0001697	rna4931	Skud_14.110
OG0001698	rna4929	Skud_14.108
OG0001699	rna4927	Skud_14.106
OG0001700	rna4922	Skud_14.101
OG0001701	rna4919	Skud_14.98
OG0001702	rna712	Skud_4.14
OG0001703	rna4918	Skud_14.97
OG0001704	rna3785	Skud_12.25
OG0001705	rna2533	Skud_8.13
OG0001706	rna3787	Skud_12.27
OG0001707	rna2534	Skud_8.14
OG0001708	rna3789	Skud_12.29
OG0001709	rna3793	Skud_12.33
OG0001710	rna3795	Skud_12.35
OG0001711	rna1755	Skud_5.290
OG0001712	rna1021	Skud_4.330
OG0001713	rna4237	Skud_12.464
OG0001714	rna4235	Skud_12.462
OG0001715	rna893	Skud_4.204
OG0001716	rna849	Skud_4.158
OG0001717	rna4637	Skud_13.316
OG0001718	rna4639	Skud_13.318
OG0001719	rna846	Skud_4.155
OG0001720	rna844	Skud_4.153
OG0001721	rna4645	Skud_13.324
OG0001722	rna5259	Skud_15.6
OG0001723	rna5261	Skud_15.8
OG0001724	rna5262	Skud_15.9
OG0001725	rna5263	Skud_15.10
OG0001726	rna5264	Skud_15.11
OG0001727	rna4830	Skud_14.11
OG0001728	rna4831	Skud_14.12
OG0001729	rna5265	Skud_15.12
OG0001730	rna4835	Skud_14.16
OG0001731	rna1326	Skud_4.641
OG0001732	rna5538	Skud_15.286
OG0001733	rna1327	Skud_4.642
OG0001734	rna5539	Skud_15.287
OG0001735	rna5540	Skud_15.288
OG0001736	rna1331	Skud_4.646
OG0001737	rna1333	Skud_4.648
OG0001738	rna1335	Skud_4.650
OG0001739	rna5542	Skud_15.290
OG0001740	rna1339	Skud_4.654
OG0001741	rna5547	Skud_15.296
OG0001742	rna1343	Skud_4.659
OG0001743	rna1345	Skud_4.661
OG0001744	rna1347	Skud_4.663
OG0001745	rna5550	Skud_15.300
OG0001746	rna5554	Skud_15.304
OG0001747	rna5555	Skud_15.305
OG0001748	rna1350	Skud_4.666
OG0001749	rna5560	Skud_15.309
OG0001750	rna1423	Skud_4.747
OG0001751	rna2584	Skud_8.62
OG0001752	rna2582	Skud_8.60
OG0001753	rna1420	Skud_4.745
OG0001754	rna1419	Skud_4.744
OG0001755	rna1418	Skud_4.743
OG0001756	rna2580	Skud_8.58
OG0001757	rna2579	Skud_8.57
OG0001758	rna1416	Skud_4.741
OG0001759	rna2577	Skud_8.56
OG0001760	rna1415	Skud_4.740
OG0001761	rna2354	Skud_7.452
OG0001762	rna2349	Skud_7.446
OG0001763	rna6240	Skud_16.446
OG0001764	rna2959	Skud_9.136
OG0001765	rna1627	Skud_5.153
OG0001766	rna2958	Skud_9.135
OG0001767	rna1630	Skud_5.156
OG0001768	rna2953	Skud_9.130
OG0001769	rna1632	Skud_5.158
OG0001770	rna1634	Skud_5.160
OG0001771	rna1635	Skud_5.161
OG0001772	rna2951	Skud_9.128
OG0001773	rna1636	Skud_5.162
OG0001774	rna2339	Skud_7.436
OG0001775	rna6270	Skud_16.479
OG0001776	rna6271	Skud_16.480
OG0001777	rna6272	Skud_16.481
OG0001778	rna4319	Skud_12.554
OG0001779	rna4252	Skud_12.478
OG0001780	rna879	Skud_4.190
OG0001781	rna881	Skud_4.192
OG0001782	rna4248	Skud_12.474
OG0001783	rna883	Skud_4.194
OG0001784	rna4242	Skud_12.469
OG0001785	rna885	Skud_4.196
OG0001786	rna4241	Skud_12.468
OG0001787	rna4240	Skud_12.467
OG0001788	rna4239	Skud_12.466
OG0001789	rna4238	Skud_12.465
OG0001790	rna888	Skud_4.199
OG0001791	rna3369	Skud_10.325
OG0001792	rna3381	Skud_10.338
OG0001793	rna163	Skud_2.55
OG0001794	rna3379	Skud_10.336
OG0001795	rna3357	Skud_10.314
OG0001796	rna3354	Skud_10.311
OG0001797	rna6132	Skud_16.329
OG0001798	rna3352	Skud_10.309
OG0001799	rna6131	Skud_16.328
OG0001800	rna6130	Skud_16.326
OG0001801	rna3350	Skud_10.307
OG0001802	rna3349	Skud_10.306
OG0001803	rna6128	Skud_16.324
OG0001804	rna6127	Skud_16.322
OG0001805	rna109	Skud_2.5
OG0001806	rna111	Skud_2.7
OG0001807	rna112	Skud_2.8
OG0001808	rna6121	Skud_16.316
OG0001809	rna117	Skud_2.10
OG0001810	rna6116	Skud_16.310
OG0001811	rna1716	Skud_5.256
OG0001812	rna121	Skud_2.14
OG0001813	rna1714	Skud_5.258
OG0001814	rna124	Skud_2.17
OG0001815	rna125	Skud_2.18
OG0001816	rna127	Skud_2.20
OG0001817	rna1710	Skud_5.263
OG0001818	rna5272	Skud_15.19
OG0001819	rna5273	Skud_15.20
OG0001820	rna4842	Skud_14.23
OG0001821	rna4843	Skud_14.24
OG0001822	rna4845	Skud_14.26
OG0001823	rna4848	Skud_14.29
OG0001824	rna4850	Skud_14.31
OG0001825	rna5277	Skud_15.24
OG0001826	rna4852	Skud_14.33
OG0001827	rna4853	Skud_14.34
OG0001828	rna5281	Skud_15.28
OG0001829	rna3593	Skud_11.169
OG0001830	rna4501	Skud_13.181
OG0001831	rna4499	Skud_13.179
OG0001832	rna4497	Skud_13.177
OG0001833	rna3606	Skud_11.182
OG0001834	rna4496	Skud_13.176
OG0001835	rna5077	Skud_14.255
OG0001836	rna3033	Skud_9.215
OG0001837	rna3632	Skud_11.206
OG0001838	rna3628	Skud_11.203
