Orthogroup	s_cerevisiae_proteins	s_paradoxus_proteins
OG0001064	rna178	Spar_2.86
OG0001065	rna3518	Spar_11.122
OG0001066	rna4594	Spar_13.293
OG0001067	rna4586	Spar_13.282
OG0001068	rna3532	Spar_11.138
OG0001069	rna4580	Spar_13.276
OG0001070	rna5710	Spar_15.502
OG0001071	rna4722	Spar_13.414
OG0001072	rna4219	Spar_12.498
OG0001073	rna4217	Spar_12.496
OG0001074	rna3658	Spar_11.281
OG0001075	rna3657	Spar_11.280
OG0001076	rna3654	Spar_11.277
OG0001077	rna3648	Spar_11.272
OG0001078	rna2566	Spar_8.56
OG0001079	rna2564	Spar_8.52
OG0001080	rna3646	Spar_11.270
OG0001081	rna3560	Spar_11.168
OG0001082	rna2557	Spar_8.45
OG0001083	rna4558	Spar_13.251
OG0001084	rna3327	Spar_10.338
OG0001085	rna3329	Spar_10.340
OG0001086	rna3331	Spar_10.342
OG0001087	rna3332	Spar_10.343
OG0001088	rna3336	Spar_10.347
OG0001089	rna3337	Spar_10.348
OG0001090	rna3338	Spar_10.350
OG0001091	rna3448	Spar_11.24
OG0001092	rna3339	Spar_10.351
OG0001093	rna3445	Spar_11.21
OG0001094	rna3444	Spar_11.20
OG0001095	rna3341	Spar_10.353
OG0001096	rna3342	Spar_10.354
OG0001097	rna3442	Spar_11.19
OG0001098	rna3440	Spar_11.17
OG0001099	rna532, rna643	Spar_3.7, Spar_3.146
OG0001100	rna535	Spar_3.22
OG0001101	rna536	Spar_3.23
OG0001102	rna539	Spar_3.25
OG0001103	rna544	Spar_3.29
OG0001104	rna545	Spar_3.30
OG0001105	rna546	Spar_3.31
OG0001106	rna1479	Spar_4.900
OG0001107	rna1481	Spar_4.902
OG0001108	rna1476	Spar_4.898
OG0001109	rna552	Spar_3.37
OG0001110	rna558	Spar_3.44
OG0001111	rna1460	Spar_4.883
OG0001112	rna4037	Spar_12.287
OG0001113	rna4041	Spar_12.291
OG0001114	rna4044	Spar_12.294
OG0001115	rna4882	Spar_14.66
OG0001116	rna4885	Spar_14.68
OG0001117	rna647	Spar_3.150
OG0001118	rna4886	Spar_14.69
OG0001119	rna4887	Spar_14.70
OG0001120	rna5569	Spar_15.347
OG0001121	rna4888	Spar_14.71
OG0001122	rna4889	Spar_14.72
OG0001123	rna2256	Spar_7.358
OG0001124	rna2257	Spar_7.359
OG0001125	rna2258	Spar_7.360
OG0001126	rna2064	Spar_7.139
OG0001127	rna2075	Spar_7.150
OG0001128	rna4897	Spar_14.80
OG0001129	rna4898	Spar_14.81
OG0001130	rna4899	Spar_14.82
OG0001131	rna4901	Spar_14.84
OG0001132	rna2479	Spar_7.616
OG0001133	rna4904	Spar_14.87
OG0001134	rna4907	Spar_14.90
OG0001135	rna4908	Spar_14.91
OG0001136	rna4909	Spar_14.92
OG0001137	rna4910	Spar_14.93
OG0001138	rna4912	Spar_14.95
OG0001139	rna4913	Spar_14.96
OG0001140	rna4915	Spar_14.98
OG0001141	rna4916	Spar_14.99
OG0001142	rna3058	Spar_10.29
OG0001143	rna3059	Spar_10.30
OG0001144	rna3061	Spar_10.33
OG0001145	rna639	Spar_3.142
OG0001146	rna638	Spar_3.141
OG0001147	rna3066	Spar_10.39
OG0001148	rna1436	Spar_4.854
OG0001149	rna5313	Spar_15.80
OG0001150	rna1434	Spar_4.852
OG0001151	rna5316	Spar_15.83
OG0001152	rna5346	Spar_15.115
OG0001153	rna5347	Spar_15.116
OG0001154	rna5348	Spar_15.117
OG0001155	rna5350	Spar_15.119
OG0001156	rna80	Spar_1.85
OG0001157	rna79	Spar_1.84
OG0001158	rna235	Spar_2.158
OG0001159	rna924	Spar_4.263
OG0001160	rna2285	Spar_7.389
OG0001161	rna5335	Spar_15.104
OG0001162	rna4134	Spar_12.397
OG0001163	rna4135	Spar_12.398
OG0001164	rna4136	Spar_12.399
OG0001165	rna4137	Spar_12.401
OG0001166	rna4138	Spar_12.402
OG0001167	rna4140	Spar_12.404
OG0001168	rna5596	Spar_15.378
OG0001169	rna5599	Spar_15.381
OG0001170	rna4146	Spar_12.409
OG0001171	rna618	Spar_3.118
OG0001172	rna5607	Spar_15.388
OG0001173	rna2149	Spar_7.235
OG0001174	rna436	Spar_2.389
OG0001175	rna2148	Spar_7.234
OG0001176	rna440	Spar_2.393
OG0001177	rna2076	Spar_7.151
OG0001178	rna4422	Spar_13.111
OG0001179	rna5403	Spar_15.177
OG0001180	rna5404	Spar_15.178
OG0001181	rna4472	Spar_13.162
OG0001182	rna5406	Spar_15.180
OG0001183	rna4471	Spar_13.161
OG0001184	rna5407	Spar_15.181
OG0001185	rna5408	Spar_15.182
OG0001186	rna4469	Spar_13.159
OG0001187	rna5410	Spar_15.184
OG0001188	rna5411	Spar_15.185
OG0001189	rna4781	Spar_13.481
OG0001190	rna4784	Spar_13.484
OG0001191	rna4338	Spar_13.21
OG0001192	rna4337	Spar_13.20
OG0001193	rna2776	Spar_8.297
OG0001194	rna5561	Spar_15.339
OG0001195	rna5563	Spar_15.341
OG0001196	rna1351	Spar_4.749
OG0001197	rna5564	Spar_15.342
OG0001198	rna1355	Spar_4.753
OG0001199	rna1360	Spar_4.758
OG0001200	rna5701	Spar_15.492
OG0001201	rna5697	Spar_15.488
OG0001202	rna5696	Spar_15.486
OG0001203	rna5693	Spar_15.483
OG0001204	rna5689	Spar_15.481
OG0001205	rna5688	Spar_15.480
OG0001206	rna5686	Spar_15.478
OG0001207	rna5684	Spar_15.477
OG0001208	rna4698	Spar_13.405
OG0001209	rna5683	Spar_15.476
OG0001210	rna1670	Spar_5.239
OG0001211	rna1666	Spar_5.226
OG0001212	rna1663	Spar_5.223
OG0001213	rna2924	Spar_9.114
OG0001214	rna2927	Spar_9.117
OG0001215	rna2928	Spar_9.118
OG0001216	rna2930	Spar_9.120
OG0001217	rna1659	Spar_5.219
OG0001218	rna1658	Spar_5.217
OG0001219	rna2933	Spar_9.122
OG0001220	rna1654	Spar_5.210
OG0001221	rna1650	Spar_5.206
OG0001222	rna2942	Spar_9.132
OG0001223	rna2943	Spar_9.133
OG0001224	rna5192	Spar_14.397
OG0001225	rna5191	Spar_14.396
OG0001226	rna5187	Spar_14.392
OG0001227	rna666	Spar_3.172
OG0001228	rna665	Spar_3.168
OG0001229	rna664	Spar_3.167
OG0001230	rna662	Spar_3.165
OG0001231	rna660	Spar_3.162
OG0001232	rna655	Spar_3.157
OG0001233	rna5180	Spar_14.385
OG0001234	rna653	Spar_3.155
OG0001235	rna5179	Spar_14.384
OG0001236	rna2916	Spar_9.105
OG0001237	rna1676	Spar_5.244
OG0001238	rna2917	Spar_9.106
OG0001239	rna3185	Spar_10.170
OG0001240	rna5676	Spar_15.467
OG0001241	rna5675	Spar_15.466
OG0001242	rna5920	Spar_16.155
OG0001243	rna5674	Spar_15.465
OG0001244	rna5671	Spar_15.462
OG0001245	rna5922	Spar_16.157
OG0001246	rna5923	Spar_16.158
OG0001247	rna5668	Spar_15.459
OG0001248	rna5925	Spar_16.160
OG0001249	rna5665	Spar_15.456
OG0001250	rna5664	Spar_15.455
OG0001251	rna5663	Spar_15.454
OG0001252	rna1253	Spar_4.682
OG0001253	rna2639	Spar_8.136
OG0001254	rna2638	Spar_8.135
OG0001255	rna1248	Spar_4.677
OG0001256	rna1246	Spar_4.675
OG0001257	rna1245	Spar_4.674
OG0001258	rna1244	Spar_4.673
OG0001259	rna2613	Spar_8.111
OG0001260	rna2614	Spar_8.112
OG0001261	rna2615	Spar_8.113
OG0001262	rna2617	Spar_8.115
OG0001263	rna1239	Spar_4.668
OG0001264	rna1238	Spar_4.667
OG0001265	rna1237	Spar_4.665
OG0001266	rna1231	Spar_4.659
OG0001267	rna1232	Spar_4.660
OG0001268	rna3842	Spar_12.88
OG0001269	rna3843	Spar_12.89
OG0001270	rna3232	Spar_10.228
OG0001271	rna1228	Spar_4.656
OG0001272	rna2621	Spar_8.119
OG0001272	rna2620	Spar_8.118
OG0001273	rna5325	Spar_15.94
OG0001274	rna363	Spar_2.302
OG0001275	rna362	Spar_2.301
OG0001276	rna5071	Spar_14.258
OG0001277	rna5070	Spar_14.257
OG0001278	rna5069	Spar_14.256
OG0001279	rna2847	Spar_9.30
OG0001280	rna2182	Spar_7.278
OG0001281	rna1759	Spar_5.349
OG0001282	rna1026	Spar_4.384
OG0001283	rna1029	Spar_4.387
OG0001284	rna1763	Spar_5.353
OG0001285	rna1032	Spar_4.390
OG0001286	rna1033	Spar_4.391
OG0001287	rna2436	Spar_7.569
OG0001288	rna4881	Spar_14.65
OG0001289	rna1445	Spar_4.865
OG0001290	rna1444	Spar_4.863
OG0001291	rna5306	Spar_15.74
OG0001292	rna1442	Spar_4.861
OG0001293	rna4507	Spar_13.196
OG0001294	rna3601	Spar_11.217
OG0001295	rna3600	Spar_11.216
OG0001296	rna3598	Spar_11.214
OG0001297	rna3597	Spar_11.213
OG0001298	rna4504	Spar_13.192
OG0001299	rna3596	Spar_11.212
OG0001300	rna4503	Spar_13.191
OG0001301	rna3595	Spar_11.211
OG0001302	rna3594	Spar_11.210
OG0001303	rna5282	Spar_15.46
OG0001304	rna26	Spar_1.25
OG0001305	rna27	Spar_1.26
OG0001306	rna5770	Spar_15.575
OG0001307	rna5767	Spar_15.572
OG0001308	rna5048	Spar_14.233
OG0001309	rna5049	Spar_14.234
OG0001310	rna5518	Spar_15.309
OG0001311	rna5511	Spar_15.302
OG0001312	rna5059	Spar_14.246
OG0001313	rna5507	Spar_15.298
OG0001314	rna5506	Spar_15.297
OG0001315	rna5064	Spar_14.251
OG0001316	rna5501	Spar_15.292
OG0001317	rna5067	Spar_14.254
OG0001318	rna4799	Spar_13.500
OG0001319	rna4805	Spar_13.507
OG0001320	rna3534	Spar_11.141
OG0001321	rna4741	Spar_13.437
OG0001322	rna5359	Spar_15.131
OG0001323	rna300	Spar_2.234
OG0001324	rna1261	Spar_4.690
OG0001325	rna3320	Spar_10.328
OG0001326	rna1259	Spar_4.688
OG0001327	rna2644	Spar_8.141
OG0001328	rna2643	Spar_8.140
OG0001329	rna2642	Spar_8.139
OG0001330	rna1256	Spar_4.685
OG0001331	rna1410	Spar_4.829
OG0001332	rna1413	Spar_4.832
OG0001333	rna1177	Spar_4.545
OG0001334	rna1179	Spar_4.548
OG0001335	rna746	Spar_4.60
OG0001336	rna745	Spar_4.59
OG0001337	rna1181	Spar_4.550
OG0001338	rna744	Spar_4.58
OG0001339	rna1182	Spar_4.551
OG0001340	rna1183	Spar_4.552
OG0001341	rna743	Spar_4.57
OG0001342	rna742	Spar_4.56
OG0001343	rna1189	Spar_4.558
OG0001344	rna1190	Spar_4.559
OG0001345	rna6182	Spar_16.451
OG0001346	rna6179	Spar_16.448
OG0001347	rna6178	Spar_16.447
OG0001348	rna6174	Spar_16.445
OG0001349	rna357	Spar_2.294
OG0001350	rna356	Spar_2.293
OG0001351	rna355	Spar_2.291
OG0001352	rna6173	Spar_16.444
OG0001353	rna5857	Spar_16.88
OG0001354	rna5858	Spar_16.89
OG0001355	rna5859	Spar_16.90
OG0001356	rna5864	Spar_16.95
OG0001357	rna5865	Spar_16.96
OG0001358	rna5867	Spar_16.98
OG0001359	rna4661	Spar_13.371
OG0001360	rna4068	Spar_12.320
OG0001361	rna799	Spar_4.119
OG0001362	rna797	Spar_4.117
OG0001363	rna796	Spar_4.116
OG0001364	rna795	Spar_4.115
OG0001365	rna794	Spar_4.113
OG0001366	rna4065	Spar_12.317
OG0001367	rna4064	Spar_12.316
OG0001368	rna2654	Spar_8.153
OG0001369	rna2655	Spar_8.154
OG0001370	rna4373	Spar_13.56
OG0001371	rna4371	Spar_13.54
OG0001372	rna6257	Spar_16.532
OG0001373	rna2181	Spar_7.277
OG0001374	rna2026	Spar_7.98
OG0001375	rna4161	Spar_12.430
OG0001376	rna4160	Spar_12.429
OG0001377	rna3806	Spar_12.52
OG0001378	rna2549	Spar_8.38
OG0001379	rna6110	Spar_16.366
OG0001380	rna1771	Spar_5.362
OG0001381	rna1774	Spar_5.365
OG0001382	rna1042	Spar_4.401
OG0001383	rna1777	Spar_5.368
OG0001384	rna1778	Spar_5.369
OG0001385	rna1779	Spar_5.370
OG0001386	rna2216	Spar_7.311
OG0001387	rna2215	Spar_7.310
OG0001388	rna2211	Spar_7.306
OG0001389	rna2210	Spar_7.305
OG0001390	rna2209	Spar_7.304
OG0001391	rna4178	Spar_12.449
OG0001392	rna2206	Spar_7.301
OG0001393	rna4175	Spar_12.446
OG0001394	rna4174	Spar_12.445
OG0001395	rna69	Spar_1.75
OG0001396	rna2204	Spar_7.299
OG0001397	rna5205	Spar_14.410
OG0001398	rna687	Spar_3.195
OG0001399	rna688	Spar_3.196
OG0001400	rna1122	Spar_4.489
OG0001401	rna5209	Spar_14.414
OG0001402	rna5212	Spar_14.416
OG0001403	rna5215	Spar_14.418
OG0001404	rna3052	Spar_10.23
OG0001405	rna5825	Spar_16.46
OG0001406	rna5823	Spar_16.44
OG0001407	rna1513	Spar_5.19
OG0001408	rna5829	Spar_16.50
OG0001409	rna1507	Spar_5.12
OG0001410	rna5421	Spar_15.198
OG0001411	rna5417	Spar_15.194
OG0001412	rna5416	Spar_15.193
OG0001413	rna4779	Spar_13.477
OG0001414	rna4777	Spar_13.475
OG0001415	rna4774	Spar_13.472
OG0001416	rna4773	Spar_13.471
OG0001417	rna4770	Spar_13.468
OG0001418	rna4348	Spar_13.31
OG0001419	rna4346	Spar_13.29
OG0001420	rna4772	Spar_13.470
OG0001421	rna4353	Spar_13.36
OG0001422	rna4354	Spar_13.37
OG0001423	rna4763	Spar_13.462
OG0001424	rna6107	Spar_16.362
OG0001425	rna6109	Spar_16.365
OG0001426	rna1007	Spar_4.364
OG0001427	rna1006	Spar_4.363
OG0001428	rna1037	Spar_4.395
OG0001429	rna3673	Spar_11.300
OG0001430	rna3672	Spar_11.299
OG0001431	rna3179	Spar_10.165
OG0001432	rna5702	Spar_15.493
OG0001433	rna5565	Spar_15.343
OG0001434	rna4290	Spar_12.572
OG0001435	rna4289	Spar_12.570
OG0001436	rna4407	Spar_13.96
OG0001438	rna4287	Spar_12.568
OG0001439	rna3457	Spar_11.47
OG0001440	rna3458	Spar_11.48
OG0001441	rna4285	Spar_12.566
OG0001442	rna3459	Spar_11.49
OG0001443	rna3461	Spar_11.51
OG0001444	rna4281	Spar_12.562
OG0001445	rna3462	Spar_11.52
OG0001446	rna4278	Spar_12.558
OG0001447	rna2135	Spar_7.221
OG0001448	rna2134	Spar_7.220
OG0001449	rna2132	Spar_7.218
OG0001450	rna5892	Spar_16.124
OG0001451	rna256	Spar_2.180
OG0001452	rna2280	Spar_7.384
OG0001453	rna2281	Spar_7.385
OG0001454	rna2283	Spar_7.387
OG0001455	rna4158	Spar_12.424
OG0001456	rna3812	Spar_12.57
OG0001457	rna4171	Spar_12.442
OG0001458	rna3804	Spar_12.50
OG0001459	rna2224	Spar_7.318
OG0001460	rna3504	Spar_11.106
OG0001461	rna3503	Spar_11.105
OG0001462	rna3502	Spar_11.104
OG0001463	rna5163	Spar_14.368
OG0001464	rna4034	Spar_12.284
OG0001465	rna4035	Spar_12.285
OG0001466	rna580	Spar_3.64
OG0001467	rna581	Spar_3.65
OG0001468	rna582	Spar_3.66
OG0001469	rna2020	Spar_7.91
OG0001470	rna3890	Spar_12.136
OG0001471	rna1831	Spar_6.46
OG0001472	rna3898	Spar_12.144
OG0001473	rna3900	Spar_12.146
OG0001474	rna1822	Spar_6.37
OG0001475	rna3903	Spar_12.149
OG0001476	rna1821	Spar_6.36
OG0001477	rna1820	Spar_6.35
OG0001478	rna3542	Spar_11.150
OG0001479	rna5937	Spar_16.172
OG0001480	rna5936	Spar_16.171
OG0001481	rna5935	Spar_16.170
OG0001482	rna5932	Spar_16.167
OG0001483	rna5661	Spar_15.452
OG0001484	rna1409	Spar_4.828
OG0001485	rna4431	Spar_13.118
OG0001486	rna5782	Spar_15.589
OG0001487	rna3166	Spar_10.151
OG0001488	rna5779	Spar_15.586
OG0001489	rna3188	Spar_10.173
OG0001490	rna3189	Spar_10.174
OG0001491	rna5967	Spar_16.200
OG0001492	rna5966	Spar_16.199
OG0001493	rna5627	Spar_15.416
OG0001494	rna5628	Spar_15.417
OG0001495	rna5964	Spar_16.197
OG0001496	rna5633	Spar_15.422
OG0001497	rna5634	Spar_15.423
OG0001498	rna5640	Spar_15.428
OG0001499	rna5641	Spar_15.429
OG0001500	rna5955	Spar_16.188
OG0001501	rna5648	Spar_15.439
OG0001502	rna1860	Spar_6.83
OG0001503	rna1852	Spar_6.74
OG0001504	rna1851	Spar_6.73
OG0001505	rna2722	Spar_8.233
OG0001506	rna4988	Spar_14.175
OG0001507	rna2727	Spar_8.237
OG0001508	rna4983	Spar_14.170
OG0001509	rna2728	Spar_8.238
OG0001510	rna4982	Spar_14.169
OG0001511	rna4979	Spar_14.164
OG0001512	rna4977	Spar_14.162
OG0001513	rna738	Spar_4.52
OG0001514	rna4976	Spar_14.161
OG0001515	rna4974	Spar_14.158
OG0001516	rna4973	Spar_14.157
OG0001517	rna737	Spar_4.51
OG0001518	rna4970	Spar_14.154
OG0001519	rna735	Spar_4.49
OG0001520	rna734	Spar_4.48
OG0001521	rna2777	Spar_8.298
OG0001522	rna4672	Spar_13.380
OG0001523	rna5854	Spar_16.85
OG0001524	rna5855	Spar_16.86
OG0001525	rna6172	Spar_16.443
OG0001526	rna352	Spar_2.288
OG0001527	rna351	Spar_2.287
OG0001528	rna4132	Spar_12.395
OG0001529	rna3256	Spar_10.260
OG0001530	rna3237	Spar_10.233
OG0001531	rna3236	Spar_10.232
OG0001532	rna3258	Spar_10.264
OG0001533	rna3234	Spar_10.230
OG0001534	rna3279	Spar_10.285
OG0001535	rna3829	Spar_12.73
OG0001536	rna3266	Spar_10.272
OG0001537	rna3828	Spar_12.72
OG0001538	rna4649	Spar_13.357
OG0001539	rna842	Spar_4.176
OG0001540	rna841	Spar_4.175
OG0001541	rna840	Spar_4.174
OG0001542	rna4655	Spar_13.363
OG0001543	rna4362	Spar_13.44
OG0001544	rna4363	Spar_13.45
OG0001545	rna4364	Spar_13.46
OG0001546	rna4365	Spar_13.47
OG0001547	rna4367	Spar_13.49
OG0001548	rna4331	Spar_13.13
OG0001549	rna4332	Spar_13.14
OG0001550	rna4312	Spar_12.596
OG0001551	rna1605	Spar_5.157
OG0001552	rna3389	Spar_10.406
OG0001553	rna1603	Spar_5.155
OG0001554	rna3385	Spar_10.402
OG0001555	rna1602	Spar_5.154
OG0001556	rna1601	Spar_5.153
OG0001557	rna3384	Spar_10.401
OG0001558	rna3372	Spar_10.388
OG0001559	rna1600	Spar_5.152
OG0001560	rna1849	Spar_6.71
OG0001561	rna4480	Spar_13.173
OG0001562	rna4488	Spar_13.175
OG0001563	rna1936	Spar_6.167
OG0001564	rna1935	Spar_6.166
OG0001565	rna1954	Spar_7.18
OG0001566	rna1952	Spar_7.16
OG0001567	rna1934	Spar_6.165
OG0001568	rna1957	Spar_7.20
OG0001569	rna6045	Spar_16.288
OG0001570	rna6046	Spar_16.289
OG0001571	rna6047	Spar_16.290
OG0001572	rna6048	Spar_16.291
OG0001573	rna6050	Spar_16.293
OG0001574	rna6051	Spar_16.294
OG0001575	rna6059	Spar_16.303
OG0001576	rna6061	Spar_16.305
OG0001577	rna6062	Spar_16.306
OG0001578	rna6063	Spar_16.307
OG0001579	rna1194	Spar_4.562
OG0001580	rna1191	Spar_4.560
OG0001581	rna6067	Spar_16.314
OG0001582	rna6068	Spar_16.315
OG0001583	rna4055	Spar_12.305
OG0001584	rna4057	Spar_12.307
OG0001585	rna4058	Spar_12.308
OG0001586	rna781	Spar_4.96
OG0001587	rna782	Spar_4.97
OG0001588	rna784	Spar_4.99
OG0001589	rna4680	Spar_13.388
OG0001590	rna5849	Spar_16.80
OG0001591	rna5851	Spar_16.82
OG0001592	rna2656	Spar_8.155
OG0001593	rna2658	Spar_8.157
OG0001594	rna1276	Spar_4.704
OG0001595	rna1277	Spar_4.705
OG0001596	rna1278	Spar_4.706
OG0001597	rna2661	Spar_8.160
OG0001598	rna2998	Spar_9.203
OG0001599	rna1586	Spar_5.132
OG0001600	rna1582	Spar_5.129
OG0001601	rna1581	Spar_5.127
OG0001602	rna6171	Spar_16.442
OG0001603	rna1580	Spar_5.126
OG0001604	rna1577	Spar_5.123
OG0001605	rna2994	Spar_9.199
OG0001606	rna1574	Spar_5.120
OG0001607	rna2986	Spar_9.191
OG0001608	rna5831	Spar_16.52
OG0001609	rna2982	Spar_9.185
OG0001610	rna5830	Spar_16.51
OG0001611	rna5424	Spar_15.202
OG0001612	rna5380	Spar_15.153
OG0001613	rna4475	Spar_13.166
OG0001614	rna6192	Spar_16.461
OG0001615	rna2298	Spar_7.404
OG0001616	rna6196	Spar_16.464
OG0001617	rna2299	Spar_7.405
OG0001618	rna6198	Spar_16.466
OG0001619	rna2303	Spar_7.409
OG0001620	rna6199	Spar_16.467
OG0001621	rna2306	Spar_7.412
OG0001622	rna2307	Spar_7.413
OG0001623	rna2308	Spar_7.414
OG0001624	rna2309	Spar_7.415
OG0001625	rna2311	Spar_7.417
OG0001626	rna6204	Spar_16.472
OG0001627	rna476	Spar_2.429
OG0001628	rna3005	Spar_9.211
OG0001629	rna478	Spar_2.431
OG0001630	rna3006	Spar_9.212
OG0001631	rna481	Spar_2.434
OG0001632	rna2973	Spar_9.172
OG0001633	rna1909	Spar_6.141
OG0001634	rna1910	Spar_6.142
OG0001635	rna1913	Spar_6.144
OG0001636	rna1916	Spar_6.147
OG0001637	rna2971	Spar_9.170
OG0001638	rna2970	Spar_9.169
OG0001639	rna2969	Spar_9.167
OG0001640	rna2968	Spar_9.166
OG0001641	rna2344	Spar_7.457
OG0001642	rna2346	Spar_7.460
OG0001643	rna3953	Spar_12.207
OG0001644	rna3954	Spar_12.208
OG0001645	rna3955	Spar_12.209
OG0001646	rna1093	Spar_4.456
OG0001647	rna1096	Spar_4.460
OG0001648	rna1100	Spar_4.465
OG0001649	rna1101	Spar_4.466
OG0001650	rna3964	Spar_12.218
OG0001651	rna1103	Spar_4.468
OG0001652	rna1104	Spar_4.469
OG0001653	rna3967	Spar_12.222
OG0001654	rna1106	Spar_4.471
OG0001655	rna3971	Spar_12.228
OG0001656	rna1107	Spar_4.472
OG0001657	rna3974	Spar_12.231
OG0001658	rna1109	Spar_4.474
OG0001659	rna1110	Spar_4.475
OG0001660	rna3976	Spar_12.233
OG0001661	rna3978	Spar_12.236
OG0001662	rna1118	Spar_4.485
OG0001663	rna1117	Spar_4.484
OG0001664	rna1120	Spar_4.487
OG0001665	rna1121	Spar_4.488
OG0001666	rna1126	Spar_4.493
OG0001667	rna1128	Spar_4.495
OG0001668	rna4027	Spar_12.276
OG0001669	rna1130	Spar_4.496
OG0001670	rna4101	Spar_12.356
OG0001671	rna4100	Spar_12.355
OG0001672	rna4099	Spar_12.354
OG0001673	rna1136	Spar_4.504
OG0001674	rna1137	Spar_4.505
OG0001675	rna4098	Spar_12.353
OG0001676	rna4097	Spar_12.352
OG0001677	rna4096	Spar_12.351
OG0001678	rna1139	Spar_4.508
OG0001679	rna1142	Spar_4.510
OG0001680	rna1144	Spar_4.512
OG0001681	rna4094	Spar_12.349
OG0001682	rna1148	Spar_4.516
OG0001683	rna4955	Spar_14.138
OG0001684	rna4951	Spar_14.134
OG0001685	rna4946	Spar_14.129
OG0001686	rna4945	Spar_14.128
OG0001687	rna4943	Spar_14.126
OG0001688	rna718	Spar_4.32
OG0001689	rna4940	Spar_14.123
OG0001690	rna716	Spar_4.30
OG0001691	rna4939	Spar_14.122
OG0001692	rna4937	Spar_14.120
OG0001693	rna714	Spar_4.28
OG0001694	rna4935	Spar_14.119
OG0001695	rna4934	Spar_14.118
OG0001696	rna4932	Spar_14.116
OG0001697	rna4931	Spar_14.114
OG0001698	rna4929	Spar_14.112
OG0001699	rna4927	Spar_14.110
OG0001700	rna4922	Spar_14.105
OG0001701	rna4919	Spar_14.102
OG0001702	rna712	Spar_4.26
OG0001703	rna4918	Spar_14.101
OG0001704	rna3785	Spar_12.23
OG0001705	rna2533	Spar_8.22
OG0001706	rna3787	Spar_12.25
OG0001707	rna2534	Spar_8.23
OG0001708	rna3789	Spar_12.28
OG0001709	rna3793	Spar_12.33
OG0001710	rna3795	Spar_12.36
OG0001711	rna1755	Spar_5.344
OG0001712	rna1021	Spar_4.378
OG0001713	rna4237	Spar_12.516
OG0001714	rna4235	Spar_12.514
OG0001715	rna893	Spar_4.230
OG0001716	rna849	Spar_4.183
OG0001717	rna4637	Spar_13.341
OG0001718	rna4639	Spar_13.343
OG0001719	rna846	Spar_4.180
OG0001720	rna844	Spar_4.178
OG0001721	rna4645	Spar_13.352
OG0001722	rna5259	Spar_15.22
OG0001723	rna5261	Spar_15.24
OG0001724	rna5262	Spar_15.25
OG0001725	rna5263	Spar_15.26
OG0001726	rna5264	Spar_15.27
OG0001727	rna4830	Spar_14.6
OG0001728	rna4831	Spar_14.7
OG0001729	rna5265	Spar_15.28
OG0001730	rna4835	Spar_14.11
OG0001731	rna1326	Spar_4.588
OG0001732	rna5538	Spar_4.725
OG0001733	rna1327	Spar_4.587
OG0001734	rna5539	Spar_4.726
OG0001735	rna5540	Spar_4.728
OG0001736	rna1331	Spar_4.583
OG0001737	rna1333	Spar_4.581
OG0001738	rna1335	Spar_4.579
OG0001739	rna5542	Spar_4.730
OG0001740	rna1339	Spar_4.575
OG0001741	rna5547	Spar_4.735
OG0001742	rna1343	Spar_4.737
OG0001743	rna1345	Spar_4.739
OG0001744	rna1347	Spar_4.741
OG0001745	rna5550	Spar_15.326
OG0001746	rna5554	Spar_15.330
OG0001747	rna5555	Spar_15.331
OG0001748	rna1350	Spar_4.748
OG0001749	rna5560	Spar_15.338
OG0001750	rna1423	Spar_4.841
OG0001751	rna2584	Spar_8.72
OG0001752	rna2582	Spar_8.70
OG0001753	rna1420	Spar_4.839
OG0001754	rna1419	Spar_4.838
OG0001755	rna1418	Spar_4.837
OG0001756	rna2580	Spar_8.67
OG0001757	rna2579	Spar_8.66
OG0001758	rna1416	Spar_4.835
OG0001759	rna2577	Spar_8.64
OG0001760	rna1415	Spar_4.834
OG0001761	rna2354	Spar_7.469
OG0001762	rna2349	Spar_7.463
OG0001763	rna6240	Spar_16.520
OG0001764	rna2959	Spar_9.148
OG0001765	rna1627	Spar_5.180
OG0001766	rna2958	Spar_9.147
OG0001767	rna1630	Spar_5.183
OG0001768	rna2953	Spar_9.142
OG0001769	rna1632	Spar_5.185
OG0001770	rna1634	Spar_5.189
OG0001771	rna1635	Spar_5.190
OG0001772	rna2951	Spar_9.140
OG0001773	rna1636	Spar_5.191
OG0001774	rna2339	Spar_7.452
OG0001775	rna6270	Spar_16.550
OG0001776	rna6271	Spar_16.551
OG0001777	rna6272	Spar_16.552
OG0001778	rna4319	Spar_12.606
OG0001779	rna4252	Spar_12.530
OG0001780	rna879	Spar_4.215
OG0001781	rna881	Spar_4.217
OG0001782	rna4248	Spar_12.526
OG0001783	rna883	Spar_4.219
OG0001784	rna4242	Spar_12.521
OG0001785	rna885	Spar_4.221
OG0001786	rna4241	Spar_12.520
OG0001787	rna4240	Spar_12.519
OG0001788	rna4239	Spar_12.518
OG0001789	rna4238	Spar_12.517
OG0001790	rna888	Spar_4.224
OG0001791	rna3369	Spar_10.385
OG0001792	rna3381	Spar_10.398
OG0001793	rna163	Spar_2.76
OG0001794	rna3379	Spar_10.396
OG0001795	rna3357	Spar_10.369
OG0001796	rna3354	Spar_10.366
OG0001797	rna6132	Spar_16.390
OG0001798	rna3352	Spar_10.364
OG0001799	rna6131	Spar_16.389
OG0001800	rna6130	Spar_16.387
OG0001801	rna3350	Spar_10.362
