Genes	Orthogroup	Clade	Node
rna4984	OG0003199	l_waltii_v3_group	N1
rna4975	OG0003201	l_waltii_v3_group	N1
rna4969	OG0003203	l_waltii_v3_group	N1
rna4968	OG0003204	l_waltii_v3_group	N1
rna1236	OG0003205	l_waltii_v3_group	N1
rna4671	OG0003208	l_waltii_v3_group	N1
rna6170	OG0003209	l_waltii_v3_group	N1
rna6169	OG0003210	l_waltii_v3_group	N1
rna350	OG0003211	l_waltii_v3_group	N1
rna997	OG0003212	l_waltii_v3_group	N1
rna2627	OG0003214	l_waltii_v3_group	N1
rna2419	OG0003215	l_waltii_v3_group	N1
rna3267	OG0003216	l_waltii_v3_group	N1
rna3265	OG0003217	l_waltii_v3_group	N1
rna4652	OG0003219	l_waltii_v3_group	N1
rna4361	OG0003220	l_waltii_v3_group	N1
rna6256	OG0003223	l_waltii_v3_group	N1
rna4311	OG0003224	l_waltii_v3_group	N1
rna3391	OG0003225	l_waltii_v3_group	N1
rna3373	OG0003226	l_waltii_v3_group	N1
rna3374	OG0003227	l_waltii_v3_group	N1
rna2719	OG0003228	l_waltii_v3_group	N1
rna4656	OG0003232	l_waltii_v3_group	N1
rna1933	OG0003233	l_waltii_v3_group	N1
rna6066	OG0003239	l_waltii_v3_group	N1
rna4061	OG0003241	l_waltii_v3_group	N1
rna2	OG0003242	l_waltii_v3_group	N1
rna4675	OG0003244	l_waltii_v3_group	N1
rna5848	OG0003246	l_waltii_v3_group	N1
rna5850	OG0003247	l_waltii_v3_group	N1
rna2660	OG0003250	l_waltii_v3_group	N1
rna2607	OG0003251	l_waltii_v3_group	N1
rna1587	OG0003253	l_waltii_v3_group	N1
rna2997	OG0003254	l_waltii_v3_group	N1
rna1585	OG0003255	l_waltii_v3_group	N1
rna1579	OG0003256	l_waltii_v3_group	N1
rna1575	OG0003257	l_waltii_v3_group	N1
rna2993	OG0003258	l_waltii_v3_group	N1
rna1571	OG0003259	l_waltii_v3_group	N1
rna2991	OG0003260	l_waltii_v3_group	N1
rna1568	OG0003261	l_waltii_v3_group	N1
rna4476	OG0003264	l_waltii_v3_group	N1
rna2296	OG0003267	l_waltii_v3_group	N1
rna6195	OG0003268	l_waltii_v3_group	N1
rna6200	OG0003270	l_waltii_v3_group	N1
rna6202	OG0003271	l_waltii_v3_group	N1
rna6203	OG0003272	l_waltii_v3_group	N1
rna2310	OG0003273	l_waltii_v3_group	N1
rna2312	OG0003274	l_waltii_v3_group	N1
rna2314	OG0003275	l_waltii_v3_group	N1
rna6210	OG0003276	l_waltii_v3_group	N1
rna2323	OG0003277	l_waltii_v3_group	N1
rna479	OG0003278	l_waltii_v3_group	N1
rna2974	OG0003281	l_waltii_v3_group	N1
rna3958	OG0003284	l_waltii_v3_group	N1
rna3961	OG0003285	l_waltii_v3_group	N1
rna3963	OG0003287	l_waltii_v3_group	N1
rna1102	OG0003288	l_waltii_v3_group	N1
rna3965	OG0003289	l_waltii_v3_group	N1
rna3972	OG0003292	l_waltii_v3_group	N1
rna1108	OG0003293	l_waltii_v3_group	N1
rna3979	OG0003296	l_waltii_v3_group	N1
rna1124	OG0003297	l_waltii_v3_group	N1
rna1125	OG0003298	l_waltii_v3_group	N1
rna4026	OG0003299	l_waltii_v3_group	N1
rna1131	OG0003300	l_waltii_v3_group	N1
rna1141	OG0003303	l_waltii_v3_group	N1
rna1143	OG0003304	l_waltii_v3_group	N1
rna1146	OG0003305	l_waltii_v3_group	N1
rna1147	OG0003306	l_waltii_v3_group	N1
rna4948	OG0003309	l_waltii_v3_group	N1
rna721	OG0003310	l_waltii_v3_group	N1
rna4944	OG0003311	l_waltii_v3_group	N1
rna4942	OG0003312	l_waltii_v3_group	N1
rna4941	OG0003313	l_waltii_v3_group	N1
rna715	OG0003315	l_waltii_v3_group	N1
rna4926	OG0003317	l_waltii_v3_group	N1
rna4924	OG0003318	l_waltii_v3_group	N1
rna4923	OG0003319	l_waltii_v3_group	N1
rna2536	OG0003323	l_waltii_v3_group	N1
rna2537	OG0003324	l_waltii_v3_group	N1
rna3794	OG0003326	l_waltii_v3_group	N1
rna1023	OG0003327	l_waltii_v3_group	N1
rna890	OG0003328	l_waltii_v3_group	N1
rna891	OG0003329	l_waltii_v3_group	N1
rna4636	OG0003330	l_waltii_v3_group	N1
rna848	OG0003332	l_waltii_v3_group	N1
rna4638	OG0003333	l_waltii_v3_group	N1
rna847	OG0003334	l_waltii_v3_group	N1
rna4643	OG0003335	l_waltii_v3_group	N1
rna4646	OG0003337	l_waltii_v3_group	N1
rna5204	OG0003338	l_waltii_v3_group	N1
rna5258	OG0003339	l_waltii_v3_group	N1
rna4833	OG0003340	l_waltii_v3_group	N1
rna4834	OG0003341	l_waltii_v3_group	N1
rna4836	OG0003342	l_waltii_v3_group	N1
rna1323	OG0003343	l_waltii_v3_group	N1
rna1324	OG0003344	l_waltii_v3_group	N1
rna1328	OG0003347	l_waltii_v3_group	N1
rna5543	OG0003348	l_waltii_v3_group	N1
rna1344	OG0003349	l_waltii_v3_group	N1
rna5551	OG0003351	l_waltii_v3_group	N1
rna5552	OG0003352	l_waltii_v3_group	N1
rna5553	OG0003353	l_waltii_v3_group	N1
rna5559	OG0003354	l_waltii_v3_group	N1
rna1417	OG0003356	l_waltii_v3_group	N1
rna2352	OG0003357	l_waltii_v3_group	N1
rna2348	OG0003359	l_waltii_v3_group	N1
rna6239	OG0003360	l_waltii_v3_group	N1
rna1088	OG0003362	l_waltii_v3_group	N1
rna2957	OG0003363	l_waltii_v3_group	N1
rna2952	OG0003366	l_waltii_v3_group	N1
rna2950	OG0003367	l_waltii_v3_group	N1
rna6237	OG0003368	l_waltii_v3_group	N1
rna2343	OG0003369	l_waltii_v3_group	N1
rna2342	OG0003370	l_waltii_v3_group	N1
rna2341	OG0003371	l_waltii_v3_group	N1
rna2340	OG0003372	l_waltii_v3_group	N1
rna6274	OG0003373	l_waltii_v3_group	N1
rna4250	OG0003374	l_waltii_v3_group	N1
rna4245	OG0003375	l_waltii_v3_group	N1
rna884	OG0003377	l_waltii_v3_group	N1
rna6136	OG0003378	l_waltii_v3_group	N1
rna165	OG0003381	l_waltii_v3_group	N1
rna164	OG0003382	l_waltii_v3_group	N1
rna3353	OG0003383	l_waltii_v3_group	N1
rna3351	OG0003384	l_waltii_v3_group	N1
rna3347	OG0003385	l_waltii_v3_group	N1
rna3346	OG0003386	l_waltii_v3_group	N1
rna110	OG0003387	l_waltii_v3_group	N1
rna6117	OG0003389	l_waltii_v3_group	N1
rna1712	OG0003391	l_waltii_v3_group	N1
rna1709	OG0003392	l_waltii_v3_group	N1
rna5270	OG0003393	l_waltii_v3_group	N1
rna5271	OG0003394	l_waltii_v3_group	N1
rna4847	OG0003396	l_waltii_v3_group	N1
rna5274	OG0003397	l_waltii_v3_group	N1
rna5280	OG0003398	l_waltii_v3_group	N1
rna4495	OG0003399	l_waltii_v3_group	N1
rna4494	OG0003400	l_waltii_v3_group	N1
rna5076	OG0003401	l_waltii_v3_group	N1
rna2852	OG0003402	l_waltii_v3_group	N1
rna5075	OG0003403	l_waltii_v3_group	N1
rna2851	OG0003404	l_waltii_v3_group	N1
rna5074	OG0003405	l_waltii_v3_group	N1
rna2906	OG0003406	l_waltii_v3_group	N1
rna5130	OG0003407	l_waltii_v3_group	N1
rna826	OG0003408	l_waltii_v3_group	N1
rna2054	OG0003409	l_waltii_v3_group	N1
rna833	OG0003410	l_waltii_v3_group	N1
rna834	OG0003411	l_waltii_v3_group	N1
rna2058	OG0003412	l_waltii_v3_group	N1
rna5439	OG0003413	l_waltii_v3_group	N1
rna5441	OG0003415	l_waltii_v3_group	N1
rna3834	OG0003416	l_waltii_v3_group	N1
rna3830	OG0003417	l_waltii_v3_group	N1
rna3831	OG0003418	l_waltii_v3_group	N1
rna1020	OG0003420	l_waltii_v3_group	N1
rna1751	OG0003421	l_waltii_v3_group	N1
rna1749	OG0003422	l_waltii_v3_group	N1
rna1018	OG0003423	l_waltii_v3_group	N1
rna1017	OG0003424	l_waltii_v3_group	N1
rna1012	OG0003425	l_waltii_v3_group	N1
rna200	OG0003427	l_waltii_v3_group	N1
rna4761	OG0003430	l_waltii_v3_group	N1
rna4760	OG0003431	l_waltii_v3_group	N1
rna4757	OG0003433	l_waltii_v3_group	N1
rna325	OG0003435	l_waltii_v3_group	N1
rna323	OG0003436	l_waltii_v3_group	N1
rna6143	OG0003437	l_waltii_v3_group	N1
rna2539	OG0003438	l_waltii_v3_group	N1
rna3498	OG0003439	l_waltii_v3_group	N1
rna3223	OG0003441	l_waltii_v3_group	N1
rna3221	OG0003442	l_waltii_v3_group	N1
rna1861	OG0003444	l_waltii_v3_group	N1
rna3516	OG0003446	l_waltii_v3_group	N1
rna180	OG0003447	l_waltii_v3_group	N1
rna1263	OG0003449	l_waltii_v3_group	N1
rna900	OG0003451	l_waltii_v3_group	N1
rna5338	OG0003452	l_waltii_v3_group	N1
rna6112	OG0003453	l_waltii_v3_group	N1
rna1718	OG0003454	l_waltii_v3_group	N1
rna3510	OG0003455	l_waltii_v3_group	N1
rna3665	OG0003457	l_waltii_v3_group	N1
rna1876	OG0003458	l_waltii_v3_group	N1
rna839	OG0003460	l_waltii_v3_group	N1
rna2059	OG0003461	l_waltii_v3_group	N1
rna3139	OG0003462	l_waltii_v3_group	N1
rna3702	OG0003463	l_waltii_v3_group	N1
rna3136	OG0003464	l_waltii_v3_group	N1
rna3131	OG0003465	l_waltii_v3_group	N1
rna3126	OG0003466	l_waltii_v3_group	N1
rna3125	OG0003467	l_waltii_v3_group	N1
rna2463	OG0003468	l_waltii_v3_group	N1
rna2744	OG0003469	l_waltii_v3_group	N1
rna2461	OG0003470	l_waltii_v3_group	N1
rna2735	OG0003472	l_waltii_v3_group	N1
rna2448	OG0003473	l_waltii_v3_group	N1
rna3877	OG0003475	l_waltii_v3_group	N1
rna2430	OG0003476	l_waltii_v3_group	N1
rna1213	OG0003483	l_waltii_v3_group	N1
rna5446	OG0003484	l_waltii_v3_group	N1
rna1281	OG0003486	l_waltii_v3_group	N1
rna2664	OG0003487	l_waltii_v3_group	N1
rna2666	OG0003489	l_waltii_v3_group	N1
rna3024	OG0003492	l_waltii_v3_group	N1
rna3023	OG0003495	l_waltii_v3_group	N1
rna5911	OG0003502	l_waltii_v3_group	N1
rna5906	OG0003504	l_waltii_v3_group	N1
rna5898	OG0003505	l_waltii_v3_group	N1
rna2125	OG0003507	l_waltii_v3_group	N1
rna779	OG0003508	l_waltii_v3_group	N1
rna4050	OG0003510	l_waltii_v3_group	N1
rna1687	OG0003511	l_waltii_v3_group	N1
rna148	OG0003514	l_waltii_v3_group	N1
rna147	OG0003515	l_waltii_v3_group	N1
rna133	OG0003517	l_waltii_v3_group	N1
rna1705	OG0003518	l_waltii_v3_group	N1
rna1707	OG0003519	l_waltii_v3_group	N1
rna4837	OG0003520	l_waltii_v3_group	N1
rna1313	OG0003524	l_waltii_v3_group	N1
rna2692	OG0003525	l_waltii_v3_group	N1
rna2691	OG0003526	l_waltii_v3_group	N1
rna1308	OG0003527	l_waltii_v3_group	N1
rna1307	OG0003528	l_waltii_v3_group	N1
rna2686	OG0003529	l_waltii_v3_group	N1
rna1304	OG0003530	l_waltii_v3_group	N1
rna1218	OG0003531	l_waltii_v3_group	N1
rna5454	OG0003532	l_waltii_v3_group	N1
rna4626	OG0003533	l_waltii_v3_group	N1
rna1544	OG0003536	l_waltii_v3_group	N1
rna3304	OG0003537	l_waltii_v3_group	N1
rna1550	OG0003539	l_waltii_v3_group	N1
rna428	OG0003541	l_waltii_v3_group	N1
rna6029	OG0003542	l_waltii_v3_group	N1
rna426	OG0003543	l_waltii_v3_group	N1
rna6024	OG0003544	l_waltii_v3_group	N1
rna6022	OG0003545	l_waltii_v3_group	N1
rna6021	OG0003546	l_waltii_v3_group	N1
rna6020	OG0003547	l_waltii_v3_group	N1
rna405	OG0003551	l_waltii_v3_group	N1
rna399	OG0003552	l_waltii_v3_group	N1
rna5993	OG0003553	l_waltii_v3_group	N1
rna5992	OG0003554	l_waltii_v3_group	N1
rna5990	OG0003555	l_waltii_v3_group	N1
rna388	OG0003556	l_waltii_v3_group	N1
rna5985	OG0003557	l_waltii_v3_group	N1
rna5780	OG0003559	l_waltii_v3_group	N1
rna5784	OG0003560	l_waltii_v3_group	N1
rna5786	OG0003561	l_waltii_v3_group	N1
rna12	OG0003562	l_waltii_v3_group	N1
rna11	OG0003563	l_waltii_v3_group	N1
rna5615	OG0003565	l_waltii_v3_group	N1
rna5979	OG0003566	l_waltii_v3_group	N1
rna5977	OG0003567	l_waltii_v3_group	N1
rna5975	OG0003569	l_waltii_v3_group	N1
rna5971	OG0003571	l_waltii_v3_group	N1
rna489	OG0003573	l_waltii_v3_group	N1
rna499	OG0003574	l_waltii_v3_group	N1
rna3209	OG0003576	l_waltii_v3_group	N1
rna3203	OG0003577	l_waltii_v3_group	N1
rna3202	OG0003578	l_waltii_v3_group	N1
rna3198	OG0003579	l_waltii_v3_group	N1
rna500	OG0003580	l_waltii_v3_group	N1
rna3193	OG0003581	l_waltii_v3_group	N1
rna3192	OG0003582	l_waltii_v3_group	N1
rna504	OG0003583	l_waltii_v3_group	N1
rna483	OG0003584	l_waltii_v3_group	N1
rna1908	OG0003585	l_waltii_v3_group	N1
rna39	OG0003586	l_waltii_v3_group	N1
rna5746	OG0003587	l_waltii_v3_group	N1
rna5743	OG0003588	l_waltii_v3_group	N1
rna1426	OG0003589	l_waltii_v3_group	N1
rna371	OG0003590	l_waltii_v3_group	N1
rna4577	OG0003592	l_waltii_v3_group	N1
rna4808	OG0003593	l_waltii_v3_group	N1
rna3361	OG0003594	l_waltii_v3_group	N1
rna5095	OG0003595	l_waltii_v3_group	N1
rna5100	OG0003596	l_waltii_v3_group	N1
rna2878	OG0003598	l_waltii_v3_group	N1
rna5103	OG0003599	l_waltii_v3_group	N1
rna5113	OG0003601	l_waltii_v3_group	N1
rna2892	OG0003602	l_waltii_v3_group	N1
rna2894	OG0003603	l_waltii_v3_group	N1
rna518	OG0003604	l_waltii_v3_group	N1
rna972	OG0003605	l_waltii_v3_group	N1
rna271	OG0003606	l_waltii_v3_group	N1
rna2863	OG0003609	l_waltii_v3_group	N1
rna2858	OG0003610	l_waltii_v3_group	N1
rna4069	OG0003612	l_waltii_v3_group	N1
rna803	OG0003613	l_waltii_v3_group	N1
rna761	OG0003615	l_waltii_v3_group	N1
rna763	OG0003616	l_waltii_v3_group	N1
rna813	OG0003617	l_waltii_v3_group	N1
rna818	OG0003618	l_waltii_v3_group	N1
rna769	OG0003619	l_waltii_v3_group	N1
rna772	OG0003621	l_waltii_v3_group	N1
rna2915	OG0003622	l_waltii_v3_group	N1
rna648	OG0003623	l_waltii_v3_group	N1
rna4694	OG0003624	l_waltii_v3_group	N1
rna5169	OG0003625	l_waltii_v3_group	N1
rna5168	OG0003626	l_waltii_v3_group	N1
rna5838	OG0003627	l_waltii_v3_group	N1
rna2104	OG0003628	l_waltii_v3_group	N1
rna678	OG0003629	l_waltii_v3_group	N1
rna852	OG0003632	l_waltii_v3_group	N1
rna4635	OG0003633	l_waltii_v3_group	N1
rna4631	OG0003634	l_waltii_v3_group	N1
rna5366	OG0003636	l_waltii_v3_group	N1
rna5368	OG0003637	l_waltii_v3_group	N1
rna59	OG0003640	l_waltii_v3_group	N1
rna5379	OG0003641	l_waltii_v3_group	N1
rna60	OG0003642	l_waltii_v3_group	N1
rna63	OG0003644	l_waltii_v3_group	N1
rna2291	OG0003645	l_waltii_v3_group	N1
rna5725	OG0003648	l_waltii_v3_group	N1
rna5729	OG0003650	l_waltii_v3_group	N1
rna5730	OG0003651	l_waltii_v3_group	N1
rna1838	OG0003653	l_waltii_v3_group	N1
rna3887	OG0003654	l_waltii_v3_group	N1
rna1837	OG0003655	l_waltii_v3_group	N1
rna1836	OG0003656	l_waltii_v3_group	N1
rna2015	OG0003657	l_waltii_v3_group	N1
rna1735	OG0003658	l_waltii_v3_group	N1
rna2370	OG0003659	l_waltii_v3_group	N1
rna2163	OG0003660	l_waltii_v3_group	N1
rna448	OG0003661	l_waltii_v3_group	N1
rna449	OG0003662	l_waltii_v3_group	N1
rna2081	OG0003663	l_waltii_v3_group	N1
rna1998	OG0003664	l_waltii_v3_group	N1
rna6255	OG0003665	l_waltii_v3_group	N1
rna681	OG0003666	l_waltii_v3_group	N1
rna5200	OG0003668	l_waltii_v3_group	N1
rna679	OG0003669	l_waltii_v3_group	N1
rna463	OG0003670	l_waltii_v3_group	N1
rna2090	OG0003671	l_waltii_v3_group	N1
rna2089	OG0003673	l_waltii_v3_group	N1
rna2827	OG0003674	l_waltii_v3_group	N1
rna2829	OG0003675	l_waltii_v3_group	N1
rna3756	OG0003676	l_waltii_v3_group	N1
rna5657	OG0003677	l_waltii_v3_group	N1
rna5945	OG0003679	l_waltii_v3_group	N1
rna5946	OG0003680	l_waltii_v3_group	N1
rna1083	OG0003681	l_waltii_v3_group	N1
rna1082	OG0003682	l_waltii_v3_group	N1
rna298	OG0003683	l_waltii_v3_group	N1
rna1787	OG0003685	l_waltii_v3_group	N1
rna1050	OG0003686	l_waltii_v3_group	N1
rna5148	OG0003687	l_waltii_v3_group	N1
rna2007	OG0003690	l_waltii_v3_group	N1
rna1010	OG0003691	l_waltii_v3_group	N1
rna3825	OG0003692	l_waltii_v3_group	N1
rna1163	OG0003693	l_waltii_v3_group	N1
rna4082	OG0003695	l_waltii_v3_group	N1
rna4081	OG0003696	l_waltii_v3_group	N1
rna1166	OG0003697	l_waltii_v3_group	N1
rna4076	OG0003699	l_waltii_v3_group	N1
rna4074	OG0003700	l_waltii_v3_group	N1
rna3551	OG0003701	l_waltii_v3_group	N1
rna3547	OG0003702	l_waltii_v3_group	N1
rna3544	OG0003703	l_waltii_v3_group	N1
rna4566	OG0003704	l_waltii_v3_group	N1
rna4567	OG0003705	l_waltii_v3_group	N1
rna4573	OG0003706	l_waltii_v3_group	N1
rna3167	OG0003707	l_waltii_v3_group	N1
rna3678	OG0003708	l_waltii_v3_group	N1
rna1767	OG0003710	l_waltii_v3_group	N1
rna1036	OG0003711	l_waltii_v3_group	N1
rna2386	OG0003712	l_waltii_v3_group	N1
rna5341	OG0003713	l_waltii_v3_group	N1
rna936	OG0003715	l_waltii_v3_group	N1
rna3245	OG0003717	l_waltii_v3_group	N1
rna2401	OG0003720	l_waltii_v3_group	N1
rna3852	OG0003722	l_waltii_v3_group	N1
rna3849	OG0003723	l_waltii_v3_group	N1
rna3846	OG0003725	l_waltii_v3_group	N1
rna3261	OG0003726	l_waltii_v3_group	N1
rna3820	OG0003727	l_waltii_v3_group	N1
rna49	OG0003728	l_waltii_v3_group	N1
rna5467	OG0003731	l_waltii_v3_group	N1
rna3723	OG0003732	l_waltii_v3_group	N1
rna5475	OG0003735	l_waltii_v3_group	N1
rna5480	OG0003736	l_waltii_v3_group	N1
rna1525	OG0003738	l_waltii_v3_group	N1
rna1529	OG0003739	l_waltii_v3_group	N1
rna1532	OG0003740	l_waltii_v3_group	N1
rna867	OG0003741	l_waltii_v3_group	N1
rna4619	OG0003742	l_waltii_v3_group	N1
rna4617	OG0003743	l_waltii_v3_group	N1
rna4615	OG0003744	l_waltii_v3_group	N1
rna3863	OG0003746	l_waltii_v3_group	N1
rna4610	OG0003747	l_waltii_v3_group	N1
rna4609	OG0003748	l_waltii_v3_group	N1
rna281	OG0003752	l_waltii_v3_group	N1
rna979	OG0003753	l_waltii_v3_group	N1
rna995	OG0003754	l_waltii_v3_group	N1
rna292	OG0003755	l_waltii_v3_group	N1
rna1057	OG0003756	l_waltii_v3_group	N1
rna1058	OG0003757	l_waltii_v3_group	N1
rna1060	OG0003758	l_waltii_v3_group	N1
rna1064	OG0003759	l_waltii_v3_group	N1
rna1069	OG0003761	l_waltii_v3_group	N1
rna3922	OG0003762	l_waltii_v3_group	N1
rna3923	OG0003763	l_waltii_v3_group	N1
rna1071	OG0003764	l_waltii_v3_group	N1
rna3932	OG0003765	l_waltii_v3_group	N1
rna1079	OG0003766	l_waltii_v3_group	N1
rna4119	OG0003768	l_waltii_v3_group	N1
rna2371	OG0003769	l_waltii_v3_group	N1
rna1151	OG0003770	l_waltii_v3_group	N1
rna726	OG0003771	l_waltii_v3_group	N1
rna730	OG0003772	l_waltii_v3_group	N1
rna3692	OG0003773	l_waltii_v3_group	N1
rna2630	OG0003774	l_waltii_v3_group	N1
rna2422	OG0003777	l_waltii_v3_group	N1
rna1300	OG0003779	l_waltii_v3_group	N1
rna1298	OG0003780	l_waltii_v3_group	N1
rna2169	OG0003781	l_waltii_v3_group	N1
rna2030	OG0003782	l_waltii_v3_group	N1
rna3248	OG0003783	l_waltii_v3_group	N1
rna4032	OG0003784	l_waltii_v3_group	N1
rna4113	OG0003785	l_waltii_v3_group	N1
rna5528	OG0003789	l_waltii_v3_group	N1
rna2700	OG0003790	l_waltii_v3_group	N1
rna2703	OG0003792	l_waltii_v3_group	N1
rna2706	OG0003794	l_waltii_v3_group	N1
rna5343	OG0003795	l_waltii_v3_group	N1
rna5720	OG0003796	l_waltii_v3_group	N1
rna5713	OG0003798	l_waltii_v3_group	N1
rna3882	OG0003801	l_waltii_v3_group	N1
rna2546	OG0003802	l_waltii_v3_group	N1
rna2555	OG0003804	l_waltii_v3_group	N1
rna2561	OG0003805	l_waltii_v3_group	N1
rna2573	OG0003806	l_waltii_v3_group	N1
rna4547	OG0003807	l_waltii_v3_group	N1
rna4546	OG0003808	l_waltii_v3_group	N1
rna4545	OG0003809	l_waltii_v3_group	N1
rna4543	OG0003810	l_waltii_v3_group	N1
rna4532	OG0003811	l_waltii_v3_group	N1
rna3581	OG0003812	l_waltii_v3_group	N1
rna3589	OG0003814	l_waltii_v3_group	N1
rna3590	OG0003815	l_waltii_v3_group	N1
rna3605	OG0003816	l_waltii_v3_group	N1
rna6085	OG0003817	l_waltii_v3_group	N1
rna6083	OG0003818	l_waltii_v3_group	N1
rna6076	OG0003819	l_waltii_v3_group	N1
rna674	OG0003820	l_waltii_v3_group	N1
rna672	OG0003821	l_waltii_v3_group	N1
rna2964	OG0003824	l_waltii_v3_group	N1
rna4994	OG0003825	l_waltii_v3_group	N1
rna4993	OG0003826	l_waltii_v3_group	N1
rna1783	OG0003843	l_waltii_v3_group	N1
rna2842	OG0003850	l_waltii_v3_group	N1
rna2843	OG0003851	l_waltii_v3_group	N1
rna1926	OG0003852	l_waltii_v3_group	N1
rna1624	OG0003854	l_waltii_v3_group	N1
rna1376	OG0003856	l_waltii_v3_group	N1
rna1370	OG0003857	l_waltii_v3_group	N1
rna2752	OG0003862	l_waltii_v3_group	N1
rna3087	OG0003864	l_waltii_v3_group	N1
rna5495	OG0003866	l_waltii_v3_group	N1
rna2762	OG0003872	l_waltii_v3_group	N1
rna2768	OG0003873	l_waltii_v3_group	N1
rna2771	OG0003874	l_waltii_v3_group	N1
rna2497	OG0003878	l_waltii_v3_group	N1
rna266	OG0003880	l_waltii_v3_group	N1
rna612	OG0003882	l_waltii_v3_group	N1
rna1565	OG0003883	l_waltii_v3_group	N1
rna5219	OG0003885	l_waltii_v3_group	N1
rna4275	OG0003888	l_waltii_v3_group	N1
rna873	OG0003890	l_waltii_v3_group	N1
rna6283	OG0003891	l_waltii_v3_group	N1
rna4383	OG0003892	l_waltii_v3_group	N1
rna4201	OG0003894	l_waltii_v3_group	N1
rna261	OG0003895	l_waltii_v3_group	N1
rna258	OG0003896	l_waltii_v3_group	N1
rna953	OG0003898	l_waltii_v3_group	N1
rna3096	OG0003899	l_waltii_v3_group	N1
rna4228	OG0003900	l_waltii_v3_group	N1
rna2277	OG0003901	l_waltii_v3_group	N1
rna4752	OG0003904	l_waltii_v3_group	N1
rna377	OG0003905	l_waltii_v3_group	N1
rna1268	OG0003906	l_waltii_v3_group	N1
rna6211	OG0003909	l_waltii_v3_group	N1
rna5383	OG0003910	l_waltii_v3_group	N1
rna2563	OG0003916	l_waltii_v3_group	N1
rna3439	OG0003917	l_waltii_v3_group	N1
rna564	OG0003918	l_waltii_v3_group	N1
rna569	OG0003919	l_waltii_v3_group	N1
rna435	OG0003923	l_waltii_v3_group	N1
rna4470	OG0003924	l_waltii_v3_group	N1
rna1353	OG0003925	l_waltii_v3_group	N1
rna4711	OG0003927	l_waltii_v3_group	N1
rna4709	OG0003928	l_waltii_v3_group	N1
rna3668	OG0003933	l_waltii_v3_group	N1
rna1230	OG0003935	l_waltii_v3_group	N1
rna2159	OG0003936	l_waltii_v3_group	N1
rna5768	OG0003940	l_waltii_v3_group	N1
rna5066	OG0003941	l_waltii_v3_group	N1
rna4429	OG0003943	l_waltii_v3_group	N1
rna2286	OG0003945	l_waltii_v3_group	N1
rna4663	OG0003946	l_waltii_v3_group	N1
rna2025	OG0003948	l_waltii_v3_group	N1
rna4165	OG0003949	l_waltii_v3_group	N1
rna5798	OG0003953	l_waltii_v3_group	N1
rna5115	OG0003954	l_waltii_v3_group	N1
rna3894	OG0003957	l_waltii_v3_group	N1
rna1817	OG0003959	l_waltii_v3_group	N1
rna5625	OG0003961	l_waltii_v3_group	N1
rna5637	OG0003963	l_waltii_v3_group	N1
rna3880	OG0003965	l_waltii_v3_group	N1
rna4967	OG0003967	l_waltii_v3_group	N1
rna353	OG0003969	l_waltii_v3_group	N1
rna6168	OG0003970	l_waltii_v3_group	N1
rna3844	OG0003971	l_waltii_v3_group	N1
rna4369	OG0003972	l_waltii_v3_group	N1
rna1195	OG0003974	l_waltii_v3_group	N1
rna2989	OG0003975	l_waltii_v3_group	N1
rna2544	OG0003977	l_waltii_v3_group	N1
rna2295	OG0003978	l_waltii_v3_group	N1
rna1917	OG0003980	l_waltii_v3_group	N1
rna1099	OG0003981	l_waltii_v3_group	N1
rna1105	OG0003982	l_waltii_v3_group	N1
rna1116	OG0003983	l_waltii_v3_group	N1
rna1133	OG0003984	l_waltii_v3_group	N1
rna2528	OG0003985	l_waltii_v3_group	N1
rna2532	OG0003987	l_waltii_v3_group	N1
rna1756	OG0003989	l_waltii_v3_group	N1
rna4234	OG0003990	l_waltii_v3_group	N1
rna4648	OG0003991	l_waltii_v3_group	N1
rna1325	OG0003993	l_waltii_v3_group	N1
rna1336	OG0003994	l_waltii_v3_group	N1
rna1340	OG0003995	l_waltii_v3_group	N1
rna3948	OG0003998	l_waltii_v3_group	N1
rna1922	OG0003999	l_waltii_v3_group	N1
rna886	OG0004003	l_waltii_v3_group	N1
rna4844	OG0004007	l_waltii_v3_group	N1
rna5144	OG0004014	l_waltii_v3_group	N1
rna1576	OG0004017	l_waltii_v3_group	N1
rna2180	OG0004019	l_waltii_v3_group	N1
rna2177	OG0004020	l_waltii_v3_group	N1
rna183	OG0004022	l_waltii_v3_group	N1
rna5499	OG0004024	l_waltii_v3_group	N1
rna3704	OG0004027	l_waltii_v3_group	N1
rna2457	OG0004028	l_waltii_v3_group	N1
rna2734	OG0004029	l_waltii_v3_group	N1
rna3284	OG0004031	l_waltii_v3_group	N1
rna1205	OG0004032	l_waltii_v3_group	N1
rna5897	OG0004036	l_waltii_v3_group	N1
rna776	OG0004037	l_waltii_v3_group	N1
rna1312	OG0004039	l_waltii_v3_group	N1
rna2684	OG0004040	l_waltii_v3_group	N1
rna1302	OG0004041	l_waltii_v3_group	N1
rna3308	OG0004043	l_waltii_v3_group	N1
rna3295	OG0004044	l_waltii_v3_group	N1
rna423	OG0004046	l_waltii_v3_group	N1
rna6017	OG0004047	l_waltii_v3_group	N1
rna386	OG0004052	l_waltii_v3_group	N1
rna385	OG0004053	l_waltii_v3_group	N1
rna15	OG0004054	l_waltii_v3_group	N1
rna773	OG0004064	l_waltii_v3_group	N1
rna858	OG0004066	l_waltii_v3_group	N1
rna2022	OG0004068	l_waltii_v3_group	N1
