Genes	Orthogroup	Clade	Node
rna5872	OG0000127	schizo_pombe	N0
rna4294	OG0000128	schizo_pombe	N0
rna4404	OG0000128	schizo_pombe	N0
rna2229	OG0000129	schizo_pombe	N0
rna4192	OG0000129	schizo_pombe	N0
rna248	OG0000130	schizo_pombe	N0
rna951	OG0000130	schizo_pombe	N0
rna2278	OG0000132	schizo_pombe	N0
rna4230	OG0000132	schizo_pombe	N0
rna381	OG0000133	schizo_pombe	N0
rna6035	OG0000133	schizo_pombe	N0
rna4317	OG0000134	schizo_pombe	N0
rna6268	OG0000134	schizo_pombe	N0
rna4584	OG0000135	schizo_pombe	N0
rna3525	OG0000135	schizo_pombe	N0
rna3333	OG0000136	schizo_pombe	N0
rna3452	OG0000136	schizo_pombe	N0
rna550	OG0000138	schizo_pombe	N0
rna1470	OG0000138	schizo_pombe	N0
rna1465	OG0000139	schizo_pombe	N0
rna556	OG0000139	schizo_pombe	N0
rna1463	OG0000140	schizo_pombe	N0
rna560	OG0000140	schizo_pombe	N0
rna1454	OG0000141	schizo_pombe	N0
rna4036	OG0000141	schizo_pombe	N0
rna4039	OG0000142	schizo_pombe	N0
rna1451	OG0000142	schizo_pombe	N0
rna1450	OG0000143	schizo_pombe	N0
rna4042	OG0000143	schizo_pombe	N0
rna5317	OG0000145	schizo_pombe	N0
rna367	OG0000145	schizo_pombe	N0
rna921	OG0000146	schizo_pombe	N0
rna94	OG0000146	schizo_pombe	N0
rna4155	OG0000147	schizo_pombe	N0
rna5606	OG0000147	schizo_pombe	N0
rna437	OG0000148	schizo_pombe	N0
rna2147	OG0000148	schizo_pombe	N0
rna441	OG0000149	schizo_pombe	N0
rna2141	OG0000149	schizo_pombe	N0
rna4782	OG0000150	schizo_pombe	N0
rna4340	OG0000150	schizo_pombe	N0
rna1647	OG0000151	schizo_pombe	N0
rna2941	OG0000151	schizo_pombe	N0
rna5193	OG0000152	schizo_pombe	N0
rna671	OG0000152	schizo_pombe	N0
rna654	OG0000153	schizo_pombe	N0
rna5182	OG0000153	schizo_pombe	N0
rna5178	OG0000154	schizo_pombe	N0
rna651	OG0000154	schizo_pombe	N0
rna5860	OG0000156	schizo_pombe	N0
rna4670	OG0000156	schizo_pombe	N0
rna4662	OG0000157	schizo_pombe	N0
rna5868	OG0000157	schizo_pombe	N0
rna4066	OG0000158	schizo_pombe	N0
rna792	OG0000158	schizo_pombe	N0
rna5418	OG0000159	schizo_pombe	N0
rna1509	OG0000159	schizo_pombe	N0
rna3675	OG0000160	schizo_pombe	N0
rna3176	OG0000160	schizo_pombe	N0
rna3177	OG0000161	schizo_pombe	N0
rna3674	OG0000161	schizo_pombe	N0
rna255	OG0000162	schizo_pombe	N0
rna242	OG0000162	schizo_pombe	N0
rna1725	OG0000163	schizo_pombe	N0
rna2018	OG0000163	schizo_pombe	N0
rna5630	OG0000164	schizo_pombe	N0
rna5963	OG0000164	schizo_pombe	N0
rna5642	OG0000165	schizo_pombe	N0
rna5957	OG0000165	schizo_pombe	N0
rna4167	OG0000166	schizo_pombe	N0
rna1197	OG0000167	schizo_pombe	N0
rna6055	OG0000167	schizo_pombe	N0
rna5523	OG0000168	schizo_pombe	N0
rna5047	OG0000168	schizo_pombe	N0
rna64	OG0000169	schizo_pombe	N0
rna5433	OG0000169	schizo_pombe	N0
rna2317	OG0000170	schizo_pombe	N0
rna6206	OG0000170	schizo_pombe	N0
rna2345	OG0000171	schizo_pombe	N0
rna6238	OG0000171	schizo_pombe	N0
rna3957	OG0000172	schizo_pombe	N0
rna1091	OG0000172	schizo_pombe	N0
rna1092	OG0000173	schizo_pombe	N0
rna3959	OG0000173	schizo_pombe	N0
rna1095	OG0000174	schizo_pombe	N0
rna3962	OG0000174	schizo_pombe	N0
rna4093	OG0000175	schizo_pombe	N0
rna1145	OG0000175	schizo_pombe	N0
rna850	OG0000176	schizo_pombe	N0
rna851	OG0000176	schizo_pombe	N0
rna2351	OG0000177	schizo_pombe	N0
rna6244	OG0000177	schizo_pombe	N0
rna4246	OG0000178	schizo_pombe	N0
rna882	OG0000178	schizo_pombe	N0
rna5276	OG0000179	schizo_pombe	N0
rna1816	OG0000179	schizo_pombe	N0
rna195	OG0000180	schizo_pombe	N0
rna5227	OG0000180	schizo_pombe	N0
rna2817	OG0000180	schizo_pombe	N0
rna3043	OG0000180	schizo_pombe	N0
rna837	OG0000181	schizo_pombe	N0
rna2060	OG0000181	schizo_pombe	N0
rna1279	OG0000182	schizo_pombe	N0
rna2663	OG0000182	schizo_pombe	N0
rna5328	OG0000183	schizo_pombe	N0
rna361	OG0000183	schizo_pombe	N0
rna5900	OG0000184	schizo_pombe	N0
rna2122	OG0000184	schizo_pombe	N0
rna1682	OG0000185	schizo_pombe	N0
rna1599	OG0000185	schizo_pombe	N0
rna1692	OG0000186	schizo_pombe	N0
rna150	OG0000186	schizo_pombe	N0
rna1694	OG0000187	schizo_pombe	N0
rna146	OG0000187	schizo_pombe	N0
rna1708	OG0000188	schizo_pombe	N0
rna130	OG0000188	schizo_pombe	N0
rna2688	OG0000189	schizo_pombe	N0
rna1305	OG0000189	schizo_pombe	N0
rna860	OG0000190	schizo_pombe	N0
rna4627	OG0000190	schizo_pombe	N0
rna5988	OG0000191	schizo_pombe	N0
rna393	OG0000191	schizo_pombe	N0
rna5987	OG0000192	schizo_pombe	N0
rna390	OG0000192	schizo_pombe	N0
rna3194	OG0000193	schizo_pombe	N0
rna501	OG0000193	schizo_pombe	N0
rna1425	OG0000194	schizo_pombe	N0
rna5436	OG0000194	schizo_pombe	N0
rna3686	OG0000195	schizo_pombe	N0
rna3153	OG0000195	schizo_pombe	N0
rna2100	OG0000196	schizo_pombe	N0
rna466	OG0000196	schizo_pombe	N0
rna2292	OG0000197	schizo_pombe	N0
rna6186	OG0000197	schizo_pombe	N0
rna5731	OG0000198	schizo_pombe	N0
rna4736	OG0000198	schizo_pombe	N0
rna1047	OG0000199	schizo_pombe	N0
rna1784	OG0000199	schizo_pombe	N0
rna3162	OG0000200	schizo_pombe	N0
rna3685	OG0000200	schizo_pombe	N0
rna48	OG0000202	schizo_pombe	N0
rna5736	OG0000202	schizo_pombe	N0
rna5457	OG0000203	schizo_pombe	N0
rna1221	OG0000203	schizo_pombe	N0
rna1526	OG0000204	schizo_pombe	N0
rna3314	OG0000204	schizo_pombe	N0
rna1533	OG0000205	schizo_pombe	N0
rna3311	OG0000205	schizo_pombe	N0
rna4603	OG0000206	schizo_pombe	N0
rna3857	OG0000206	schizo_pombe	N0
rna1055	OG0000207	schizo_pombe	N0
rna3911	OG0000207	schizo_pombe	N0
rna1059	OG0000208	schizo_pombe	N0
rna3917	OG0000208	schizo_pombe	N0
rna516	OG0000209	schizo_pombe	N0
rna3920	OG0000209	schizo_pombe	N0
rna3924	OG0000210	schizo_pombe	N0
rna1070	OG0000210	schizo_pombe	N0
rna5587	OG0000211	schizo_pombe	N0
rna4127	OG0000211	schizo_pombe	N0
rna4116	OG0000212	schizo_pombe	N0
rna5585	OG0000212	schizo_pombe	N0
rna5034	OG0000213	schizo_pombe	N0
rna2699	OG0000213	schizo_pombe	N0
rna5342	OG0000214	schizo_pombe	N0
rna906	OG0000214	schizo_pombe	N0
rna4520	OG0000215	schizo_pombe	N0
rna4519	OG0000215	schizo_pombe	N0
rna5799	OG0000216	schizo_pombe	N0
rna1946	OG0000216	schizo_pombe	N0
rna4829	OG0000218	schizo_pombe	N0
rna710	OG0000218	schizo_pombe	N0
rna703	OG0000218	schizo_pombe	N0
rna3424	OG0000218	schizo_pombe	N0
rna605	OG0000222	schizo_pombe	N0
rna5162	OG0000222	schizo_pombe	N0
rna1807	OG0000223	schizo_pombe	N0
rna4826	OG0000223	schizo_pombe	N0
rna4574	OG0000223	schizo_pombe	N0
rna1621	OG0000224	schizo_pombe	N0
rna1981	OG0000224	schizo_pombe	N0
rna2382	OG0000227	schizo_pombe	N0
rna2155	OG0000227	schizo_pombe	N0
rna2467	OG0000228	schizo_pombe	N0
rna2747	OG0000228	schizo_pombe	N0
rna2746	OG0000229	schizo_pombe	N0
rna2466	OG0000229	schizo_pombe	N0
rna2675	OG0000230	schizo_pombe	N0
rna1293	OG0000230	schizo_pombe	N0
rna2203	OG0000231	schizo_pombe	N0
rna72	OG0000231	schizo_pombe	N0
rna2759	OG0000232	schizo_pombe	N0
rna2478	OG0000232	schizo_pombe	N0
rna4438	OG0000233	schizo_pombe	N0
rna1402	OG0000233	schizo_pombe	N0
rna1404	OG0000234	schizo_pombe	N0
rna4437	OG0000234	schizo_pombe	N0
rna875	OG0000237	schizo_pombe	N0
rna4258	OG0000237	schizo_pombe	N0
rna2785	OG0000238	schizo_pombe	N0
rna2786	OG0000238	schizo_pombe	N0
rna3397	OG0000239	schizo_pombe	N0
rna4376	OG0000239	schizo_pombe	N0
rna4310	OG0000240	schizo_pombe	N0
rna4384	OG0000240	schizo_pombe	N0
rna4208	OG0000241	schizo_pombe	N0
rna2247	OG0000241	schizo_pombe	N0
rna339	OG0000242	schizo_pombe	N0
rna6161	OG0000242	schizo_pombe	N0
rna328	OG0000243	schizo_pombe	N0
rna2275	OG0000243	schizo_pombe	N0
rna6260	OG0000244	schizo_pombe	N0
rna2338	OG0000245	schizo_pombe	N0
rna6234	OG0000245	schizo_pombe	N0
rna2332	OG0000246	schizo_pombe	N0
rna6226	OG0000246	schizo_pombe	N0
rna3519	OG0000247	schizo_pombe	N0
rna4596	OG0000247	schizo_pombe	N0
rna4590	OG0000248	schizo_pombe	N0
rna3522	OG0000248	schizo_pombe	N0
rna561	OG0000250	schizo_pombe	N0
rna1462	OG0000250	schizo_pombe	N0
rna2739	OG0000252	schizo_pombe	N0
rna4903	OG0000252	schizo_pombe	N0
rna1247	OG0000256	schizo_pombe	N0
rna2609	OG0000256	schizo_pombe	N0
rna4633	OG0000257	schizo_pombe	N0
rna204	OG0000258	schizo_pombe	N0
rna2183	OG0000258	schizo_pombe	N0
rna1349	OG0000260	schizo_pombe	N0
rna5431	OG0000260	schizo_pombe	N0
rna1041	OG0000261	schizo_pombe	N0
rna1775	OG0000261	schizo_pombe	N0
rna4184	OG0000262	schizo_pombe	N0
rna2214	OG0000262	schizo_pombe	N0
rna4769	OG0000265	schizo_pombe	N0
rna4349	OG0000265	schizo_pombe	N0
rna4765	OG0000266	schizo_pombe	N0
rna4352	OG0000266	schizo_pombe	N0
rna3908	OG0000268	schizo_pombe	N0
rna1818	OG0000268	schizo_pombe	N0
rna1937	OG0000271	schizo_pombe	N0
rna1951	OG0000271	schizo_pombe	N0
rna5853	OG0000272	schizo_pombe	N0
rna4673	OG0000272	schizo_pombe	N0
rna2763	OG0000273	schizo_pombe	N0
rna1569	OG0000273	schizo_pombe	N0
rna4025	OG0000275	schizo_pombe	N0
rna1123	OG0000275	schizo_pombe	N0
rna1132	OG0000276	schizo_pombe	N0
rna4029	OG0000276	schizo_pombe	N0
rna723	OG0000277	schizo_pombe	N0
rna4949	OG0000277	schizo_pombe	N0
rna2531	OG0000278	schizo_pombe	N0
rna3784	OG0000278	schizo_pombe	N0
rna1342	OG0000279	schizo_pombe	N0
rna5548	OG0000279	schizo_pombe	N0
rna107	OG0000280	schizo_pombe	N0
rna6124	OG0000280	schizo_pombe	N0
rna126	OG0000281	schizo_pombe	N0
rna1713	OG0000281	schizo_pombe	N0
rna1014	OG0000282	schizo_pombe	N0
rna1746	OG0000282	schizo_pombe	N0
rna4600	OG0000283	schizo_pombe	N0
rna3511	OG0000283	schizo_pombe	N0
rna801	OG0000284	schizo_pombe	N0
rna2462	OG0000285	schizo_pombe	N0
rna2743	OG0000285	schizo_pombe	N0
rna941	OG0000286	schizo_pombe	N0
rna217	OG0000286	schizo_pombe	N0
rna928	OG0000287	schizo_pombe	N0
rna232	OG0000287	schizo_pombe	N0
rna3634	OG0000288	schizo_pombe	N0
rna3032	OG0000288	schizo_pombe	N0
rna5903	OG0000289	schizo_pombe	N0
rna2120	OG0000289	schizo_pombe	N0
rna1695	OG0000291	schizo_pombe	N0
rna145	OG0000291	schizo_pombe	N0
rna1701	OG0000292	schizo_pombe	N0
rna135	OG0000292	schizo_pombe	N0
rna1309	OG0000293	schizo_pombe	N0
rna2690	OG0000293	schizo_pombe	N0
rna1538	OG0000295	schizo_pombe	N0
rna3310	OG0000295	schizo_pombe	N0
rna6001	OG0000297	schizo_pombe	N0
rna9	OG0000298	schizo_pombe	N0
rna5787	OG0000298	schizo_pombe	N0
rna2881	OG0000302	schizo_pombe	N0
rna5105	OG0000302	schizo_pombe	N0
rna5107	OG0000303	schizo_pombe	N0
rna2885	OG0000303	schizo_pombe	N0
rna2859	OG0000304	schizo_pombe	N0
rna5084	OG0000304	schizo_pombe	N0
rna762	OG0000306	schizo_pombe	N0
rna811	OG0000306	schizo_pombe	N0
rna2913	OG0000307	schizo_pombe	N0
rna774	OG0000307	schizo_pombe	N0
rna4634	OG0000310	schizo_pombe	N0
rna856	OG0000310	schizo_pombe	N0
rna5367	OG0000312	schizo_pombe	N0
rna56	OG0000312	schizo_pombe	N0
rna4745	OG0000314	schizo_pombe	N0
rna3732	OG0000314	schizo_pombe	N0
rna1011	OG0000315	schizo_pombe	N0
rna1741	OG0000315	schizo_pombe	N0
rna902	OG0000317	schizo_pombe	N0
rna5340	OG0000317	schizo_pombe	N0
rna3817	OG0000318	schizo_pombe	N0
rna3847	OG0000318	schizo_pombe	N0
rna3858	OG0000321	schizo_pombe	N0
rna4604	OG0000321	schizo_pombe	N0
rna3691	OG0000323	schizo_pombe	N0
rna3146	OG0000323	schizo_pombe	N0
rna2548	OG0000326	schizo_pombe	N0
rna3614	OG0000326	schizo_pombe	N0
rna4995	OG0000330	schizo_pombe	N0
rna2714	OG0000330	schizo_pombe	N0
rna3751	OG0000334	schizo_pombe	N0
rna2840	OG0000334	schizo_pombe	N0
rna559	OG0000342	schizo_pombe	N0
rna1464	OG0000342	schizo_pombe	N0
rna3393	OG0000343	schizo_pombe	N0
rna4225	OG0000344	schizo_pombe	N0
rna3070	OG0000344	schizo_pombe	N0
rna6213	OG0000345	schizo_pombe	N0
rna5711	OG0000346	schizo_pombe	N0
rna4724	OG0000346	schizo_pombe	N0
rna5053	OG0000354	schizo_pombe	N0
rna5517	OG0000354	schizo_pombe	N0
rna4804	OG0000355	schizo_pombe	N0
rna3421	OG0000360	schizo_pombe	N0
rna3220	OG0000361	schizo_pombe	N0
rna3505	OG0000361	schizo_pombe	N0
rna584	OG0000362	schizo_pombe	N0
rna5155	OG0000362	schizo_pombe	N0
rna2711	OG0000363	schizo_pombe	N0
rna2350	OG0000365	schizo_pombe	N0
rna6242	OG0000365	schizo_pombe	N0
rna3370	OG0000366	schizo_pombe	N0
rna172	OG0000366	schizo_pombe	N0
rna4360	OG0000367	schizo_pombe	N0
rna4755	OG0000367	schizo_pombe	N0
rna6071	OG0000368	schizo_pombe	N0
rna1864	OG0000368	schizo_pombe	N0
rna2736	OG0000369	schizo_pombe	N0
rna2454	OG0000369	schizo_pombe	N0
rna5450	OG0000370	schizo_pombe	N0
rna1215	OG0000370	schizo_pombe	N0
rna5449	OG0000371	schizo_pombe	N0
rna1684	OG0000374	schizo_pombe	N0
rna156	OG0000374	schizo_pombe	N0
rna1543	OG0000376	schizo_pombe	N0
rna3307	OG0000376	schizo_pombe	N0
rna1551	OG0000377	schizo_pombe	N0
rna3294	OG0000377	schizo_pombe	N0
rna5096	OG0000380	schizo_pombe	N0
rna2876	OG0000380	schizo_pombe	N0
rna268	OG0000381	schizo_pombe	N0
rna965	OG0000381	schizo_pombe	N0
rna4697	OG0000383	schizo_pombe	N0
rna5175	OG0000383	schizo_pombe	N0
rna4734	OG0000384	schizo_pombe	N0
rna5728	OG0000384	schizo_pombe	N0
rna2697	OG0000388	schizo_pombe	N0
rna5038	OG0000388	schizo_pombe	N0
rna5716	OG0000389	schizo_pombe	N0
rna4728	OG0000389	schizo_pombe	N0
rna6044	OG0000390	schizo_pombe	N0
rna3568	OG0000390	schizo_pombe	N0
rna224	OG0000393	schizo_pombe	N0
rna2481	OG0000397	schizo_pombe	N0
rna2769	OG0000397	schizo_pombe	N0
rna1560	OG0000398	schizo_pombe	N0
rna626	OG0000398	schizo_pombe	N0
rna6166	OG0000400	schizo_pombe	N0
rna343	OG0000400	schizo_pombe	N0
rna2918	OG0000403	schizo_pombe	N0
rna1675	OG0000403	schizo_pombe	N0
rna1260	OG0000405	schizo_pombe	N0
rna2646	OG0000405	schizo_pombe	N0
rna5861	OG0000406	schizo_pombe	N0
rna1043	OG0000408	schizo_pombe	N0
rna1780	OG0000408	schizo_pombe	N0
rna3775	OG0000409	schizo_pombe	N0
rna3438	OG0000410	schizo_pombe	N0
rna707	OG0000411	schizo_pombe	N0
rna3427	OG0000411	schizo_pombe	N0
rna1346	OG0000414	schizo_pombe	N0
rna3034	OG0000416	schizo_pombe	N0
rna3035	OG0000416	schizo_pombe	N0
rna6113	OG0000417	schizo_pombe	N0
rna984	OG0000418	schizo_pombe	N0
rna982	OG0000418	schizo_pombe	N0
rna983	OG0000418	schizo_pombe	N0
rna4569	OG0000419	schizo_pombe	N0
rna949	OG0000420	schizo_pombe	N0
rna238	OG0000420	schizo_pombe	N0
rna4336	OG0000424	schizo_pombe	N0
rna3512	OG0000426	schizo_pombe	N0
rna695	OG0000427	schizo_pombe	N0
rna5603	OG0000428	schizo_pombe	N0
rna3939	OG0000429	schizo_pombe	N0
rna5158	OG0000430	schizo_pombe	N0
rna2826	OG0000431	schizo_pombe	N0
rna2790	OG0000432	schizo_pombe	N0
rna4298	OG0000434	schizo_pombe	N0
rna329	OG0000436	schizo_pombe	N0
rna4725	OG0000437	schizo_pombe	N0
rna3441	OG0000438	schizo_pombe	N0
rna4142	OG0000439	schizo_pombe	N0
rna1858	OG0000440	schizo_pombe	N0
rna510	OG0000441	schizo_pombe	N0
rna299	OG0000442	schizo_pombe	N0
rna998	OG0000442	schizo_pombe	N0
rna1770	OG0000443	schizo_pombe	N0
rna4812	OG0000444	schizo_pombe	N0
rna2136	OG0000445	schizo_pombe	N0
rna1897	OG0000446	schizo_pombe	N0
rna4966	OG0000447	schizo_pombe	N0
rna2619	OG0000448	schizo_pombe	N0
rna4329	OG0000449	schizo_pombe	N0
rna3390	OG0000450	schizo_pombe	N0
rna4677	OG0000451	schizo_pombe	N0
rna2996	OG0000452	schizo_pombe	N0
rna3022	OG0000454	schizo_pombe	N0
rna3015	OG0000455	schizo_pombe	N0
rna2956	OG0000457	schizo_pombe	N0
rna122	OG0000459	schizo_pombe	N0
rna6112	OG0000461	schizo_pombe	N0
rna864	OG0000462	schizo_pombe	N0
rna2883	OG0000463	schizo_pombe	N0
rna2009	OG0000465	schizo_pombe	N0
rna996	OG0000466	schizo_pombe	N0
rna4103	OG0000467	schizo_pombe	N0
rna981	OG0000468	schizo_pombe	N0
rna1299	OG0000469	schizo_pombe	N0
rna2679	OG0000469	schizo_pombe	N0
rna1846	OG0000470	schizo_pombe	N0
rna4521	OG0000471	schizo_pombe	N0
rna1503	OG0000472	schizo_pombe	N0
rna6288	OG0000472	schizo_pombe	N0
rna3037	OG0000476	schizo_pombe	N0
rna1988	OG0000477	schizo_pombe	N0
rna1367	OG0000478	schizo_pombe	N0
rna1747	OG0000479	schizo_pombe	N0
rna19	OG0000480	schizo_pombe	N0
rna5737	OG0000481	schizo_pombe	N0
rna1162	OG0000482	schizo_pombe	N0
rna4148	OG0000483	schizo_pombe	N0
rna4153	OG0000484	schizo_pombe	N0
rna2195	OG0000486	schizo_pombe	N0
rna2468	OG0000487	schizo_pombe	N0
rna3715	OG0000488	schizo_pombe	N0
rna629	OG0000489	schizo_pombe	N0
rna3088	OG0000490	schizo_pombe	N0
rna1290	OG0000491	schizo_pombe	N0
rna5490	OG0000492	schizo_pombe	N0
rna3738	OG0000493	schizo_pombe	N0
rna2591	OG0000494	schizo_pombe	N0
rna2202	OG0000495	schizo_pombe	N0
rna2190	OG0000496	schizo_pombe	N0
rna2492	OG0000497	schizo_pombe	N0
rna2795	OG0000498	schizo_pombe	N0
rna607	OG0000499	schizo_pombe	N0
rna3272	OG0000500	schizo_pombe	N0
rna1381	OG0000501	schizo_pombe	N0
rna4456	OG0000502	schizo_pombe	N0
rna4453	OG0000503	schizo_pombe	N0
rna4447	OG0000504	schizo_pombe	N0
rna4433	OG0000505	schizo_pombe	N0
rna1407	OG0000506	schizo_pombe	N0
rna4265	OG0000507	schizo_pombe	N0
rna872	OG0000508	schizo_pombe	N0
rna4260	OG0000509	schizo_pombe	N0
rna3411	OG0000510	schizo_pombe	N0
rna4395	OG0000511	schizo_pombe	N0
rna4396	OG0000512	schizo_pombe	N0
rna4291	OG0000513	schizo_pombe	N0
rna3555	OG0000514	schizo_pombe	N0
rna3556	OG0000515	schizo_pombe	N0
rna1906	OG0000516	schizo_pombe	N0
rna260	OG0000518	schizo_pombe	N0
rna5802	OG0000519	schizo_pombe	N0
rna5812	OG0000519	schizo_pombe	N0
rna250	OG0000520	schizo_pombe	N0
rna3093	OG0000521	schizo_pombe	N0
rna3094	OG0000522	schizo_pombe	N0
rna2270	OG0000523	schizo_pombe	N0
rna5706	OG0000524	schizo_pombe	N0
rna338	OG0000525	schizo_pombe	N0
rna332	OG0000526	schizo_pombe	N0
rna6153	OG0000527	schizo_pombe	N0
rna6033	OG0000528	schizo_pombe	N0
rna3029	OG0000529	schizo_pombe	N0
rna6151	OG0000530	schizo_pombe	N0
rna6141	OG0000531	schizo_pombe	N0
rna311	OG0000532	schizo_pombe	N0
rna4589	OG0000533	schizo_pombe	N0
rna5712	OG0000534	schizo_pombe	N0
rna3653	OG0000535	schizo_pombe	N0
rna3561	OG0000536	schizo_pombe	N0
rna554	OG0000537	schizo_pombe	N0
rna4890	OG0000539	schizo_pombe	N0
rna3055	OG0000540	schizo_pombe	N0
rna3064	OG0000541	schizo_pombe	N0
rna637	OG0000542	schizo_pombe	N0
rna636	OG0000543	schizo_pombe	N0
rna920	OG0000544	schizo_pombe	N0
rna923	OG0000545	schizo_pombe	N0
rna4154	OG0000546	schizo_pombe	N0
rna5412	OG0000547	schizo_pombe	N0
rna1357	OG0000548	schizo_pombe	N0
rna5188	OG0000549	schizo_pombe	N0
rna5185	OG0000550	schizo_pombe	N0
rna663	OG0000551	schizo_pombe	N0
rna657	OG0000552	schizo_pombe	N0
rna656	OG0000553	schizo_pombe	N0
rna5667	OG0000554	schizo_pombe	N0
rna1240	OG0000555	schizo_pombe	N0
rna3231	OG0000556	schizo_pombe	N0
rna364	OG0000557	schizo_pombe	N0
rna3602	OG0000558	schizo_pombe	N0
rna3599	OG0000559	schizo_pombe	N0
rna4502	OG0000560	schizo_pombe	N0
rna5283	OG0000561	schizo_pombe	N0
rna5515	OG0000563	schizo_pombe	N0
rna5509	OG0000564	schizo_pombe	N0
rna2289	OG0000565	schizo_pombe	N0
rna6180	OG0000566	schizo_pombe	N0
rna798	OG0000567	schizo_pombe	N0
rna4063	OG0000569	schizo_pombe	N0
rna4166	OG0000570	schizo_pombe	N0
rna4180	OG0000571	schizo_pombe	N0
rna2207	OG0000572	schizo_pombe	N0
rna1511	OG0000573	schizo_pombe	N0
rna5422	OG0000574	schizo_pombe	N0
rna4767	OG0000575	schizo_pombe	N0
rna2213	OG0000576	schizo_pombe	N0
rna3178	OG0000577	schizo_pombe	N0
rna5703	OG0000578	schizo_pombe	N0
rna4279	OG0000579	schizo_pombe	N0
rna243	OG0000580	schizo_pombe	N0
rna5152	OG0000581	schizo_pombe	N0
rna1834	OG0000582	schizo_pombe	N0
rna1862	OG0000583	schizo_pombe	N0
rna3904	OG0000584	schizo_pombe	N0
rna1819	OG0000585	schizo_pombe	N0
rna5626	OG0000586	schizo_pombe	N0
rna5961	OG0000587	schizo_pombe	N0
rna5960	OG0000588	schizo_pombe	N0
rna1859	OG0000589	schizo_pombe	N0
rna5010	OG0000590	schizo_pombe	N0
rna733	OG0000591	schizo_pombe	N0
rna2418	OG0000593	schizo_pombe	N0
rna3386	OG0000594	schizo_pombe	N0
rna3383	OG0000595	schizo_pombe	N0
rna780	OG0000596	schizo_pombe	N0
rna4059	OG0000597	schizo_pombe	N0
rna1297	OG0000598	schizo_pombe	N0
rna3000	OG0000599	schizo_pombe	N0
rna2995	OG0000600	schizo_pombe	N0
rna2302	OG0000601	schizo_pombe	N0
rna1094	OG0000603	schizo_pombe	N0
rna3970	OG0000604	schizo_pombe	N0
rna1111	OG0000605	schizo_pombe	N0
rna3980	OG0000606	schizo_pombe	N0
rna1113	OG0000607	schizo_pombe	N0
rna719	OG0000608	schizo_pombe	N0
rna717	OG0000609	schizo_pombe	N0
rna4933	OG0000610	schizo_pombe	N0
rna4930	OG0000611	schizo_pombe	N0
rna3788	OG0000612	schizo_pombe	N0
rna1757	OG0000613	schizo_pombe	N0
rna3368	OG0000614	schizo_pombe	N0
rna892	OG0000615	schizo_pombe	N0
rna5260	OG0000616	schizo_pombe	N0
rna1334	OG0000617	schizo_pombe	N0
rna5541	OG0000617	schizo_pombe	N0
rna1921	OG0000618	schizo_pombe	N0
rna6276	OG0000619	schizo_pombe	N0
rna887	OG0000620	schizo_pombe	N0
rna3378	OG0000621	schizo_pombe	N0
rna162	OG0000622	schizo_pombe	N0
rna3356	OG0000623	schizo_pombe	N0
rna108	OG0000624	schizo_pombe	N0
rna119	OG0000625	schizo_pombe	N0
rna120	OG0000626	schizo_pombe	N0
rna3607	OG0000627	schizo_pombe	N0
rna5136	OG0000628	schizo_pombe	N0
rna5131	OG0000629	schizo_pombe	N0
rna827	OG0000630	schizo_pombe	N0
rna1019	OG0000631	schizo_pombe	N0
rna1744	OG0000632	schizo_pombe	N0
rna4759	OG0000633	schizo_pombe	N0
rna2604	OG0000634	schizo_pombe	N0
rna2599	OG0000635	schizo_pombe	N0
rna2651	OG0000636	schizo_pombe	N0
rna6042	OG0000637	schizo_pombe	N0
rna3746	OG0000638	schizo_pombe	N0
rna6093	OG0000639	schizo_pombe	N0
rna1874	OG0000640	schizo_pombe	N0
rna1872	OG0000641	schizo_pombe	N0
rna4818	OG0000642	schizo_pombe	N0
rna3703	OG0000643	schizo_pombe	N0
rna2738	OG0000644	schizo_pombe	N0
rna5826	OG0000646	schizo_pombe	N0
rna3875	OG0000647	schizo_pombe	N0
rna1217	OG0000648	schizo_pombe	N0
rna5447	OG0000649	schizo_pombe	N0
rna222	OG0000650	schizo_pombe	N0
rna5910	OG0000651	schizo_pombe	N0
rna5907	OG0000652	schizo_pombe	N0
rna160	OG0000653	schizo_pombe	N0
rna1696	OG0000654	schizo_pombe	N0
rna5268	OG0000656	schizo_pombe	N0
rna419	OG0000657	schizo_pombe	N0
rna407	OG0000658	schizo_pombe	N0
rna5781	OG0000659	schizo_pombe	N0
rna5785	OG0000660	schizo_pombe	N0
rna5982	OG0000661	schizo_pombe	N0
rna5617	OG0000662	schizo_pombe	N0
rna2506	OG0000665	schizo_pombe	N0
rna3362	OG0000666	schizo_pombe	N0
rna473	OG0000667	schizo_pombe	N0
rna5370	OG0000669	schizo_pombe	N0
rna5371	OG0000670	schizo_pombe	N0
rna237	OG0000671	schizo_pombe	N0
rna903	OG0000672	schizo_pombe	N0
rna3888	OG0000673	schizo_pombe	N0
rna2017	OG0000674	schizo_pombe	N0
rna2160	OG0000675	schizo_pombe	N0
rna1607	OG0000676	schizo_pombe	N0
rna1049	OG0000677	schizo_pombe	N0
rna3168	OG0000678	schizo_pombe	N0
rna2406	OG0000679	schizo_pombe	N0
rna5461	OG0000680	schizo_pombe	N0
rna5473	OG0000681	schizo_pombe	N0
rna5479	OG0000682	schizo_pombe	N0
rna5484	OG0000683	schizo_pombe	N0
rna3735	OG0000684	schizo_pombe	N0
rna3797	OG0000685	schizo_pombe	N0
